
SOAP Analysis Report Output for starlink_100_sats_45.orb,
Generated: Mon Jan 09 15:48:03 2023,
Analysis,STARLINK-2586 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1229,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2063,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3218,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1301,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3835,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1286,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2453,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2544,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3591,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1270,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1730,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1646,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2254,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3449,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1154,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1734,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1034,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1655,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3756,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3308,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3843,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1491,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3812,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3752,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3862,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1783,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2387,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1650,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2223,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1067,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3535,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-3758,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2704,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2713,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1621,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - FALCON 9 DEB2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1084,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1704,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-1121,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - STARLINK-2081,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2586 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2601,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1718,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1689,
       Rise,         Set, Duration (s),
       0.000,   34170.733,   34170.733,
   36028.300,   57541.441,   21513.141,
   57609.546,   64781.088,    7171.542,
   64853.250,   86370.702,   21517.452,
Is_True,          97.6538%,
Analysis,STARLINK-3265 - STARLINK-1058,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3060,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3190,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3105,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2185,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2527,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2742,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3160,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2008,
       Rise,         Set, Duration (s),
       0.000,    2164.451,    2164.451,
    8415.367,   21744.547,   13329.180,
   27756.456,   39288.678,   11532.222,
   45306.671,   58866.150,   13559.478,
   64884.316,   78445.430,   13561.114,
   82429.802,   86400.000,    3970.198,
Is_True,          67.2646%,
Analysis,STARLINK-3265 - STARLINK-1471,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2738,
       Rise,         Set, Duration (s),
       0.000,   13404.646,   13404.646,
   16730.814,   20846.273,    4115.458,
   24170.536,   28041.795,    3871.259,
   31366.537,   35233.012,    3866.475,
   38559.237,   42427.320,    3868.083,
   45999.081,   49870.259,    3871.178,
   53195.068,   57061.688,    3866.620,
   57907.776,   64256.016,    6348.240,
   65347.899,   71450.648,    6102.749,
   72542.651,   78890.675,    6348.024,
   79736.747,   83604.149,    3867.403,
Is_True,          68.9006%,
Analysis,STARLINK-3265 - STARLINK-3140,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2572,
       Rise,         Set, Duration (s),
       0.000,    6211.550,    6211.550,
    9535.681,   13646.176,    4110.495,
   16722.516,   20842.698,    4120.182,
   24163.445,   28041.254,    3877.809,
   31365.148,   35226.986,    3861.838,
   38552.808,   42426.279,    3873.471,
   45993.136,   49871.220,    3878.084,
   50712.740,   57057.182,    6344.441,
   57905.008,   64255.977,    6350.969,
   65342.142,   71701.449,    6359.307,
   72542.618,   78887.726,    6345.107,
   79735.832,   83603.548,    3867.716,
Is_True,          68.5196%,
Analysis,STARLINK-3265 - STARLINK-2146,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1964,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2708,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2739,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3646,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3570,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1573,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1560,
       Rise,         Set, Duration (s),
    5700.719,   17243.556,   11542.837,
   21229.701,   34797.827,   13568.127,
   38552.006,   50093.350,   11541.345,
   53592.759,   54627.057,    1034.298,
   58134.575,   69674.810,   11540.235,
   73428.797,   86400.000,   12971.203,
Is_True,          71.9885%,
Analysis,STARLINK-3265 - STARLINK-3781,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1453,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2006,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3273,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1867,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3541,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3320,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3678,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1443,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2236,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2685,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1348,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - FALCON 9 DEB10,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1219,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1098,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1978,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1496,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1654,
       Rise,         Set, Duration (s),
       0.000,   17009.282,   17009.282,
   21017.500,   24509.961,    3492.461,
   25291.915,   38832.854,   13540.939,
   42364.092,   45627.761,    3263.668,
   49374.325,   67190.508,   17816.183,
   70963.302,   86400.000,   15436.698,
Is_True,          81.6658%,
Analysis,STARLINK-3265 - STARLINK-2400,
       Rise,         Set, Duration (s),
       0.000,    2920.524,    2920.524,
    3692.469,   17233.489,   13541.020,
   27537.507,   39057.842,   11520.335,
   42528.274,   43341.946,     813.672,
   49597.035,   67193.182,   17596.147,
   71413.923,   86400.000,   14986.077,
Is_True,          71.0391%,
Analysis,STARLINK-3265 - STARLINK-3644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3797,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3120,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3859,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1938,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1259,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3255,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1906,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3101,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1229,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-2063,
       Rise,         Set, Duration (s),
       0.000,    8239.237,    8239.237,
   11777.081,   28049.277,   16272.196,
   31586.406,   35999.063,    4412.657,
   36043.905,   43124.309,    7080.403,
   43927.784,   47859.861,    3932.077,
   51154.782,   67671.423,   16516.642,
   68478.394,   82264.349,   13785.956,
   83551.409,   86400.000,    2848.591,
Is_True,          84.5923%,
Analysis,STARLINK-3265 - STARLINK-3218,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1301,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3835,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1286,
       Rise,         Set, Duration (s),
     957.432,   17014.576,   16057.144,
   20779.069,   32321.176,   11542.107,
   32857.020,   36831.187,    3974.167,
   40354.161,   56886.565,   16532.404,
   57912.079,   69211.672,   11299.593,
   72973.569,   86400.000,   13426.431,
Is_True,          84.2961%,
Analysis,STARLINK-3265 - STARLINK-2453,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2544,
       Rise,         Set, Duration (s),
     313.091,   13858.192,   13545.100,
   15147.096,   18837.773,    3690.677,
   22136.735,   33433.946,   11297.211,
   36975.105,   60238.978,   23263.872,
   63538.267,   74836.486,   11298.219,
   78378.397,   82304.244,    3925.847,
   83116.757,   86400.000,    3283.243,
Is_True,          81.3706%,
Analysis,STARLINK-3265 - STARLINK-3591,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1270,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1730,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1646,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2254,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3449,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1154,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1734,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1034,
       Rise,         Set, Duration (s),
       0.000,    3093.823,    3093.823,
    3673.391,   10262.021,    6588.630,
   11322.016,   15469.019,    4147.003,
   18519.486,   35508.531,   16989.045,
   36082.084,   42902.159,    6820.075,
   43475.921,   47622.419,    4146.498,
   51163.986,   67664.682,   16500.696,
   70960.578,   75308.670,    4348.092,
   75886.032,   80017.973,    4131.941,
   83559.621,   86400.000,    2840.379,
Is_True,          80.5627%,
Analysis,STARLINK-3265 - STARLINK-1655,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3756,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3308,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3843,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1491,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3812,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3752,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3862,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2378,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1783,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2387,
       Rise,         Set, Duration (s),
       0.000,    6451.695,    6451.695,
    9753.909,   13862.078,    4108.168,
   14689.473,   18818.454,    4128.980,
   22366.131,   38856.937,   16490.806,
   42159.826,   46265.887,    4106.061,
   47100.051,   53696.503,    6596.452,
   54521.065,   71013.309,   16492.244,
   74561.516,   78676.596,    4115.080,
   79261.219,   86096.641,    6835.422,
Is_True,          80.2372%,
Analysis,STARLINK-3265 - STARLINK-1650,
       Rise,         Set, Duration (s),
       0.000,   10772.903,   10772.903,
   10822.971,   28782.809,   17959.839,
   28827.966,   46790.770,   17962.804,
   46821.090,   64783.236,   17962.147,
   64822.862,   82785.294,   17962.432,
   82834.546,   86400.000,    3565.454,
Is_True,          99.7518%,
Analysis,STARLINK-3265 - STARLINK-2223,
       Rise,         Set, Duration (s),
    5936.346,   17236.174,   11299.828,
   21210.325,   25199.379,    3989.055,
   25275.257,   36818.252,   11542.996,
   40804.264,   56636.712,   15832.447,
   60386.300,   71686.023,   11299.723,
   72693.020,   86400.000,   13706.980,
Is_True,          78.3230%,
Analysis,STARLINK-3265 - STARLINK-1067,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-3535,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-3758,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2704,
       Rise,         Set, Duration (s),
    2575.157,    6195.968,    3620.812,
    9777.374,   13396.820,    3619.446,
   16978.869,   20598.458,    3619.589,
   24179.361,   27800.363,    3621.002,
   31133.219,   35001.172,    3867.953,
   38334.879,   42202.586,    3867.707,
   45535.515,   49404.876,    3869.361,
   52737.506,   56605.934,    3868.429,
   59939.481,   86400.000,   26460.519,
Is_True,          65.2949%,
Analysis,STARLINK-3265 - STARLINK-1415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2713,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1621,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - FALCON 9 DEB2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3265 - STARLINK-1084,
       Rise,         Set, Duration (s),
       0.000,    1038.260,    1038.260,
    4379.383,    7997.976,    3618.593,
   11338.469,   17443.123,    6104.655,
   18547.707,   24651.290,    6103.583,
   25756.146,   31860.630,    6104.484,
   35201.291,   38820.003,    3618.712,
   42161.159,   46028.158,    3867.000,
   49369.983,   53237.178,    3867.195,
   56578.475,   60197.105,    3618.630,
   63537.740,   84060.574,   20522.834,
Is_True,          67.6666%,
Analysis,STARLINK-3265 - STARLINK-2530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1704,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-1121,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3265 - STARLINK-2081,
