
SOAP Analysis Report Output for starlink_100_sats_12.orb,
Generated: Mon Jan 09 15:06:49 2023,
Start: 1823/03/30 01:42:00.00, Stop: 1823/03/31 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2462 - STARLINK-2407,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-1557,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-3358,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-2683,
       Rise,         Set, Duration (s),
       0.000,    2550.291,    2550.291,
    6000.215,   28762.096,   22761.881,
   29813.169,   40800.000,   10986.832,
   44137.558,   54862.868,   10725.311,
   58312.858,   69149.201,   10836.343,
   72487.696,   86057.819,   13570.123,
Is_True,          82.6745%,
Analysis,STARLINK-2462 - STARLINK-1695,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-2719,
       Rise,         Set, Duration (s),
       0.000,    3562.429,    3562.429,
    8474.959,   16837.533,    8362.574,
   21300.015,   29774.843,    8474.829,
   34687.398,   43050.086,    8362.689,
   47624.924,   56099.958,    8475.034,
   61012.454,   69487.387,    8474.934,
   74062.606,   82650.033,    8587.426,
Is_True,          62.8471%,
Analysis,STARLINK-2462 - STARLINK-2378,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2462 - STARLINK-1205,
       Rise,         Set, Duration (s),
       0.000,   12000.164,   12000.164,
   15337.858,   26174.886,   10837.029,
   29512.891,   40350.446,   10837.555,
   43687.664,   50249.574,    6561.910,
   50740.023,   57371.079,    6631.056,
   57862.201,   64312.867,    6450.666,
   67650.427,   78599.186,   10948.759,
   81937.290,   86400.000,    4462.710,
Is_True,          79.5484%,
Analysis,STARLINK-2462 - STARLINK-1093,
       Rise,         Set, Duration (s),
       0.000,    6487.878,    6487.878,
    9937.263,   20662.021,   10724.758,
   24000.060,   44624.795,   20624.735,
   47589.557,   60824.421,   13234.865,
   61800.862,   74887.660,   13086.799,
   78337.390,   86400.000,    8062.610,
Is_True,          83.5899%,
Analysis,STARLINK-2462 - STARLINK-1099,
       Rise,         Set, Duration (s),
       0.000,    7950.433,    7950.433,
   11399.804,   24486.476,   13086.672,
   25462.859,   38698.078,   13235.219,
   41662.542,   48224.415,    6561.873,
   51562.114,   62287.594,   10725.480,
   65625.851,   76462.298,   10836.447,
   79800.635,   86400.000,    6599.365,
Is_True,          79.8559%,
Analysis,STARLINK-2462 - STARLINK-1142,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2462 - STARLINK-1482,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2462 - STARLINK-3764,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-1179,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2462 - STARLINK-3618,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-1290,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2462 - STARLINK-3577,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2462 - STARLINK-2244,
       Rise,         Set, Duration (s),
