
SOAP Analysis Report Output for starlink_100_sats_38.orb,
Generated: Mon Jan 09 15:38:50 2023,
Start: 1998/05/01 01:42:00.00, Stop: 1998/05/02 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1939 - STARLINK-1321,
       Rise,         Set, Duration (s),
    1944.116,    8856.908,    6912.791,
   11055.341,   15944.747,    4889.406,
   18143.305,   25056.646,    6913.341,
   27255.338,   32255.906,    5000.568,
   34343.841,   39344.618,    5000.777,
   41543.460,   61085.801,   19542.340,
   63143.846,   68256.180,    5112.334,
   70455.362,   75457.107,    5001.744,
   75742.752,   80744.620,    5001.868,
   82943.919,   86400.000,    3456.081,
Is_True,          77.3510%,
Analysis,STARLINK-1939 - STARLINK-1195,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1939 - STARLINK-3456,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-1646,
       Rise,         Set, Duration (s),
       0.000,    7056.255,    7056.255,
    7763.485,   31806.528,   24043.042,
   32544.136,   46205.917,   13661.781,
   46943.676,   60606.475,   13662.799,
   61314.161,   71856.242,   10542.081,
   72594.136,   85806.323,   13212.187,
Is_True,          95.1136%,
Analysis,STARLINK-1939 - STARLINK-3611,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-3813,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-2532,
       Rise,         Set, Duration (s),
       0.000,    8856.720,    8856.720,
   10943.722,   17968.686,    7024.964,
   18143.389,   25056.471,    6913.082,
   25231.120,   32256.622,    7025.501,
   34313.851,   39486.113,    5172.261,
   41544.146,   46656.364,    5112.219,
   46831.190,   53856.529,    7025.339,
   56055.288,   61057.171,    5001.883,
   61342.775,   66485.704,    5142.929,
   68543.668,   86256.793,   17713.125,
Is_True,          86.7917%,
Analysis,STARLINK-1939 - STARLINK-2148,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-3698,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-3734,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-2164,
       Rise,         Set, Duration (s),
       0.000,    6606.812,    6606.812,
    7344.074,   21456.468,   14112.394,
   22193.773,   39006.390,   16812.617,
   39713.259,   53406.362,   13693.103,
   54113.255,   64655.693,   10542.438,
   65393.121,   79168.280,   13775.159,
   79342.883,   86400.000,    7057.117,
Is_True,          95.6014%,
Analysis,STARLINK-1939 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1939 - STARLINK-2460,
       Rise,         Set, Duration (s),
     143.377,    7056.019,    6912.642,
    9143.765,   16056.726,    6912.961,
   18255.277,   23285.860,    5030.583,
   25343.439,   32257.114,    6913.675,
   32542.715,   39456.556,    6913.841,
   41655.367,   46656.373,    5001.006,
   48855.218,   53856.343,    5001.125,
   56055.362,   61056.714,    5001.352,
   61231.588,   68257.264,    7025.676,
   68542.900,   73544.603,    5001.704,
   75743.829,   86400.000,   10656.171,
Is_True,          81.4476%,
Analysis,STARLINK-1939 - STARLINK-1878,
       Rise,         Set, Duration (s),
     143.145,    7055.892,    6912.746,
    9144.090,   23256.582,   14112.493,
   25313.638,   32368.824,    7055.186,
   32543.688,   37685.767,    5142.079,
   39743.284,   46768.521,    7025.237,
