
SOAP Analysis Report Output for starlink_100_sats_35.orb,
Generated: Mon Jan 09 15:33:44 2023,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2483,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-3503,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-3121,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1149,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-3208,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2019,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-3305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1798,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2498,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2197,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2046,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1021,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1931,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2686,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1136,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-3874,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1514,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2569,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-2108,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1211,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - STARLINK-1865,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1318 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2681,
       Rise,         Set, Duration (s),
   35293.768,   36038.437,     744.669,
   46438.866,   46964.316,     525.450,
Is_True,           1.4700%,
Analysis,STARLINK-1683 - STARLINK-1579,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2394,
       Rise,         Set, Duration (s),
   35663.436,   42337.484,    6674.048,
Is_True,           7.7246%,
Analysis,STARLINK-1683 - STARLINK-1854,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1677,
       Rise,         Set, Duration (s),
       0.000,   15712.035,   15712.035,
   40087.888,   69712.018,   29624.131,
Is_True,          52.4724%,
Analysis,STARLINK-1683 - STARLINK-3337,
       Rise,         Set, Duration (s),
       0.000,    3021.499,    3021.499,
    6300.167,   30238.149,   23937.982,
   36255.476,   42299.986,    6044.511,
   43202.818,   52196.764,    8993.946,
   54144.321,   79162.040,   25017.719,
   81713.413,   86400.000,    4686.587,
Is_True,          82.9887%,
Analysis,STARLINK-1683 - STARLINK-1663,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1952,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1956,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2301,
       Rise,         Set, Duration (s),
       0.000,    4274.752,    4274.752,
   11025.175,   24974.719,   13949.545,
   29250.101,   36674.682,    7424.581,
   43425.269,   57487.489,   14062.220,
   57937.651,   71774.947,   13837.295,
   78637.753,   86062.429,    7424.676,
Is_True,          70.5707%,
Analysis,STARLINK-1683 - STARLINK-2327,
       Rise,         Set, Duration (s),
   32010.484,   32786.214,     775.730,
Is_True,           0.8978%,
Analysis,STARLINK-1683 - STARLINK-3056,
       Rise,         Set, Duration (s),
       0.000,    5116.086,    5116.086,
   10213.085,   11641.972,    1428.887,
   24358.028,   30541.085,    6183.057,
   37858.913,   57568.167,   19709.254,
   57687.037,   64769.212,    7082.176,
   69781.831,   84511.919,   14730.087,
Is_True,          62.7888%,
Analysis,STARLINK-1683 - STARLINK-1498,
       Rise,         Set, Duration (s),
   13925.820,   14727.159,     801.339,
   25098.007,   25716.123,     618.117,
Is_True,           1.6429%,
Analysis,STARLINK-1683 - STARLINK-2044,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2364,
       Rise,         Set, Duration (s),
    2565.659,    9356.108,    6790.449,
   14041.326,   20829.733,    6788.407,
   25745.624,   32304.652,    6559.028,
   37219.349,   43780.637,    6561.288,
   48694.734,   55255.110,    6560.376,
   59940.921,   66958.586,    7017.665,
   71644.548,   78204.802,    6560.253,
   83118.927,   86400.000,    3281.073,
Is_True,          58.0076%,
Analysis,STARLINK-1683 - STARLINK-2487,
       Rise,         Set, Duration (s),
       7.731,    5844.989,    5837.258,
    9011.596,   35995.106,   26983.509,
   36947.572,   44996.678,    8049.106,
   49550.685,   55784.843,    6234.158,
   60334.842,   66574.813,    6239.971,
   71119.065,   76940.597,    5821.532,
   81903.353,   86400.000,    4496.647,
Is_True,          73.6831%,
Analysis,STARLINK-1683 - STARLINK-1114,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2365,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1216,
       Rise,         Set, Duration (s),
       0.000,      12.580,      12.580,
Is_True,           0.0146%,
Analysis,STARLINK-1683 - STARLINK-3150,
       Rise,         Set, Duration (s),
       0.000,    2465.467,    2465.467,
    4284.532,   12815.463,    8530.930,
   14859.537,   33290.472,   18430.935,
   36684.528,   42965.472,    6280.944,
   47709.532,   60290.471,   12580.939,
   81318.910,   86400.000,    5081.090,
Is_True,          61.7712%,
Analysis,STARLINK-1683 - STARLINK-1908,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3388,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1749,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1191,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1167,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1538,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3734,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3640,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1455,
       Rise,         Set, Duration (s),
   60675.191,   61319.814,     644.623,
   71378.148,   72711.794,    1333.646,
Is_True,           2.2897%,
Analysis,STARLINK-1683 - STARLINK-1468,
       Rise,         Set, Duration (s),
       0.000,    8792.692,    8792.692,
   30824.211,   41162.964,   10338.754,
   59583.675,   73533.899,   13950.224,
   84410.283,   86400.000,    1989.717,
Is_True,          40.5919%,
Analysis,STARLINK-1683 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2155,
       Rise,         Set, Duration (s),
       0.000,     742.262,     742.262,
   10039.406,   17241.291,    7201.884,
   22387.131,   29535.273,    7148.142,
   38868.945,   43980.729,    5111.784,
   51150.437,   60458.828,    9308.391,
   65615.081,   72738.401,    7123.320,
   82076.457,   86400.000,    4323.543,
Is_True,          47.4066%,
Analysis,STARLINK-1683 - STARLINK-3825,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2447,
       Rise,         Set, Duration (s),
       0.000,    8326.029,    8326.029,
   11979.796,   15068.057,    3088.261,
   24084.484,   37123.917,   13039.434,
   45631.943,   63678.373,   18046.430,
   67687.930,   70854.114,    3166.184,
   74433.033,   85733.745,   11300.712,
Is_True,          65.9341%,
Analysis,STARLINK-1683 - STARLINK-3628,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1802,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1493,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3298,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1352,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1416,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2076,
       Rise,         Set, Duration (s),
       0.000,     613.774,     613.774,
   75203.180,   75826.978,     623.798,
Is_True,           1.4324%,
Analysis,STARLINK-1683 - STARLINK-3508,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3900,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3005,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2024,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3667,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1513,
       Rise,         Set, Duration (s),
   10117.847,   10993.722,     875.875,
   21343.096,   31681.656,   10338.560,
   32569.167,   40248.191,    7679.024,
   53844.831,   54705.658,     860.827,
   71302.595,   72162.765,     860.169,
   82513.418,   86400.000,    3886.582,
Is_True,          28.3577%,
Analysis,STARLINK-1683 - STARLINK-3052,
       Rise,         Set, Duration (s),
    8598.775,   34826.220,   26227.445,
   47932.342,   73975.955,   26043.613,
Is_True,          60.4989%,
Analysis,STARLINK-1683 - STARLINK-2034,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1978,
       Rise,         Set, Duration (s),
    1100.338,    7187.171,    6086.833,
   10997.043,   25171.888,   14174.844,
   28097.100,   34904.421,    6807.321,
   37827.305,   52002.512,   14175.207,
   54927.995,   61901.022,    6973.027,
   64825.484,   79000.980,   14175.497,
   81925.661,   86400.000,    4474.339,
Is_True,          77.3924%,
Analysis,STARLINK-1683 - STARLINK-2003,
       Rise,         Set, Duration (s),
    1811.879,    8974.027,    7162.148,
   10817.576,   17979.687,    7162.111,
   19822.832,   26984.718,    7161.886,
   28827.995,   35990.353,    7162.358,
   38029.737,   44996.141,    6966.404,
   49971.581,   55568.006,    5596.425,
   57606.988,   64573.292,    6966.304,
   66612.375,   73774.994,    7162.619,
   75618.630,   82780.958,    7162.328,
   84624.308,   86400.000,    1775.692,
Is_True,          74.3962%,
Analysis,STARLINK-1683 - STARLINK-3108,
       Rise,         Set, Duration (s),
     534.828,   15257.798,   14722.971,
   24075.452,   32399.548,    8324.096,
   35100.454,   75149.545,   40049.092,
   81239.513,   84360.485,    3120.973,
Is_True,          76.6402%,
Analysis,STARLINK-1683 - STARLINK-3656,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3151,
       Rise,         Set, Duration (s),
    1184.777,   41115.231,   39930.454,
   47084.773,   86400.000,   39315.227,
Is_True,          91.7195%,
Analysis,STARLINK-1683 - STARLINK-3360,
       Rise,         Set, Duration (s),
     908.097,   13437.610,   12529.513,
   18738.040,   26937.741,    8199.701,
   30210.369,   42238.420,   12028.051,
   45738.636,   53711.017,    7972.381,
   57210.219,   69239.067,   12028.848,
   72512.333,   80712.360,    8200.027,
   83984.765,   86400.000,    2415.235,
Is_True,          73.3493%,
Analysis,STARLINK-1683 - STARLINK-3691,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2170,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2661,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2528,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1297,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2335,
       Rise,         Set, Duration (s),
       0.000,    2946.961,    2946.961,
   11894.926,   23651.783,   11756.857,
   32598.341,   43898.174,   11299.833,
   53302.957,   64601.260,   11298.303,
   73549.662,   84847.844,   11298.182,
Is_True,          56.2502%,
Analysis,STARLINK-1683 - STARLINK-3219,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3581,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3896,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3718,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1683 - STARLINK-3701,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3093,
       Rise,         Set, Duration (s),
       0.000,   56165.311,   56165.311,
   58585.073,   66739.998,    8154.925,
   69159.760,   77554.117,    8394.357,
   85134.968,   86400.000,    1265.032,
Is_True,          85.6246%,
Analysis,STARLINK-1683 - STARLINK-1867,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1624,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1309,
       Rise,         Set, Duration (s),
       0.000,   61064.990,   61064.990,
Is_True,          70.6771%,
Analysis,STARLINK-1683 - STARLINK-3336,
       Rise,         Set, Duration (s),
       0.000,   24730.931,   24730.931,
   26118.602,   60435.619,   34317.017,
   62104.512,   75342.391,   13237.880,
   76083.131,   83216.897,    7133.765,
Is_True,          91.9208%,
Analysis,STARLINK-1683 - STARLINK-1360,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2421,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2009,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1357,
       Rise,         Set, Duration (s),
    4956.588,   20466.487,   15509.899,
   26111.220,   41621.325,   15510.105,
   51753.829,   67263.843,   15510.015,
   77182.756,   86400.000,    9217.244,
Is_True,          64.5223%,
Analysis,STARLINK-1683 - STARLINK-1338,
       Rise,         Set, Duration (s),
       0.000,    4244.004,    4244.004,
    7455.832,   15606.716,    8150.884,
   19043.318,   31131.633,   12088.314,
   34455.776,   42606.773,    8150.997,
   46043.386,   58131.915,   12088.529,
   61680.692,   69831.841,    8151.149,
   73268.068,   85469.338,   12201.269,
Is_True,          75.3185%,
Analysis,STARLINK-1683 - STARLINK-2483,
       Rise,         Set, Duration (s),
       0.000,     701.143,     701.143,
   10545.679,   23201.669,   12655.990,
   33050.527,   45702.683,   12652.156,
   55550.940,   67747.599,   12196.659,
   78053.234,   86400.000,    8346.766,
Is_True,          53.8805%,
Analysis,STARLINK-1683 - STARLINK-3503,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3121,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1149,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3208,
       Rise,         Set, Duration (s),
       0.000,   10485.130,   10485.130,
   11306.470,   23394.505,   12088.035,
   39966.726,   49809.373,    9842.647,
   50990.856,   63646.654,   12655.799,
   64828.346,   81899.998,   17071.652,
Is_True,          71.9251%,
Analysis,STARLINK-1683 - STARLINK-2019,
       Rise,         Set, Duration (s),
     970.644,    7178.677,    6208.033,
   11271.536,   31910.227,   20638.692,
   34236.257,   59507.774,   25271.516,
   63001.101,   73672.337,   10671.236,
   75827.097,   80437.168,    4610.072,
Is_True,          78.0087%,
Analysis,STARLINK-1683 - STARLINK-3305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1798,
       Rise,         Set, Duration (s),
   10240.212,   11014.178,     773.966,
   21374.845,   22055.465,     680.621,
Is_True,           1.6835%,
Analysis,STARLINK-1683 - STARLINK-2498,
       Rise,         Set, Duration (s),
       0.000,   26995.288,   26995.288,
   34655.414,   37780.907,    3125.493,
   70428.506,   73556.607,    3128.101,
   81009.811,   85702.675,    4692.863,
Is_True,          43.9141%,
Analysis,STARLINK-1683 - STARLINK-2197,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-2046,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1021,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-1931,
       Rise,         Set, Duration (s),
       0.000,    2688.175,    2688.175,
    5696.576,   12541.037,    6844.461,
   17657.967,   23110.479,    5452.512,
   26130.457,   32308.382,    6177.925,
   32963.820,   38411.147,    5447.328,
   43535.246,   50099.216,    6563.970,
   55217.691,   67224.980,   12007.289,
   70522.808,   78891.196,    8368.388,
   82203.412,   86400.000,    4196.588,
Is_True,          66.8364%,
Analysis,STARLINK-1683 - STARLINK-2686,
       Rise,         Set, Duration (s),
       0.000,     191.002,     191.002,
   82251.706,   83240.407,     988.700,
Is_True,           1.3654%,
Analysis,STARLINK-1683 - STARLINK-1136,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1683 - STARLINK-3874,
       Rise,         Set, Duration (s),
     907.037,   25740.522,   24833.485,
   31897.489,   37626.630,    5729.141,
   41753.326,   51678.583,    9925.257,
   62214.770,   76410.923,   14196.153,
   80013.763,   86400.000,    6386.237,
