
SOAP Analysis Report Output for starlink_100_sats_0.orb,
Generated: Mon Jan 09 14:53:32 2023,
Analysis,STARLINK-3597 - STARLINK-3103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1777,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3210,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3155,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1883,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3459,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2186,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1591,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2325,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1683,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1176,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2549,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1972,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3884,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1830,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2310,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1090,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1717,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1115,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2304,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2090,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2379,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1225,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1283,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2009,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1153,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2593,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2626,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2371,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1479,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3712,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2452,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3268,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1085,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1437,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1260,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3831,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2702,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3106,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3613,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1718,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-3733,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1233,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-1269,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - STARLINK-2060,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3597 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2429,
       Rise,         Set, Duration (s),
       0.000,   17987.832,   17987.832,
   45910.358,   86400.000,   40489.642,
Is_True,          67.6823%,
Analysis,STARLINK-1814 - STARLINK-2632,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3237,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2299,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1332,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1375,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1186,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2407,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3320,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1656,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1294,
       Rise,         Set, Duration (s),
       0.000,   25196.446,   25196.446,
   25200.781,   39592.740,   14391.958,
   39835.806,   53991.804,   14155.998,
   54236.005,   62063.191,    7827.186,
   68636.010,   76462.207,    7826.197,
   85737.145,   86400.000,     662.855,
Is_True,          81.0887%,
Analysis,STARLINK-1814 - STARLINK-2418,
       Rise,         Set, Duration (s),
       9.386,   10566.843,   10557.458,
   14409.582,   24967.174,   10557.592,
   25212.189,   86400.000,   61187.811,
Is_True,          95.2579%,
Analysis,STARLINK-1814 - STARLINK-2523,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1308,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3626,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1920,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3396,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1676,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1862,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2133,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3889,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1098,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3206,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3595,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3157,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3136,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2540,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3717,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3543,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - FALCON 9 DEB19,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1187,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2416,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1790,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1942,
       Rise,         Set, Duration (s),
       0.000,   14388.504,   14388.504,
   14666.169,   25157.987,   10491.817,
   31733.226,   33062.037,    1328.811,
   42984.860,   43832.768,     847.909,
   46978.991,   71986.926,   25007.935,
   72266.524,   75815.273,    3548.749,
   85904.106,   86400.000,     495.894,
Is_True,          64.9417%,
Analysis,STARLINK-1814 - STARLINK-2059,
       Rise,         Set, Duration (s),
       0.000,    7192.471,    7192.471,
    7436.250,   21592.293,   14156.043,
   21836.011,   35992.215,   14156.204,
   36235.930,   50392.308,   14156.379,
   50635.944,   64792.509,   14156.566,
   65036.110,   79192.877,   14156.768,
   79436.378,   86400.000,    6963.622,
Is_True,          98.3079%,
Analysis,STARLINK-1814 - STARLINK-2512,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1265,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1278,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3346,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2543,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1487,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1976,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3265,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2087,
       Rise,         Set, Duration (s),
       0.000,    7160.740,    7160.740,
   13733.010,   21560.109,    7827.099,
   21837.122,   29467.354,    7630.231,
   36236.715,   43866.172,    7629.457,
   50636.327,   58265.457,    7629.130,
   65036.033,   72665.072,    7629.039,
   79435.684,   86400.000,    6964.316,
Is_True,          60.7292%,
Analysis,STARLINK-1814 - STARLINK-3103,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2338,
       Rise,         Set, Duration (s),
       0.000,   68393.942,   68393.942,
   68634.001,   82791.117,   14157.117,
   83034.152,   86400.000,    3365.848,
Is_True,          99.4409%,
Analysis,STARLINK-1814 - STARLINK-1777,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3210,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3155,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1883,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3459,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2186,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1591,
       Rise,         Set, Duration (s),
    6338.668,    7866.082,    1527.414,
   20738.390,   22265.765,    1527.375,
   35138.265,   36665.579,    1527.314,
   49538.248,   51065.522,    1527.274,
   63938.382,   65465.594,    1527.212,
   78338.628,   79865.799,    1527.171,
Is_True,          10.6062%,
Analysis,STARLINK-1814 - STARLINK-2325,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2680,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1683,
       Rise,         Set, Duration (s),
   16381.231,   47518.878,   31137.647,
   69480.994,   86400.000,   16919.006,
Is_True,          55.6211%,
Analysis,STARLINK-1814 - STARLINK-1176,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2549,
       Rise,         Set, Duration (s),
       8.860,   14166.474,   14157.614,
   14408.835,   28566.206,   14157.370,
   28808.938,   42966.158,   14157.220,
   43209.084,   57366.168,   14157.084,
   57609.367,   71766.389,   14157.022,
   72009.715,   86166.675,   14156.960,
Is_True,          98.3140%,
Analysis,STARLINK-1814 - STARLINK-1972,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3884,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1830,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2310,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1090,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1717,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1115,
       Rise,         Set, Duration (s),
       0.000,    3364.684,    3364.684,
   10134.628,   17764.216,    7629.588,
   24534.049,   32163.929,    7629.879,
   38933.459,   46563.737,    7630.278,
   53333.021,   60963.731,    7630.710,
   67732.521,   75363.813,    7631.291,
   75607.713,   86400.000,   10792.287,
Is_True,          60.5425%,
Analysis,STARLINK-1814 - STARLINK-2304,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2090,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2379,
       Rise,         Set, Duration (s),
       0.000,   83688.059,   83688.059,
Is_True,          96.8612%,
Analysis,STARLINK-1814 - STARLINK-1225,
       Rise,         Set, Duration (s),
     180.932,   31318.920,   31137.988,
   54180.795,   83519.185,   29338.390,
Is_True,          69.9958%,
Analysis,STARLINK-1814 - STARLINK-2420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1398,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1283,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2009,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1153,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2593,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2626,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-2371,
       Rise,         Set, Duration (s),
      11.968,   25188.428,   25176.460,
   28135.122,   29014.310,     879.188,
   36237.729,   46563.917,   10326.188,
   46809.700,   56970.576,   10160.876,
   57612.870,   82789.351,   25176.481,
   83034.897,   86400.000,    3365.103,
Is_True,          86.9031%,
Analysis,STARLINK-1814 - STARLINK-1479,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3712,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2452,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3268,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1085,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1437,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1260,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3831,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2702,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3106,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-3613,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-1718,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-3733,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1233,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - STARLINK-1269,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1814 - STARLINK-2060,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1814 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2429 - STARLINK-2632,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2429 - STARLINK-3237,
       Rise,         Set, Duration (s),
       0.000,    2446.434,    2446.434,
    7650.497,   11643.308,    3992.810,
   21164.065,   24719.235,    3555.171,
   26550.002,   30034.860,    3484.858,
   33440.628,   38148.923,    4708.295,
   41512.503,   60633.982,   19121.480,
   63003.518,   85499.998,   22496.480,
Is_True,          69.2194%,
Analysis,STARLINK-2429 - STARLINK-2299,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2429 - STARLINK-1332,
       Rise,         Set, Duration (s),
   53303.603,   68336.181,   15032.577,
Is_True,          17.3988%,
Analysis,STARLINK-2429 - STARLINK-1375,
       Rise,         Set, Duration (s),
   60692.046,   61342.691,     650.645,
Is_True,           0.7531%,
Analysis,STARLINK-2429 - STARLINK-1186,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2429 - STARLINK-2407,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2429 - STARLINK-3320,
