
SOAP Analysis Report Output for starlink_100_sats_8.orb,
Generated: Mon Jan 09 15:02:24 2023,
Analysis,STARLINK-3107 - STARLINK-3176,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1312,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3604,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3902,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3154,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1467,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1783,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3633,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2350,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3359,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1074,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3291,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1206,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1353,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3744,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1481,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1888,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2426,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1657,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3303,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3141,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2636,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-71,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3155,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3521,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2330,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3153,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2117,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2616,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1664,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2471,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2369,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3552,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3574,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2397,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1916,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2179,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3285,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1774,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2023,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1917,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3189,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2512,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2428,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3296,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2581,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1354,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1761,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3347,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3226,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1580,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1506,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3555,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2250,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1610,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1730,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2604,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1030,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3745,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3557,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1460,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2219,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3148,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2435,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2122,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1274,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3361,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-2252,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-1867,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - STARLINK-3627,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3107 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1616,
       Rise,         Set, Duration (s),
       0.000,     669.227,     669.227,
   14287.250,   15074.708,     787.458,
   28609.451,   29459.386,     849.935,
   42925.351,   43850.695,     925.344,
   57258.001,   58224.951,     966.950,
   71584.359,   72605.629,    1021.270,
   85926.068,   86400.000,     473.932,
Is_True,           6.5904%,
Analysis,STARLINK-1533 - STARLINK-1829,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1781,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2080,
       Rise,         Set, Duration (s),
   78573.496,   79583.239,    1009.743,
Is_True,           1.1687%,
Analysis,STARLINK-1533 - STARLINK-3560,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3712,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1437,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-3715,
       Rise,         Set, Duration (s),
       0.000,    7193.036,    7193.036,
   14404.290,   53098.715,   38694.425,
   60418.574,   86400.000,   25981.426,
Is_True,          83.1816%,
Analysis,STARLINK-1533 - STARLINK-3602,
       Rise,         Set, Duration (s),
   40401.559,   49412.771,    9011.211,
Is_True,          10.4296%,
Analysis,STARLINK-1533 - STARLINK-3692,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2197,
       Rise,         Set, Duration (s),
   10428.782,   11102.740,     673.958,
   24784.512,   25490.684,     706.172,
   39136.518,   39881.945,     745.427,
   53495.080,   54266.999,     771.919,
   67849.729,   68655.619,     805.889,
   82210.738,   83038.169,     827.431,
Is_True,           5.2440%,
Analysis,STARLINK-1533 - STARLINK-3239,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3588,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2688,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1621,
       Rise,         Set, Duration (s),
       0.000,      46.789,      46.789,
   10579.586,   14434.095,    3854.509,
   24964.200,   28816.282,    3852.082,
   39354.072,   43203.221,    3849.149,
   53739.007,   54710.686,     971.679,
   68129.163,   69092.461,     963.298,
   82514.420,   83478.887,     964.467,
Is_True,          16.7847%,
Analysis,STARLINK-1533 - STARLINK-3615,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3176,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1312,
       Rise,         Set, Duration (s),
       0.000,   10355.407,   10355.407,
   11279.776,   24713.652,   13433.875,
   25671.509,   39098.448,   13426.939,
   40097.484,   53456.201,   13358.718,
   54489.053,   67841.454,   13352.401,
   68915.212,   82198.593,   13283.381,
   83306.661,   86400.000,    3093.339,
Is_True,          92.9445%,
Analysis,STARLINK-1533 - STARLINK-3604,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3902,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3154,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1467,
       Rise,         Set, Duration (s),
   10490.108,   11323.571,     833.464,
   24841.404,   25699.201,     857.797,
   39193.916,   40073.426,     879.510,
   53548.501,   54445.692,     897.192,
   67903.923,   68817.029,     913.106,
   82261.696,   83186.036,     924.341,
Is_True,           6.1405%,
Analysis,STARLINK-1533 - STARLINK-1783,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3633,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2350,
       Rise,         Set, Duration (s),
   28152.956,   28974.733,     821.778,
   39373.583,   40035.077,     661.494,
Is_True,           1.7167%,
Analysis,STARLINK-1533 - STARLINK-3359,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1074,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3291,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1206,
       Rise,         Set, Duration (s),
       0.000,    6984.766,    6984.766,
    7779.164,   21330.756,   13551.591,
   22227.778,   35654.315,   13426.538,
   36635.996,   50002.410,   13366.414,
   51084.402,   64323.847,   13239.445,
   65492.637,   78672.459,   13179.822,
   85715.342,   86400.000,     684.658,
Is_True,          86.1496%,
Analysis,STARLINK-1533 - STARLINK-1353,
       Rise,         Set, Duration (s),
   82264.063,   82800.189,     536.127,
Is_True,           0.6205%,
Analysis,STARLINK-1533 - STARLINK-3744,
       Rise,         Set, Duration (s),
   40267.827,   50079.226,    9811.399,
   57119.506,   58098.375,     978.869,
Is_True,          12.4887%,
Analysis,STARLINK-1533 - STARLINK-1481,
       Rise,         Set, Duration (s),
    7066.323,   10896.952,    3830.628,
   21442.316,   25268.282,    3825.965,
   35823.032,   39643.419,    3820.387,
   50200.115,   54013.397,    3813.282,
   64582.138,   65510.759,     928.620,
   78960.309,   79884.382,     924.073,
Is_True,          19.8414%,
Analysis,STARLINK-1533 - STARLINK-1888,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2426,
       Rise,         Set, Duration (s),
   43117.068,   43407.683,     290.615,
   57403.177,   57819.568,     416.391,
   71696.354,   72225.125,     528.771,
   86008.041,   86400.000,     391.959,
Is_True,           1.8840%,
Analysis,STARLINK-1533 - STARLINK-1657,
       Rise,         Set, Duration (s),
       0.000,    7184.074,    7184.074,
    7714.230,   21513.277,   13799.046,
   22160.742,   35824.814,   13664.072,
   36571.383,   50154.853,   13583.470,
   51018.476,   64462.681,   13444.205,
   65431.254,   78791.738,   13360.485,
   79881.396,   86400.000,    6518.604,
Is_True,          94.3912%,
Analysis,STARLINK-1533 - STARLINK-3303,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3141,
       Rise,         Set, Duration (s),
    8098.164,   15631.656,    7533.492,
   55120.570,   62809.862,    7689.292,
Is_True,          17.6190%,
Analysis,STARLINK-1533 - STARLINK-2636,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-71,
       Rise,         Set, Duration (s),
       0.000,    5728.673,    5728.673,
   19518.459,   48910.069,   29391.609,
   65767.625,   86400.000,   20632.375,
Is_True,          64.5285%,
Analysis,STARLINK-1533 - STARLINK-3155,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3521,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2330,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3153,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2117,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2415,
       Rise,         Set, Duration (s),
   10302.401,   10970.771,     668.370,
   24688.353,   25294.028,     605.675,
   39082.611,   39609.978,     527.367,
Is_True,           2.0850%,
Analysis,STARLINK-1533 - STARLINK-2616,
       Rise,         Set, Duration (s),
   78789.018,   79728.769,     939.751,
Is_True,           1.0877%,
Analysis,STARLINK-1533 - STARLINK-1664,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2471,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2369,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3552,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3574,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2397,
       Rise,         Set, Duration (s),
    7142.927,    7884.240,     741.313,
   21535.074,   22271.556,     736.482,
   35929.151,   36656.325,     727.174,
   50321.355,   51043.556,     722.201,
   64715.623,   65428.104,     712.481,
   79107.885,   79815.249,     707.364,
Is_True,           5.0313%,
Analysis,STARLINK-1533 - STARLINK-1916,
       Rise,         Set, Duration (s),
       0.000,     415.033,     415.033,
   13761.029,   14753.879,     992.850,
   28181.162,   29069.255,     888.093,
   42584.982,   43398.432,     813.450,
   57022.075,   57696.856,     674.781,
   71443.527,   72008.450,     564.923,
Is_True,           5.0337%,
Analysis,STARLINK-1533 - STARLINK-2179,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3285,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1364,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-1774,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2023,
       Rise,         Set, Duration (s),
       0.000,     829.349,     829.349,
    3726.913,   32343.728,   28616.815,
   34256.350,   49991.869,   15735.519,
   50583.157,   86400.000,   35816.843,
Is_True,          93.7483%,
Analysis,STARLINK-1533 - STARLINK-1917,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3189,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2512,
       Rise,         Set, Duration (s),
       0.000,   67721.955,   67721.955,
   68707.594,   76116.019,    7408.425,
   86365.556,   86400.000,      34.444,
Is_True,          86.9963%,
Analysis,STARLINK-1533 - STARLINK-2428,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3296,
       Rise,         Set, Duration (s),
       0.000,       6.192,       6.192,
   53934.233,   54670.645,     736.412,
   68271.663,   69046.213,     774.549,
   82609.029,   83422.065,     813.035,
Is_True,           2.6970%,
Analysis,STARLINK-1533 - STARLINK-2581,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1354,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1761,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-3347,
       Rise,         Set, Duration (s),
   21519.821,   22191.966,     672.145,
Is_True,           0.7779%,
Analysis,STARLINK-1533 - STARLINK-3226,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1580,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1506,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3555,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2250,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1610,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1730,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2604,
       Rise,         Set, Duration (s),
       0.000,    6577.900,    6577.900,
   13746.245,   20918.618,    7172.373,
   28163.502,   29505.010,    1341.508,
   42561.484,   43838.407,    1276.922,
   56990.841,   58144.640,    1153.798,
   71399.499,   72467.577,    1068.078,
   85845.959,   86400.000,     554.041,
Is_True,          22.1581%,
Analysis,STARLINK-1533 - STARLINK-1030,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3745,
       Rise,         Set, Duration (s),
    5572.503,   12389.755,    6817.252,
   19982.315,   26803.478,    6821.163,
   34399.702,   41221.664,    6821.962,
   51002.346,   54654.617,    3652.271,
   65433.759,   69084.372,    3650.613,
   73138.160,   78977.193,    5839.033,
   79871.902,   83520.426,    3648.524,
Is_True,          43.1144%,
Analysis,STARLINK-1533 - STARLINK-3557,
       Rise,         Set, Duration (s),
   45787.875,   50247.332,    4459.457,
Is_True,           5.1614%,
Analysis,STARLINK-1533 - STARLINK-1460,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2219,
       Rise,         Set, Duration (s),
       0.000,   85727.655,   85727.655,
Is_True,          99.2218%,
Analysis,STARLINK-1533 - STARLINK-2398,
       Rise,         Set, Duration (s),
       0.000,     332.654,     332.654,
   14109.915,   14730.506,     620.591,
   28452.333,   29115.432,     663.100,
   42789.262,   43506.470,     717.208,
   57136.163,   57886.934,     750.771,
   71478.028,   72272.953,     794.925,
   85828.607,   86400.000,     571.393,
Is_True,           5.1512%,
Analysis,STARLINK-1533 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3148,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2435,
       Rise,         Set, Duration (s),
    6941.731,    7651.338,     709.608,
   21332.210,   22039.275,     707.065,
   35728.447,   36420.664,     692.217,
   50118.986,   50808.515,     689.529,
   64515.516,   65189.579,     674.063,
   78906.116,   79577.343,     671.228,
Is_True,           4.7960%,
Analysis,STARLINK-1533 - STARLINK-2122,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-1274,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3361,
       Rise,         Set, Duration (s),
       0.000,     477.720,     477.720,
   13830.576,   14857.912,    1027.336,
   28197.429,   29226.208,    1028.779,
   42555.690,   43602.887,    1047.197,
   56925.773,   57967.948,    1042.175,
   71287.425,   72341.185,    1053.760,
   82781.970,   86400.000,    3618.030,
Is_True,          10.7581%,
Analysis,STARLINK-1533 - STARLINK-2252,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-1867,
       Rise,         Set, Duration (s),
       0.000,     570.673,     570.673,
   14277.033,   14973.286,     696.253,
   28642.889,   29361.619,     718.729,
   42998.182,   43761.097,     762.915,
   57365.911,   58147.563,     781.652,
   71723.672,   72544.510,     820.837,
   86093.039,   86400.000,     306.961,
Is_True,           5.3912%,
Analysis,STARLINK-1533 - STARLINK-3627,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    6516.763,    6516.763,
    7618.772,   25950.221,   18331.449,
   30922.407,   35274.513,    4352.106,
   36748.895,   46795.487,   10046.591,
   48332.963,   52558.185,    4225.221,
   54108.894,   64074.885,    9965.991,
   65695.425,   69830.480,    4135.055,
   77313.801,   81347.788,    4033.987,
