
SOAP Analysis Report Output for starlink_100_sats_19.orb,
Generated: Mon Jan 09 15:14:59 2023,
Start: 1882/04/06 01:42:00.00, Stop: 1882/04/07 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3177 - STARLINK-1260,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-1490,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2146,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-1630,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-3319,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-1222,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2030,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-1013,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-1231,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2283,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2509,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-3612,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2089,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-3290,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3177 - STARLINK-2742,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
