
SOAP Analysis Report Output for starlink_100_sats_40.orb,
Generated: Thu Dec 15 23:14:58 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3908 - STARLINK-1538,
       Rise,         Set, Duration (s),
       0.000,   19792.311,   19792.311,
Is_True,          22.9078%,
Analysis,STARLINK-3908 - STARLINK-3614,
       Rise,         Set, Duration (s),
   10263.950,   10843.100,     579.149,
   21189.316,   21892.227,     702.911,
   32131.890,   32928.164,     796.274,
   43088.844,   43953.691,     864.847,
   56810.541,   57715.666,     905.125,
   67798.451,   68719.063,     920.612,
   78801.335,   79711.415,     910.080,
Is_True,           6.5729%,
Analysis,STARLINK-3908 - STARLINK-3793,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3908 - STARLINK-2369,
       Rise,         Set, Duration (s),
   17663.825,   18308.639,     644.814,
   28775.329,   29580.049,     804.720,
   42824.151,   43510.675,     686.524,
Is_True,           2.4723%,
Analysis,STARLINK-3908 - STARLINK-1282,
       Rise,         Set, Duration (s),
   68256.280,   86400.000,   18143.720,
Is_True,          20.9997%,
Analysis,STARLINK-3908 - STARLINK-2600,
       Rise,         Set, Duration (s),
   32090.917,   32915.747,     824.830,
   40365.416,   47006.086,    6640.670,
   57375.998,   57963.983,     587.985,
Is_True,           9.3212%,
Analysis,STARLINK-3908 - STARLINK-1881,
       Rise,         Set, Duration (s),
   28125.990,   28847.365,     721.375,
   39140.259,   39943.632,     803.373,
   50188.654,   51005.882,     817.228,
   75181.110,   75765.325,     584.215,
   86386.059,   86400.000,      13.941,
Is_True,           3.4029%,
Analysis,STARLINK-3908 - STARLINK-1490,
       Rise,         Set, Duration (s),
   25081.278,   25655.736,     574.458,
   38832.110,   39870.214,    1038.104,
   50127.065,   50945.818,     818.753,
Is_True,           2.8140%,
Analysis,STARLINK-3908 - STARLINK-3141,
       Rise,         Set, Duration (s),
   82705.213,   83481.167,     775.954,
Is_True,           0.8981%,
Analysis,STARLINK-3908 - STARLINK-2576,
       Rise,         Set, Duration (s),
   10187.696,   10955.820,     768.124,
   21239.426,   22274.967,    1035.541,
   35416.338,   36062.700,     646.361,
Is_True,           2.8357%,
Analysis,STARLINK-3908 - STARLINK-1487,
       Rise,         Set, Duration (s),
   71764.540,   72092.038,     327.498,
   82699.314,   83540.248,     840.934,
Is_True,           1.3524%,
Analysis,STARLINK-3908 - STARLINK-1655,
       Rise,         Set, Duration (s),
   56770.494,   57917.262,    1146.768,
   67897.366,   69138.298,    1240.933,
Is_True,           2.7635%,
Analysis,STARLINK-3908 - STARLINK-3051,
       Rise,         Set, Duration (s),
       0.000,    3920.221,    3920.221,
Is_True,           4.5373%,
Analysis,STARLINK-3908 - STARLINK-3124,
       Rise,         Set, Duration (s),
   60873.171,   61731.012,     857.841,
   74866.488,   75685.934,     819.446,
   86275.332,   86400.000,     124.668,
Is_True,           2.0856%,
Analysis,STARLINK-3908 - STARLINK-1921,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3908 - STARLINK-1647,
       Rise,         Set, Duration (s),
   78583.334,   79549.781,     966.447,
Is_True,           1.1186%,
Analysis,STARLINK-3908 - STARLINK-3551,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3908 - STARLINK-2534,
       Rise,         Set, Duration (s),
   13453.730,   40604.706,   27150.976,
Is_True,          31.4247%,
Analysis,STARLINK-3908 - STARLINK-2575,
       Rise,         Set, Duration (s),
