
SOAP Analysis Report Output for starlink_100_sats_23.orb,
Generated: Thu Dec 15 22:56:12 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2583 - STARLINK-3050,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-1058,
       Rise,         Set, Duration (s),
    6638.570,   13735.995,    7097.425,
   20942.178,   28089.537,    7147.359,
   35301.404,   36665.664,    1364.261,
   43872.396,   51019.284,    7146.888,
   58231.641,   65327.760,    7096.119,
   72535.134,   79681.478,    7146.344,
Is_True,          42.8222%,
Analysis,STARLINK-2583 - STARLINK-1770,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-1782,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-1479,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-1690,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-3579,
       Rise,         Set, Duration (s),
    3100.044,    3806.728,     706.684,
   14191.077,   14923.083,     732.006,
Is_True,           1.6652%,
Analysis,STARLINK-2583 - STARLINK-3184,
       Rise,         Set, Duration (s),
       0.000,      46.284,      46.284,
   10471.451,   11500.596,    1029.146,
   24799.288,   25813.400,    1014.112,
   39117.667,   40135.581,    1017.914,
   53446.099,   54447.726,    1001.627,
   67764.946,   68769.422,    1004.476,
   82093.988,   83080.893,     986.905,
Is_True,           7.0607%,
Analysis,STARLINK-2583 - STARLINK-2021,
       Rise,         Set, Duration (s),
    3057.198,    3913.214,     856.017,
   17389.380,   18243.082,     853.703,
   31719.359,   32575.560,     856.202,
   43184.221,   46905.423,    3721.202,
   57516.395,   61237.893,    3721.498,
   71846.369,   72702.822,     856.453,
   86178.539,   86400.000,     221.461,
Is_True,          12.8316%,
Analysis,STARLINK-2583 - STARLINK-1603,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-2122,
       Rise,         Set, Duration (s),
       0.000,     356.813,     356.813,
   14089.708,   14688.231,     598.523,
   28421.667,   29018.993,     597.326,
   42752.202,   43350.404,     598.202,
   57084.149,   57681.165,     597.016,
   71414.679,   72012.570,     597.891,
Is_True,           3.8724%,
Analysis,STARLINK-2583 - STARLINK-1349,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-3540,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-1488,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2583 - STARLINK-2399,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-3206,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-3334,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-3749,
       Rise,         Set, Duration (s),
   49670.778,   56976.933,    7306.154,
   57745.821,   68041.813,   10295.991,
   75237.853,   75864.612,     626.760,
Is_True,          21.0983%,
Analysis,STARLINK-2583 - STARLINK-3077,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2583 - STARLINK-2034,
       Rise,         Set, Duration (s),
    3223.426,    4318.229,    1094.804,
   17559.081,   18644.761,    1085.680,
