
SOAP Analysis Report Output for starlink_60_sats_45.orb,
Generated: Mon Jan 09 13:59:06 2023,
Start: 1814/07/18 01:42:00.00, Stop: 1814/07/19 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2432 - STARLINK-2489,
       Rise,         Set, Duration (s),
   49878.153,   50599.471,     721.318,
Is_True,           0.8349%,
Analysis,STARLINK-2432 - STARLINK-3793,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2432 - STARLINK-3597,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-1858,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2432 - STARLINK-2363,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-1663,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-3778,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-2608,
       Rise,         Set, Duration (s),
       0.000,     939.942,     939.942,
    5328.392,    7213.762,    1885.369,
   17089.277,   18977.363,    1888.086,
   23363.870,   25248.018,    1884.148,
   35908.976,   37011.841,    1102.865,
   41398.798,   43284.297,    1885.499,
   53944.861,   55833.286,    1888.425,
   60219.651,   62104.086,    1884.436,
   71979.905,   73867.803,    1887.898,
   78254.665,   80140.763,    1886.097,
   84529.274,   86400.000,    1870.726,
Is_True,          21.9948%,
Analysis,STARLINK-2432 - STARLINK-3643,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-1477,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-1960,
       Rise,         Set, Duration (s),
       0.000,    6627.789,    6627.789,
    7319.809,   12032.592,    4712.783,
   20831.764,   25078.746,    4246.982,
   25770.525,   35422.525,    9651.999,
   36580.314,   46232.262,    9651.948,
   49626.652,   51171.274,    1544.623,
   55031.587,   64031.234,    8999.647,
   65375.496,   75027.477,    9651.982,
   75719.453,   80432.480,    4713.027,
Is_True,          69.2139%,
Analysis,STARLINK-2432 - STARLINK-3342,
       Rise,         Set, Duration (s),
       0.000,   10321.707,   10321.707,
   10805.442,   15208.014,    4402.573,
   21635.791,   39022.831,   17387.039,
   46462.668,   53985.742,    7523.074,
   54527.511,   63545.633,    9018.121,
   67544.992,   86400.000,   18855.008,
Is_True,          78.1337%,
Analysis,STARLINK-2432 - STARLINK-1228,
       Rise,         Set, Duration (s),
     947.247,    9349.021,    8401.774,
   13980.372,   19758.042,    5777.671,
   25127.971,   43580.961,   18452.989,
   48216.749,   56620.041,    8403.292,
   61210.061,   67411.585,    6201.525,
   72045.890,   77826.050,    5780.160,
   82831.629,   86400.000,    3568.371,
Is_True,          65.4928%,
Analysis,STARLINK-2432 - STARLINK-1704,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2432 - STARLINK-1255,
       Rise,         Set, Duration (s),
   42748.474,   43284.583,     536.109,
   53260.677,   54201.963,     941.286,
   64000.053,   64888.120,     888.067,
Is_True,           2.7378%,
Analysis,STARLINK-2432 - STARLINK-1259,
       Rise,         Set, Duration (s),
       0.000,    3959.528,    3959.528,
    8560.692,   14388.337,    5827.644,
   22397.931,   53907.828,   31509.897,
   64892.323,   71534.205,    6641.882,
   72346.793,   86400.000,   14053.207,
Is_True,          71.7502%,
