
SOAP Analysis Report Output for starlink_60_sats_23.orb,
Generated: Mon Jan 09 13:52:53 2023,
Start: 1938/12/20 01:42:00.00, Stop: 1938/12/21 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1852 - STARLINK-3298,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-1168,
       Rise,         Set, Duration (s),
   75019.151,   82123.015,    7103.864,
   83329.148,   86400.000,    3070.852,
Is_True,          11.7763%,
Analysis,STARLINK-1852 - STARLINK-3525,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-3042,
       Rise,         Set, Duration (s),
       0.000,   46560.926,   46560.926,
   54917.874,   61196.185,    6278.311,
   70200.008,   82345.975,   12145.967,
   82803.813,   86400.000,    3596.187,
Is_True,          79.3766%,
Analysis,STARLINK-1852 - STARLINK-3650,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-2127,
       Rise,         Set, Duration (s),
   21528.322,   25212.398,    3684.076,
   35532.199,   36613.042,    1080.843,
   49849.702,   50590.592,     740.890,
Is_True,           6.3725%,
Analysis,STARLINK-1852 - STARLINK-1697,
       Rise,         Set, Duration (s),
   24415.943,   25808.387,    1392.444,
   32596.763,   42932.789,   10336.026,
   50240.141,   50872.209,     632.068,
Is_True,          14.3062%,
Analysis,STARLINK-1852 - STARLINK-2456,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-1280,
       Rise,         Set, Duration (s),
   57277.336,   58143.258,     865.922,
   71429.248,   72275.971,     846.723,
Is_True,           1.9822%,
Analysis,STARLINK-1852 - STARLINK-3656,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-1716,
       Rise,         Set, Duration (s),
   17866.931,   18285.380,     418.450,
   28533.669,   29448.013,     914.344,
   39399.129,   40407.228,    1008.099,
Is_True,           2.7094%,
Analysis,STARLINK-1852 - STARLINK-2236,
       Rise,         Set, Duration (s),
    3039.765,    8997.736,    5957.971,
   13052.264,   17658.506,    4606.243,
   19353.993,   27307.142,    7953.149,
   28942.859,   33382.141,    4439.283,
   36030.359,   45532.141,    9501.782,
   48630.358,   53069.642,    4439.283,
   54030.390,   64207.110,   10176.721,
   75180.361,   78269.641,    3089.280,
   81480.390,   86339.756,    4859.366,
Is_True,          63.6841%,
Analysis,STARLINK-1852 - STARLINK-3644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1852 - STARLINK-3127,
       Rise,         Set, Duration (s),
       0.000,    3127.156,    3127.156,
    4060.111,   17517.118,   13457.007,
   18455.026,   26075.020,    7619.994,
   32851.754,   40470.413,    7618.659,
   46857.097,   54867.471,    8010.373,
   61250.559,   71985.118,   10734.559,
   75641.235,   86377.039,   10735.805,
Is_True,          70.9532%,
Analysis,STARLINK-1852 - STARLINK-1080,
       Rise,         Set, Duration (s),
   54584.620,   82185.320,   27600.701,
Is_True,          31.9453%,
Analysis,STARLINK-1852 - STARLINK-1833,
       Rise,         Set, Duration (s),
       0.000,     550.394,     550.394,
   13724.572,   14575.549,     850.977,
Is_True,           1.6220%,
Analysis,STARLINK-1852 - STARLINK-2272,
       Rise,         Set, Duration (s),
   64450.398,   65247.080,     796.683,
   78511.551,   79525.618,    1014.067,
Is_True,           2.0958%,
Analysis,STARLINK-1852 - STARLINK-1129,
       Rise,         Set, Duration (s),
    7087.509,   23962.464,   16874.956,
