
SOAP Analysis Report Output for starlink_60_sats_11.orb,
Generated: Mon Jan 09 13:49:04 2023,
Start: 1886/12/03 01:42:00.00, Stop: 1886/12/04 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1884 - STARLINK-1327,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-2081,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1700,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-3749,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1742,
       Rise,         Set, Duration (s),
       0.000,    1320.923,    1320.923,
    4079.067,   24716.907,   20637.841,
   27479.245,   35994.991,    8515.746,
   36029.467,   46770.788,   10741.321,
   48600.856,   66599.660,   17998.804,
   68400.898,   75599.036,    7198.138,
   77429.199,   86400.000,    8970.801,
Is_True,          87.2495%,
Analysis,STARLINK-1884 - STARLINK-2240,
       Rise,         Set, Duration (s),
       0.000,   31854.963,   31854.963,
   42831.443,   53825.166,   10993.723,
   54008.641,   75121.052,   21112.411,
   82541.422,   86400.000,    3858.578,
Is_True,          78.4950%,
Analysis,STARLINK-1884 - STARLINK-2568,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1600,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - FALCON 9 DEB1,
       Rise,         Set, Duration (s),
       0.000,   14290.652,   14290.652,
   15574.371,   27890.303,   12315.932,
   29772.966,   45836.093,   16063.127,
   46850.395,   53935.804,    7085.409,
   55821.697,   71891.582,   16069.885,
   73184.665,   86068.549,   12883.884,
Is_True,          91.0983%,
Analysis,STARLINK-1884 - STARLINK-1818,
       Rise,         Set, Duration (s),
       0.000,    3149.735,    3149.735,
    5512.803,   10124.779,    4611.976,
   12487.788,   16987.432,    4499.644,
   19462.769,   24074.716,    4611.948,
   26437.711,   30937.486,    4499.776,
   33525.025,   38024.752,    4499.727,
   40387.792,   44999.939,    4612.147,
   47475.260,   51974.994,    4499.734,
   54450.336,   59174.650,    4724.314,
   61537.816,   66149.720,    4611.904,
   68625.177,   73237.418,    4612.241,
   75712.624,   80324.731,    4612.107,
   82800.238,   86400.000,    3599.762,
Is_True,          66.1401%,
Analysis,STARLINK-1884 - STARLINK-1278,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-3450,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-2161,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1494,
       Rise,         Set, Duration (s),
   28634.787,   29245.481,     610.694,
   36823.789,   43407.552,    6583.763,
   53982.532,   54190.120,     207.588,
Is_True,           8.5672%,
Analysis,STARLINK-1884 - STARLINK-1316,
       Rise,         Set, Duration (s),
       0.000,    2399.910,    2399.910,
    8400.106,   24074.459,   15674.353,
   29999.928,   45599.648,   15599.720,
   51600.092,   70799.775,   19199.683,
   76800.315,   86400.000,    9599.685,
Is_True,          72.3071%,
Analysis,STARLINK-1884 - STARLINK-3787,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1963,
       Rise,         Set, Duration (s),
       0.000,   13987.402,   13987.402,
