
SOAP Analysis Report Output for starlink_60_sats_24.orb,
Generated: Mon Jan 09 13:53:08 2023,
Start: 1871/11/29 01:42:00.00, Stop: 1871/11/30 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1921 - STARLINK-3743,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3539,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1837,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2456,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2563,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3614,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2051,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2345,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1241,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2723,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2726,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1565,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2325,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1852,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3095,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1299,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1237,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2689,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1533,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1872,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3317,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3769,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3058,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2497,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-2517,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1059,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1496,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1547,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-1310,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1921 - STARLINK-3326,
