
SOAP Analysis Report Output for starlink_starlink_20_sats_24.orb,
Generated: Thu Dec 15 21:10:49 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-3133 - STARLINK-3887,Distance STARLINK-3133 - STARLINK-2044,Distance STARLINK-3133 - STARLINK-2240,Distance STARLINK-3133 - STARLINK-1872,Distance STARLINK-3133 - STARLINK-2233,Distance STARLINK-3133 - STARLINK-1850,Distance STARLINK-3133 - STARLINK-3181,Distance STARLINK-3133 - STARLINK-3254,Distance STARLINK-3133 - STARLINK-2154,Distance STARLINK-3133 - STARLINK-2184,Distance STARLINK-3133 - STARLINK-3082,Distance STARLINK-3133 - STARLINK-1888,Distance STARLINK-3133 - STARLINK-1634,Distance STARLINK-3133 - STARLINK-2385,Distance STARLINK-3133 - STARLINK-1455,Distance STARLINK-3133 - STARLINK-3681,Distance STARLINK-3133 - STARLINK-1894,Distance STARLINK-3133 - FALCON 9 DEB1,Distance STARLINK-3133 - STARLINK-1180,Distance STARLINK-3133 - IOAG-Equatorial,Distance STARLINK-3133 - IOAG-North1,Distance STARLINK-3133 - IOAG-North2,Distance STARLINK-3133 - IOAG-South1,Distance STARLINK-3133 - IOAG-South2,Distance STARLINK-3887 - STARLINK-2044,Distance STARLINK-3887 - STARLINK-2240,Distance STARLINK-3887 - STARLINK-1872,Distance STARLINK-3887 - STARLINK-2233,Distance STARLINK-3887 - STARLINK-1850,Distance STARLINK-3887 - STARLINK-3181,Distance STARLINK-3887 - STARLINK-3254,Distance STARLINK-3887 - STARLINK-2154,Distance STARLINK-3887 - STARLINK-2184,Distance STARLINK-3887 - STARLINK-3082,Distance STARLINK-3887 - STARLINK-1888,Distance STARLINK-3887 - STARLINK-1634,Distance STARLINK-3887 - STARLINK-2385,Distance STARLINK-3887 - STARLINK-1455,Distance STARLINK-3887 - STARLINK-3681,Distance STARLINK-3887 - STARLINK-1894,Distance STARLINK-3887 - FALCON 9 DEB1,Distance STARLINK-3887 - STARLINK-1180,Distance STARLINK-3887 - IOAG-Equatorial,Distance STARLINK-3887 - IOAG-North1,Distance STARLINK-3887 - IOAG-North2,Distance STARLINK-3887 - IOAG-South1,Distance STARLINK-3887 - IOAG-South2,Distance STARLINK-2044 - STARLINK-2240,Distance STARLINK-2044 - STARLINK-1872,Distance STARLINK-2044 - STARLINK-2233,Distance STARLINK-2044 - STARLINK-1850,Distance STARLINK-2044 - STARLINK-3181,Distance STARLINK-2044 - STARLINK-3254,Distance STARLINK-2044 - STARLINK-2154,Distance STARLINK-2044 - STARLINK-2184,Distance STARLINK-2044 - STARLINK-3082,Distance STARLINK-2044 - STARLINK-1888,Distance STARLINK-2044 - STARLINK-1634,Distance STARLINK-2044 - STARLINK-2385,Distance STARLINK-2044 - STARLINK-1455,Distance STARLINK-2044 - STARLINK-3681,Distance STARLINK-2044 - STARLINK-1894,Distance STARLINK-2044 - FALCON 9 DEB1,Distance STARLINK-2044 - STARLINK-1180,Distance STARLINK-2044 - IOAG-Equatorial,Distance STARLINK-2044 - IOAG-North1,Distance STARLINK-2044 - IOAG-North2,Distance STARLINK-2044 - IOAG-South1,Distance STARLINK-2044 - IOAG-South2,Distance STARLINK-2240 - STARLINK-1872,Distance STARLINK-2240 - STARLINK-2233,Distance STARLINK-2240 - STARLINK-1850,Distance STARLINK-2240 - STARLINK-3181,Distance STARLINK-2240 - STARLINK-3254,Distance STARLINK-2240 - STARLINK-2154,Distance STARLINK-2240 - STARLINK-2184,Distance STARLINK-2240 - STARLINK-3082,Distance STARLINK-2240 - STARLINK-1888,Distance STARLINK-2240 - STARLINK-1634,Distance STARLINK-2240 - STARLINK-2385,Distance STARLINK-2240 - STARLINK-1455,Distance STARLINK-2240 - STARLINK-3681,Distance STARLINK-2240 - STARLINK-1894,Distance STARLINK-2240 - FALCON 9 DEB1,Distance STARLINK-2240 - STARLINK-1180,Distance STARLINK-2240 - IOAG-Equatorial,Distance STARLINK-2240 - IOAG-North1,Distance STARLINK-2240 - IOAG-North2,Distance STARLINK-2240 - IOAG-South1,Distance STARLINK-2240 - IOAG-South2,Distance STARLINK-1872 - STARLINK-2233,Distance STARLINK-1872 - STARLINK-1850,Distance STARLINK-1872 - STARLINK-3181,Distance STARLINK-1872 - STARLINK-3254,Distance STARLINK-1872 - STARLINK-2154,Distance STARLINK-1872 - STARLINK-2184,Distance STARLINK-1872 - STARLINK-3082,Distance STARLINK-1872 - STARLINK-1888,Distance STARLINK-1872 - STARLINK-1634,Distance STARLINK-1872 - STARLINK-2385,Distance STARLINK-1872 - STARLINK-1455,Distance STARLINK-1872 - STARLINK-3681,Distance STARLINK-1872 - STARLINK-1894,Distance STARLINK-1872 - FALCON 9 DEB1,Distance STARLINK-1872 - STARLINK-1180,Distance STARLINK-1872 - IOAG-Equatorial,Distance STARLINK-1872 - IOAG-North1,Distance STARLINK-1872 - IOAG-North2,Distance STARLINK-1872 - IOAG-South1,Distance STARLINK-1872 - IOAG-South2,Distance STARLINK-2233 - STARLINK-1850,Distance STARLINK-2233 - STARLINK-3181,Distance STARLINK-2233 - STARLINK-3254,Distance STARLINK-2233 - STARLINK-2154,Distance STARLINK-2233 - STARLINK-2184,Distance STARLINK-2233 - STARLINK-3082,Distance STARLINK-2233 - STARLINK-1888,Distance STARLINK-2233 - STARLINK-1634,Distance STARLINK-2233 - STARLINK-2385,Distance STARLINK-2233 - STARLINK-1455,Distance STARLINK-2233 - STARLINK-3681,Distance STARLINK-2233 - STARLINK-1894,Distance STARLINK-2233 - FALCON 9 DEB1,Distance STARLINK-2233 - STARLINK-1180,Distance STARLINK-2233 - IOAG-Equatorial,Distance STARLINK-2233 - IOAG-North1,Distance STARLINK-2233 - IOAG-North2,Distance STARLINK-2233 - IOAG-South1,Distance STARLINK-2233 - IOAG-South2,Distance STARLINK-1850 - STARLINK-3181,Distance STARLINK-1850 - STARLINK-3254,Distance STARLINK-1850 - STARLINK-2154,Distance STARLINK-1850 - STARLINK-2184,Distance STARLINK-1850 - STARLINK-3082,Distance STARLINK-1850 - STARLINK-1888,Distance STARLINK-1850 - STARLINK-1634,Distance STARLINK-1850 - STARLINK-2385,Distance STARLINK-1850 - STARLINK-1455,Distance STARLINK-1850 - STARLINK-3681,Distance STARLINK-1850 - STARLINK-1894,Distance STARLINK-1850 - FALCON 9 DEB1,Distance STARLINK-1850 - STARLINK-1180,Distance STARLINK-1850 - IOAG-Equatorial,Distance STARLINK-1850 - IOAG-North1,Distance STARLINK-1850 - IOAG-North2,Distance STARLINK-1850 - IOAG-South1,Distance STARLINK-1850 - IOAG-South2,Distance STARLINK-3181 - STARLINK-3254,Distance STARLINK-3181 - STARLINK-2154,Distance STARLINK-3181 - STARLINK-2184,Distance STARLINK-3181 - STARLINK-3082,Distance STARLINK-3181 - STARLINK-1888,Distance STARLINK-3181 - STARLINK-1634,Distance STARLINK-3181 - STARLINK-2385,Distance STARLINK-3181 - STARLINK-1455,Distance STARLINK-3181 - STARLINK-3681,Distance STARLINK-3181 - STARLINK-1894,Distance STARLINK-3181 - FALCON 9 DEB1,Distance STARLINK-3181 - STARLINK-1180,Distance STARLINK-3181 - IOAG-Equatorial,Distance STARLINK-3181 - IOAG-North1,Distance STARLINK-3181 - IOAG-North2,Distance STARLINK-3181 - IOAG-South1,Distance STARLINK-3181 - IOAG-South2,Distance STARLINK-3254 - STARLINK-2154,Distance STARLINK-3254 - STARLINK-2184,Distance STARLINK-3254 - STARLINK-3082,Distance STARLINK-3254 - STARLINK-1888,Distance STARLINK-3254 - STARLINK-1634,Distance STARLINK-3254 - STARLINK-2385,Distance STARLINK-3254 - STARLINK-1455,Distance STARLINK-3254 - STARLINK-3681,Distance STARLINK-3254 - STARLINK-1894,Distance STARLINK-3254 - FALCON 9 DEB1,Distance STARLINK-3254 - STARLINK-1180,Distance STARLINK-3254 - IOAG-Equatorial,Distance STARLINK-3254 - IOAG-North1,Distance STARLINK-3254 - IOAG-North2,Distance STARLINK-3254 - IOAG-South1,Distance STARLINK-3254 - IOAG-South2,Distance STARLINK-2154 - STARLINK-2184,Distance STARLINK-2154 - STARLINK-3082,Distance STARLINK-2154 - STARLINK-1888,Distance STARLINK-2154 - STARLINK-1634,Distance STARLINK-2154 - STARLINK-2385,Distance STARLINK-2154 - STARLINK-1455,Distance STARLINK-2154 - STARLINK-3681,Distance STARLINK-2154 - STARLINK-1894,Distance STARLINK-2154 - FALCON 9 DEB1,Distance STARLINK-2154 - STARLINK-1180,Distance STARLINK-2154 - IOAG-Equatorial,Distance STARLINK-2154 - IOAG-North1,Distance STARLINK-2154 - IOAG-North2,Distance STARLINK-2154 - IOAG-South1,Distance STARLINK-2154 - IOAG-South2,Distance STARLINK-2184 - STARLINK-3082,Distance STARLINK-2184 - STARLINK-1888,Distance STARLINK-2184 - STARLINK-1634,Distance STARLINK-2184 - STARLINK-2385,Distance STARLINK-2184 - STARLINK-1455,Distance STARLINK-2184 - STARLINK-3681,Distance STARLINK-2184 - STARLINK-1894,Distance STARLINK-2184 - FALCON 9 DEB1,Distance STARLINK-2184 - STARLINK-1180,Distance STARLINK-2184 - IOAG-Equatorial,Distance STARLINK-2184 - IOAG-North1,Distance STARLINK-2184 - IOAG-North2,Distance STARLINK-2184 - IOAG-South1,Distance STARLINK-2184 - IOAG-South2,Distance STARLINK-3082 - STARLINK-1888,Distance STARLINK-3082 - STARLINK-1634,Distance STARLINK-3082 - STARLINK-2385,Distance STARLINK-3082 - STARLINK-1455,Distance STARLINK-3082 - STARLINK-3681,Distance STARLINK-3082 - STARLINK-1894,Distance STARLINK-3082 - FALCON 9 DEB1,Distance STARLINK-3082 - STARLINK-1180,Distance STARLINK-3082 - IOAG-Equatorial,Distance STARLINK-3082 - IOAG-North1,Distance STARLINK-3082 - IOAG-North2,Distance STARLINK-3082 - IOAG-South1,Distance STARLINK-3082 - IOAG-South2,Distance STARLINK-1888 - STARLINK-1634,Distance STARLINK-1888 - STARLINK-2385,Distance STARLINK-1888 - STARLINK-1455,Distance STARLINK-1888 - STARLINK-3681,Distance STARLINK-1888 - STARLINK-1894,Distance STARLINK-1888 - FALCON 9 DEB1,Distance STARLINK-1888 - STARLINK-1180,Distance STARLINK-1888 - IOAG-Equatorial,Distance STARLINK-1888 - IOAG-North1,Distance STARLINK-1888 - IOAG-North2,Distance STARLINK-1888 - IOAG-South1,Distance STARLINK-1888 - IOAG-South2,Distance STARLINK-1634 - STARLINK-2385,Distance STARLINK-1634 - STARLINK-1455,Distance STARLINK-1634 - STARLINK-3681,Distance STARLINK-1634 - STARLINK-1894,Distance STARLINK-1634 - FALCON 9 DEB1,Distance STARLINK-1634 - STARLINK-1180,Distance STARLINK-1634 - IOAG-Equatorial,Distance STARLINK-1634 - IOAG-North1,Distance STARLINK-1634 - IOAG-North2,Distance STARLINK-1634 - IOAG-South1,Distance STARLINK-1634 - IOAG-South2,Distance STARLINK-2385 - STARLINK-1455,Distance STARLINK-2385 - STARLINK-3681,Distance STARLINK-2385 - STARLINK-1894,Distance STARLINK-2385 - FALCON 9 DEB1,Distance STARLINK-2385 - STARLINK-1180,Distance STARLINK-2385 - IOAG-Equatorial,Distance STARLINK-2385 - IOAG-North1,Distance STARLINK-2385 - IOAG-North2,Distance STARLINK-2385 - IOAG-South1,Distance STARLINK-2385 - IOAG-South2,Distance STARLINK-1455 - STARLINK-3681,Distance STARLINK-1455 - STARLINK-1894,Distance STARLINK-1455 - FALCON 9 DEB1,Distance STARLINK-1455 - STARLINK-1180,Distance STARLINK-1455 - IOAG-Equatorial,Distance STARLINK-1455 - IOAG-North1,Distance STARLINK-1455 - IOAG-North2,Distance STARLINK-1455 - IOAG-South1,Distance STARLINK-1455 - IOAG-South2,Distance STARLINK-3681 - STARLINK-1894,Distance STARLINK-3681 - FALCON 9 DEB1,Distance STARLINK-3681 - STARLINK-1180,Distance STARLINK-3681 - IOAG-Equatorial,Distance STARLINK-3681 - IOAG-North1,Distance STARLINK-3681 - IOAG-North2,Distance STARLINK-3681 - IOAG-South1,Distance STARLINK-3681 - IOAG-South2,Distance STARLINK-1894 - FALCON 9 DEB1,Distance STARLINK-1894 - STARLINK-1180,Distance STARLINK-1894 - IOAG-Equatorial,Distance STARLINK-1894 - IOAG-North1,Distance STARLINK-1894 - IOAG-North2,Distance STARLINK-1894 - IOAG-South1,Distance STARLINK-1894 - IOAG-South2,Distance FALCON 9 DEB1 - STARLINK-1180,Distance FALCON 9 DEB1 - IOAG-Equatorial,Distance FALCON 9 DEB1 - IOAG-North1,Distance FALCON 9 DEB1 - IOAG-North2,Distance FALCON 9 DEB1 - IOAG-South1,Distance FALCON 9 DEB1 - IOAG-South2,Distance STARLINK-1180 - IOAG-Equatorial,Distance STARLINK-1180 - IOAG-North1,Distance STARLINK-1180 - IOAG-North2,Distance STARLINK-1180 - IOAG-South1,Distance STARLINK-1180 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,  12689.2122,          5785.7316,         11949.9836,         12645.0623,          6206.3525,         10908.0516,         13202.6625,          6355.3226,         13815.6940,          2407.4387,          8252.5065,         11484.9018,          5149.6414,         11630.0623,          8393.8001,         10841.3710,          5841.9054,           924.3015,         12985.1378,        399885.9836,        393201.5591,        399556.1277,        389633.3851,        394669.6912,         10034.1861,          9727.3425,          9535.6848,         10540.2247,         10290.2157,          6050.8323,         13253.0001,          4304.7609,         13322.3815,         13164.2191,          7440.0290,         10217.7553,          3614.4788,         11569.5478,          4367.3060,          9941.3630,         13030.7412,          4995.5250,        403462.2398,        396754.2368,        403306.8357,        393282.7947,        398070.1259,         11248.7120,         13760.4032,          8475.7417,         13301.5839,         10968.1088,         10903.1576,         12380.5489,          7803.4174,         11780.8770,          8168.1546,          5743.1014,          7573.0250,          7613.7321,          9021.8699,          6628.1204,          6542.9524,         10070.1623,        402601.6106,        395880.5587,        402259.7604,        392415.4198,        397400.1693,          6733.5549,         13764.9200,         10697.0430,          4562.1191,         10727.6220,          7498.6928,         11438.0213,          8382.8232,          5465.3609,         13561.6705,          9729.4090,          5621.2964,         12277.4190,         13736.4439,         11750.2434,          5942.5706,        394170.5392,        387449.0981,        393959.9802,        384007.5774,        388839.4999,         11805.9529,          5200.2354,          7657.0744,          8714.7149,          6195.4788,         11485.3623,          6945.2085,         10399.1543,         13160.9841,         11581.6613,         10615.4705,         10952.2651,         12836.2172,         12291.1634,          8927.7555,        395123.1238,        388451.2840,        395013.2257,        384884.0006,        389684.4226,          8219.8593,         13490.2814,          7486.9172,         12150.1962,          6705.2782,         10055.0823,         13165.8258,          3210.5924,         10882.7848,         12438.8556,          7127.0760,          2409.2325,          6483.3742,         13103.6003,        403519.3984,        396861.7321,        403285.2155,        393230.9320,        398201.4739,         11117.3394,          6522.5156,          8687.0642,          9679.4892,          6893.1547,         13021.7821,         10577.3814,         12460.2971,         12608.7627,          9502.0145,          9971.4024,         10564.9439,         11758.7771,        397973.9328,        391331.0976,        397859.1611,        387679.7427,        392536.0792,         12880.2731,          4344.1180,         13289.9481,         11353.6486,          4055.8931,         13079.0175,          6420.6311,          8242.3464,          9674.5660,         13112.7913,         13278.1254,          1786.8165,        397971.2083,        391244.1248,        397794.3926,        387826.1996,        392605.5291,         12519.5195,          4200.7721,          3301.5672,         12949.5243,          8992.6942,         13761.7166,          9775.0021,         12015.6166,          8935.3482,          5608.6013,         13420.4795,        396053.4120,        389399.4891,        395818.8546,        385759.0712,        390738.7066,         13727.3580,         11551.9500,          7752.8209,         12567.6195,          7012.1262,         11260.0260,          7618.2304,         12248.4584,         13877.8658,          4705.7091,        399752.9380,        393053.2729,        399641.6369,        389567.1588,        394317.1651,          6237.3788,         12091.4651,          6736.9699,         12764.3926,          8444.2492,         11713.3118,          7149.0254,          1519.3513,         13388.2712,        397977.3638,        391303.8107,        397669.4296,        387708.0361,        392738.4660,         11763.3676,         11193.2727,         13734.2456,          8381.3230,         13020.9706,         11209.2744,          7518.3188,         12260.8340,        393606.6089,        386940.2607,        393385.5104,        383336.8649,        388280.2554,         11863.8475,          5625.6843,          5850.7132,         10166.4376,         12214.8287,         11710.1667,          3447.8807,        398700.8968,        391957.1805,        398444.1668,        388573.6382,        393417.6826,          9494.1152,         11293.6928,          7030.4983,          1060.7510,          5832.5202,         12384.5507,        404394.8664,        397715.2084,        404112.2095,        394139.0733,        399127.9094,         10035.6666,          5664.3772,          9580.7087,         12129.2940,          4796.9559,        403861.2370,        397132.9953,        403638.1882,        393708.3995,        398539.6677,         12765.5122,         11868.1925,          8299.4468,          8536.8839,        395356.2923,        388626.2015,        395039.6111,        385192.0362,        390133.3420,          6490.5139,         11294.7948,          8729.4015,        405604.5639,        398917.0149,        405429.8850,        395381.0823,        400228.3662,          6427.2623,         12449.5643,        404634.1050,        397960.3152,        404370.6462,        394370.2913,        399346.9240,         13184.1715,        399073.5645,        392392.6009,        398748.3515,        388815.3560,        393852.5524,        399598.7073,        392866.9159,        399408.2855,        389460.2223,        394246.6814,          7363.8613,          7977.1746,         11500.2877,          9772.2522,          9489.1698,          8934.9843,         10149.3140,         14595.9232,         16897.8334,          9489.1698,
    3600.000,   9278.9780,          6591.1542,         10428.4095,         12768.7508,          8999.8311,          9840.7604,         13569.1737,          6333.9366,         13785.5447,          2481.3274,         12946.7001,         12434.6989,          1100.6808,         11585.1909,         11291.0063,          5499.3984,           240.1160,          4771.5545,         13205.5109,        396271.7851,        390178.5001,        395441.4608,        384735.3879,        391445.0537,          4002.7383,          8789.9941,         12483.4296,         11264.3497,         13566.0315,          8226.7180,         12253.9656,          9179.4074,         10592.9843,         12677.0965,          4920.4573,          8577.6734,          5470.0858,         10091.0387,          5199.8776,          9129.3735,         12066.5036,          7148.5648,        400361.3698,        394353.8942,        399473.1980,        388860.0672,        395681.5313,          7973.6927,         13758.1480,         11859.9133,         13282.7908,         11088.1619,         10136.8878,         11598.5910,          7865.8136,         13619.8961,          8236.8334,          5626.4471,          8860.9648,          9681.8422,          4463.1842,          6443.3173,         10406.3840,         10330.5093,        399911.3925,        393904.2111,        399077.6164,        388366.3524,        395146.6515,         11372.5954,         13778.4731,         11504.2440,          9665.4491,          8376.0044,          8864.2636,          9601.9901,          9750.2114,          8474.5944,          9955.6532,         11500.2841,          2214.3414,         11034.7989,         10474.1012,         11633.0865,          9961.9360,        406373.5668,        400278.6304,        405506.9104,        394863.6239,        401599.4574,          7349.2499,          5460.0756,          6962.5191,         10541.9336,          6323.7822,         12240.1025,          2619.8079,         10115.7362,         13166.2402,          9612.7767,         10000.5493,         12762.4637,         12838.3562,         10221.9204,          7942.4893,        401167.8519,        394932.1348,        400151.5312,        389799.7903,        396535.9491,          6524.6548,         10352.1550,         10270.8095,         10860.1284,          9573.4363,          9279.2659,         11642.9497,          9653.3022,          8761.9236,         13444.7592,          8712.3998,          9007.5401,          6744.3283,         10242.4839,        394490.2224,        388303.2354,        393518.5951,        383079.8833,        389822.7698,         11116.3835,          6657.7366,         10533.7572,          8697.4670,          5777.2186,         13026.0097,         10561.7146,         12269.5677,         10389.5563,         12059.2980,          9988.4124,          5930.4321,         11756.7995,        398962.5561,        392709.4911,        398005.7140,        387549.2549,        394226.5593,         13279.4834,          1798.0298,         13831.8932,          7238.0200,          3985.7566,         13421.4351,          5260.7393,          9148.3490,         11138.4052,         13535.8116,         13459.5368,          1487.7997,        403312.1479,        397189.6537,        402311.6180,        391915.6583,        398730.4685,         12667.0553,          4035.0222,          9694.6972,         13363.6284,          6784.4339,         13765.2585,          8170.8279,         10560.8546,          6548.0172,          4852.3292,         13607.8366,        400477.0395,        394296.8591,        399622.3942,        388971.4146,        395629.1262,         13726.2910,          6028.0874,          4998.4143,         13671.5883,          6879.5877,          8007.3032,         12013.7562,         13780.9985,         13374.4063,          3208.7931,        404523.2776,        398380.6609,        403524.5803,        393127.3100,        399924.8453,         12042.2292,         13089.5599,          3045.5715,         12766.2588,         10192.0833,          7618.8982,          2711.5876,          3927.5446,         13725.8914,        397694.7313,        391569.4016,        396865.5153,        386161.7282,        392844.4493,         10129.5326,         13254.4230,         10715.1426,          8064.0778,         13446.9773,         13039.6433,         10603.2144,          8426.8708,        403405.5898,        397169.8989,        402407.7011,        392021.7828,        398744.0781,         11983.3481,          4460.0115,          8901.0140,          9179.4687,         12351.4500,         13733.5822,          3032.9772,        403252.5931,        397198.6080,        402301.6567,        391807.1412,        398639.0591,         11356.0181,         11009.9134,          5033.7247,           975.6867,          5779.1776,         12993.3933,        396797.1813,        390722.0290,        395974.1603,        385252.5635,        391970.9914,         11826.7810,          7488.4444,         11470.3065,         12530.4625,          3947.1197,        399002.7226,        392936.8804,        398030.9108,        387576.9415,        394415.3280,         12162.9523,         11366.3185,         11585.1127,          9761.9353,        406905.7544,        400773.0624,        406013.9823,        395420.6343,        402145.5506,          5291.0256,          8723.0632,         10239.0622,        395986.4760,        389952.3472,        395120.0200,        384471.3260,        391256.0097,          4948.9838,         13146.7785,        396197.9015,        390108.3699,        395367.6857,        384660.9244,        391373.5311,         13504.4972,        395941.7416,        389759.9660,        395063.1366,        384455.9232,        391131.6160,        402506.6051,        396407.2787,        401514.1811,        391100.9007,        397927.9956,          9599.9529,          6412.3896,         12760.6743,          9725.2048,          8586.8855,         12793.8905,         11350.3493,         15841.7167,         14806.2093,          8586.8855,
