
SOAP Analysis Report Output for starlink_starlink_20_sats_48.orb,
Generated: Thu Dec 15 21:15:18 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1225 - STARLINK-1510,
       Rise,         Set, Duration (s),
       0.000,     517.755,     517.755,
   13994.227,   14850.807,     856.580,
   28327.728,   29180.178,     852.450,
   42657.024,   43513.227,     856.203,
   56990.516,   57842.588,     852.072,
   71319.799,   72175.634,     855.835,
   82784.902,   86400.000,    3615.098,
Is_True,           9.7292%,
Analysis,STARLINK-1225 - STARLINK-1055,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3299,
       Rise,         Set, Duration (s),
   10325.656,   11317.126,     991.470,
   24649.008,   25644.949,     995.942,
   38981.987,   39962.925,     980.938,
   53305.381,   54290.470,     985.089,
   64767.986,   68608.030,    3840.043,
   79101.189,   82935.288,    3834.100,
Is_True,          13.4578%,
Analysis,STARLINK-1225 - STARLINK-2667,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3150,
       Rise,         Set, Duration (s),
       0.000,     461.424,     461.424,
   13875.067,   14782.285,     907.217,
   28199.174,   29100.818,     901.643,
   42521.576,   43421.424,     899.848,
   53980.316,   57739.563,    3759.247,
   68304.830,   72059.913,    3755.083,
   82627.510,   83515.124,     887.614,
Is_True,          13.3936%,
Analysis,STARLINK-1225 - STARLINK-2655,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3668,
       Rise,         Set, Duration (s),
       0.000,    8099.498,    8099.498,
   63880.262,   78661.603,   14781.341,
Is_True,          26.4825%,
Analysis,STARLINK-1225 - STARLINK-2376,
       Rise,         Set, Duration (s),
    6589.710,    7295.506,     705.796,
   20926.850,   21620.420,     693.570,
   32391.808,   33085.291,     693.482,
   46717.029,   47422.590,     705.560,
   61054.199,   61747.464,     693.264,
   75379.392,   76084.784,     705.391,
Is_True,           4.8577%,
Analysis,STARLINK-1225 - STARLINK-2020,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-1594,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3515,
       Rise,         Set, Duration (s),
     617.627,    7595.915,    6978.289,
   17609.844,   24399.732,    6789.888,
   32039.694,   32660.052,     620.358,
Is_True,          16.6534%,
Analysis,STARLINK-1225 - STARLINK-3773,
       Rise,         Set, Duration (s),
   53473.385,   54420.686,     947.301,
   61682.309,   71456.821,    9774.512,
   78677.177,   79667.686,     990.508,
Is_True,          13.5559%,
Analysis,STARLINK-1225 - STARLINK-2264,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3313,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-2307,
       Rise,         Set, Duration (s),
       0.000,    3728.896,    3728.896,
   14260.428,   18061.161,    3800.733,
   28589.605,   29525.729,     936.124,
   42922.031,   43854.877,     932.846,
   57251.204,   58187.155,     935.951,
   71583.640,   72516.301,     932.661,
   85912.810,   86400.000,     487.190,
Is_True,          13.6046%,
Analysis,STARLINK-1225 - STARLINK-3343,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1225 - STARLINK-3820,
       Rise,         Set, Duration (s),
   71880.590,   72527.246,     646.656,
   85797.266,   86400.000,     602.734,
Is_True,           1.4461%,
