
SOAP Analysis Report Output for starlink_starlink_20_sats_10.orb,
Generated: Thu Dec 15 21:08:14 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-2731 - STARLINK-1377,Distance STARLINK-2731 - STARLINK-1871,Distance STARLINK-2731 - STARLINK-2474,Distance STARLINK-2731 - STARLINK-2634,Distance STARLINK-2731 - STARLINK-2059,Distance STARLINK-2731 - STARLINK-1067,Distance STARLINK-2731 - STARLINK-3536,Distance STARLINK-2731 - STARLINK-1758,Distance STARLINK-2731 - STARLINK-3310,Distance STARLINK-2731 - STARLINK-2379,Distance STARLINK-2731 - STARLINK-3292,Distance STARLINK-2731 - STARLINK-2131,Distance STARLINK-2731 - STARLINK-1801,Distance STARLINK-2731 - STARLINK-2167,Distance STARLINK-2731 - STARLINK-1762,Distance STARLINK-2731 - STARLINK-1698,Distance STARLINK-2731 - STARLINK-3608,Distance STARLINK-2731 - FALCON 9 DEB3,Distance STARLINK-2731 - STARLINK-2524,Distance STARLINK-2731 - IOAG-Equatorial,Distance STARLINK-2731 - IOAG-North1,Distance STARLINK-2731 - IOAG-North2,Distance STARLINK-2731 - IOAG-South1,Distance STARLINK-2731 - IOAG-South2,Distance STARLINK-1377 - STARLINK-1871,Distance STARLINK-1377 - STARLINK-2474,Distance STARLINK-1377 - STARLINK-2634,Distance STARLINK-1377 - STARLINK-2059,Distance STARLINK-1377 - STARLINK-1067,Distance STARLINK-1377 - STARLINK-3536,Distance STARLINK-1377 - STARLINK-1758,Distance STARLINK-1377 - STARLINK-3310,Distance STARLINK-1377 - STARLINK-2379,Distance STARLINK-1377 - STARLINK-3292,Distance STARLINK-1377 - STARLINK-2131,Distance STARLINK-1377 - STARLINK-1801,Distance STARLINK-1377 - STARLINK-2167,Distance STARLINK-1377 - STARLINK-1762,Distance STARLINK-1377 - STARLINK-1698,Distance STARLINK-1377 - STARLINK-3608,Distance STARLINK-1377 - FALCON 9 DEB3,Distance STARLINK-1377 - STARLINK-2524,Distance STARLINK-1377 - IOAG-Equatorial,Distance STARLINK-1377 - IOAG-North1,Distance STARLINK-1377 - IOAG-North2,Distance STARLINK-1377 - IOAG-South1,Distance STARLINK-1377 - IOAG-South2,Distance STARLINK-1871 - STARLINK-2474,Distance STARLINK-1871 - STARLINK-2634,Distance STARLINK-1871 - STARLINK-2059,Distance STARLINK-1871 - STARLINK-1067,Distance STARLINK-1871 - STARLINK-3536,Distance STARLINK-1871 - STARLINK-1758,Distance STARLINK-1871 - STARLINK-3310,Distance STARLINK-1871 - STARLINK-2379,Distance STARLINK-1871 - STARLINK-3292,Distance STARLINK-1871 - STARLINK-2131,Distance STARLINK-1871 - STARLINK-1801,Distance STARLINK-1871 - STARLINK-2167,Distance STARLINK-1871 - STARLINK-1762,Distance STARLINK-1871 - STARLINK-1698,Distance STARLINK-1871 - STARLINK-3608,Distance STARLINK-1871 - FALCON 9 DEB3,Distance STARLINK-1871 - STARLINK-2524,Distance STARLINK-1871 - IOAG-Equatorial,Distance STARLINK-1871 - IOAG-North1,Distance STARLINK-1871 - IOAG-North2,Distance STARLINK-1871 - IOAG-South1,Distance STARLINK-1871 - IOAG-South2,Distance STARLINK-2474 - STARLINK-2634,Distance STARLINK-2474 - STARLINK-2059,Distance STARLINK-2474 - STARLINK-1067,Distance STARLINK-2474 - STARLINK-3536,Distance STARLINK-2474 - STARLINK-1758,Distance STARLINK-2474 - STARLINK-3310,Distance STARLINK-2474 - STARLINK-2379,Distance STARLINK-2474 - STARLINK-3292,Distance STARLINK-2474 - STARLINK-2131,Distance STARLINK-2474 - STARLINK-1801,Distance STARLINK-2474 - STARLINK-2167,Distance STARLINK-2474 - STARLINK-1762,Distance STARLINK-2474 - STARLINK-1698,Distance STARLINK-2474 - STARLINK-3608,Distance STARLINK-2474 - FALCON 9 DEB3,Distance STARLINK-2474 - STARLINK-2524,Distance STARLINK-2474 - IOAG-Equatorial,Distance STARLINK-2474 - IOAG-North1,Distance STARLINK-2474 - IOAG-North2,Distance STARLINK-2474 - IOAG-South1,Distance STARLINK-2474 - IOAG-South2,Distance STARLINK-2634 - STARLINK-2059,Distance STARLINK-2634 - STARLINK-1067,Distance STARLINK-2634 - STARLINK-3536,Distance STARLINK-2634 - STARLINK-1758,Distance STARLINK-2634 - STARLINK-3310,Distance STARLINK-2634 - STARLINK-2379,Distance STARLINK-2634 - STARLINK-3292,Distance STARLINK-2634 - STARLINK-2131,Distance STARLINK-2634 - STARLINK-1801,Distance STARLINK-2634 - STARLINK-2167,Distance STARLINK-2634 - STARLINK-1762,Distance STARLINK-2634 - STARLINK-1698,Distance STARLINK-2634 - STARLINK-3608,Distance STARLINK-2634 - FALCON 9 DEB3,Distance STARLINK-2634 - STARLINK-2524,Distance STARLINK-2634 - IOAG-Equatorial,Distance STARLINK-2634 - IOAG-North1,Distance STARLINK-2634 - IOAG-North2,Distance STARLINK-2634 - IOAG-South1,Distance STARLINK-2634 - IOAG-South2,Distance STARLINK-2059 - STARLINK-1067,Distance STARLINK-2059 - STARLINK-3536,Distance STARLINK-2059 - STARLINK-1758,Distance STARLINK-2059 - STARLINK-3310,Distance STARLINK-2059 - STARLINK-2379,Distance STARLINK-2059 - STARLINK-3292,Distance STARLINK-2059 - STARLINK-2131,Distance STARLINK-2059 - STARLINK-1801,Distance STARLINK-2059 - STARLINK-2167,Distance STARLINK-2059 - STARLINK-1762,Distance STARLINK-2059 - STARLINK-1698,Distance STARLINK-2059 - STARLINK-3608,Distance STARLINK-2059 - FALCON 9 DEB3,Distance STARLINK-2059 - STARLINK-2524,Distance STARLINK-2059 - IOAG-Equatorial,Distance STARLINK-2059 - IOAG-North1,Distance STARLINK-2059 - IOAG-North2,Distance STARLINK-2059 - IOAG-South1,Distance STARLINK-2059 - IOAG-South2,Distance STARLINK-1067 - STARLINK-3536,Distance STARLINK-1067 - STARLINK-1758,Distance STARLINK-1067 - STARLINK-3310,Distance STARLINK-1067 - STARLINK-2379,Distance STARLINK-1067 - STARLINK-3292,Distance STARLINK-1067 - STARLINK-2131,Distance STARLINK-1067 - STARLINK-1801,Distance STARLINK-1067 - STARLINK-2167,Distance STARLINK-1067 - STARLINK-1762,Distance STARLINK-1067 - STARLINK-1698,Distance STARLINK-1067 - STARLINK-3608,Distance STARLINK-1067 - FALCON 9 DEB3,Distance STARLINK-1067 - STARLINK-2524,Distance STARLINK-1067 - IOAG-Equatorial,Distance STARLINK-1067 - IOAG-North1,Distance STARLINK-1067 - IOAG-North2,Distance STARLINK-1067 - IOAG-South1,Distance STARLINK-1067 - IOAG-South2,Distance STARLINK-3536 - STARLINK-1758,Distance STARLINK-3536 - STARLINK-3310,Distance STARLINK-3536 - STARLINK-2379,Distance STARLINK-3536 - STARLINK-3292,Distance STARLINK-3536 - STARLINK-2131,Distance STARLINK-3536 - STARLINK-1801,Distance STARLINK-3536 - STARLINK-2167,Distance STARLINK-3536 - STARLINK-1762,Distance STARLINK-3536 - STARLINK-1698,Distance STARLINK-3536 - STARLINK-3608,Distance STARLINK-3536 - FALCON 9 DEB3,Distance STARLINK-3536 - STARLINK-2524,Distance STARLINK-3536 - IOAG-Equatorial,Distance STARLINK-3536 - IOAG-North1,Distance STARLINK-3536 - IOAG-North2,Distance STARLINK-3536 - IOAG-South1,Distance STARLINK-3536 - IOAG-South2,Distance STARLINK-1758 - STARLINK-3310,Distance STARLINK-1758 - STARLINK-2379,Distance STARLINK-1758 - STARLINK-3292,Distance STARLINK-1758 - STARLINK-2131,Distance STARLINK-1758 - STARLINK-1801,Distance STARLINK-1758 - STARLINK-2167,Distance STARLINK-1758 - STARLINK-1762,Distance STARLINK-1758 - STARLINK-1698,Distance STARLINK-1758 - STARLINK-3608,Distance STARLINK-1758 - FALCON 9 DEB3,Distance STARLINK-1758 - STARLINK-2524,Distance STARLINK-1758 - IOAG-Equatorial,Distance STARLINK-1758 - IOAG-North1,Distance STARLINK-1758 - IOAG-North2,Distance STARLINK-1758 - IOAG-South1,Distance STARLINK-1758 - IOAG-South2,Distance STARLINK-3310 - STARLINK-2379,Distance STARLINK-3310 - STARLINK-3292,Distance STARLINK-3310 - STARLINK-2131,Distance STARLINK-3310 - STARLINK-1801,Distance STARLINK-3310 - STARLINK-2167,Distance STARLINK-3310 - STARLINK-1762,Distance STARLINK-3310 - STARLINK-1698,Distance STARLINK-3310 - STARLINK-3608,Distance STARLINK-3310 - FALCON 9 DEB3,Distance STARLINK-3310 - STARLINK-2524,Distance STARLINK-3310 - IOAG-Equatorial,Distance STARLINK-3310 - IOAG-North1,Distance STARLINK-3310 - IOAG-North2,Distance STARLINK-3310 - IOAG-South1,Distance STARLINK-3310 - IOAG-South2,Distance STARLINK-2379 - STARLINK-3292,Distance STARLINK-2379 - STARLINK-2131,Distance STARLINK-2379 - STARLINK-1801,Distance STARLINK-2379 - STARLINK-2167,Distance STARLINK-2379 - STARLINK-1762,Distance STARLINK-2379 - STARLINK-1698,Distance STARLINK-2379 - STARLINK-3608,Distance STARLINK-2379 - FALCON 9 DEB3,Distance STARLINK-2379 - STARLINK-2524,Distance STARLINK-2379 - IOAG-Equatorial,Distance STARLINK-2379 - IOAG-North1,Distance STARLINK-2379 - IOAG-North2,Distance STARLINK-2379 - IOAG-South1,Distance STARLINK-2379 - IOAG-South2,Distance STARLINK-3292 - STARLINK-2131,Distance STARLINK-3292 - STARLINK-1801,Distance STARLINK-3292 - STARLINK-2167,Distance STARLINK-3292 - STARLINK-1762,Distance STARLINK-3292 - STARLINK-1698,Distance STARLINK-3292 - STARLINK-3608,Distance STARLINK-3292 - FALCON 9 DEB3,Distance STARLINK-3292 - STARLINK-2524,Distance STARLINK-3292 - IOAG-Equatorial,Distance STARLINK-3292 - IOAG-North1,Distance STARLINK-3292 - IOAG-North2,Distance STARLINK-3292 - IOAG-South1,Distance STARLINK-3292 - IOAG-South2,Distance STARLINK-2131 - STARLINK-1801,Distance STARLINK-2131 - STARLINK-2167,Distance STARLINK-2131 - STARLINK-1762,Distance STARLINK-2131 - STARLINK-1698,Distance STARLINK-2131 - STARLINK-3608,Distance STARLINK-2131 - FALCON 9 DEB3,Distance STARLINK-2131 - STARLINK-2524,Distance STARLINK-2131 - IOAG-Equatorial,Distance STARLINK-2131 - IOAG-North1,Distance STARLINK-2131 - IOAG-North2,Distance STARLINK-2131 - IOAG-South1,Distance STARLINK-2131 - IOAG-South2,Distance STARLINK-1801 - STARLINK-2167,Distance STARLINK-1801 - STARLINK-1762,Distance STARLINK-1801 - STARLINK-1698,Distance STARLINK-1801 - STARLINK-3608,Distance STARLINK-1801 - FALCON 9 DEB3,Distance STARLINK-1801 - STARLINK-2524,Distance STARLINK-1801 - IOAG-Equatorial,Distance STARLINK-1801 - IOAG-North1,Distance STARLINK-1801 - IOAG-North2,Distance STARLINK-1801 - IOAG-South1,Distance STARLINK-1801 - IOAG-South2,Distance STARLINK-2167 - STARLINK-1762,Distance STARLINK-2167 - STARLINK-1698,Distance STARLINK-2167 - STARLINK-3608,Distance STARLINK-2167 - FALCON 9 DEB3,Distance STARLINK-2167 - STARLINK-2524,Distance STARLINK-2167 - IOAG-Equatorial,Distance STARLINK-2167 - IOAG-North1,Distance STARLINK-2167 - IOAG-North2,Distance STARLINK-2167 - IOAG-South1,Distance STARLINK-2167 - IOAG-South2,Distance STARLINK-1762 - STARLINK-1698,Distance STARLINK-1762 - STARLINK-3608,Distance STARLINK-1762 - FALCON 9 DEB3,Distance STARLINK-1762 - STARLINK-2524,Distance STARLINK-1762 - IOAG-Equatorial,Distance STARLINK-1762 - IOAG-North1,Distance STARLINK-1762 - IOAG-North2,Distance STARLINK-1762 - IOAG-South1,Distance STARLINK-1762 - IOAG-South2,Distance STARLINK-1698 - STARLINK-3608,Distance STARLINK-1698 - FALCON 9 DEB3,Distance STARLINK-1698 - STARLINK-2524,Distance STARLINK-1698 - IOAG-Equatorial,Distance STARLINK-1698 - IOAG-North1,Distance STARLINK-1698 - IOAG-North2,Distance STARLINK-1698 - IOAG-South1,Distance STARLINK-1698 - IOAG-South2,Distance STARLINK-3608 - FALCON 9 DEB3,Distance STARLINK-3608 - STARLINK-2524,Distance STARLINK-3608 - IOAG-Equatorial,Distance STARLINK-3608 - IOAG-North1,Distance STARLINK-3608 - IOAG-North2,Distance STARLINK-3608 - IOAG-South1,Distance STARLINK-3608 - IOAG-South2,Distance FALCON 9 DEB3 - STARLINK-2524,Distance FALCON 9 DEB3 - IOAG-Equatorial,Distance FALCON 9 DEB3 - IOAG-North1,Distance FALCON 9 DEB3 - IOAG-North2,Distance FALCON 9 DEB3 - IOAG-South1,Distance FALCON 9 DEB3 - IOAG-South2,Distance STARLINK-2524 - IOAG-Equatorial,Distance STARLINK-2524 - IOAG-North1,Distance STARLINK-2524 - IOAG-North2,Distance STARLINK-2524 - IOAG-South1,Distance STARLINK-2524 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,  13452.4976,          4180.4820,         13146.4155,         13339.6567,         12195.6125,         12710.1450,          8107.4847,          8839.7341,          7268.5972,         13451.4299,          1682.7150,          5113.7118,          7847.2705,          8575.5405,         10182.4367,          5670.7077,         11813.7610,          6132.4245,         13551.6800,        398752.9098,        392027.8047,        398584.6989,        388605.6588,        393378.0022,         12188.4968,          6476.0723,          3805.5325,          4778.6313,          3272.1985,          9327.9976,          9044.7226,         13177.4527,          3273.2573,         13742.8946,         13718.9088,         10815.7848,          8575.4620,          7580.7244,         11378.1131,          9343.0332,         10745.1627,          4060.5313,        397050.2625,        390382.9132,        396761.6145,        386772.3532,        391791.4859,         12235.5246,         11664.7827,         11903.9458,         11995.0078,          4457.2648,          9284.6321,          9660.2884,         11858.8837,          5323.0275,          8101.4284,          9882.6798,          5866.5544,         10244.9876,          6857.2582,         12092.5452,          5765.5908,         13526.8230,        397401.6801,        390660.6457,        397154.5116,        387270.8923,        392108.9715,          3593.6565,         10016.3644,          9022.6007,         10044.8785,         12866.9625,         10142.7871,          3849.7743,         12751.3745,         11524.7542,         13189.9742,         11540.3996,         12058.1729,         13747.9877,          4079.9395,         13423.3847,          6811.8426,        403231.0878,        396548.4080,        402924.6015,        392977.7861,        397989.2651,          8166.5540,          6838.8117,          8500.4232,         11461.4643,         12219.7399,           578.3709,         13397.1332,         13050.4248,         12771.1959,          9372.2758,         10391.6943,         12862.8258,          7320.4172,         12082.2929,          6226.5949,        399883.7112,        393198.6451,        399552.6122,        389632.1294,        394668.7523,          1597.0511,         10360.7959,          5202.2876,         13057.1243,          7712.6134,         12688.5867,         13079.2995,          7176.6501,          8097.9442,          3440.5593,          8437.4639,         11452.2553,          8366.7260,          4767.7003,        394577.7149,        387921.6608,        394371.1348,        384291.5630,        389235.3082,          9902.0157,          6420.4315,         13323.8977,          6359.0526,         13178.2659,         13495.7319,          8489.1189,          7966.5957,          4711.3839,          9411.2540,         10964.3704,          9052.7224,          4258.3790,        395009.6288,        388350.2399,        394772.6917,        384724.7904,        389698.2218,          9537.5506,         11615.3547,          8728.3678,          8988.9737,         10841.6059,         11276.2570,          3833.4279,          9721.2826,          8761.2283,         11378.0159,          7022.5942,         11804.4725,        396625.7711,        389890.4538,        396310.3986,        386471.8616,        391401.6283,         12075.8752,         11192.8098,          9724.2440,         11161.4905,          3679.7896,          6644.4955,          1866.8926,          3698.4757,         13235.2124,          4181.5257,          9058.8608,        393226.9411,        386550.1894,        393070.7594,        382987.8798,        387836.0659,         12361.5211,          5777.7955,          2426.9783,          9935.3425,         12931.6068,         12671.3389,         10570.7530,          6864.5331,         11548.7039,         11773.3894,        404891.4794,        398193.8323,        404735.2682,        394691.2845,        399498.2303,         13527.8620,         13184.9207,         12540.7631,          9364.3768,         10056.6544,         12744.3806,          7504.6943,         11999.6213,          5752.3407,        399573.2502,        392891.9500,        399248.0115,        389315.5862,        394352.0808,          3515.9907,          8241.3464,          9794.7223,         10962.7847,          6803.1586,         10942.4402,          7520.7522,         13487.2467,        400350.0846,        393628.4921,        400190.5935,        390197.4319,        394965.2757,          9017.2749,         11954.7229,         12072.5348,          9028.5009,          8772.5792,         10056.2946,         12678.2334,        403271.1365,        396564.0745,        403124.8895,        393091.8304,        397869.8138,          9290.5324,          4843.4814,          3955.3593,         12429.1220,          5899.0004,          9555.2320,        395689.5685,        389020.5627,        395587.4258,        385446.6726,        390242.5491,          6801.9821,          6651.5749,         13002.0838,          4554.4163,         10986.9912,        393547.8554,        386828.5520,        393269.9488,        383368.7307,        388284.8814,          5447.2095,         12853.4947,          5557.7595,          7698.2801,        393203.6800,        386534.7524,        393029.4442,        382946.6158,        387830.2260,         13413.1854,          2325.3438,         11466.0065,        394338.4223,        387640.1978,        394193.4379,        384142.8600,        388938.3687,         13664.4281,          8186.4586,        405557.4581,        398875.6810,        405309.9392,        395310.5250,        400254.3933,         11657.5986,        393497.3455,        386788.0649,        393309.3510,        383314.7617,        388142.2523,        398883.1776,        392237.8528,        398661.5720,        388575.2271,        393553.4314,          7363.8613,          7977.1746,         11500.2877,          9772.2522,          9489.1698,          8934.9843,         10149.3140,         14595.9232,         16897.8334,          9489.1698,
    3600.000,  13424.8432,          4561.3546,         12946.5178,         12639.5037,         12551.4893,         11328.0175,          5310.5581,         11128.0680,          8480.6721,         11042.0781,          7840.9914,          7815.5823,         10503.1890,          8532.3464,         11523.0767,          5944.6121,          9809.1602,          5807.8096,         13618.1266,        404695.4338,        398663.6298,        403807.1463,        393195.7590,        399998.0704,         13056.7546,          7573.6685,          6763.7294,          4730.5763,          5751.8232,         10914.6393,          7559.3220,         12216.0959,          8747.2942,         11799.2605,         12190.5644,          6993.3215,          8737.9569,          6778.6830,         10775.2368,         10283.2444,         10776.3158,          4057.4146,        398886.7079,        392640.8329,        397950.9599,        387455.4484,        394122.4821,         12852.9155,         13615.9109,         10743.4974,         12925.4102,          6169.9665,          8478.1756,          5173.4833,         13017.8790,          3648.3137,          3823.9995,          9168.9198,         10858.4245,          9159.2059,          6730.6106,         11922.0693,          7875.1000,         12078.4339,        404197.7083,        398125.5541,        403238.3017,        392760.9900,        399584.9608,          3678.5101,          9797.8342,          9391.1515,         13512.5349,         11207.5045,         10155.2313,          5990.1328,         11849.5449,         11309.3243,         12173.0295,         11874.2013,         10960.8301,         13743.3730,          6313.3822,         13454.5382,          6615.0670,        393560.4675,        387412.7925,        392649.9335,        382095.3699,        388823.7708,         10256.7091,          6595.0012,         12708.4505,         12041.1583,         12238.6303,          3160.9566,         13319.0420,         13014.2628,         11875.0719,          9569.9190,         11633.6888,         12850.6149,          4778.3674,         12075.4670,          7869.3614,        395140.7253,        388993.6001,        394276.2268,        383638.8171,        390331.8539,          8912.7132,          9525.4678,          3149.9113,          9967.4959,         11875.4290,          8681.7119,          9435.8931,          4095.2669,         10088.1569,          2281.7459,          9388.2325,         12690.1066,         10317.1781,          3962.1485,        401111.2310,        394858.6440,        400115.6321,        389728.6821,        396435.6112,          9095.3484,         10650.2284,         13812.8998,          6341.5183,         13287.4476,         13631.2649,          8492.6888,          4200.8789,         10080.9665,          8940.7035,          8089.4754,          7836.4145,          9163.1207,        401268.3996,        395089.0869,        400413.4783,        389762.6717,        396421.2503,          8261.2134,         10093.6083,         11784.8431,          7992.1573,          8806.5453,          6263.6638,          5907.2464,          8453.7538,           651.2580,         11611.7414,          2190.3169,         11886.6100,        406928.2868,        400808.9386,        406014.6870,        395458.8528,        402211.1762,          8149.4058,         13184.1724,          6130.8183,          7158.3371,          3676.5174,         10679.0752,           934.8146,          8210.5335,         13490.4845,          9654.8141,          6178.0663,        402688.9527,        396464.1208,        401674.6410,        391317.2823,        398060.6698,         12575.6119,          3342.2252,          1972.7058,         10461.3431,         13276.3109,          8814.7351,         10562.8178,         11435.8144,         11546.0540,          9829.1062,        399523.7014,        393429.6338,        398529.9140,        388119.2760,        394951.7020,         13578.4138,         13236.4636,         12516.3070,          8293.4258,         12881.5294,         11985.6234,          2403.5532,         10812.0584,         10237.7489,        396617.1476,        390518.0367,        395789.1382,        385079.6880,        391782.8010,          1454.2157,          8201.9217,         12180.0305,          6952.8468,          8378.7911,         12781.8375,          9828.1646,          9886.1801,        402519.0002,        396396.8670,        401514.2984,        391126.1787,        397944.3683,          9310.2235,         12673.9506,          7926.4250,          9251.8212,         12244.6083,         10495.9613,         10088.9990,        401417.2903,        395312.6844,        400417.8296,        390018.3577,        396846.5349,          7957.3241,          3309.6666,          5961.3868,         13148.6180,          7196.0611,          7685.9517,        404835.8240,        398610.8352,        403861.7786,        393430.5886,        400143.5993,         10365.5400,          5731.5044,          9100.6516,          4095.2998,         11435.8421,        404657.8206,        398519.9392,        403808.0452,        393141.0000,        399829.1615,          8354.7274,         13350.3898,          9675.0869,          5651.1323,        402491.1894,        396256.0368,        401482.1629,        391116.6925,        397847.7977,         11932.6790,          2115.9775,         11893.4892,        407231.2050,        401102.3931,        406316.9488,        395763.4649,        402508.7018,         10830.4713,         11096.4196,        396562.3573,        390500.9289,        395732.6775,        385021.1937,        391755.8334,         12401.0427,        406830.9380,        400717.4006,        405948.9103,        395335.5122,        402068.3045,        397215.7639,        390974.2256,        396231.4123,        385823.2332,        392531.0783,          9599.9529,          6412.3896,         12760.6743,          9725.2048,          8586.8855,         12793.8905,         11350.3493,         15841.7167,         14806.2093,          8586.8855,
