
SOAP Analysis Report Output for starlink_starlink_20_sats_42.orb,
Generated: Thu Dec 15 21:14:12 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3613 - STARLINK-2152,
       Rise,         Set, Duration (s),
   57058.454,   57689.794,     631.340,
   68049.606,   68913.911,     864.305,
Is_True,           1.7311%,
Analysis,STARLINK-3613 - STARLINK-2465,
       Rise,         Set, Duration (s),
       0.000,     666.029,     666.029,
   13856.255,   14529.936,     673.680,
   86159.659,   86400.000,     240.341,
Is_True,           1.8288%,
Analysis,STARLINK-3613 - STARLINK-1896,
       Rise,         Set, Duration (s),
   20579.290,   40383.112,   19803.822,
Is_True,          22.9211%,
Analysis,STARLINK-3613 - STARLINK-3573,
       Rise,         Set, Duration (s),
   51034.149,   71408.119,   20373.970,
Is_True,          23.5810%,
Analysis,STARLINK-3613 - STARLINK-2067,
       Rise,         Set, Duration (s),
   14890.476,   24488.106,    9597.630,
Is_True,          11.1084%,
Analysis,STARLINK-3613 - STARLINK-2507,
       Rise,         Set, Duration (s),
   42356.805,   43317.421,     960.617,
   53636.264,   54238.493,     602.229,
Is_True,           1.8088%,
Analysis,STARLINK-3613 - STARLINK-2098,
       Rise,         Set, Duration (s),
       0.000,     133.946,     133.946,
   71407.265,   86400.000,   14992.735,
Is_True,          17.5077%,
Analysis,STARLINK-3613 - STARLINK-3146,
       Rise,         Set, Duration (s),
    3376.145,    4276.235,     900.090,
Is_True,           1.0418%,
Analysis,STARLINK-3613 - STARLINK-2636,
       Rise,         Set, Duration (s),
   39207.345,   59270.910,   20063.565,
Is_True,          23.2217%,
Analysis,STARLINK-3613 - STARLINK-2030,
       Rise,         Set, Duration (s),
   71748.866,   78376.051,    6627.186,
   85790.746,   86400.000,     609.254,
Is_True,           8.3755%,
Analysis,STARLINK-3613 - STARLINK-1811,
       Rise,         Set, Duration (s),
   22306.493,   28988.871,    6682.377,
Is_True,           7.7342%,
Analysis,STARLINK-3613 - STARLINK-3565,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3613 - STARLINK-2255,
       Rise,         Set, Duration (s),
   64393.590,   65117.021,     723.431,
   75494.577,   76240.139,     745.561,
Is_True,           1.7002%,
Analysis,STARLINK-3613 - STARLINK-1152,
       Rise,         Set, Duration (s),
    3460.083,    4109.066,     648.982,
   11563.586,   18130.399,    6566.813,
Is_True,           8.3516%,
Analysis,STARLINK-3613 - STARLINK-3326,
       Rise,         Set, Duration (s),
   67658.756,   68433.297,     774.541,
   78832.198,   79475.496,     643.298,
Is_True,           1.6410%,
Analysis,STARLINK-3613 - STARLINK-3592,
       Rise,         Set, Duration (s),
   62788.886,   83570.395,   20781.509,
Is_True,          24.0527%,
Analysis,STARLINK-3613 - STARLINK-3053,
       Rise,         Set, Duration (s),
   17279.550,   18707.165,    1427.615,
Is_True,           1.6523%,
Analysis,STARLINK-3613 - STARLINK-1733,
       Rise,         Set, Duration (s),
    3213.930,    3750.913,     536.982,
   75365.209,   76069.814,     704.605,
Is_True,           1.4370%,
Analysis,STARLINK-3613 - STARLINK-2240,
       Rise,         Set, Duration (s),
   42885.641,   43652.424,     766.784,
Is_True,           0.8875%,
Analysis,STARLINK-3613 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    7087.349,   10313.008,    3225.659,
   12474.710,   21098.872,    8624.162,
   23249.171,   31881.026,    8631.855,
   34025.188,   42679.668,    8654.480,
   50204.610,   53495.030,    3290.420,
   55600.802,   64305.108,    8704.307,
