
SOAP Analysis Report Output for starlink_starlink_20_sats_7.orb,
Generated: Thu Dec 15 21:07:40 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-3553 - STARLINK-1492,Distance STARLINK-3553 - STARLINK-2651,Distance STARLINK-3553 - STARLINK-1822,Distance STARLINK-3553 - STARLINK-2064,Distance STARLINK-3553 - STARLINK-3591,Distance STARLINK-3553 - STARLINK-2437,Distance STARLINK-3553 - STARLINK-2219,Distance STARLINK-3553 - STARLINK-3543,Distance STARLINK-3553 - STARLINK-1746,Distance STARLINK-3553 - STARLINK-1082,Distance STARLINK-3553 - FALCON 9 DEB8,Distance STARLINK-3553 - STARLINK-1099,Distance STARLINK-3553 - STARLINK-1726,Distance STARLINK-3553 - STARLINK-2217,Distance STARLINK-3553 - STARLINK-1860,Distance STARLINK-3553 - STARLINK-2418,Distance STARLINK-3553 - STARLINK-1899,Distance STARLINK-3553 - STARLINK-3363,Distance STARLINK-3553 - STARLINK-3129,Distance STARLINK-3553 - IOAG-Equatorial,Distance STARLINK-3553 - IOAG-North1,Distance STARLINK-3553 - IOAG-North2,Distance STARLINK-3553 - IOAG-South1,Distance STARLINK-3553 - IOAG-South2,Distance STARLINK-1492 - STARLINK-2651,Distance STARLINK-1492 - STARLINK-1822,Distance STARLINK-1492 - STARLINK-2064,Distance STARLINK-1492 - STARLINK-3591,Distance STARLINK-1492 - STARLINK-2437,Distance STARLINK-1492 - STARLINK-2219,Distance STARLINK-1492 - STARLINK-3543,Distance STARLINK-1492 - STARLINK-1746,Distance STARLINK-1492 - STARLINK-1082,Distance STARLINK-1492 - FALCON 9 DEB8,Distance STARLINK-1492 - STARLINK-1099,Distance STARLINK-1492 - STARLINK-1726,Distance STARLINK-1492 - STARLINK-2217,Distance STARLINK-1492 - STARLINK-1860,Distance STARLINK-1492 - STARLINK-2418,Distance STARLINK-1492 - STARLINK-1899,Distance STARLINK-1492 - STARLINK-3363,Distance STARLINK-1492 - STARLINK-3129,Distance STARLINK-1492 - IOAG-Equatorial,Distance STARLINK-1492 - IOAG-North1,Distance STARLINK-1492 - IOAG-North2,Distance STARLINK-1492 - IOAG-South1,Distance STARLINK-1492 - IOAG-South2,Distance STARLINK-2651 - STARLINK-1822,Distance STARLINK-2651 - STARLINK-2064,Distance STARLINK-2651 - STARLINK-3591,Distance STARLINK-2651 - STARLINK-2437,Distance STARLINK-2651 - STARLINK-2219,Distance STARLINK-2651 - STARLINK-3543,Distance STARLINK-2651 - STARLINK-1746,Distance STARLINK-2651 - STARLINK-1082,Distance STARLINK-2651 - FALCON 9 DEB8,Distance STARLINK-2651 - STARLINK-1099,Distance STARLINK-2651 - STARLINK-1726,Distance STARLINK-2651 - STARLINK-2217,Distance STARLINK-2651 - STARLINK-1860,Distance STARLINK-2651 - STARLINK-2418,Distance STARLINK-2651 - STARLINK-1899,Distance STARLINK-2651 - STARLINK-3363,Distance STARLINK-2651 - STARLINK-3129,Distance STARLINK-2651 - IOAG-Equatorial,Distance STARLINK-2651 - IOAG-North1,Distance STARLINK-2651 - IOAG-North2,Distance STARLINK-2651 - IOAG-South1,Distance STARLINK-2651 - IOAG-South2,Distance STARLINK-1822 - STARLINK-2064,Distance STARLINK-1822 - STARLINK-3591,Distance STARLINK-1822 - STARLINK-2437,Distance STARLINK-1822 - STARLINK-2219,Distance STARLINK-1822 - STARLINK-3543,Distance STARLINK-1822 - STARLINK-1746,Distance STARLINK-1822 - STARLINK-1082,Distance STARLINK-1822 - FALCON 9 DEB8,Distance STARLINK-1822 - STARLINK-1099,Distance STARLINK-1822 - STARLINK-1726,Distance STARLINK-1822 - STARLINK-2217,Distance STARLINK-1822 - STARLINK-1860,Distance STARLINK-1822 - STARLINK-2418,Distance STARLINK-1822 - STARLINK-1899,Distance STARLINK-1822 - STARLINK-3363,Distance STARLINK-1822 - STARLINK-3129,Distance STARLINK-1822 - IOAG-Equatorial,Distance STARLINK-1822 - IOAG-North1,Distance STARLINK-1822 - IOAG-North2,Distance STARLINK-1822 - IOAG-South1,Distance STARLINK-1822 - IOAG-South2,Distance STARLINK-2064 - STARLINK-3591,Distance STARLINK-2064 - STARLINK-2437,Distance STARLINK-2064 - STARLINK-2219,Distance STARLINK-2064 - STARLINK-3543,Distance STARLINK-2064 - STARLINK-1746,Distance STARLINK-2064 - STARLINK-1082,Distance STARLINK-2064 - FALCON 9 DEB8,Distance STARLINK-2064 - STARLINK-1099,Distance STARLINK-2064 - STARLINK-1726,Distance STARLINK-2064 - STARLINK-2217,Distance STARLINK-2064 - STARLINK-1860,Distance STARLINK-2064 - STARLINK-2418,Distance STARLINK-2064 - STARLINK-1899,Distance STARLINK-2064 - STARLINK-3363,Distance STARLINK-2064 - STARLINK-3129,Distance STARLINK-2064 - IOAG-Equatorial,Distance STARLINK-2064 - IOAG-North1,Distance STARLINK-2064 - IOAG-North2,Distance STARLINK-2064 - IOAG-South1,Distance STARLINK-2064 - IOAG-South2,Distance STARLINK-3591 - STARLINK-2437,Distance STARLINK-3591 - STARLINK-2219,Distance STARLINK-3591 - STARLINK-3543,Distance STARLINK-3591 - STARLINK-1746,Distance STARLINK-3591 - STARLINK-1082,Distance STARLINK-3591 - FALCON 9 DEB8,Distance STARLINK-3591 - STARLINK-1099,Distance STARLINK-3591 - STARLINK-1726,Distance STARLINK-3591 - STARLINK-2217,Distance STARLINK-3591 - STARLINK-1860,Distance STARLINK-3591 - STARLINK-2418,Distance STARLINK-3591 - STARLINK-1899,Distance STARLINK-3591 - STARLINK-3363,Distance STARLINK-3591 - STARLINK-3129,Distance STARLINK-3591 - IOAG-Equatorial,Distance STARLINK-3591 - IOAG-North1,Distance STARLINK-3591 - IOAG-North2,Distance STARLINK-3591 - IOAG-South1,Distance STARLINK-3591 - IOAG-South2,Distance STARLINK-2437 - STARLINK-2219,Distance STARLINK-2437 - STARLINK-3543,Distance STARLINK-2437 - STARLINK-1746,Distance STARLINK-2437 - STARLINK-1082,Distance STARLINK-2437 - FALCON 9 DEB8,Distance STARLINK-2437 - STARLINK-1099,Distance STARLINK-2437 - STARLINK-1726,Distance STARLINK-2437 - STARLINK-2217,Distance STARLINK-2437 - STARLINK-1860,Distance STARLINK-2437 - STARLINK-2418,Distance STARLINK-2437 - STARLINK-1899,Distance STARLINK-2437 - STARLINK-3363,Distance STARLINK-2437 - STARLINK-3129,Distance STARLINK-2437 - IOAG-Equatorial,Distance STARLINK-2437 - IOAG-North1,Distance STARLINK-2437 - IOAG-North2,Distance STARLINK-2437 - IOAG-South1,Distance STARLINK-2437 - IOAG-South2,Distance STARLINK-2219 - STARLINK-3543,Distance STARLINK-2219 - STARLINK-1746,Distance STARLINK-2219 - STARLINK-1082,Distance STARLINK-2219 - FALCON 9 DEB8,Distance STARLINK-2219 - STARLINK-1099,Distance STARLINK-2219 - STARLINK-1726,Distance STARLINK-2219 - STARLINK-2217,Distance STARLINK-2219 - STARLINK-1860,Distance STARLINK-2219 - STARLINK-2418,Distance STARLINK-2219 - STARLINK-1899,Distance STARLINK-2219 - STARLINK-3363,Distance STARLINK-2219 - STARLINK-3129,Distance STARLINK-2219 - IOAG-Equatorial,Distance STARLINK-2219 - IOAG-North1,Distance STARLINK-2219 - IOAG-North2,Distance STARLINK-2219 - IOAG-South1,Distance STARLINK-2219 - IOAG-South2,Distance STARLINK-3543 - STARLINK-1746,Distance STARLINK-3543 - STARLINK-1082,Distance STARLINK-3543 - FALCON 9 DEB8,Distance STARLINK-3543 - STARLINK-1099,Distance STARLINK-3543 - STARLINK-1726,Distance STARLINK-3543 - STARLINK-2217,Distance STARLINK-3543 - STARLINK-1860,Distance STARLINK-3543 - STARLINK-2418,Distance STARLINK-3543 - STARLINK-1899,Distance STARLINK-3543 - STARLINK-3363,Distance STARLINK-3543 - STARLINK-3129,Distance STARLINK-3543 - IOAG-Equatorial,Distance STARLINK-3543 - IOAG-North1,Distance STARLINK-3543 - IOAG-North2,Distance STARLINK-3543 - IOAG-South1,Distance STARLINK-3543 - IOAG-South2,Distance STARLINK-1746 - STARLINK-1082,Distance STARLINK-1746 - FALCON 9 DEB8,Distance STARLINK-1746 - STARLINK-1099,Distance STARLINK-1746 - STARLINK-1726,Distance STARLINK-1746 - STARLINK-2217,Distance STARLINK-1746 - STARLINK-1860,Distance STARLINK-1746 - STARLINK-2418,Distance STARLINK-1746 - STARLINK-1899,Distance STARLINK-1746 - STARLINK-3363,Distance STARLINK-1746 - STARLINK-3129,Distance STARLINK-1746 - IOAG-Equatorial,Distance STARLINK-1746 - IOAG-North1,Distance STARLINK-1746 - IOAG-North2,Distance STARLINK-1746 - IOAG-South1,Distance STARLINK-1746 - IOAG-South2,Distance STARLINK-1082 - FALCON 9 DEB8,Distance STARLINK-1082 - STARLINK-1099,Distance STARLINK-1082 - STARLINK-1726,Distance STARLINK-1082 - STARLINK-2217,Distance STARLINK-1082 - STARLINK-1860,Distance STARLINK-1082 - STARLINK-2418,Distance STARLINK-1082 - STARLINK-1899,Distance STARLINK-1082 - STARLINK-3363,Distance STARLINK-1082 - STARLINK-3129,Distance STARLINK-1082 - IOAG-Equatorial,Distance STARLINK-1082 - IOAG-North1,Distance STARLINK-1082 - IOAG-North2,Distance STARLINK-1082 - IOAG-South1,Distance STARLINK-1082 - IOAG-South2,Distance FALCON 9 DEB8 - STARLINK-1099,Distance FALCON 9 DEB8 - STARLINK-1726,Distance FALCON 9 DEB8 - STARLINK-2217,Distance FALCON 9 DEB8 - STARLINK-1860,Distance FALCON 9 DEB8 - STARLINK-2418,Distance FALCON 9 DEB8 - STARLINK-1899,Distance FALCON 9 DEB8 - STARLINK-3363,Distance FALCON 9 DEB8 - STARLINK-3129,Distance FALCON 9 DEB8 - IOAG-Equatorial,Distance FALCON 9 DEB8 - IOAG-North1,Distance FALCON 9 DEB8 - IOAG-North2,Distance FALCON 9 DEB8 - IOAG-South1,Distance FALCON 9 DEB8 - IOAG-South2,Distance STARLINK-1099 - STARLINK-1726,Distance STARLINK-1099 - STARLINK-2217,Distance STARLINK-1099 - STARLINK-1860,Distance STARLINK-1099 - STARLINK-2418,Distance STARLINK-1099 - STARLINK-1899,Distance STARLINK-1099 - STARLINK-3363,Distance STARLINK-1099 - STARLINK-3129,Distance STARLINK-1099 - IOAG-Equatorial,Distance STARLINK-1099 - IOAG-North1,Distance STARLINK-1099 - IOAG-North2,Distance STARLINK-1099 - IOAG-South1,Distance STARLINK-1099 - IOAG-South2,Distance STARLINK-1726 - STARLINK-2217,Distance STARLINK-1726 - STARLINK-1860,Distance STARLINK-1726 - STARLINK-2418,Distance STARLINK-1726 - STARLINK-1899,Distance STARLINK-1726 - STARLINK-3363,Distance STARLINK-1726 - STARLINK-3129,Distance STARLINK-1726 - IOAG-Equatorial,Distance STARLINK-1726 - IOAG-North1,Distance STARLINK-1726 - IOAG-North2,Distance STARLINK-1726 - IOAG-South1,Distance STARLINK-1726 - IOAG-South2,Distance STARLINK-2217 - STARLINK-1860,Distance STARLINK-2217 - STARLINK-2418,Distance STARLINK-2217 - STARLINK-1899,Distance STARLINK-2217 - STARLINK-3363,Distance STARLINK-2217 - STARLINK-3129,Distance STARLINK-2217 - IOAG-Equatorial,Distance STARLINK-2217 - IOAG-North1,Distance STARLINK-2217 - IOAG-North2,Distance STARLINK-2217 - IOAG-South1,Distance STARLINK-2217 - IOAG-South2,Distance STARLINK-1860 - STARLINK-2418,Distance STARLINK-1860 - STARLINK-1899,Distance STARLINK-1860 - STARLINK-3363,Distance STARLINK-1860 - STARLINK-3129,Distance STARLINK-1860 - IOAG-Equatorial,Distance STARLINK-1860 - IOAG-North1,Distance STARLINK-1860 - IOAG-North2,Distance STARLINK-1860 - IOAG-South1,Distance STARLINK-1860 - IOAG-South2,Distance STARLINK-2418 - STARLINK-1899,Distance STARLINK-2418 - STARLINK-3363,Distance STARLINK-2418 - STARLINK-3129,Distance STARLINK-2418 - IOAG-Equatorial,Distance STARLINK-2418 - IOAG-North1,Distance STARLINK-2418 - IOAG-North2,Distance STARLINK-2418 - IOAG-South1,Distance STARLINK-2418 - IOAG-South2,Distance STARLINK-1899 - STARLINK-3363,Distance STARLINK-1899 - STARLINK-3129,Distance STARLINK-1899 - IOAG-Equatorial,Distance STARLINK-1899 - IOAG-North1,Distance STARLINK-1899 - IOAG-North2,Distance STARLINK-1899 - IOAG-South1,Distance STARLINK-1899 - IOAG-South2,Distance STARLINK-3363 - STARLINK-3129,Distance STARLINK-3363 - IOAG-Equatorial,Distance STARLINK-3363 - IOAG-North1,Distance STARLINK-3363 - IOAG-North2,Distance STARLINK-3363 - IOAG-South1,Distance STARLINK-3363 - IOAG-South2,Distance STARLINK-3129 - IOAG-Equatorial,Distance STARLINK-3129 - IOAG-North1,Distance STARLINK-3129 - IOAG-North2,Distance STARLINK-3129 - IOAG-South1,Distance STARLINK-3129 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,  11929.4315,         10055.3332,          9400.1073,         13221.7119,          2969.2291,         11592.7476,          8797.2474,         10565.2959,          9697.0222,         12655.5582,          9366.2447,          5484.0516,         12032.1779,         10719.8572,         12810.0068,          9682.3439,          3205.4214,          3794.2204,         13147.5174,        404189.7883,        397463.6140,        403895.2096,        394020.1949,        398940.1214,          7784.2230,         13120.1204,          5915.1646,         10795.2860,          6973.2011,         13576.6830,         10386.6447,          4314.1817,          9679.9924,          9807.3790,          9606.5096,          8479.1195,          4683.8600,          8950.0993,          4480.3972,         10229.0721,          9848.5516,          9112.3520,        394338.5307,        387660.7099,        394060.7557,        384081.2245,        389070.6623,          9559.4630,         10966.8487,          7858.9596,          2578.6130,         11080.5333,         13683.9892,          9534.6334,         12436.9946,         13461.1531,          5831.4607,          4429.5894,          3591.0108,         12324.7665,          9759.9326,          8802.8696,          9905.7886,          8421.5458,        394290.1945,        387561.3757,        394023.8791,        384131.6543,        389016.3904,         11680.2846,          9868.3206,          9487.6175,          2376.2044,         10595.4340,         13827.8739,          9302.1952,         11603.6909,         10440.4586,          7774.5377,         11757.6123,         10008.2114,         13839.6431,         11194.7557,         11921.8071,          7293.4397,        400667.4308,        393960.9038,        400541.9582,        390491.9986,        395246.3601,         13253.4726,          9411.9221,         11600.4239,          6698.6490,          7901.4302,          4525.4948,          7500.6376,         12948.6403,          9266.7868,          9317.5309,          3586.4210,          7823.5410,         12892.6986,         12245.1713,          6831.4868,        396252.6599,        389608.5181,        396080.4507,        385950.6301,        390873.6887,          9800.3345,          9964.3792,         12092.3956,          9016.7663,         13472.2804,         10912.7913,          2594.9676,         10697.9382,          8653.3814,         13511.4336,          9098.5039,          2020.0970,          3818.0153,         12761.1186,        401704.7236,        394967.5762,        401384.8820,        391553.1533,        396483.2220,         11071.3018,         13100.8817,          9738.1296,         11093.9569,         13243.8118,          8043.8909,          2568.1261,          3849.5985,         10937.1339,          9942.4851,         10577.0158,         11379.1919,          6457.9559,        393036.1361,        386323.1794,        392806.9291,        382852.9975,        387723.2530,          9177.4299,         13718.7234,          8647.1980,         10232.6344,         11041.2202,          9557.0482,         12828.8487,          9434.0489,         13678.6350,         11033.1537,         11469.9104,          8415.6575,        402680.5986,        395982.7157,        402557.1332,        392488.1941,        397255.5177,          9481.0944,          4584.3844,          2524.3975,         13122.1498,         12627.4995,         12869.2984,          4593.2853,          9257.4526,         11564.0704,         10516.8763,         10107.0822,        402923.8930,        396277.5769,        402757.6137,        392626.0292,        397536.3096,         10727.6168,          7913.6732,          8535.2258,         11242.7346,          6787.0256,         10067.7637,           314.4748,          7742.0118,          6740.0604,         11841.2623,        397946.9548,        391264.2581,        397622.0402,        387692.0440,        392726.2629,          6679.6393,         13841.3827,         10038.4440,         11945.7027,          1038.4331,         10600.3795,         13434.7520,         12877.0528,          6422.6765,        399320.2694,        392678.2419,        399207.9548,        389024.9557,        393879.3143,         12048.7095,         13227.0867,         12320.0430,          6471.5874,          7656.7115,         10028.4284,          8702.3633,         11458.0154,        403453.0778,        396798.5234,        403237.9867,        393161.9336,        398115.4890,          9392.8125,          6637.5881,         13775.0974,          8699.7368,          3541.0061,          5196.6698,         12176.5145,        399189.9404,        392448.9936,        398859.0934,        389044.5629,        393981.2178,          6233.1804,         10079.9419,         11395.7318,         11683.7541,         12474.5610,          4510.7960,        393574.8389,        386868.2073,        393395.4970,        383388.7591,        388210.6685,         11542.8560,          7053.6780,          8782.5242,          9308.0031,          9126.5960,        393675.2659,        386962.6257,        393379.0463,        383480.4149,        388430.0632,          9937.3994,         13357.7678,         12724.4330,          6622.8923,        398820.1322,        392180.1913,        398695.3864,        388518.7392,        393391.7388,          7797.1144,          6732.1715,         11888.2198,        398174.9244,        391493.9184,        397852.0725,        387917.1775,        392951.8730,          1917.4841,         13449.8073,        402097.0215,        395367.5326,        401757.0986,        391927.4456,        396894.8354,         13735.5548,        402716.3617,        395998.6754,        402374.9262,        392523.7779,        397514.0622,        394913.9827,        388239.4667,        394800.1910,        384679.1434,        389479.5703,          7363.8613,          7977.1746,         11500.2877,          9772.2522,          9489.1698,          8934.9843,         10149.3140,         14595.9232,         16897.8334,          9489.1698,
    3600.000,   8211.8337,          6212.8044,         11485.9291,         13629.7945,          2982.3442,          6917.6786,          8610.9830,         10753.6939,         10172.5234,         12917.0314,         12414.0452,          4428.0366,         12035.2544,          8045.9675,         12551.5327,         10500.8871,          3208.8323,          2260.1050,         11108.2313,        401568.2606,        395545.0947,        400741.6207,        390019.0105,        396781.1038,          5763.8852,         13197.6531,         10564.2523,          8324.9854,          6012.7886,         13401.9226,          7089.9557,          4518.4492,          8746.2535,         11612.0628,          9876.5554,         12107.3126,          2819.1932,          7148.3907,          4852.2238,         10510.3133,          9210.3254,          8953.8126,        400855.3154,        394693.5203,        400013.1966,        389337.0736,        395999.9408,         11056.6285,         12189.6061,          4278.7222,           890.9882,         11077.9749,         11371.5537,          9557.1591,         12033.4834,         13578.3941,          5446.9049,         10092.0243,          3525.8521,         10742.7793,          9803.3606,          8810.3794,          8216.2561,          6814.3170,        405420.1233,        399308.6369,        404570.9025,        393898.9275,        400607.9719,          8169.6147,         10328.9454,         10669.6254,          5342.0319,         12921.1589,         13337.7395,         10850.3510,          9206.6307,          8991.8618,          2864.4601,         12170.3742,         11352.7556,         13195.8358,         10590.7707,         11735.3847,          7351.7135,        403442.5059,        397306.2892,        402436.8313,        392051.9040,        398859.6653,         13351.1528,         11812.9892,         11261.1669,          7970.1847,          8599.2318,          3772.3367,          5485.5013,         13269.9320,          7108.0353,         10816.9188,          4668.3453,          8195.2951,         13580.1611,         13650.3673,          8108.0804,        398871.5139,        392627.6957,        397865.5410,        387496.6521,        394218.7029,          4832.2896,          8401.0897,         12033.7921,         11071.1256,         13290.7196,         13228.5212,          2093.0572,         10506.4649,          7143.9537,         12660.2694,         11345.6200,          5133.6766,          5041.5901,          9146.5721,        404293.0095,        398249.9522,        403449.1001,        392759.1111,        399518.6953,         11100.7256,         11551.0009,          9726.8095,         11868.0717,         13534.9783,          5718.7169,          9524.2459,          3535.8286,         10533.2318,          9934.1327,          9352.5923,          8872.5123,          6025.7476,        405850.5369,        399726.9282,        404990.2612,        394339.5699,        401047.4462,         12821.2387,         13581.1744,         12586.0340,          9691.0573,          7032.9558,          7742.5366,         12827.9267,         13287.0983,         13590.2100,          6532.8480,          8200.4050,         10655.2356,        401508.5858,        395463.0544,        400556.2633,        390063.8448,        396903.4620,          2897.8714,          4619.7177,          6429.6883,         13034.3997,         12645.0838,          9270.9469,          4996.9698,          2715.6931,         11155.9061,         10205.3132,         11949.7637,        394741.3983,        388563.5822,        393845.0187,        383269.1692,        389962.0826,          5533.1931,          8620.6902,         12326.1524,         12577.3412,          6921.3037,          4591.7639,           511.9550,         11390.1135,         10203.4622,         10755.5363,        396845.3793,        390658.0339,        395971.2060,        385356.7910,        392024.3423,          5098.8859,         13757.5649,         10043.4994,          9949.5359,          2281.0111,          5062.5245,         13147.5501,         12726.2860,          9889.6543,        396505.6321,        390269.3797,        395543.1299,        385094.7374,        391790.4366,         13235.0358,          9807.0218,         12640.2210,          7125.3600,          8323.2415,         11374.6650,         11528.4414,         11728.9959,        394909.8170,        388736.3829,        393926.5130,        383507.1478,        390269.6036,          9434.7597,          8476.7169,         13307.2145,         12537.1522,          5377.9023,          6009.0468,          8813.9108,        405109.3630,        399070.5110,        404241.4837,        393593.8928,        400375.1538,         10804.0180,         10087.6629,         12405.1205,         11873.1663,         12670.1926,          4945.0609,        404616.1035,        398438.9223,        403611.5271,        393229.3539,        400003.7400,          8259.3546,          7151.2157,         10555.7323,          9575.7985,          7005.4804,        403554.5372,        397394.4284,        402702.1686,        392043.3165,        398715.4663,          4136.6886,         13329.7690,         12722.5875,          8820.9133,        397997.2897,        391752.3478,        397053.7303,        386572.2812,        393246.1881,         11637.1947,         10512.1135,         10667.7839,        396748.4821,        390553.9871,        395866.6885,        385266.9778,        391934.6369,          1971.7951,         12266.5764,        400118.1653,        394117.6298,        399266.0624,        388587.0047,        395386.5341,         12409.8781,        399561.1468,        393551.3855,        398729.9494,        388014.4194,        394790.7414,        406150.8486,        399952.2802,        405198.3936,        394723.8702,        401441.9692,          9599.9529,          6412.3896,         12760.6743,          9725.2048,          8586.8855,         12793.8905,         11350.3493,         15841.7167,         14806.2093,          8586.8855,
