
SOAP Analysis Report Output for starlink_starlink_20_sats_26.orb,
Generated: Thu Dec 15 21:11:12 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3077 - STARLINK-3687,
       Rise,         Set, Duration (s),
       0.000,    6763.225,    6763.225,
   83367.460,   86400.000,    3032.540,
Is_True,          11.3377%,
Analysis,STARLINK-3077 - STARLINK-2041,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3077 - STARLINK-2703,
       Rise,         Set, Duration (s),
    3395.070,    4282.922,     887.852,
   17756.881,   18664.264,     907.383,
   32127.370,   33037.001,     909.630,
   46493.710,   47413.926,     920.216,
   60869.128,   61781.638,     912.509,
   75240.149,   76154.007,     913.858,
Is_True,           6.3095%,
Analysis,STARLINK-3077 - STARLINK-1260,
       Rise,         Set, Duration (s),
    3365.285,    4139.720,     774.435,
   17684.298,   18571.999,     887.701,
   32026.280,   32983.498,     957.219,
   46359.621,   47401.424,    1041.803,
   60712.733,   61801.635,    1088.902,
   75057.548,   76208.087,    1150.540,
Is_True,           6.8294%,
Analysis,STARLINK-3077 - STARLINK-3520,
       Rise,         Set, Duration (s),
   28499.871,   28842.098,     342.227,
   39502.638,   43391.163,    3888.525,
   53571.855,   60455.957,    6884.102,
   67849.507,   68880.824,    1031.317,
Is_True,          14.0581%,
Analysis,STARLINK-3077 - STARLINK-3113,
       Rise,         Set, Duration (s),
   64064.136,   64810.547,     746.411,
   75534.478,   79211.311,    3676.834,
Is_True,           5.1195%,
Analysis,STARLINK-3077 - STARLINK-3634,
       Rise,         Set, Duration (s),
   13951.963,   14526.829,     574.866,
   28039.530,   29156.044,    1116.514,
   36561.191,   43669.578,    7108.388,
   50762.254,   61054.429,   10292.175,
   65015.625,   75518.549,   10502.924,
   79278.615,   86400.000,    7121.385,
Is_True,          42.4957%,
Analysis,STARLINK-3077 - STARLINK-2497,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-1450,
       Rise,         Set, Duration (s),
       0.000,   78916.866,   78916.866,
   86267.361,   86400.000,     132.639,
Is_True,          91.4925%,
Analysis,STARLINK-3077 - STARLINK-1140,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-1953,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3077 - STARLINK-1980,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-3295,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-3912,
       Rise,         Set, Duration (s),
   40162.412,   44281.932,    4119.520,
Is_True,           4.7680%,
Analysis,STARLINK-3077 - STARLINK-2189,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-1613,
       Rise,         Set, Duration (s),
   28587.750,   28800.182,     212.432,
   42765.935,   43335.653,     569.719,
   57006.120,   57807.205,     801.084,
   71295.794,   72230.680,     934.887,
   82733.849,   86400.000,    3666.151,
Is_True,           7.1577%,
Analysis,STARLINK-3077 - STARLINK-2705,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3077 - STARLINK-3308,
       Rise,         Set, Duration (s),
   79097.522,   79430.575,     333.053,
Is_True,           0.3855%,
Analysis,STARLINK-3077 - STARLINK-3528,
       Rise,         Set, Duration (s),
