
SOAP Analysis Report Output for starlink_starlink_20_sats_9.orb,
Generated: Thu Dec 15 21:08:03 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1218 - STARLINK-1056,
       Rise,         Set, Duration (s),
   79637.200,   86400.000,    6762.800,
Is_True,           7.8273%,
Analysis,STARLINK-1218 - STARLINK-1221,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1218 - STARLINK-2020,
       Rise,         Set, Duration (s),
   10286.009,   11024.585,     738.575,
   21448.350,   22260.397,     812.047,
   35555.156,   36152.179,     597.024,
Is_True,           2.4857%,
Analysis,STARLINK-1218 - STARLINK-2566,
       Rise,         Set, Duration (s),
   56984.449,   57694.340,     709.890,
   68120.184,   68957.152,     836.968,
   82209.504,   82866.311,     656.807,
Is_True,           2.5505%,
Analysis,STARLINK-1218 - STARLINK-2725,
       Rise,         Set, Duration (s),
   78899.845,   79625.603,     725.758,
Is_True,           0.8400%,
Analysis,STARLINK-1218 - STARLINK-3095,
       Rise,         Set, Duration (s),
    6974.029,    7366.915,     392.886,
   32074.951,   32823.027,     748.076,
Is_True,           1.3206%,
Analysis,STARLINK-1218 - STARLINK-2322,
       Rise,         Set, Duration (s),
   31226.669,   59478.222,   28251.553,
Is_True,          32.6986%,
Analysis,STARLINK-1218 - STARLINK-3292,
       Rise,         Set, Duration (s),
       0.000,   24606.291,   24606.291,
Is_True,          28.4795%,
Analysis,STARLINK-1218 - STARLINK-2556,
       Rise,         Set, Duration (s),
   57206.064,   58051.080,     845.016,
   82704.317,   82948.394,     244.077,
Is_True,           1.2605%,
Analysis,STARLINK-1218 - STARLINK-2658,
       Rise,         Set, Duration (s),
   71300.919,   86400.000,   15099.081,
Is_True,          17.4758%,
Analysis,STARLINK-1218 - STARLINK-1765,
       Rise,         Set, Duration (s),
    6862.802,    7829.026,     966.224,
   21037.898,   21645.007,     607.109,
Is_True,           1.8210%,
Analysis,STARLINK-1218 - STARLINK-3207,
       Rise,         Set, Duration (s),
    2963.132,    4012.155,    1049.023,
Is_True,           1.2141%,
Analysis,STARLINK-1218 - STARLINK-1522,
       Rise,         Set, Duration (s),
       0.000,    3777.066,    3777.066,
   14061.910,   14867.654,     805.743,
Is_True,           5.3042%,
Analysis,STARLINK-1218 - STARLINK-3253,
       Rise,         Set, Duration (s),
   85579.604,   86400.000,     820.396,
Is_True,           0.9495%,
Analysis,STARLINK-1218 - STARLINK-3340,
       Rise,         Set, Duration (s),
   35656.662,   42555.461,    6898.798,
   43795.226,   50962.343,    7167.117,
   61052.946,   61663.378,     610.432,
Is_True,          16.9865%,
Analysis,STARLINK-1218 - STARLINK-1124,
       Rise,         Set, Duration (s),
   50221.862,   56877.608,    6655.746,
   64096.765,   65266.011,    1169.246,
Is_True,           9.0567%,
Analysis,STARLINK-1218 - STARLINK-2019,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1218 - STARLINK-1369,
       Rise,         Set, Duration (s),
   24405.641,   25210.938,     805.297,
   35554.601,   36456.217,     901.616,
Is_True,           1.9756%,
Analysis,STARLINK-1218 - STARLINK-3823,
       Rise,         Set, Duration (s),
   33074.804,   64271.561,   31196.757,
Is_True,          36.1074%,
Analysis,STARLINK-1218 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    5850.776,    9383.900,    3533.124,
   11362.314,   20366.264,    9003.950,
   22352.902,   31331.111,    8978.209,
   33325.054,   42315.400,    8990.346,
   49840.679,   53312.828,    3472.149,
