
SOAP Analysis Report Output for starlink_starlink_20_sats_40.orb,
Generated: Thu Dec 15 21:13:50 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1906 - STARLINK-1461,
       Rise,         Set, Duration (s),
    2947.715,    4208.235,    1260.519,
   17271.762,   18545.069,    1273.306,
   25877.060,   32869.889,    6992.829,
   40201.091,   47206.749,    7005.658,
   57398.088,   61531.545,    4133.457,
   71735.755,   75868.431,    4132.677,
   86059.752,   86400.000,     340.248,
Is_True,          29.0957%,
Analysis,STARLINK-1906 - STARLINK-3593,
       Rise,         Set, Duration (s),
    6563.313,   24540.585,   17977.271,
Is_True,          20.8070%,
Analysis,STARLINK-1906 - STARLINK-2498,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-2148,
       Rise,         Set, Duration (s),
       0.000,      75.935,      75.935,
   10569.352,   11475.042,     905.690,
   24773.283,   25706.362,     933.079,
   39003.752,   39910.730,     906.979,
   53251.433,   54098.597,     847.164,
   64668.726,   65429.674,     760.948,
   78970.747,   79562.880,     592.134,
Is_True,           5.8124%,
Analysis,STARLINK-1906 - STARLINK-2467,
       Rise,         Set, Duration (s),
       0.000,     437.296,     437.296,
   13922.121,   14767.543,     845.422,
   28252.667,   29098.840,     846.174,
   42583.763,   43429.086,     845.323,
   56914.305,   57760.392,     846.087,
   68378.962,   72090.636,    3711.674,
   82710.072,   86400.000,    3689.928,
Is_True,          12.9883%,
Analysis,STARLINK-1906 - STARLINK-1129,
       Rise,         Set, Duration (s),
       0.000,   25084.042,   25084.042,
   25509.438,   39337.450,   13828.012,
   39833.046,   53590.300,   13757.253,
   54207.582,   67821.900,   13614.317,
   68551.790,   82064.729,   13512.939,
   82937.858,   86400.000,    3462.142,
Is_True,          96.3642%,
Analysis,STARLINK-1906 - STARLINK-3870,
       Rise,         Set, Duration (s),
   24940.162,   25529.014,     588.852,
   35950.610,   39739.538,    3788.928,
   50010.703,   50878.932,     868.229,
Is_True,           6.0718%,
Analysis,STARLINK-1906 - STARLINK-3512,
       Rise,         Set, Duration (s),
       0.000,   15628.201,   15628.201,
Is_True,          18.0882%,
Analysis,STARLINK-1906 - STARLINK-3299,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-3899,
       Rise,         Set, Duration (s),
   10749.176,   11155.703,     406.527,
   24471.300,   25459.355,     988.056,
   35699.964,   36645.773,     945.809,
Is_True,           2.7088%,
Analysis,STARLINK-1906 - STARLINK-2305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-2037,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-1319,
       Rise,         Set, Duration (s),
       0.000,     319.243,     319.243,
   13734.967,   14649.637,     914.670,
   25199.822,   28981.646,    3781.825,
   39530.020,   43312.024,    3782.003,
   53861.955,   57644.035,    3782.080,
   68192.141,   69108.987,     916.845,
   82524.081,   83439.341,     915.259,
Is_True,          16.6805%,
Analysis,STARLINK-1906 - STARLINK-1341,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-1501,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-1860,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1906 - STARLINK-3260,
       Rise,         Set, Duration (s),
   17774.891,   18394.205,     619.314,
