
SOAP Analysis Report Output for starlink_starlink_20_sats_4.orb,
Generated: Thu Dec 15 21:07:04 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-3521 - STARLINK-2410,Distance STARLINK-3521 - STARLINK-2454,Distance STARLINK-3521 - STARLINK-1240,Distance STARLINK-3521 - STARLINK-3161,Distance STARLINK-3521 - STARLINK-1845,Distance STARLINK-3521 - STARLINK-2329,Distance STARLINK-3521 - STARLINK-1357,Distance STARLINK-3521 - STARLINK-3250,Distance STARLINK-3521 - STARLINK-2512,Distance STARLINK-3521 - STARLINK-2005,Distance STARLINK-3521 - STARLINK-2093,Distance STARLINK-3521 - STARLINK-1396,Distance STARLINK-3521 - STARLINK-3872,Distance STARLINK-3521 - STARLINK-3108,Distance STARLINK-3521 - STARLINK-1998,Distance STARLINK-3521 - STARLINK-1069,Distance STARLINK-3521 - STARLINK-3899,Distance STARLINK-3521 - STARLINK-2506,Distance STARLINK-3521 - STARLINK-3760,Distance STARLINK-3521 - IOAG-Equatorial,Distance STARLINK-3521 - IOAG-North1,Distance STARLINK-3521 - IOAG-North2,Distance STARLINK-3521 - IOAG-South1,Distance STARLINK-3521 - IOAG-South2,Distance STARLINK-2410 - STARLINK-2454,Distance STARLINK-2410 - STARLINK-1240,Distance STARLINK-2410 - STARLINK-3161,Distance STARLINK-2410 - STARLINK-1845,Distance STARLINK-2410 - STARLINK-2329,Distance STARLINK-2410 - STARLINK-1357,Distance STARLINK-2410 - STARLINK-3250,Distance STARLINK-2410 - STARLINK-2512,Distance STARLINK-2410 - STARLINK-2005,Distance STARLINK-2410 - STARLINK-2093,Distance STARLINK-2410 - STARLINK-1396,Distance STARLINK-2410 - STARLINK-3872,Distance STARLINK-2410 - STARLINK-3108,Distance STARLINK-2410 - STARLINK-1998,Distance STARLINK-2410 - STARLINK-1069,Distance STARLINK-2410 - STARLINK-3899,Distance STARLINK-2410 - STARLINK-2506,Distance STARLINK-2410 - STARLINK-3760,Distance STARLINK-2410 - IOAG-Equatorial,Distance STARLINK-2410 - IOAG-North1,Distance STARLINK-2410 - IOAG-North2,Distance STARLINK-2410 - IOAG-South1,Distance STARLINK-2410 - IOAG-South2,Distance STARLINK-2454 - STARLINK-1240,Distance STARLINK-2454 - STARLINK-3161,Distance STARLINK-2454 - STARLINK-1845,Distance STARLINK-2454 - STARLINK-2329,Distance STARLINK-2454 - STARLINK-1357,Distance STARLINK-2454 - STARLINK-3250,Distance STARLINK-2454 - STARLINK-2512,Distance STARLINK-2454 - STARLINK-2005,Distance STARLINK-2454 - STARLINK-2093,Distance STARLINK-2454 - STARLINK-1396,Distance STARLINK-2454 - STARLINK-3872,Distance STARLINK-2454 - STARLINK-3108,Distance STARLINK-2454 - STARLINK-1998,Distance STARLINK-2454 - STARLINK-1069,Distance STARLINK-2454 - STARLINK-3899,Distance STARLINK-2454 - STARLINK-2506,Distance STARLINK-2454 - STARLINK-3760,Distance STARLINK-2454 - IOAG-Equatorial,Distance STARLINK-2454 - IOAG-North1,Distance STARLINK-2454 - IOAG-North2,Distance STARLINK-2454 - IOAG-South1,Distance STARLINK-2454 - IOAG-South2,Distance STARLINK-1240 - STARLINK-3161,Distance STARLINK-1240 - STARLINK-1845,Distance STARLINK-1240 - STARLINK-2329,Distance STARLINK-1240 - STARLINK-1357,Distance STARLINK-1240 - STARLINK-3250,Distance STARLINK-1240 - STARLINK-2512,Distance STARLINK-1240 - STARLINK-2005,Distance STARLINK-1240 - STARLINK-2093,Distance STARLINK-1240 - STARLINK-1396,Distance STARLINK-1240 - STARLINK-3872,Distance STARLINK-1240 - STARLINK-3108,Distance STARLINK-1240 - STARLINK-1998,Distance STARLINK-1240 - STARLINK-1069,Distance STARLINK-1240 - STARLINK-3899,Distance STARLINK-1240 - STARLINK-2506,Distance STARLINK-1240 - STARLINK-3760,Distance STARLINK-1240 - IOAG-Equatorial,Distance STARLINK-1240 - IOAG-North1,Distance STARLINK-1240 - IOAG-North2,Distance STARLINK-1240 - IOAG-South1,Distance STARLINK-1240 - IOAG-South2,Distance STARLINK-3161 - STARLINK-1845,Distance STARLINK-3161 - STARLINK-2329,Distance STARLINK-3161 - STARLINK-1357,Distance STARLINK-3161 - STARLINK-3250,Distance STARLINK-3161 - STARLINK-2512,Distance STARLINK-3161 - STARLINK-2005,Distance STARLINK-3161 - STARLINK-2093,Distance STARLINK-3161 - STARLINK-1396,Distance STARLINK-3161 - STARLINK-3872,Distance STARLINK-3161 - STARLINK-3108,Distance STARLINK-3161 - STARLINK-1998,Distance STARLINK-3161 - STARLINK-1069,Distance STARLINK-3161 - STARLINK-3899,Distance STARLINK-3161 - STARLINK-2506,Distance STARLINK-3161 - STARLINK-3760,Distance STARLINK-3161 - IOAG-Equatorial,Distance STARLINK-3161 - IOAG-North1,Distance STARLINK-3161 - IOAG-North2,Distance STARLINK-3161 - IOAG-South1,Distance STARLINK-3161 - IOAG-South2,Distance STARLINK-1845 - STARLINK-2329,Distance STARLINK-1845 - STARLINK-1357,Distance STARLINK-1845 - STARLINK-3250,Distance STARLINK-1845 - STARLINK-2512,Distance STARLINK-1845 - STARLINK-2005,Distance STARLINK-1845 - STARLINK-2093,Distance STARLINK-1845 - STARLINK-1396,Distance STARLINK-1845 - STARLINK-3872,Distance STARLINK-1845 - STARLINK-3108,Distance STARLINK-1845 - STARLINK-1998,Distance STARLINK-1845 - STARLINK-1069,Distance STARLINK-1845 - STARLINK-3899,Distance STARLINK-1845 - STARLINK-2506,Distance STARLINK-1845 - STARLINK-3760,Distance STARLINK-1845 - IOAG-Equatorial,Distance STARLINK-1845 - IOAG-North1,Distance STARLINK-1845 - IOAG-North2,Distance STARLINK-1845 - IOAG-South1,Distance STARLINK-1845 - IOAG-South2,Distance STARLINK-2329 - STARLINK-1357,Distance STARLINK-2329 - STARLINK-3250,Distance STARLINK-2329 - STARLINK-2512,Distance STARLINK-2329 - STARLINK-2005,Distance STARLINK-2329 - STARLINK-2093,Distance STARLINK-2329 - STARLINK-1396,Distance STARLINK-2329 - STARLINK-3872,Distance STARLINK-2329 - STARLINK-3108,Distance STARLINK-2329 - STARLINK-1998,Distance STARLINK-2329 - STARLINK-1069,Distance STARLINK-2329 - STARLINK-3899,Distance STARLINK-2329 - STARLINK-2506,Distance STARLINK-2329 - STARLINK-3760,Distance STARLINK-2329 - IOAG-Equatorial,Distance STARLINK-2329 - IOAG-North1,Distance STARLINK-2329 - IOAG-North2,Distance STARLINK-2329 - IOAG-South1,Distance STARLINK-2329 - IOAG-South2,Distance STARLINK-1357 - STARLINK-3250,Distance STARLINK-1357 - STARLINK-2512,Distance STARLINK-1357 - STARLINK-2005,Distance STARLINK-1357 - STARLINK-2093,Distance STARLINK-1357 - STARLINK-1396,Distance STARLINK-1357 - STARLINK-3872,Distance STARLINK-1357 - STARLINK-3108,Distance STARLINK-1357 - STARLINK-1998,Distance STARLINK-1357 - STARLINK-1069,Distance STARLINK-1357 - STARLINK-3899,Distance STARLINK-1357 - STARLINK-2506,Distance STARLINK-1357 - STARLINK-3760,Distance STARLINK-1357 - IOAG-Equatorial,Distance STARLINK-1357 - IOAG-North1,Distance STARLINK-1357 - IOAG-North2,Distance STARLINK-1357 - IOAG-South1,Distance STARLINK-1357 - IOAG-South2,Distance STARLINK-3250 - STARLINK-2512,Distance STARLINK-3250 - STARLINK-2005,Distance STARLINK-3250 - STARLINK-2093,Distance STARLINK-3250 - STARLINK-1396,Distance STARLINK-3250 - STARLINK-3872,Distance STARLINK-3250 - STARLINK-3108,Distance STARLINK-3250 - STARLINK-1998,Distance STARLINK-3250 - STARLINK-1069,Distance STARLINK-3250 - STARLINK-3899,Distance STARLINK-3250 - STARLINK-2506,Distance STARLINK-3250 - STARLINK-3760,Distance STARLINK-3250 - IOAG-Equatorial,Distance STARLINK-3250 - IOAG-North1,Distance STARLINK-3250 - IOAG-North2,Distance STARLINK-3250 - IOAG-South1,Distance STARLINK-3250 - IOAG-South2,Distance STARLINK-2512 - STARLINK-2005,Distance STARLINK-2512 - STARLINK-2093,Distance STARLINK-2512 - STARLINK-1396,Distance STARLINK-2512 - STARLINK-3872,Distance STARLINK-2512 - STARLINK-3108,Distance STARLINK-2512 - STARLINK-1998,Distance STARLINK-2512 - STARLINK-1069,Distance STARLINK-2512 - STARLINK-3899,Distance STARLINK-2512 - STARLINK-2506,Distance STARLINK-2512 - STARLINK-3760,Distance STARLINK-2512 - IOAG-Equatorial,Distance STARLINK-2512 - IOAG-North1,Distance STARLINK-2512 - IOAG-North2,Distance STARLINK-2512 - IOAG-South1,Distance STARLINK-2512 - IOAG-South2,Distance STARLINK-2005 - STARLINK-2093,Distance STARLINK-2005 - STARLINK-1396,Distance STARLINK-2005 - STARLINK-3872,Distance STARLINK-2005 - STARLINK-3108,Distance STARLINK-2005 - STARLINK-1998,Distance STARLINK-2005 - STARLINK-1069,Distance STARLINK-2005 - STARLINK-3899,Distance STARLINK-2005 - STARLINK-2506,Distance STARLINK-2005 - STARLINK-3760,Distance STARLINK-2005 - IOAG-Equatorial,Distance STARLINK-2005 - IOAG-North1,Distance STARLINK-2005 - IOAG-North2,Distance STARLINK-2005 - IOAG-South1,Distance STARLINK-2005 - IOAG-South2,Distance STARLINK-2093 - STARLINK-1396,Distance STARLINK-2093 - STARLINK-3872,Distance STARLINK-2093 - STARLINK-3108,Distance STARLINK-2093 - STARLINK-1998,Distance STARLINK-2093 - STARLINK-1069,Distance STARLINK-2093 - STARLINK-3899,Distance STARLINK-2093 - STARLINK-2506,Distance STARLINK-2093 - STARLINK-3760,Distance STARLINK-2093 - IOAG-Equatorial,Distance STARLINK-2093 - IOAG-North1,Distance STARLINK-2093 - IOAG-North2,Distance STARLINK-2093 - IOAG-South1,Distance STARLINK-2093 - IOAG-South2,Distance STARLINK-1396 - STARLINK-3872,Distance STARLINK-1396 - STARLINK-3108,Distance STARLINK-1396 - STARLINK-1998,Distance STARLINK-1396 - STARLINK-1069,Distance STARLINK-1396 - STARLINK-3899,Distance STARLINK-1396 - STARLINK-2506,Distance STARLINK-1396 - STARLINK-3760,Distance STARLINK-1396 - IOAG-Equatorial,Distance STARLINK-1396 - IOAG-North1,Distance STARLINK-1396 - IOAG-North2,Distance STARLINK-1396 - IOAG-South1,Distance STARLINK-1396 - IOAG-South2,Distance STARLINK-3872 - STARLINK-3108,Distance STARLINK-3872 - STARLINK-1998,Distance STARLINK-3872 - STARLINK-1069,Distance STARLINK-3872 - STARLINK-3899,Distance STARLINK-3872 - STARLINK-2506,Distance STARLINK-3872 - STARLINK-3760,Distance STARLINK-3872 - IOAG-Equatorial,Distance STARLINK-3872 - IOAG-North1,Distance STARLINK-3872 - IOAG-North2,Distance STARLINK-3872 - IOAG-South1,Distance STARLINK-3872 - IOAG-South2,Distance STARLINK-3108 - STARLINK-1998,Distance STARLINK-3108 - STARLINK-1069,Distance STARLINK-3108 - STARLINK-3899,Distance STARLINK-3108 - STARLINK-2506,Distance STARLINK-3108 - STARLINK-3760,Distance STARLINK-3108 - IOAG-Equatorial,Distance STARLINK-3108 - IOAG-North1,Distance STARLINK-3108 - IOAG-North2,Distance STARLINK-3108 - IOAG-South1,Distance STARLINK-3108 - IOAG-South2,Distance STARLINK-1998 - STARLINK-1069,Distance STARLINK-1998 - STARLINK-3899,Distance STARLINK-1998 - STARLINK-2506,Distance STARLINK-1998 - STARLINK-3760,Distance STARLINK-1998 - IOAG-Equatorial,Distance STARLINK-1998 - IOAG-North1,Distance STARLINK-1998 - IOAG-North2,Distance STARLINK-1998 - IOAG-South1,Distance STARLINK-1998 - IOAG-South2,Distance STARLINK-1069 - STARLINK-3899,Distance STARLINK-1069 - STARLINK-2506,Distance STARLINK-1069 - STARLINK-3760,Distance STARLINK-1069 - IOAG-Equatorial,Distance STARLINK-1069 - IOAG-North1,Distance STARLINK-1069 - IOAG-North2,Distance STARLINK-1069 - IOAG-South1,Distance STARLINK-1069 - IOAG-South2,Distance STARLINK-3899 - STARLINK-2506,Distance STARLINK-3899 - STARLINK-3760,Distance STARLINK-3899 - IOAG-Equatorial,Distance STARLINK-3899 - IOAG-North1,Distance STARLINK-3899 - IOAG-North2,Distance STARLINK-3899 - IOAG-South1,Distance STARLINK-3899 - IOAG-South2,Distance STARLINK-2506 - STARLINK-3760,Distance STARLINK-2506 - IOAG-Equatorial,Distance STARLINK-2506 - IOAG-North1,Distance STARLINK-2506 - IOAG-North2,Distance STARLINK-2506 - IOAG-South1,Distance STARLINK-2506 - IOAG-South2,Distance STARLINK-3760 - IOAG-Equatorial,Distance STARLINK-3760 - IOAG-North1,Distance STARLINK-3760 - IOAG-North2,Distance STARLINK-3760 - IOAG-South1,Distance STARLINK-3760 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,  11250.3127,          4108.0604,          9369.5013,         11019.9728,         11978.2928,          7302.7162,         10203.7482,         12525.1990,         10347.3520,         11442.8892,          7398.8301,          7022.9507,          9538.4760,          3048.6514,         12415.5814,          5295.8189,         10035.6532,         10135.7685,         10167.6370,        395275.5024,        388603.5443,        395164.5112,        385036.3540,        389837.8450,         11938.1347,         10531.2470,         13034.4518,          3433.7833,          5663.3416,          8422.0722,          4166.0117,          1959.7316,         10505.7568,          5372.3158,          5736.2453,         13317.8277,          9924.5916,         12001.2745,         12934.3236,         12413.8540,         11604.9678,          9461.1197,        398945.1811,        392281.7798,        398658.6643,        388660.3046,        393683.1108,         11739.1553,         10524.6593,         13183.6397,          9589.5653,          7763.1169,         13481.9579,         10830.3482,          8743.2750,          9388.3474,          8992.5459,          9317.1782,          3927.7713,         11417.5535,          2387.5552,          7293.2496,          6990.7550,         12330.7885,        393700.9780,        386999.9137,        393537.2824,        383507.1323,        388320.3209,          8007.1588,          8353.8824,          9068.3360,         13828.5999,          8410.5542,         11313.4942,         13278.9932,          9659.7965,          9839.2316,          7455.0538,         11115.5300,          9451.5304,         11347.6224,         12077.7198,         13173.1673,          1652.1612,        404435.9750,        397771.1230,        404302.9550,        394177.9516,        399015.8918,         11766.6897,         13430.2658,         11598.0869,         11159.7769,         13518.9361,          8714.7279,         13604.6477,         13620.3787,          2061.9321,         12426.2643,          3050.9184,          8822.8269,          6369.2755,          8393.3380,          8293.0053,        403713.9968,        396988.2030,        403506.2278,        393559.2640,        398376.7755,          6807.3256,         10597.0705,          1275.2600,          5238.5130,         11515.8238,          6921.9326,          7367.1875,         12218.0315,         11496.5504,         10882.1144,         13718.7336,         12848.0783,         12634.0097,          6971.2653,        402226.7143,        395565.2654,        401959.1760,        391940.4552,        396943.6830,         10135.6213,          7887.1506,          4999.9788,         12553.7317,           805.1549,          1117.9823,         12839.1767,          6357.7722,         13657.8160,         11050.8263,         13106.0504,         12598.6711,          8762.7377,        397010.5322,        390368.3051,        396831.0394,        386703.8202,        391638.4876,         10574.1317,          7401.1120,          4305.4415,          9571.9173,          9415.5269,         11777.3102,          8331.0988,         10348.4886,          8468.2838,          6934.5648,          4902.9968,         13463.3064,        394472.4264,        387755.4595,        394156.8865,        384282.9777,        389247.0855,          5992.5831,         11063.0628,          7983.2856,          8399.3752,         11807.8178,         12135.8230,         10057.5088,         13824.6776,         12439.1789,         12317.9868,          6954.1900,        402976.4615,        396307.1072,        402695.4312,        392702.4342,        397707.5488,         10171.0654,          4467.7530,          4704.2521,         13605.6976,          8600.8390,         12621.5606,         12104.5938,         12107.1271,         11047.8708,         10468.0505,        397029.8038,        390365.8410,        396750.1709,        386747.0216,        391761.5352,         12195.5085,         12104.4190,          9358.6735,         10614.9312,          7031.6305,          8215.5669,          3781.8240,          2354.8295,         12977.6568,        397335.8978,        390596.2225,        397013.3431,        387189.4615,        392119.3494,           529.3324,         13054.5943,          6125.6468,         13709.6805,         10940.2885,         12915.3647,         12272.2684,          9323.7446,        396440.6820,        389795.7148,        396249.9792,        386137.0775,        391080.4723,         13014.7718,          5649.3229,         13774.4669,         10610.8250,         12765.5507,         12096.1724,          9576.6669,        396018.7849,        389372.6537,        395831.7623,        385717.8818,        390655.1027,         11294.9543,          4929.8274,          7540.9591,          6549.4343,          8577.7697,          8116.3505,        402690.6594,        395971.9955,        402518.4947,        392529.0517,        397317.1301,         13163.7683,          6051.8103,         10144.1119,          9538.9715,         11531.7150,        393388.9354,        386716.4308,        393235.8108,        383142.4588,        387994.4620,          9980.4267,          5882.5448,          7490.2876,          9215.6980,        403734.8614,        397001.0570,        403467.6126,        393585.0216,        398458.7127,          5824.3755,          6208.0929,         12046.7561,        395178.5266,        388465.0927,        395015.5651,        385009.1982,        389798.1686,          2337.0929,         12217.0233,        398038.4623,        391296.3895,        397777.5321,        387907.1391,        392759.5140,         13162.9394,        396325.2892,        389585.0668,        396039.6005,        386186.0190,        391071.8240,        404839.6974,        398175.1067,        404679.6168,        394575.9474,        399446.6802,          7363.8613,          7977.1746,         11500.2877,          9772.2522,          9489.1698,          8934.9843,         10149.3140,         14595.9232,         16897.8334,          9489.1698,
    3600.000,  11648.4716,         10195.0883,         10221.7313,          9366.6741,         11798.6057,          8211.8149,          9511.0034,          7928.6701,          5387.6044,         11605.9929,          1930.4070,          1607.3494,         12895.4942,          8392.7146,         13694.9586,          5919.9929,         12282.5659,         12065.4796,          8513.7767,        400528.1540,        394288.3105,        399517.3431,        389156.2923,        395885.0563,         10463.3386,          9770.0993,         13168.1456,          1309.2126,          5601.0899,          7540.5099,          7930.4170,          7954.5839,         10772.3838,         10786.0393,         10929.9835,         10347.2128,          9381.1710,          7937.8709,         13621.3697,          8278.1008,          8105.8101,         12202.2114,        397978.9841,        391849.3582,        397149.3527,        386446.8749,        393126.4008,         13657.8227,         11158.9910,         11192.6873,          9130.0162,          4867.3467,         13483.6105,         10602.7211,          3099.6245,         11135.5341,         10946.5346,          8729.2330,          3835.4857,          8922.1994,          7938.0962,          4201.0193,          3792.3204,         12523.3595,        407085.7536,        400959.2537,        406187.4957,        395604.9172,        402339.7848,          6787.5330,          8810.2628,         11709.2188,         13505.5109,          5359.9901,         10563.7047,         12798.4790,          9651.3058,          9843.1518,          8947.2999,         13761.8728,          9450.4030,         11143.1275,         12515.6820,         13033.6324,          4338.7797,        394052.0112,        387959.7936,        393118.8479,        382598.0688,        389387.7467,         12727.6389,         13599.1696,         13271.4134,         10161.5795,         12405.9124,          9888.2428,         10121.8408,         10083.5354,          7130.2621,         12496.1903,          9763.9607,          6555.1795,         11379.1736,         12040.8418,          3142.6272,        399496.6804,        393420.7052,        398515.6689,        388079.5763,        394916.7728,          6470.3323,          8605.4365,          7260.9201,          8325.1298,         11246.7177,         10866.8047,         11037.7392,         10090.0314,         10301.0691,          7737.6941,         13772.7230,          8888.7027,          8862.6771,         11580.2361,        396898.6365,        390779.2620,        396066.6801,        385367.0444,        392056.8508,          4936.5034,          8155.0921,          3717.0025,         10912.4599,          7395.6271,          7457.1508,         12766.2829,          6198.3891,         11426.3028,         11507.9688,          9344.9430,          8681.9290,         12694.8581,        400411.8837,        394192.7533,        399521.0267,        388940.6186,        395594.7138,         11606.1073,          7500.2597,          7190.8851,          9699.0335,          9595.3664,         11097.9940,          2354.7017,         10030.7414,         10229.0460,          5869.7030,          4891.8589,         13526.5957,        404786.9798,        398608.4311,        403908.6602,        393298.4530,        399975.8191,          6323.4418,         13807.3632,          6489.3183,          6798.8369,         12074.1938,         12086.0358,         11677.9907,         11560.6085,         12993.4976,         13051.7051,          7627.8904,        394030.2943,        387847.8160,        393091.4739,        382592.7487,        389314.5542,         12309.4468,          4078.2760,          4210.5668,         13580.5872,          7722.1842,         12999.6518,         10177.3385,         11539.6567,         11064.3666,         11028.2138,        398958.0536,        392708.3463,        398013.0260,        387534.7771,        394205.7878,         12523.1082,         12371.6758,          6165.1996,          6681.6418,          6834.6060,          8408.1230,          3253.6084,          3763.5637,         11679.3828,        406438.2762,        400365.9442,        405554.0479,        394939.4988,        401706.7987,           355.0560,         13370.0711,          9010.6892,         13801.3007,          7639.6277,         12743.4979,         12499.2733,          8723.0082,        398970.3090,        392722.0127,        397970.0892,        387591.3810,        394305.4630,         13347.1680,          8829.1802,         13825.3278,          7382.3369,         12659.5706,         12407.5721,          8786.1711,        399305.2356,        393056.5729,        398303.2396,        387927.7424,        394642.8266,         11213.6634,          3416.3281,         10134.2086,          6512.1991,          7579.8550,          8666.1165,        401525.7417,        395519.2486,        400652.7838,        390011.7052,        396822.3503,         10856.2618,          8490.0490,          6496.1287,          5656.3267,         13037.0051,        405878.5987,        399689.4044,        404968.5634,        394416.3614,        401109.6227,         12125.1010,          5431.6688,          6400.8294,         10498.9644,        400781.6247,        394770.7903,        399952.0336,        389233.4829,        396007.6114,         10531.8873,         10656.1966,          7888.2678,        404035.8191,        397872.2996,        403026.7639,        392651.2181,        399439.8122,          1152.1207,         12505.8814,        405037.9480,        398965.6534,        404193.2448,        393508.0919,        400245.0524,         13045.5255,        405392.8859,        399303.0105,        404547.7902,        393865.5433,        400588.7338,        396806.6950,        390703.0809,        395822.7551,        385395.6151,        392213.6522,          9599.9529,          6412.3896,         12760.6743,          9725.2048,          8586.8855,         12793.8905,         11350.3493,         15841.7167,         14806.2093,          8586.8855,
