
SOAP Analysis Report Output for starlink_starlink_20_sats_13.orb,
Generated: Thu Dec 15 21:08:47 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2052 - STARLINK-2123,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-3373,
       Rise,         Set, Duration (s),
   71781.884,   72310.958,     529.074,
   85774.992,   86400.000,     625.008,
Is_True,           1.3357%,
Analysis,STARLINK-2052 - STARLINK-2062,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-2612,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-3621,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1141,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1449,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2052 - STARLINK-1678,
       Rise,         Set, Duration (s),
   10283.703,   10804.089,     520.387,
   64733.274,   65270.603,     537.329,
   79070.767,   79595.874,     525.107,
Is_True,           1.8320%,
Analysis,STARLINK-2052 - STARLINK-3708,
       Rise,         Set, Duration (s),
   17632.785,   38818.132,   21185.347,
Is_True,          24.5201%,
Analysis,STARLINK-2052 - STARLINK-1852,
       Rise,         Set, Duration (s),
       0.000,     528.995,     528.995,
   13722.427,   14854.219,    1131.792,
   22314.726,   29190.846,    6876.120,
   39512.263,   43516.043,    4003.780,
   53850.049,   57852.695,    4002.646,
   68174.817,   72177.865,    4003.049,
   82512.623,   86400.000,    3887.377,
Is_True,          28.2798%,
Analysis,STARLINK-2052 - STARLINK-1257,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-3099,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1322,
       Rise,         Set, Duration (s),
       0.000,   40549.568,   40549.568,
Is_True,          46.9324%,
Analysis,STARLINK-2052 - STARLINK-1561,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1735,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1200,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1621,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - STARLINK-1213,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2052 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,     488.950,     488.950,
    8314.598,   17715.502,    9400.903,
   19808.504,   23451.753,    3643.249,
   25546.432,   34923.228,    9376.796,
   37025.586,   45474.496,    8448.911,
   49612.793,   52149.957,    2537.164,
   54274.913,   63629.777,    9354.863,
   65759.826,   75100.112,    9340.286,
   77233.363,   80837.827,    3604.464,
   82975.382,   86400.000,    3424.618,
Is_True,          69.0049%,
Analysis,STARLINK-2052 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6210.360,    6210.360,
    8285.483,   17688.147,    9402.664,
   19782.210,   23432.919,    3650.709,
   25534.913,   34932.884,    9397.971,
   37041.199,   46391.118,    9349.920,
   48503.997,   52125.091,    3621.094,
