
SOAP Analysis Report Output for starlink_starlink_20_sats_43.orb,
Generated: Thu Dec 15 21:14:23 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
   71785.269,   72462.854,     677.584,
   86143.494,   86400.000,     256.506,
Is_True,           3.7384%,
Analysis,STARLINK-1038 - STARLINK-3355,
       Rise,         Set, Duration (s),
   10235.518,   11064.772,     829.255,
   24598.607,   25359.856,     761.249,
   38918.996,   39691.529,     772.533,
   50393.224,   51141.207,     747.983,
   64760.955,   65431.120,     670.165,
   79081.377,   79762.348,     680.971,
Is_True,           5.1645%,
Analysis,STARLINK-1038 - STARLINK-1611,
       Rise,         Set, Duration (s),
       0.000,    6505.328,    6505.328,
   13910.691,   15096.426,    1185.735,
   28233.230,   29435.304,    1202.075,
   42573.441,   43758.849,    1185.408,
   56895.937,   58097.761,    1201.824,
   65503.626,   72421.256,    6917.630,
   79826.089,   86400.000,    6573.911,
Is_True,          28.6712%,
Analysis,STARLINK-1038 - STARLINK-3364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1038 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1515.444,    1515.444,
    5728.206,   20175.206,   14446.999,
   22159.461,   31651.907,    9492.446,
   33643.234,   43147.930,    9504.696,
   50925.517,   60401.411,    9475.894,
   62436.350,   71878.590,    9442.240,
   73917.419,   77618.314,    3700.896,
   79662.685,   86400.000,    6737.315,
Is_True,          74.4397%,
Analysis,STARLINK-1038 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2926.064,    2926.064,
    4873.834,   20184.491,   15310.657,
   22155.901,   31672.083,    9516.182,
   33667.946,   43150.725,    9482.778,
   45154.980,   48904.056,    3749.076,
   50911.137,   60405.358,    9494.221,
   62426.078,   71895.175,    9469.097,
   73935.314,   77632.109,    3696.795,
   79679.600,   86400.000,    6720.400,
Is_True,          81.4413%,
Analysis,STARLINK-1038 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2944.013,    2944.013,
    4895.339,   20162.481,   15267.142,
   22138.845,   31670.380,    9531.535,
   33654.223,   43169.761,    9515.538,
   45171.879,   48914.430,    3742.551,
   50927.793,   60385.927,    9458.134,
   62414.756,   71888.240,    9473.485,
   73921.799,   77638.597,    3716.798,
   79677.854,   86400.000,    6722.146,
Is_True,          81.4483%,
Analysis,STARLINK-1038 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2914.201,    2914.201,
    4880.435,   14393.058,    9512.623,
   16376.827,   20139.379,    3762.552,
   22129.285,   31648.965,    9519.680,
   39419.753,   43150.646,    3730.893,
   45164.331,   48884.649,    3720.318,
   50907.766,   60365.365,    9457.599,
   62401.658,   71864.291,    9462.633,
   73911.184,   77624.729,    3713.545,
   79679.875,   86400.000,    6720.125,
Is_True,          72.3544%,
Analysis,STARLINK-1038 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2899.631,    2899.631,
    4866.643,   20167.657,   15301.014,
   22152.303,   31638.507,    9486.204,
   33642.856,   43127.084,    9484.229,
   45143.772,   48878.736,    3734.964,
   50900.812,   54637.879,    3737.067,
   62429.050,   71866.260,    9437.210,
   73914.097,   77605.134,    3691.038,
   79659.194,   86400.000,    6740.806,
Is_True,          74.6669%,
Analysis,STARLINK-1572 - STARLINK-3259,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2273,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-3357,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2467,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2559,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-3290,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2157,
       Rise,         Set, Duration (s),
   53965.241,   54421.688,     456.447,
   68317.823,   68731.883,     414.060,
   82623.149,   83086.883,     463.734,
Is_True,           1.5443%,
Analysis,STARLINK-1572 - STARLINK-1887,
       Rise,         Set, Duration (s),
    3589.057,    3992.205,     403.147,
   17916.414,   18327.228,     410.814,
   32250.251,   32654.827,     404.577,
   46577.616,   46989.838,     412.222,
   60911.459,   61317.430,     405.971,
   75238.832,   75652.429,     413.597,
Is_True,           2.8360%,
Analysis,STARLINK-1572 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-2035,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-1055,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-1334,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1572 - STARLINK-3368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-3083,
       Rise,         Set, Duration (s),
    6486.371,    7664.519,    1178.148,
   15112.704,   22048.146,    6935.442,
   29478.851,   36436.253,    6957.402,
   43863.048,   50807.632,    6944.584,
   58241.753,   65183.453,    6941.700,
   75511.941,   79541.760,    4029.820,
Is_True,          38.1795%,
Analysis,STARLINK-1572 - STARLINK-3355,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1572 - STARLINK-1611,
       Rise,         Set, Duration (s),
   32396.608,   32841.150,     444.542,
   46723.686,   47177.132,     453.446,
   61059.046,   61503.618,     444.572,
   75386.097,   75839.611,     453.514,
Is_True,           2.0788%,
Analysis,STARLINK-1572 - STARLINK-3364,
       Rise,         Set, Duration (s),
       0.000,    3725.479,    3725.479,
   14257.176,   18044.072,    3786.895,
   28577.093,   29498.286,     921.193,
   42898.560,   43815.322,     916.762,
   57218.949,   58133.224,     914.275,
   71540.809,   72449.900,     909.091,
   85861.674,   86400.000,     538.326,
Is_True,          13.5556%,
Analysis,STARLINK-1572 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,     317.023,     317.023,
    8040.379,   17608.990,    9568.611,
   19555.038,   23353.255,    3798.217,
   25297.225,   34839.844,    9542.619,
   36789.102,   45445.366,    8656.264,
   49661.847,   52131.654,    2469.807,
   54090.907,   63641.978,    9551.071,
   65598.517,   75123.647,    9525.130,
   77083.301,   80872.325,    3789.024,
   82838.047,   86400.000,    3561.953,
Is_True,          70.3469%,
Analysis,STARLINK-1572 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6058.863,    6058.863,
    8022.302,   17577.022,    9554.720,
   19544.103,   23339.996,    3795.893,
   25304.698,   34866.847,    9562.149,
   36810.256,   46344.741,    9534.485,
   48307.305,   52096.888,    3789.584,
   54066.755,   63613.670,    9546.914,
   65589.154,   75140.203,    9551.049,
   77108.746,   80892.801,    3784.055,
   82849.024,   86400.000,    3550.976,
Is_True,          79.5471%,
Analysis,STARLINK-1572 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    6082.507,    6082.507,
    8041.861,   17586.937,    9545.076,
   19529.675,   23327.158,    3797.482,
   25284.486,   34836.419,    9551.933,
   36804.845,   46359.583,    9554.738,
   48327.226,   52123.980,    3796.755,
   54085.820,   63614.931,    9529.110,
   65574.526,   75111.259,    9536.733,
   77089.798,   80867.586,    3777.788,
   82850.519,   86400.000,    3549.481,
Is_True,          79.5389%,
Analysis,STARLINK-1572 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    6083.781,    6083.781,
    8015.288,   17586.670,    9571.382,
   19516.101,   23338.837,    3822.736,
   25272.922,   34851.713,    9578.791,
   36811.507,   46374.934,    9563.427,
   48314.725,   52126.264,    3811.540,
   54062.432,   63625.827,    9563.395,
   65566.458,   75127.400,    9560.942,
   77090.829,   80890.169,    3799.340,
   82864.681,   86400.000,    3535.319,
Is_True,          79.7346%,
Analysis,STARLINK-1572 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    6070.274,    6070.274,
    8011.083,   11829.033,    3817.950,
   19546.420,   23354.547,    3808.126,
   25291.417,   34857.372,    9565.954,
   36787.574,   46359.108,    9571.534,
   48298.345,   52111.885,    3813.540,
   54063.065,   63638.047,    9574.982,
   65591.891,   75142.262,    9550.371,
   77087.563,   80891.181,    3803.617,
   82838.333,   86400.000,    3561.667,
Is_True,          73.0764%,
Analysis,STARLINK-3259 - STARLINK-2273,
       Rise,         Set, Duration (s),
       0.000,    3188.644,    3188.644,
    3866.851,   17463.338,   13596.487,
   18203.095,   31754.621,   13551.526,
   32573.883,   43180.790,   10606.907,
   46910.740,   57453.219,   10542.478,
   61282.180,   71745.110,   10462.930,
   75619.853,   86015.354,   10395.501,
Is_True,          83.7320%,
Analysis,STARLINK-3259 - STARLINK-3357,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-2467,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-2559,
       Rise,         Set, Duration (s),
   82792.686,   82952.676,     159.990,
Is_True,           0.1852%,
Analysis,STARLINK-3259 - STARLINK-3290,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-1887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-2515,
       Rise,         Set, Duration (s),
    6621.187,    7203.963,     582.776,
   46757.103,   47249.979,     492.875,
   61101.317,   61541.798,     440.481,
   75432.319,   75847.687,     415.367,
Is_True,           2.2355%,
Analysis,STARLINK-3259 - STARLINK-2035,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-1055,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3259 - STARLINK-1334,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-3368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-3083,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-3355,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-1611,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - STARLINK-3364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3259 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    6403.101,   10337.571,    3934.470,
   12165.684,   27536.398,   15370.714,
   29381.511,   39004.625,    9623.114,
   40871.707,   44748.846,    3877.140,
   49491.459,   56236.376,    6744.917,
   58149.160,   67699.572,    9550.412,
   69621.450,   79157.787,    9536.337,
   81093.150,   84895.431,    3802.281,
Is_True,          72.2678%,
Analysis,STARLINK-3259 - IOAG-North1,
       Rise,         Set, Duration (s),
     624.184,   10339.490,    9715.306,
   12130.502,   27560.072,   15429.569,
   29402.440,   39008.588,    9606.148,
   40877.002,   56241.166,   15364.164,
   58124.249,   67715.714,    9591.465,
   69628.562,   79167.807,    9539.244,
   81109.423,   84900.063,    3790.640,
Is_True,          84.5330%,
Analysis,STARLINK-3259 - IOAG-North2,
       Rise,         Set, Duration (s),
     643.219,   10339.670,    9696.450,
   12156.775,   27548.079,   15391.304,
   29376.669,   39035.168,    9658.499,
   40886.910,   56229.820,   15342.909,
   58133.506,   67700.328,    9566.821,
   69609.120,   79184.038,    9574.918,
   81109.308,   84921.160,    3811.852,
Is_True,          84.5402%,
Analysis,STARLINK-3259 - IOAG-South1,
       Rise,         Set, Duration (s),
     648.258,   10296.181,    9647.922,
   12131.222,   27515.489,   15384.267,
   29373.652,   33270.456,    3896.804,
   40896.685,   56196.653,   15299.968,
   58111.268,   67669.799,    9558.531,
   69599.337,   79171.603,    9572.266,
   81118.534,   84904.046,    3785.512,
Is_True,          77.7144%,
Analysis,STARLINK-3259 - IOAG-South2,
       Rise,         Set, Duration (s),
     623.761,   10312.170,    9688.409,
   17903.159,   27520.304,    9617.145,
   29384.156,   38982.909,    9598.753,
   40867.357,   56223.360,   15356.003,
   58131.715,   67686.059,    9554.344,
   69617.135,   79140.154,    9523.019,
   81091.467,   84874.268,    3782.801,
Is_True,          77.6857%,
Analysis,STARLINK-2273 - STARLINK-3357,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-2467,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-2559,
       Rise,         Set, Duration (s),
       0.000,     613.548,     613.548,
   14238.462,   14949.648,     711.186,
   28573.921,   29276.617,     702.696,
   42900.866,   43612.714,     711.849,
   57236.329,   57939.664,     703.334,
   71563.259,   72275.758,     712.499,
   85898.728,   86400.000,     501.272,
Is_True,           5.3893%,
Analysis,STARLINK-2273 - STARLINK-3290,
       Rise,         Set, Duration (s),
    6724.934,    7312.183,     587.250,
   21064.086,   21622.626,     558.540,
   61199.392,   61704.169,     504.777,
   75527.588,   76024.110,     496.521,
Is_True,           2.4851%,
Analysis,STARLINK-2273 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-1887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-2515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-2035,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-1055,
       Rise,         Set, Duration (s),
    4046.629,   11460.290,    7413.661,
   18365.973,   28656.953,   10290.980,
   32709.050,   42996.043,   10286.993,
   47028.357,   57318.069,   10289.713,
   61371.462,   71657.210,   10285.748,
   78568.905,   85979.199,    7410.295,
Is_True,          64.7886%,
Analysis,STARLINK-2273 - STARLINK-1334,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-3368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-3083,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-3355,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-1611,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - STARLINK-3364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2273 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1695.954,    1695.954,
    5637.304,    9845.119,    4207.816,
   11212.750,   21399.214,   10186.465,
   22678.771,   38693.910,   16015.139,
   39867.723,   44513.367,    4645.644,
   51314.512,   67783.155,   16468.644,
   68483.190,   86400.000,   17916.810,
Is_True,          82.3339%,
Analysis,STARLINK-2273 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    9782.266,    9782.266,
   11166.533,   21370.306,   10203.773,
   22626.131,   38726.040,   16099.910,
   39871.665,   50301.433,   10429.768,
   51256.807,   86400.000,   35143.193,
Is_True,          94.5126%,
Analysis,STARLINK-2273 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    9833.935,    9833.935,
   11205.193,   21343.855,   10138.661,
   22656.323,   38728.209,   16071.886,
   39798.267,   50366.147,   10567.880,
   51277.613,   67735.001,   16457.388,
   68425.583,   86400.000,   17974.417,
Is_True,          93.8011%,
Analysis,STARLINK-2273 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    9807.701,    9807.701,
   11261.843,   21344.735,   10082.892,
   22723.512,   35272.690,   12549.178,
   39862.684,   50306.544,   10443.860,
   51388.090,   67669.689,   16281.600,
   68564.893,   86400.000,   17835.107,
Is_True,          89.1208%,
Analysis,STARLINK-2273 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    9795.919,    9795.919,
   16936.135,   21386.843,    4450.707,
   22701.953,   38696.414,   15994.461,
   39930.797,   50278.601,   10347.805,
   51355.612,   67744.258,   16388.646,
   68551.128,   86400.000,   17848.872,
Is_True,          86.6046%,
Analysis,STARLINK-3357 - STARLINK-2467,
       Rise,         Set, Duration (s),
       0.000,     477.909,     477.909,
   13978.608,   14800.637,     822.028,
   28288.846,   29128.103,     839.258,
   42604.756,   43450.247,     845.491,
   56915.556,   57777.186,     861.630,
   68366.553,   72098.760,    3732.207,
   82683.259,   86400.000,    3716.741,
Is_True,          13.0732%,
Analysis,STARLINK-3357 - STARLINK-2559,
       Rise,         Set, Duration (s),
       0.000,     144.042,     144.042,
   10705.026,   14461.009,    3755.982,
   25026.656,   25912.217,     885.561,
   39354.449,   40223.274,     868.825,
   53676.665,   54539.402,     862.737,
   68005.094,   68849.848,     844.754,
   82327.911,   83165.364,     837.453,
Is_True,           9.4900%,
Analysis,STARLINK-3357 - STARLINK-3290,
       Rise,         Set, Duration (s),
    3096.711,    4066.970,     970.259,
   17407.052,   18381.712,     974.660,
   31725.648,   32687.906,     962.258,
   43177.221,   47002.519,    3825.298,
   57487.493,   61308.477,    3820.984,
   71806.140,   75622.969,    3816.830,
   86116.353,   86400.000,     283.647,
Is_True,          16.9606%,
Analysis,STARLINK-3357 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-1887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-2515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-2035,
       Rise,         Set, Duration (s),
   21540.635,   22112.557,     571.922,
   35839.573,   36451.892,     612.319,
   50151.477,   50777.645,     626.168,
   64452.318,   65115.077,     662.758,
   78765.156,   79439.932,     674.776,
Is_True,           3.6435%,
Analysis,STARLINK-3357 - STARLINK-1055,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-1334,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-3368,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3357 - STARLINK-3083,
       Rise,         Set, Duration (s),
   75325.658,   75787.067,     461.408,
Is_True,           0.5340%,
Analysis,STARLINK-3357 - STARLINK-3355,
       Rise,         Set, Duration (s),
       0.000,     135.640,     135.640,
   14042.055,   14460.456,     418.401,
   68393.012,   68905.323,     512.311,
   82702.241,   83226.820,     524.579,
Is_True,           1.8414%,
Analysis,STARLINK-3357 - STARLINK-1611,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - STARLINK-3364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3357 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1577.792,    1577.792,
    5746.881,   14356.196,    8609.316,
   15751.831,   31598.002,   15846.171,
   32917.606,   43157.407,   10239.802,
   50064.566,   60605.002,   10540.436,
   61489.188,   86400.000,   24910.812,
Is_True,          83.0143%,
Analysis,STARLINK-3357 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2760.371,    2760.371,
    4280.193,   14292.192,   10012.000,
   15703.698,   31649.645,   15945.947,
   32904.148,   43148.151,   10244.003,
   44329.571,   60545.368,   16215.797,
   61414.257,   86400.000,   24985.743,
Is_True,          92.7822%,
Analysis,STARLINK-3357 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2789.016,    2789.016,
    4274.594,   14335.489,   10060.895,
   15764.906,   31594.129,   15829.223,
   32862.317,   43181.972,   10319.654,
   44293.108,   60528.708,   16235.600,
   61504.630,   86400.000,   24895.370,
Is_True,          92.7428%,
Analysis,STARLINK-3357 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2801.944,    2801.944,
    4338.930,   14308.468,    9969.538,
   15800.384,   31603.780,   15803.395,
   38622.071,   43195.172,    4573.101,
   44380.154,   60487.419,   16107.265,
   61577.237,   86400.000,   24822.763,
Is_True,          85.7384%,
Analysis,STARLINK-3357 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2777.845,    2777.845,
    4338.180,   13173.410,    8835.230,
   15739.998,   31615.703,   15875.706,
   32969.249,   43141.894,   10172.644,
   44407.049,   60573.947,   16166.898,
   61490.035,   86400.000,   24909.965,
Is_True,          91.1323%,
Analysis,STARLINK-2467 - STARLINK-2559,
       Rise,         Set, Duration (s),
     318.185,   10778.801,   10460.615,
   14638.196,   25101.766,   10463.570,
   28980.550,   39441.353,   10460.802,
   43300.547,   53764.279,   10463.731,
   57642.913,   68103.890,   10460.977,
   69107.857,   82426.776,   13318.919,
   83427.835,   86400.000,    2972.165,
Is_True,          79.3991%,
Analysis,STARLINK-2467 - STARLINK-3290,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-2157,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-1887,
       Rise,         Set, Duration (s),
   10533.527,   11273.608,     740.081,
   24868.355,   25599.991,     731.637,
   39195.177,   39935.011,     739.834,
   53530.024,   54261.383,     731.360,
   67856.833,   68596.422,     739.589,
   82191.699,   82922.784,     731.085,
Is_True,           5.1083%,
Analysis,STARLINK-2467 - STARLINK-1617,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-2515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-2035,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-1055,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-1334,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-3368,
       Rise,         Set, Duration (s),
       0.000,     288.607,     288.607,
   10773.072,   14605.024,    3831.952,
   25094.342,   28926.918,    3832.575,
   39410.149,   43242.779,    3832.630,
   53731.984,   54697.604,     965.619,
   68048.267,   69018.896,     970.629,
   82370.670,   83333.975,     963.305,
Is_True,          16.9969%,
Analysis,STARLINK-2467 - STARLINK-3083,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - STARLINK-3355,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2467 - STARLINK-1611,
       Rise,         Set, Duration (s),
   10713.311,   11425.817,     712.507,
   25047.272,   25753.479,     706.207,
   39375.164,   40088.129,     712.965,
   53709.140,   54415.774,     706.634,
   68037.020,   68750.430,     713.410,
   82371.010,   83078.058,     707.048,
Is_True,           4.9291%,
Analysis,STARLINK-2467 - STARLINK-3364,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2467 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1537.326,    1537.326,
    5729.927,   13995.426,    8265.499,
   16106.167,   19742.309,    3636.142,
   21848.567,   31222.009,    9373.441,
   33327.190,   42726.182,    9398.991,
   50591.036,   60005.021,    9413.984,
   62095.788,   71488.508,    9392.721,
   73574.961,   77230.737,    3655.776,
   79318.384,   86400.000,    7081.616,
Is_True,          71.4763%,
Analysis,STARLINK-2467 - IOAG-North1,
