
SOAP Analysis Report Output for starlink_starlink_20_sats_3.orb,
Generated: Thu Dec 15 21:06:53 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2420 - STARLINK-2248,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
       0.000,     113.841,     113.841,
   10534.145,   11371.673,     837.528,
   24613.028,   25209.354,     596.326,
Is_True,           1.7913%,
Analysis,STARLINK-2420 - STARLINK-3357,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1844,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1372,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-3341,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1874,
       Rise,         Set, Duration (s),
       0.000,   18164.929,   18164.929,
Is_True,          21.0242%,
Analysis,STARLINK-2420 - STARLINK-3294,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1677,
       Rise,         Set, Duration (s),
       0.000,    6590.638,    6590.638,
    7777.142,   20930.152,   13153.010,
   22118.708,   29521.665,    7402.958,
   36439.480,   43861.175,    7421.695,
   50781.069,   61059.416,   10278.347,
   65101.825,   75383.595,   10281.770,
   79443.435,   86400.000,    6956.565,
Is_True,          71.8576%,
Analysis,STARLINK-2420 - STARLINK-1785,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-3569,
       Rise,         Set, Duration (s),
    3296.733,    3856.069,     559.336,
Is_True,           0.6474%,
Analysis,STARLINK-2420 - STARLINK-2068,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1588,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1156,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-3236,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-1823,
       Rise,         Set, Duration (s),
   71411.967,   72417.549,    1005.582,
   82501.765,   86400.000,    3898.235,
Is_True,           5.6757%,
Analysis,STARLINK-2420 - STARLINK-3350,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - STARLINK-3903,
       Rise,         Set, Duration (s),
   53550.166,   54403.554,     853.387,
   64789.962,   65586.675,     796.713,
   79055.252,   79355.501,     300.248,
Is_True,           2.2573%,
Analysis,STARLINK-2420 - STARLINK-1810,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2420 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,     558.913,     558.913,
    8170.901,   17821.113,    9650.212,
   19691.870,   23560.821,    3868.951,
   25434.786,   35041.194,    9606.408,
   36929.016,   45446.048,    8517.032,
   49653.093,   52301.230,    2648.137,
   54233.825,   63793.529,    9559.703,
   65739.252,   75269.213,    9529.961,
   77222.854,   81012.533,    3789.680,
   82976.325,   86400.000,    3423.675,
Is_True,          70.7786%,
Analysis,STARLINK-2420 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6319.724,    6319.724,
    8141.385,   17829.658,    9688.272,
   19674.012,   23578.629,    3904.616,
