
SOAP Analysis Report Output for starlink_starlink_20_sats_39.orb,
Generated: Thu Dec 15 21:13:38 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Analysis,STARLINK-2683 - STARLINK-1286,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2683 - STARLINK-3644,
       Rise,         Set, Duration (s),
    3306.816,    4031.524,     724.708,
Is_True,           0.8388%,
Analysis,STARLINK-2683 - STARLINK-1967,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2683 - STARLINK-2086,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2683 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1531.823,    1531.823,
    5720.427,   14115.436,    8395.009,
   16269.753,   19858.372,    3588.619,
   22011.390,   31334.406,    9323.017,
   33489.236,   42829.061,    9339.826,
   50747.048,   60085.539,    9338.492,
   62246.277,   71563.807,    9317.529,
   73723.350,   77303.583,    3580.233,
   79465.313,   86400.000,    6934.687,
Is_True,          71.0061%,
Analysis,STARLINK-2683 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2608.363,    2608.363,
    4758.011,   14110.508,    9352.497,
   16262.512,   19860.094,    3597.582,
   22013.566,   31352.254,    9338.688,
   33507.180,   42830.167,    9322.987,
   44989.388,   48580.373,    3590.986,
   50740.354,   60081.074,    9340.720,
   62242.184,   71576.796,    9334.612,
   73738.181,   77319.328,    3581.148,
   79478.028,   86400.000,    6921.972,
Is_True,          77.5342%,
Analysis,STARLINK-2683 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2623.497,    2623.497,
    4772.516,   14106.751,    9334.235,
   16254.911,   19844.448,    3589.537,
   21998.876,   31345.370,    9346.494,
   33501.730,   42844.898,    9343.168,
   45003.185,   48592.166,    3588.980,
   50751.067,   60070.540,    9319.473,
   62230.239,   71566.584,    9336.345,
   73729.595,   77317.009,    3587.414,
   79480.277,   86400.000,    6919.723,
Is_True,          77.5334%,
Analysis,STARLINK-2683 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2604.923,    2604.923,
    4754.017,   14084.493,    9330.477,
   16238.444,   19829.315,    3590.871,
   21985.303,   31332.086,    9346.783,
   33493.805,   42835.454,    9341.649,
   44991.903,   48572.363,    3580.460,
   50730.618,   60054.805,    9324.187,
   62216.152,   71551.417,    9335.265,
   73716.712,   77309.099,    3592.387,
   79478.675,   86400.000,    6921.325,
Is_True,          77.5096%,
Analysis,STARLINK-2683 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2591.863,    2591.863,
    4744.644,   13185.126,    8440.482,
   16263.567,   19852.336,    3588.769,
   22004.452,   31327.373,    9322.921,
   33483.927,   42814.914,    9330.987,
   44975.076,   48564.419,    3589.343,
   50726.817,   60080.718,    9353.901,
   62240.639,   71556.875,    9316.236,
   73717.394,   77297.317,    3579.924,
   79459.043,   86400.000,    6940.957,
Is_True,          76.4530%,
Analysis,STARLINK-1328 - STARLINK-2051,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1328 - STARLINK-1722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-3706,
       Rise,         Set, Duration (s),
   44935.479,   66479.601,   21544.123,
Is_True,          24.9353%,
Analysis,STARLINK-1328 - STARLINK-1199,
       Rise,         Set, Duration (s),
       0.000,     207.664,     207.664,
   10448.124,   17378.945,    6930.821,
   24785.921,   31707.430,    6921.509,
   39175.381,   40272.615,    1097.234,
   53512.650,   54601.614,    1088.964,
   67905.493,   68886.726,     981.234,
   82242.226,   83216.347,     974.121,
Is_True,          21.0666%,
Analysis,STARLINK-1328 - STARLINK-3323,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-2114,
       Rise,         Set, Duration (s),
       0.000,    2895.872,    2895.872,
    3915.829,   14360.838,   10445.009,
   18235.461,   28684.478,   10449.016,
   32578.017,   43023.244,   10445.227,
   46897.618,   57346.842,   10449.224,
   61240.199,   71685.638,   10445.439,
   72705.070,   86009.194,   13304.125,
Is_True,          79.2059%,
Analysis,STARLINK-1328 - STARLINK-1740,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-3103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-2623,
       Rise,         Set, Duration (s),
   10513.859,   11247.577,     733.718,
   24832.028,   25590.342,     758.315,
   39174.710,   39910.029,     735.319,
   53492.866,   54252.809,     759.943,
   67835.583,   68572.467,     736.884,
   82153.726,   82915.262,     761.536,
Is_True,           5.1918%,
Analysis,STARLINK-1328 - STARLINK-3073,
       Rise,         Set, Duration (s),
   10132.425,   10806.776,     674.351,
   21574.018,   25225.120,    3651.103,
   35869.594,   39617.679,    3748.085,
   50194.204,   54023.953,    3829.749,
   64499.411,   68410.440,    3911.030,
   78829.609,   85680.266,    6850.657,
Is_True,          26.2326%,
Analysis,STARLINK-1328 - STARLINK-1316,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-1332,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-3748,
       Rise,         Set, Duration (s),
   50907.619,   60940.565,   10032.947,
   61632.791,   65858.567,    4225.776,
Is_True,          16.5032%,
Analysis,STARLINK-1328 - STARLINK-1100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-1286,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-3644,
       Rise,         Set, Duration (s),
       0.000,   36959.105,   36959.105,
Is_True,          42.7767%,
Analysis,STARLINK-1328 - STARLINK-1967,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1328 - STARLINK-2086,
       Rise,         Set, Duration (s),
    7119.751,    7784.421,     664.670,
   21489.084,   22082.632,     593.548,
   35782.571,   36445.277,     662.707,
   50152.182,   50743.216,     591.034,
   64445.376,   65106.150,     660.774,
   78815.265,   79403.814,     588.550,
Is_True,           4.3533%,
Analysis,STARLINK-1328 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1511.934,    1511.934,
    5585.004,   13309.784,    7724.780,
   15281.075,   24790.374,    9509.299,
   26768.794,   30527.021,    3758.227,
   32510.391,   42013.701,    9503.311,
   49784.445,   53513.142,    3728.697,
   55544.702,   59258.334,    3713.632,
   61295.964,   70733.862,    9437.899,
   72776.395,   82212.090,    9435.696,
   84269.085,   86400.000,    2130.915,
Is_True,          69.9704%,
Analysis,STARLINK-1328 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    1790.616,    1790.616,
    3731.867,   13272.155,    9540.289,
   15244.678,   24772.902,    9528.225,
   26767.480,   30528.767,    3761.287,
   32530.087,   42009.881,    9479.794,
   44011.226,   53480.593,    9469.368,
   55509.040,   59224.752,    3715.712,
   61263.926,   70724.526,    9460.601,
   72780.622,   82220.868,    9440.246,
   84272.383,   86400.000,    2127.617,
Is_True,          79.0668%,
Analysis,STARLINK-1328 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    1791.831,    1791.831,
    3750.261,   13306.859,    9556.598,
   15269.599,   24767.653,    9498.054,
   26748.432,   30506.095,    3757.663,
   32501.434,   41998.336,    9496.902,
   44016.727,   53505.639,    9488.912,
   55538.180,   59255.114,    3716.933,
   61277.454,   70712.492,    9435.038,
   72759.463,   82196.683,    9437.219,
   84263.430,   86400.000,    2136.570,
Is_True,          79.0691%,
Analysis,STARLINK-1328 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    1822.998,    1822.998,
    3759.666,   13317.457,    9557.791,
   15261.432,   24797.800,    9536.367,
   26762.912,   30534.200,    3771.288,
   38279.536,   42027.722,    3748.186,
   44037.527,   53523.506,    9485.979,
   55536.125,   59265.138,    3729.013,
   61283.062,   70740.249,    9457.187,
   72776.123,   82220.697,    9444.574,
   84288.486,   86400.000,    2111.514,
Is_True,          72.5288%,
Analysis,STARLINK-1328 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    1821.143,    1821.143,
    3744.170,   13151.337,    9407.167,
   15263.114,   24802.724,    9539.610,
   26777.755,   30549.906,    3772.152,
   32527.464,   42033.139,    9505.675,
   44024.567,   53505.980,    9481.413,
   55524.737,   59246.857,    3722.121,
   61287.715,   70750.452,    9462.738,
   72791.056,   82234.360,    9443.303,
   84282.791,   86400.000,    2117.209,
Is_True,          79.0191%,
Analysis,STARLINK-2051 - STARLINK-1722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3706,
       Rise,         Set, Duration (s),
   42036.426,   60396.248,   18359.822,
Is_True,          21.2498%,
Analysis,STARLINK-2051 - STARLINK-1199,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2051 - STARLINK-3323,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2114,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2051 - STARLINK-1740,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2623,
       Rise,         Set, Duration (s),
       0.000,    3235.914,    3235.914,
    4245.830,   17558.107,   13312.276,
   18561.647,   31898.400,   13336.753,
   32906.688,   46220.551,   13313.864,
   47222.472,   60560.875,   13338.403,
   61567.564,   74882.984,   13315.420,
   75883.317,   86347.954,   10464.637,
Is_True,          92.9598%,
Analysis,STARLINK-2051 - STARLINK-3073,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1316,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1332,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3748,
       Rise,         Set, Duration (s),
   43167.263,   43444.568,     277.305,
   50924.841,   60322.610,    9397.769,
Is_True,          11.1980%,
Analysis,STARLINK-2051 - STARLINK-1100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1286,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3644,
       Rise,         Set, Duration (s),
       0.000,   28322.121,   28322.121,
Is_True,          32.7802%,
Analysis,STARLINK-2051 - STARLINK-1967,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2086,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1518.783,    1518.783,
    5617.743,   13677.837,    8060.094,
   15768.636,   25151.586,    9382.949,
   27246.865,   30886.504,    3639.639,
   32984.932,   42364.693,    9379.761,
   50228.717,   53851.191,    3622.474,
   55977.621,   59591.721,    3614.100,
   61721.032,   71063.319,    9342.287,
   73194.839,   82537.376,    9342.537,
   84676.565,   86400.000,    1723.435,
Is_True,          69.0116%,
Analysis,STARLINK-2051 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2178.123,    2178.123,
    4245.543,   13648.708,    9403.165,
   15736.674,   25136.371,    9399.697,
   27240.593,   30885.775,    3645.182,
   32996.041,   42360.128,    9364.086,
   44467.144,   53824.686,    9357.541,
   55947.163,   59564.378,    3617.215,
   61693.219,   71054.650,    9361.431,
   73194.240,   82543.047,    9348.807,
   84676.623,   86400.000,    1723.377,
Is_True,          78.0077%,
Analysis,STARLINK-2051 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2176.758,    2176.758,
    4256.615,   13677.401,    9420.787,
   15763.089,   25133.748,    9370.659,
   27227.615,   30867.833,    3640.217,
   32970.602,   42349.326,    9378.724,
   44467.064,   53845.515,    9378.451,
   55973.993,   59590.243,    3616.249,
   61709.319,   71045.054,    9335.735,
   73177.225,   82522.077,    9344.852,
   84664.941,   86400.000,    1735.059,
Is_True,          78.0064%,
Analysis,STARLINK-2051 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2205.155,    2205.155,
    4276.532,   13689.856,    9413.324,
   15766.897,   25161.280,    9394.384,
   27249.690,   30892.919,    3643.229,
   38738.793,   42375.118,    3636.325,
   44491.652,   53863.172,    9371.520,
   55981.342,   59601.621,    3620.279,
   61722.154,   71070.579,    9348.425,
   73198.492,   82543.317,    9344.825,
   84689.676,   86400.000,    1710.324,
Is_True,          71.3979%,
Analysis,STARLINK-2051 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2206.166,    2206.166,
    4267.423,   13150.346,    8882.923,
   15756.160,   25163.665,    9407.505,
   27260.024,   30906.603,    3646.579,
   33004.739,   42382.285,    9377.547,
   44487.500,   53847.338,    9359.838,
   55965.352,   59583.482,    3618.130,
   61716.535,   71078.778,    9362.243,
   73211.692,   82557.209,    9345.517,
   84692.856,   86400.000,    1707.144,
Is_True,          77.4463%,
Analysis,STARLINK-1722 - STARLINK-3706,
       Rise,         Set, Duration (s),
   17762.993,   18656.347,     893.354,
   31784.687,   32446.368,     661.681,
Is_True,           1.7998%,
Analysis,STARLINK-1722 - STARLINK-1199,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-3323,
       Rise,         Set, Duration (s),
    6734.605,    7478.642,     744.037,
   21064.005,   21805.139,     741.133,
   35393.436,   36130.787,     737.350,
   49722.777,   50457.014,     734.237,
   61186.266,   61917.598,     731.332,
   75515.682,   76242.790,     727.108,
Is_True,           5.1102%,
Analysis,STARLINK-1722 - STARLINK-2114,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-1740,
       Rise,         Set, Duration (s),
   46792.208,   47155.538,     363.329,
   61120.726,   61489.747,     369.021,
   75453.406,   75818.818,     365.412,
Is_True,           1.2706%,
Analysis,STARLINK-1722 - STARLINK-3103,
       Rise,         Set, Duration (s),
       0.000,    6951.725,    6951.725,
    7616.899,   21116.925,   13500.026,
   22223.395,   35241.220,   13017.825,
   42594.164,   43775.044,    1180.880,
   57246.741,   57831.061,     584.320,
Is_True,          40.7810%,
Analysis,STARLINK-1722 - STARLINK-2623,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-3073,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-1316,
       Rise,         Set, Duration (s),
    3540.684,    4189.018,     648.335,
   17874.368,   18518.828,     644.460,
   32202.801,   32854.542,     651.741,
   46536.478,   47184.318,     647.840,
   60864.926,   61519.970,     655.044,
   75198.596,   75849.713,     651.117,
Is_True,           4.5122%,
Analysis,STARLINK-1722 - STARLINK-1332,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-3748,
       Rise,         Set, Duration (s),
   21077.163,   21825.675,     748.512,
   32208.171,   32809.712,     601.540,
Is_True,           1.5626%,
Analysis,STARLINK-1722 - STARLINK-1100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-1286,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-3644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - STARLINK-1967,
       Rise,         Set, Duration (s),
    3133.786,    4305.621,    1171.835,
   17481.030,   18623.707,    1142.677,
   31797.995,   32966.009,    1168.014,
   46145.301,   47284.012,    1138.711,
   60462.158,   61626.424,    1164.266,
   69076.684,   75944.344,    6867.660,
   86275.202,   86400.000,     124.798,
Is_True,          14.7893%,
Analysis,STARLINK-1722 - STARLINK-2086,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1722 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1677.868,    1677.868,
    5716.341,    9465.859,    3749.518,
   11450.752,   20957.222,    9506.470,
   22917.972,   38178.997,   15261.025,
   40114.135,   43932.896,    3818.761,
   51578.011,   66945.529,   15367.518,
   68773.894,   78428.306,    9654.412,
   80235.509,   86400.000,    6164.491,
Is_True,          75.4630%,
Analysis,STARLINK-1722 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    9432.239,    9432.239,
   11426.307,   20929.513,    9503.207,
   22894.315,   38194.237,   15299.922,
   40115.596,   49660.378,    9544.782,
   51555.178,   61161.857,    9606.679,
   63013.994,   66921.675,    3907.681,
   68750.419,   78454.461,    9704.041,
   80241.927,   86400.000,    6158.073,
Is_True,          84.6720%,
Analysis,STARLINK-1722 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    9456.884,    9456.884,
   11447.401,   20936.549,    9489.148,
   22905.660,   38165.056,   15259.396,
   40088.107,   49680.331,    9592.224,
   51566.238,   61184.536,    9618.299,
   63038.993,   66915.890,    3876.897,
   68755.285,   78412.490,    9657.205,
   80203.580,   86400.000,    6196.420,
Is_True,          84.6603%,
Analysis,STARLINK-1722 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    9472.235,    9472.235,
   11474.136,   20958.604,    9484.468,
   22937.667,   38190.921,   15253.254,
   40114.748,   49702.775,    9588.027,
   51603.940,   61197.355,    9593.415,
   63070.110,   66942.490,    3872.379,
   68795.174,   78437.709,    9642.535,
   80226.063,   86400.000,    6173.937,
Is_True,          84.5836%,
Analysis,STARLINK-1722 - IOAG-South2,
       Rise,         Set, Duration (s),
       3.772,    9457.537,    9453.765,
   17180.144,   20958.341,    3778.197,
   22928.831,   38202.310,   15273.479,
   40140.824,   49688.258,    9547.434,
   51590.291,   61193.231,    9602.941,
   63046.151,   66953.354,    3907.203,
   68792.956,   78456.003,    9663.047,
   80266.653,   86400.000,    6133.347,
Is_True,          77.9623%,
Analysis,STARLINK-3706 - STARLINK-1199,
       Rise,         Set, Duration (s),
   36782.550,   46627.361,    9844.811,
   53726.821,   54507.079,     780.258,
Is_True,          12.2975%,
Analysis,STARLINK-3706 - STARLINK-3323,
       Rise,         Set, Duration (s),
   10453.818,   17309.015,    6855.197,
   18610.794,   25472.735,    6861.942,
Is_True,          15.8763%,
Analysis,STARLINK-3706 - STARLINK-2114,
       Rise,         Set, Duration (s),
   50353.526,   54302.050,    3948.524,
   64321.100,   65277.510,     956.410,
Is_True,           5.6770%,
Analysis,STARLINK-3706 - STARLINK-1740,
       Rise,         Set, Duration (s),
   21201.505,   28220.713,    7019.208,
   29500.283,   36214.285,    6714.001,
Is_True,          15.8949%,
Analysis,STARLINK-3706 - STARLINK-3103,
       Rise,         Set, Duration (s),
   10006.951,   10843.847,     836.896,
   21042.226,   22075.035,    1032.810,
Is_True,           2.1640%,
Analysis,STARLINK-3706 - STARLINK-2623,
       Rise,         Set, Duration (s),
   39529.196,   43381.906,    3852.710,
   53684.609,   54243.398,     558.788,
Is_True,           5.1059%,
Analysis,STARLINK-3706 - STARLINK-3073,
       Rise,         Set, Duration (s),
   64233.129,   65323.481,    1090.352,
   75573.047,   76276.138,     703.091,
Is_True,           2.0757%,
Analysis,STARLINK-3706 - STARLINK-1316,
       Rise,         Set, Duration (s),
   18281.544,   36209.550,   17928.006,
Is_True,          20.7500%,
Analysis,STARLINK-3706 - STARLINK-1332,
       Rise,         Set, Duration (s),
   63866.575,   68372.220,    4505.645,
   69034.081,   81849.281,   12815.200,
Is_True,          20.0473%,
Analysis,STARLINK-3706 - STARLINK-3748,
       Rise,         Set, Duration (s),
   29776.061,   39102.307,    9326.246,
   40109.191,   86400.000,   46290.809,
Is_True,          64.3716%,
Analysis,STARLINK-3706 - STARLINK-1100,
       Rise,         Set, Duration (s),
   60985.579,   61646.778,     661.199,
   71998.233,   75681.668,    3683.435,
   86191.046,   86400.000,     208.954,
Is_True,           5.2704%,
Analysis,STARLINK-3706 - STARLINK-1286,
       Rise,         Set, Duration (s),
   64699.834,   71413.657,    6713.823,
   78512.180,   79674.137,    1161.956,
Is_True,           9.1155%,
Analysis,STARLINK-3706 - STARLINK-3644,
       Rise,         Set, Duration (s),
   74875.901,   75963.606,    1087.705,
   80069.579,   86400.000,    6330.421,
Is_True,           8.5858%,
Analysis,STARLINK-3706 - STARLINK-1967,
       Rise,         Set, Duration (s),
    7042.941,   22509.804,   15466.864,
Is_True,          17.9015%,
Analysis,STARLINK-3706 - STARLINK-2086,
       Rise,         Set, Duration (s),
   58560.814,   68152.377,    9591.563,
   75077.927,   76305.790,    1227.863,
Is_True,          12.5225%,
Analysis,STARLINK-3706 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    6645.055,   10016.955,    3371.900,
   12085.158,   20869.567,    8784.408,
   22939.262,   31709.103,    8769.841,
   33783.339,   42572.058,    8788.719,
   50110.998,   53453.323,    3342.324,
   55557.088,   64320.365,    8763.277,
   66426.653,   75175.548,    8748.895,
   77285.773,   86050.644,    8764.871,
Is_True,          68.6739%,
Analysis,STARLINK-3706 - IOAG-North1,
       Rise,         Set, Duration (s),
    1189.829,    9979.820,    8789.991,
   12050.359,   20842.773,    8792.414,
   22925.587,   31720.470,    8794.884,
   33807.379,   42566.583,    8759.204,
   44651.631,   53419.137,    8767.507,
   55522.784,   64293.983,    8771.199,
   66409.745,   75184.216,    8774.470,
   77305.799,   86045.493,    8739.695,
Is_True,          81.2377%,
Analysis,STARLINK-3706 - IOAG-North2,
       Rise,         Set, Duration (s),
    1203.704,   10008.518,    8804.814,
   12077.653,   20846.801,    8769.148,
   22914.037,   31692.895,    8778.858,
   33779.904,   42561.710,    8781.806,
   44661.106,   53445.645,    8784.539,
   55550.213,   64299.410,    8749.197,
   66402.071,   75158.680,    8756.609,
   77278.562,   86039.744,    8761.183,
Is_True,          81.2340%,
Analysis,STARLINK-3706 - IOAG-South1,
       Rise,         Set, Duration (s),
    1213.220,   10017.088,    8803.867,
   12064.493,   20866.201,    8801.708,
   22921.881,   31715.175,    8793.294,
   39239.642,   42588.804,    3349.161,
   44677.042,   53457.209,    8780.167,
   55544.049,   64319.194,    8775.145,
   66413.442,   75180.196,    8766.754,
   77292.332,   86067.189,    8774.857,
Is_True,          75.0520%,
Analysis,STARLINK-3706 - IOAG-South2,
       Rise,         Set, Duration (s),
    1195.406,   10002.195,    8806.790,
   17505.734,   20869.331,    3363.597,
   22938.612,   31730.783,    8792.172,
   33797.958,   42586.265,    8788.307,
   44661.398,   53441.108,    8779.710,
   55535.722,   64321.342,    8785.621,
   66428.049,   75196.636,    8768.587,
   77302.410,   86065.255,    8762.845,
Is_True,          75.0551%,
Analysis,STARLINK-1199 - STARLINK-3323,
       Rise,         Set, Duration (s),
   75573.849,   75700.874,     127.025,
Is_True,           0.1470%,
Analysis,STARLINK-1199 - STARLINK-2114,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1199 - STARLINK-1740,
       Rise,         Set, Duration (s),
    3333.591,    4091.749,     758.158,
   17670.439,   18428.308,     757.869,
   31998.164,   32772.970,     774.806,
   46335.102,   47109.225,     774.123,
   60662.988,   61453.531,     790.543,
   75000.006,   75789.490,     789.484,
Is_True,           5.3761%,
Analysis,STARLINK-1199 - STARLINK-3103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1199 - STARLINK-2623,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1199 - STARLINK-3073,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1199 - STARLINK-1316,
       Rise,         Set, Duration (s),
    3312.165,    3881.268,     569.103,
   17651.629,   18217.015,     565.386,
   31971.948,   32570.422,     598.474,
