
SOAP Analysis Report Output for starlink_80_sats_24.orb,
Generated: Mon Jan 09 14:16:12 2023,
Start: 1870/04/15 01:42:00.00, Stop: 1870/04/16 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2448 - STARLINK-2519,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-2007,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-2260,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-3760,
       Rise,         Set, Duration (s),
    4080.007,   14384.055,   10304.049,
   23697.195,   37151.243,   13454.049,
   39679.226,   53859.361,   14180.135,
   54450.021,   67879.674,   13429.653,
   68407.046,   73757.798,    5350.753,
   76563.295,   86400.000,    9836.705,
Is_True,          77.0316%,
Analysis,STARLINK-2448 - STARLINK-1591,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-3347,
       Rise,         Set, Duration (s),
       0.000,    6407.226,    6407.226,
   11140.139,   25086.179,   13946.040,
   28369.777,   35989.890,    7620.112,
   38894.681,   46556.540,    7661.860,
   51078.518,   79181.980,   28103.462,
   81300.589,   84411.032,    3110.443,
Is_True,          77.3717%,
Analysis,STARLINK-2448 - STARLINK-3311,
       Rise,         Set, Duration (s),
     928.298,   15749.840,   14821.542,
   18000.165,   23399.806,    5399.641,
   25200.207,   42749.790,   17549.584,
   44100.151,   64349.805,   20249.653,
   66150.156,   74699.828,    8549.672,
   80156.447,   86400.000,    6243.553,
Is_True,          84.2751%,
Analysis,STARLINK-2448 - STARLINK-3674,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-1376,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-1015,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-1881,
       Rise,         Set, Duration (s),
       0.000,   13358.794,   13358.794,
   18000.801,   53795.512,   35794.711,
   59520.223,   67211.028,    7690.805,
   69553.126,   77167.167,    7614.042,
   82807.833,   86400.000,    3592.167,
Is_True,          78.7622%,
Analysis,STARLINK-2448 - STARLINK-3342,
       Rise,         Set, Duration (s),
       0.000,    3487.496,    3487.496,
    3916.424,    9871.803,    5955.379,
   12670.385,   22352.175,    9681.791,
   32625.058,   42960.522,   10335.463,
   45745.866,   86400.000,   40654.134,
Is_True,          81.1508%,
Analysis,STARLINK-2448 - STARLINK-2613,
       Rise,         Set, Duration (s),
    6843.147,    7471.640,     628.493,
   20960.074,   22032.371,    1072.296,
   29485.353,   36471.938,    6986.585,
   43790.723,   50796.854,    7006.130,
   61088.500,   65028.778,    3940.278,
Is_True,          22.7243%,
Analysis,STARLINK-2448 - STARLINK-1878,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-2283,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2448 - STARLINK-3218,
       Rise,         Set, Duration (s),
       0.000,    1805.159,    1805.159,
    7567.497,   14102.815,    6535.318,
   19176.091,   24206.722,    5030.630,
   30784.685,   39879.378,    9094.693,
   45472.966,   53498.909,    8025.943,
   54001.873,   68095.784,   14093.912,
   77697.184,   86400.000,    8702.816,
Is_True,          61.6765%,
Analysis,STARLINK-2448 - STARLINK-3241,
       Rise,         Set, Duration (s),
       0.000,     449.540,     449.540,
    4753.125,   14287.060,    9533.935,
