
SOAP Analysis Report Output for starlink_80_sats_12.orb,
Generated: Mon Jan 09 14:09:56 2023,
Start: 1880/09/12 01:42:00.00, Stop: 1880/09/13 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2354 - STARLINK-2344,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-2192,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-3146,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-2248,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-3747,
       Rise,         Set, Duration (s),
       0.000,    6634.676,    6634.676,
    7319.950,   12026.815,    4706.865,
   18571.351,   49825.606,   31254.255,
   52320.766,   55683.973,    3363.207,
   61763.291,   86400.000,   24636.709,
Is_True,          81.7080%,
Analysis,STARLINK-2354 - STARLINK-1885,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2354 - STARLINK-2394,
       Rise,         Set, Duration (s),
   49819.147,   50417.925,     598.778,
   61185.508,   65062.401,    3876.893,
   75440.087,   79619.422,    4179.335,
Is_True,          10.0174%,
Analysis,STARLINK-2354 - STARLINK-3122,
       Rise,         Set, Duration (s),
       0.000,   10223.335,   10223.335,
   19874.851,   59343.676,   39468.825,
   61232.640,   68254.871,    7022.231,
   69023.287,   74948.587,    5925.300,
   75717.011,   82654.886,    6937.875,
   83395.161,   86400.000,    3004.839,
Is_True,          84.0074%,
Analysis,STARLINK-2354 - STARLINK-2006,
       Rise,         Set, Duration (s),
       0.000,    7107.497,    7107.497,
   12281.410,   21502.623,    9221.212,
   26683.258,   36356.326,    9673.068,
   41084.971,   50757.447,    9672.476,
   55487.307,   65158.143,    9670.836,
   70333.501,   79558.275,    9224.774,
   84734.898,   86400.000,    1665.102,
Is_True,          65.0868%,
Analysis,STARLINK-2354 - STARLINK-3114,
       Rise,         Set, Duration (s),
       0.000,    4326.902,    4326.902,
   14460.607,   86400.000,   71939.393,
Is_True,          88.2712%,
Analysis,STARLINK-2354 - STARLINK-1899,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-3653,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-3349,
       Rise,         Set, Duration (s),
   19860.343,   38836.637,   18976.294,
Is_True,          21.9633%,
Analysis,STARLINK-2354 - STARLINK-2711,
       Rise,         Set, Duration (s),
   10309.122,   11025.302,     716.180,
   24807.528,   25497.982,     690.455,
   39303.515,   39972.947,     669.432,
   53803.383,   54444.173,     640.790,
   68300.552,   68917.958,     617.407,
Is_True,           3.8591%,
Analysis,STARLINK-2354 - STARLINK-3547,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-3751,
       Rise,         Set, Duration (s),
       0.000,   19651.245,   19651.245,
   23971.509,   28067.651,    4096.142,
   29250.220,   39468.823,   10218.603,
   49519.556,   57571.655,    8052.099,
   65306.470,   74473.022,    9166.553,
   79349.634,   86400.000,    7050.366,
Is_True,          67.4016%,
Analysis,STARLINK-2354 - STARLINK-1354,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2354 - STARLINK-1093,
       Rise,         Set, Duration (s),
   57202.260,   57735.323,     533.063,
   71456.411,   72177.603,     721.192,
   85736.815,   86400.000,     663.185,
Is_True,           2.2193%,
