
SOAP Analysis Report Output for starlink_80_sats_21.orb,
Generated: Mon Jan 09 14:14:44 2023,
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1085,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3235,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3521,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3879,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3269,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1225,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-2644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - FALCON 9 DEB14,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1525,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-2245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1677,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-2148,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1342,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3287,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3829,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3762,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3883,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1690,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1843,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1512,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3603,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-2545,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1008,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3804,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3277,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1594,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1483,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-1443,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-2731,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3320,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - STARLINK-3328,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3533 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1377,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2437,
       Rise,         Set, Duration (s),
       0.000,   13648.501,   13648.501,
   17176.580,   21373.557,    4196.977,
   21671.563,   28497.837,    6826.274,
   29374.603,   33283.599,    3908.996,
   36639.313,   67655.084,   31015.771,
   68589.660,   75359.891,    6770.231,
   75658.071,   82276.493,    6618.422,
   83326.279,   86400.000,    3073.721,
Is_True,          88.0311%,
Analysis,STARLINK-2051 - STARLINK-2538,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1554,
       Rise,         Set, Duration (s),
    3570.546,    7314.290,    3743.745,
   20893.647,   21797.763,     904.116,
   35335.454,   36277.810,     942.356,
   49786.129,   50748.801,     962.673,
   64240.804,   65215.787,     974.984,
   78703.870,   79674.504,     970.633,
Is_True,           9.8362%,
Analysis,STARLINK-2051 - STARLINK-3691,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2129,
       Rise,         Set, Duration (s),
       0.000,   24822.663,   24822.663,
   31646.719,   32936.224,    1289.504,
   39641.198,   71395.401,   31754.203,
   72343.519,   81980.128,    9636.609,
   83510.668,   86400.000,    2889.332,
Is_True,          81.4726%,
Analysis,STARLINK-2051 - STARLINK-3368,
       Rise,         Set, Duration (s),
    3581.069,    6360.584,    2779.515,
   12489.940,   14485.307,    1995.367,
   20608.614,   22596.994,    1988.380,
   28733.761,   31510.605,    2776.844,
   36850.770,   39608.637,    2757.867,
   44099.202,   46874.425,    2775.224,
   53014.571,   55000.225,    1985.655,
   61124.759,   63904.802,    2780.042,
   69248.727,   72029.422,    2780.695,
   77372.354,   80140.342,    2767.988,
   85473.390,   86400.000,     926.610,
Is_True,          30.4562%,
Analysis,STARLINK-2051 - STARLINK-2158,
       Rise,         Set, Duration (s),
       0.000,    1115.464,    1115.464,
   42732.958,   51775.887,    9042.930,
Is_True,          11.7574%,
Analysis,STARLINK-2051 - STARLINK-3077,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1236,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1975,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3370,
       Rise,         Set, Duration (s),
       0.000,    7004.988,    7004.988,
    7668.680,   21418.606,   13749.926,
   22079.842,   35347.093,   13267.251,
   36492.174,   49760.945,   13268.771,
   50903.471,   58313.201,    7409.730,
   65316.033,   72727.528,    7411.496,
   79727.276,   86400.000,    6672.724,
Is_True,          79.6121%,
Analysis,STARLINK-2051 - STARLINK-1596,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1909,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3793,
       Rise,         Set, Duration (s),
      28.592,   23341.990,   23313.398,
   25342.411,   39147.773,   13805.362,
   43483.477,   53085.934,    9602.457,
   57672.540,   64954.220,    7281.681,
   68548.124,   74629.218,    6081.094,
   77864.532,   86400.000,    8535.468,
Is_True,          79.4207%,
Analysis,STARLINK-2051 - STARLINK-1142,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2736,
       Rise,         Set, Duration (s),
   49874.035,   50620.810,     746.775,
   61046.368,   61559.086,     512.717,
Is_True,           1.4577%,
Analysis,STARLINK-2051 - STARLINK-1644,
       Rise,         Set, Duration (s),
       0.000,    3592.471,    3592.471,
    5400.290,   12592.766,    7192.477,
   14407.114,   21599.845,    7192.731,
   23407.530,   32392.725,    8985.195,
   34207.152,   43192.637,    8985.486,
   45000.128,   53992.729,    8992.600,
   55884.433,   64792.614,    8908.181,
   66600.457,   75592.891,    8992.434,
   77407.500,   86400.000,    8992.500,
Is_True,          83.1413%,
Analysis,STARLINK-2051 - STARLINK-3618,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2345,
       Rise,         Set, Duration (s),
   36710.933,   46637.890,    9926.958,
   53516.125,   57615.218,    4099.092,
Is_True,          16.2339%,
Analysis,STARLINK-2051 - STARLINK-2474,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1471,
       Rise,         Set, Duration (s),
   50260.614,   50803.483,     542.868,
Is_True,           0.6283%,
Analysis,STARLINK-2051 - STARLINK-1982,
       Rise,         Set, Duration (s),
   10288.547,   11100.394,     811.847,
Is_True,           0.9396%,
Analysis,STARLINK-2051 - STARLINK-3415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1887,
       Rise,         Set, Duration (s),
   14303.230,   14747.072,     443.842,
   22106.598,   32043.501,    9936.903,
   39452.403,   39839.293,     386.890,
Is_True,          12.4625%,
Analysis,STARLINK-2051 - STARLINK-2269,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2039,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3900,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2444,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3668,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1461,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2544,
       Rise,         Set, Duration (s),
   31696.061,   32949.224,    1253.164,
   39970.246,   86400.000,   46429.754,
Is_True,          55.1886%,
Analysis,STARLINK-2051 - STARLINK-2527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1455,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2746,
       Rise,         Set, Duration (s),
    3466.662,    4275.429,     808.767,
   17885.556,   21636.058,    3750.502,
   32313.260,   36101.393,    3788.133,
   46740.140,   50558.022,    3817.881,
   61175.049,   65015.528,    3840.479,
   78499.158,   79465.162,     966.004,
Is_True,          19.6432%,
Analysis,STARLINK-2051 - STARLINK-2115,
       Rise,         Set, Duration (s),
   39017.045,   39678.261,     661.216,
   50238.725,   51068.395,     829.670,
   64358.401,   65212.412,     854.011,
   78583.176,   79251.850,     668.674,
Is_True,           3.4879%,
Analysis,STARLINK-2051 - STARLINK-2550,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1015,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1874,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2051 - STARLINK-2361,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1921,
       Rise,         Set, Duration (s),
   10189.911,   10928.512,     738.601,
   24648.027,   25337.579,     689.551,
   39110.104,   39744.119,     634.016,
   53575.549,   54145.798,     570.249,
   68046.122,   68543.953,     497.831,
   82524.245,   82932.905,     408.660,
Is_True,           4.0960%,
Analysis,STARLINK-2051 - STARLINK-3227,
       Rise,         Set, Duration (s),
       0.000,    6904.242,    6904.242,
    7270.585,   11474.772,    4204.188,
   18295.628,   43199.754,   24904.125,
   47095.635,   71999.867,   24904.231,
   76500.162,   86399.878,    9899.716,
Is_True,          81.9635%,
Analysis,STARLINK-2051 - STARLINK-1085,
       Rise,         Set, Duration (s),
       0.000,    6154.101,    6154.101,
    7806.447,   16497.509,    8691.062,
   18596.777,   30000.146,   11403.368,
   33448.536,   40799.706,    7351.170,
   47849.854,   64745.946,   16896.092,
   71605.372,   79146.387,    7541.015,
   82404.493,   86400.000,    3995.507,
Is_True,          71.7967%,
Analysis,STARLINK-2051 - STARLINK-3235,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3521,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3879,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3269,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1225,
       Rise,         Set, Duration (s),
    3439.119,    7303.814,    3864.696,
   17881.553,   21764.605,    3883.052,
   32333.999,   36223.906,    3889.908,
   46788.054,   50673.434,    3885.380,
   64142.987,   65121.030,     978.042,
   78613.738,   79559.231,     945.493,
Is_True,          20.1928%,
Analysis,STARLINK-2051 - STARLINK-2644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - FALCON 9 DEB14,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2051 - STARLINK-1525,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1677,
       Rise,         Set, Duration (s),
       0.000,    7096.825,    7096.825,
    8220.308,   86400.000,   78179.692,
Is_True,          98.6997%,
Analysis,STARLINK-2051 - STARLINK-2148,
       Rise,         Set, Duration (s),
       0.000,   17099.908,   17099.908,
   18462.392,   35967.537,   17505.145,
   36496.394,   40491.270,    3994.875,
   46809.856,   64310.623,   17500.767,
   67950.352,   69250.700,    1300.348,
   72485.574,   86400.000,   13914.426,
Is_True,          82.5411%,
Analysis,STARLINK-2051 - STARLINK-1342,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1282,
       Rise,         Set, Duration (s),
   77571.385,   86400.000,    8828.615,
Is_True,          10.2183%,
Analysis,STARLINK-2051 - STARLINK-3287,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3829,
       Rise,         Set, Duration (s),
       0.000,    8936.277,    8936.277,
   11257.253,   46209.366,   34952.112,
   50540.627,   59737.491,    9196.864,
   65926.321,   86400.000,   20473.679,
Is_True,          85.1377%,
Analysis,STARLINK-2051 - STARLINK-3762,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3883,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1690,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1843,
       Rise,         Set, Duration (s),
   42881.049,   43527.888,     646.839,
   50991.842,   60778.467,    9786.626,
   67940.145,   69062.602,    1122.456,
Is_True,          13.3749%,
Analysis,STARLINK-2051 - STARLINK-1512,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3603,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2545,
       Rise,         Set, Duration (s),
   10126.063,   10812.458,     686.394,
Is_True,           0.7944%,
Analysis,STARLINK-2051 - STARLINK-1008,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3804,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-3277,
       Rise,         Set, Duration (s),
       0.000,    8996.950,    8996.950,
   10857.001,   17043.170,    6186.169,
   18903.246,   25141.979,    6238.734,
   27002.131,   32399.562,    5397.431,
   35101.124,   40498.707,    5397.584,
   43200.389,   48597.945,    5397.556,
   50458.163,   56697.414,    6239.251,
   58557.551,   64796.813,    6239.262,
   66657.148,   80943.697,   14286.550,
   82856.686,   86400.000,    3543.314,
Is_True,          78.6144%,
Analysis,STARLINK-2051 - STARLINK-1594,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1483,
       Rise,         Set, Duration (s),
   60447.326,   61575.661,    1128.335,
Is_True,           1.3059%,
Analysis,STARLINK-2051 - STARLINK-3681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-1443,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2051 - STARLINK-2731,
       Rise,         Set, Duration (s),
   57138.257,   84520.326,   27382.069,
Is_True,          31.6922%,
Analysis,STARLINK-2051 - STARLINK-3320,
       Rise,         Set, Duration (s),
       0.000,    7056.391,    7056.391,
    9143.253,   13806.783,    4663.530,
   15893.608,   20106.476,    4212.868,
   22193.410,   39006.163,   16812.753,
   41543.779,   45306.251,    3762.472,
   47393.133,   64206.734,   16813.601,
   66293.898,   70056.347,    3762.448,
   72143.524,   82206.586,   10063.062,
   84293.681,   86400.000,    2106.319,
Is_True,          80.1544%,
Analysis,STARLINK-2051 - STARLINK-3328,
       Rise,         Set, Duration (s),
       0.000,   21585.910,   21585.910,
   22057.055,   35096.468,   13039.413,
   36910.566,   49826.930,   12916.364,
   54007.055,   75592.949,   21585.894,
   76507.054,   81780.224,    5273.170,
   82923.069,   86400.000,    3476.931,
Is_True,          90.1362%,
Analysis,STARLINK-2051 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    2859.283,    2859.283,
    7606.560,   17792.875,   10186.315,
   19227.355,   35054.462,   15827.106,
   36555.218,   46570.124,   10014.907,
   50682.968,   63844.237,   13161.269,
   65544.824,   75356.088,    9811.264,
   77079.343,   81114.452,    4035.108,
   82858.299,   86400.000,    3541.701,
Is_True,          80.3668%,
Analysis,STARLINK-2051 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6314.433,    6314.433,
    7633.120,   17833.810,   10200.690,
   19232.698,   35044.950,   15812.251,
   36581.928,   46586.532,   10004.604,
   48195.714,   63874.067,   15678.352,
   65557.372,   75359.880,    9802.508,
   77088.678,   80636.417,    3547.739,
   83409.178,   86400.000,    2990.822,
Is_True,          86.0549%,
Analysis,STARLINK-2051 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    6315.708,    6315.708,
    7597.428,   17788.103,   10190.675,
   19212.900,   35092.016,   15879.117,
   36622.807,   46598.969,    9976.162,
   48186.380,   63847.847,   15661.467,
   65545.789,   75385.691,    9839.901,
   77128.512,   81147.972,    4019.460,
   82910.343,   86400.000,    3489.657,
Is_True,          87.2363%,
Analysis,STARLINK-2051 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    6259.749,    6259.749,
    7561.411,   17752.996,   10191.586,
   19188.893,   35068.221,   15879.328,
   36572.969,   46554.233,    9981.264,
   48135.717,   63814.305,   15678.588,
   65519.283,   75358.736,    9839.454,
   77103.145,   81122.316,    4019.171,
   82861.861,   86400.000,    3538.139,
Is_True,          87.2538%,
Analysis,STARLINK-2051 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    6258.156,    6258.156,
    7612.229,   17797.288,   10185.058,
   19165.033,   35024.424,   15859.391,
   36564.379,   46543.714,    9979.335,
   48170.177,   63837.037,   15666.860,
   65501.333,   75334.832,    9833.499,
   77070.884,   81091.205,    4020.321,
   82860.260,   86400.000,    3539.740,
Is_True,          87.2018%,
Analysis,STARLINK-1377 - STARLINK-2437,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2538,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1554,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3691,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2129,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2158,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3077,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1236,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1975,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1596,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1909,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3793,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1142,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3618,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2345,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2474,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1471,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1982,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-3415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-1887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1377 - STARLINK-2269,
