
SOAP Analysis Report Output for starlink_80_sats_30.orb,
Generated: Mon Jan 09 14:19:11 2023,
Start: 1927/04/13 01:42:00.00, Stop: 1927/04/14 01:42:00.00,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3157,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-3842,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2460,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3798,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1467,
       Rise,         Set, Duration (s),
       0.000,     899.975,     899.975,
    3717.139,   13477.786,    9760.647,
   15317.603,   36759.013,   21441.411,
   44103.757,   60630.107,   16526.350,
   63021.455,   71925.803,    8904.348,
   72471.459,   82743.502,   10272.043,
Is_True,          78.4777%,
Analysis,STARLINK-3726 - STARLINK-1822,
       Rise,         Set, Duration (s),
       0.000,   48107.327,   48107.327,
   56250.485,   60728.665,    4478.180,
   62103.884,   69071.236,    6967.352,
   72471.462,   82743.629,   10272.167,
Is_True,          80.8160%,
Analysis,STARLINK-3726 - STARLINK-1983,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3230,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2544,
       Rise,         Set, Duration (s),
    2711.670,   10760.194,    8048.523,
   21899.962,   30528.553,    8628.591,
   32449.580,   39550.416,    7100.836,
   41695.798,   63882.053,   22186.255,
   65039.428,   77775.803,   12736.376,
   82012.869,   86400.000,    4387.131,
Is_True,          73.0182%,
Analysis,STARLINK-3726 - STARLINK-1496,
       Rise,         Set, Duration (s),
       0.000,     810.972,     810.972,
    4501.138,   13024.253,    8523.115,
   22156.606,   30423.081,    8266.475,
   32783.689,   37177.249,    4393.560,
   41699.314,   68322.171,   26622.857,
   68920.798,   74625.807,    5705.009,
   76746.579,   86400.000,    9653.421,
Is_True,          74.0456%,
Analysis,STARLINK-3726 - STARLINK-2149,
       Rise,         Set, Duration (s),
       0.000,    3486.373,    3486.373,
    3608.158,   27789.881,   24181.723,
   30196.837,   35855.494,    5658.657,
   36081.225,   45885.572,    9804.348,
   58616.381,   67875.803,    9259.422,
   68477.709,   74059.791,    5582.082,
   76911.697,   86400.000,    9488.303,
Is_True,          78.0798%,
Analysis,STARLINK-3726 - STARLINK-2100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2397,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3369,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1168,
       Rise,         Set, Duration (s),
    3267.146,   12890.663,    9623.516,
   22142.540,   30243.788,    8101.247,
   35163.643,   36776.591,    1612.949,
   43875.365,   60630.104,   16754.738,
   67799.314,   68997.291,    1197.978,
   73930.447,   82796.123,    8865.676,
Is_True,          53.4214%,
Analysis,STARLINK-3726 - STARLINK-1396,
       Rise,         Set, Duration (s),
       0.000,    3482.857,    3482.857,
    3601.124,   28675.815,   25074.692,
   30685.499,   42454.326,   11768.827,
   49089.037,   57258.619,    8169.582,
   57712.862,   73725.807,   16012.945,
   75603.640,   86400.000,   10796.360,
Is_True,          87.1589%,
Analysis,STARLINK-3726 - STARLINK-3003,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1273,
       Rise,         Set, Duration (s),
       0.000,   28672.303,   28672.303,
   30727.693,   42457.838,   11730.145,
   43274.193,   57258.619,   13984.426,
   57712.865,   73796.481,   16083.615,
   75670.677,   86400.000,   10729.323,
Is_True,          93.9813%,
Analysis,STARLINK-3726 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2575,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2507,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3538,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3702,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2751,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1693,
       Rise,         Set, Duration (s),
       0.000,   36709.671,   36709.671,
   45478.610,   63871.389,   18392.779,
   68695.678,   86400.000,   17704.322,
Is_True,          84.2671%,
Analysis,STARLINK-3726 - STARLINK-2754,
       Rise,         Set, Duration (s),
    2817.153,    9297.694,    6480.541,
   21906.994,   30584.800,    8677.806,
   32636.032,   39529.322,    6893.290,
   41695.678,   62546.119,   20850.441,
   65278.490,   77550.803,   12272.313,
   82069.115,   86400.000,    4330.885,
Is_True,          68.8718%,
Analysis,STARLINK-3726 - STARLINK-1346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3863,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1647,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2725,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3237,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2680,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1976,
       Rise,         Set, Duration (s),
       0.000,   13034.807,   13034.807,
   22146.056,   30342.225,    8196.169,
   35107.393,   36744.827,    1637.434,
   41453.096,   62982.057,   21528.961,
   65049.975,   77325.807,   12275.832,
   83366.381,   86400.000,    3033.619,
Is_True,          69.1051%,
Analysis,STARLINK-3726 - STARLINK-3660,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2456,
       Rise,         Set, Duration (s),
       0.000,   17968.338,   17968.338,
   19586.685,   31338.271,   11751.586,
   33539.304,   37208.890,    3669.586,
   45464.548,   62992.724,   17528.176,
   65043.064,   75353.421,   10310.357,
   81907.152,   86400.000,    4492.848,
Is_True,          76.0658%,
Analysis,STARLINK-3726 - STARLINK-1113,
       Rise,         Set, Duration (s),
     799.195,    6643.383,    5844.188,
    9391.379,   30089.090,   20697.710,
   35814.158,   36685.061,     870.904,
   41959.590,   50244.827,    8285.237,
   62111.036,   68933.886,    6822.850,
   73937.595,   76924.905,    2987.310,
   83524.708,   86400.000,    2875.292,
Is_True,          55.9994%,
Analysis,STARLINK-3726 - STARLINK-1026,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3829,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-3678,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2182,
       Rise,         Set, Duration (s),
    1800.018,   14396.456,   12596.438,
   18032.775,   30215.666,   12182.891,
   33033.174,   63899.759,   30866.585,
   64821.462,   86400.000,   21578.538,
Is_True,          89.3802%,
Analysis,STARLINK-3726 - STARLINK-2475,
       Rise,         Set, Duration (s),
       0.000,   53844.947,   53844.947,
   57726.683,   67046.243,    9319.560,
   71174.190,   86400.000,   15225.810,
Is_True,          90.7295%,
Analysis,STARLINK-3726 - STARLINK-2178,
       Rise,         Set, Duration (s),
       0.000,    3482.850,    3482.850,
    4276.134,   27825.045,   23548.911,
   30168.712,   35862.529,    5693.817,
   36077.709,   45871.630,    9793.921,
   62114.428,   67875.807,    5761.379,
   69602.709,   75525.803,    5923.094,
   76795.677,   86400.000,    9604.323,
Is_True,          73.8522%,
Analysis,STARLINK-3726 - STARLINK-2485,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2381,
       Rise,         Set, Duration (s),
       0.000,    6970.350,    6970.350,
   10817.603,   24720.741,   13903.138,
   25211.674,   35971.513,   10759.839,
   39617.940,   44546.123,    4928.183,
   51008.568,   71982.057,   20973.489,
   72063.529,   86400.000,   14336.471,
Is_True,          83.1846%,
Analysis,STARLINK-3726 - STARLINK-3892,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3767,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1048,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1696,
       Rise,         Set, Duration (s),
    3267.146,    9526.210,    6259.063,
   21885.903,   30391.444,    8505.541,
   34221.455,   36720.341,    2498.886,
   41713.256,   62978.541,   21265.285,
   65046.459,   77382.053,   12335.594,
   83366.381,   86400.000,    3033.619,
Is_True,          62.3819%,
Analysis,STARLINK-3726 - STARLINK-3254,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2350,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1292,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-2565,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3684,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-3192,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-2379,
       Rise,         Set, Duration (s),
       0.000,   27898.873,   27898.873,
   28822.231,   53964.479,   25142.247,
   57937.865,   67939.208,   10001.343,
   68474.193,   86400.000,   17925.807,
Is_True,          93.7133%,
Analysis,STARLINK-3726 - STARLINK-2619,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-3356,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1722,
       Rise,         Set, Duration (s),
       0.000,    2586.376,    2586.376,
    3720.673,   10753.159,    7032.487,
   16215.204,   21293.003,    5077.799,
   21910.520,   45888.968,   23978.448,
   56362.986,   60183.619,    3820.634,
   63700.095,   68993.655,    5293.560,
   73986.817,   77097.167,    3110.350,
   83419.119,   86400.000,    2980.881,
Is_True,          62.3617%,
Analysis,STARLINK-3726 - STARLINK-1208,
       Rise,         Set, Duration (s),
       0.000,   35785.182,   35785.182,
   36640.209,   49482.301,   12842.092,
   56250.365,   61185.572,    4935.207,
   62107.396,   65457.057,    3349.660,
   71170.677,   84430.765,   13260.087,
Is_True,          81.2179%,
Analysis,STARLINK-3726 - STARLINK-2271,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - STARLINK-1982,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3726 - STARLINK-1826,
       Rise,         Set, Duration (s),
       0.000,    3138.330,    3138.330,
    3724.192,   12437.140,    8712.948,
   15329.263,   21578.885,    6249.622,
   21906.997,   39564.603,   17657.606,
   41952.439,   53728.811,   11776.373,
   62111.032,   65453.421,    3342.388,
   73821.455,   82687.135,    8865.679,
Is_True,          69.1469%,
Analysis,STARLINK-3726 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    6971.463,    6971.463,
    7200.021,   86400.000,   79199.979,
Is_True,          99.7355%,
Analysis,STARLINK-3726 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3726 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1174 - STARLINK-1102,
       Rise,         Set, Duration (s),
     947.002,    8842.531,    7895.529,
   12605.274,   18854.938,    6249.664,
   21647.526,   35958.262,   14310.735,
   38745.024,   46641.940,    7896.916,
   50553.145,   56654.017,    6100.872,
   61233.489,   73759.626,   12526.137,
   76544.918,   84443.486,    7898.568,
Is_True,          72.7760%,
Analysis,STARLINK-1174 - STARLINK-3641,
       Rise,         Set, Duration (s),
    2836.783,   20605.260,   17768.477,
Is_True,          20.5654%,
Analysis,STARLINK-1174 - STARLINK-1442,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1916,
       Rise,         Set, Duration (s),
    8508.125,   25965.651,   17457.526,
   84624.823,   86400.000,    1775.177,
Is_True,          22.2601%,
Analysis,STARLINK-1174 - STARLINK-3694,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2116,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1161,
       Rise,         Set, Duration (s),
    3403.876,    3826.387,     422.512,
   11318.673,   18112.028,    6793.355,
   78876.379,   79264.592,     388.213,
Is_True,           8.8010%,
Analysis,STARLINK-1174 - STARLINK-2251,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1829,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2477,
       Rise,         Set, Duration (s),
   15184.681,   32493.645,   17308.964,
Is_True,          20.0335%,
Analysis,STARLINK-1174 - STARLINK-2727,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1653,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1141,
       Rise,         Set, Duration (s),
       0.000,   15255.460,   15255.460,
   19041.221,   33434.755,   14393.535,
   36021.689,   74381.241,   38359.552,
   76917.198,   81581.240,    4664.042,
   85862.704,   86400.000,     537.296,
Is_True,          84.7337%,
Analysis,STARLINK-1174 - STARLINK-3241,
       Rise,         Set, Duration (s),
       0.000,    6652.871,    6652.871,
   16910.606,   19792.519,    2881.913,
   23688.728,   27860.882,    4172.154,
   30357.872,   46349.550,   15991.679,
   47027.208,   66369.280,   19342.073,
   73526.231,   77223.769,    3697.538,
Is_True,          61.0396%,
Analysis,STARLINK-1174 - STARLINK-1898,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3157,
       Rise,         Set, Duration (s),
       0.000,    2107.142,    2107.142,
    5992.860,   12344.640,    6351.780,
   17917.857,   48262.021,   30344.164,
   53550.484,   60165.929,    6615.445,
   64125.488,   75599.520,   11474.032,
   77850.474,   81337.010,    3486.536,
   83362.973,   86400.000,    3037.027,
Is_True,          73.3983%,
Analysis,STARLINK-1174 - STARLINK-3842,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2460,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3415,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3798,
       Rise,         Set, Duration (s),
       0.000,     981.131,     981.131,
    4727.372,   25086.482,   20359.110,
   25284.535,   31696.701,    6412.165,
   36545.536,   44370.529,    7824.993,
   46809.821,   53710.693,    6900.872,
   56703.578,   71739.223,   15035.644,
   74063.839,   76912.033,    2848.193,
   80675.398,   86400.000,    5724.602,
Is_True,          76.4892%,
Analysis,STARLINK-1174 - STARLINK-1467,
       Rise,         Set, Duration (s),
   57377.684,   58077.588,     699.904,
   68326.503,   72060.696,    3734.194,
Is_True,           5.1321%,
Analysis,STARLINK-1174 - STARLINK-1822,
       Rise,         Set, Duration (s),
   28143.107,   28906.761,     763.653,
   39057.241,   39791.459,     734.218,
   50017.473,   50630.471,     612.998,
   61052.676,   61395.242,     342.567,
Is_True,           2.8396%,
Analysis,STARLINK-1174 - STARLINK-1983,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3230,
       Rise,         Set, Duration (s),
       0.000,    3142.939,    3142.939,
    4535.193,   16614.793,   12079.601,
   28807.071,   43164.818,   14357.747,
   43685.205,   53542.930,    9857.724,
   54035.181,   60742.913,    6707.732,
   63907.070,   69742.933,    5835.863,
   72457.049,   86400.000,   13942.951,
Is_True,          76.3016%,
Analysis,STARLINK-1174 - STARLINK-2544,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1496,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2149,
       Rise,         Set, Duration (s),
   24885.099,   25325.792,     440.693,
   32556.740,   42299.427,    9742.687,
Is_True,          11.7863%,
Analysis,STARLINK-1174 - STARLINK-2100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2397,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3369,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1168,
       Rise,         Set, Duration (s),
   56756.456,   74252.597,   17496.141,
Is_True,          20.2502%,
Analysis,STARLINK-1174 - STARLINK-1396,
       Rise,         Set, Duration (s),
   42689.198,   43509.068,     819.871,
   53780.525,   54607.060,     826.535,
Is_True,           1.9056%,
Analysis,STARLINK-1174 - STARLINK-3003,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1273,
       Rise,         Set, Duration (s),
   42615.477,   43417.170,     801.693,
   53778.136,   54573.693,     795.557,
Is_True,           1.8487%,
Analysis,STARLINK-1174 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2575,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2507,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3538,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3702,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2751,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1693,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2754,
       Rise,         Set, Duration (s),
       0.000,    4331.777,    4331.777,
   81639.404,   86400.000,    4760.596,
Is_True,          10.5236%,
Analysis,STARLINK-1174 - STARLINK-1346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3863,
       Rise,         Set, Duration (s),
       0.000,    8215.266,    8215.266,
   11824.163,   18110.905,    6286.742,
   23492.880,   35941.891,   12449.011,
   39658.349,   52107.176,   12448.828,
   55824.181,   61989.123,    6164.943,
   71205.561,   79165.219,    7959.657,
   82891.262,   86400.000,    3508.738,
Is_True,          66.0106%,
Analysis,STARLINK-1174 - STARLINK-1647,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2725,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3237,
       Rise,         Set, Duration (s),
       0.000,    1290.233,    1290.233,
    3656.252,   27449.999,   23793.748,
   32062.501,   49443.749,   17381.248,
   53493.751,   57431.229,    3937.478,
   64518.750,   67883.203,    3364.453,
   69489.927,   86400.000,   16910.073,
Is_True,          77.1727%,
Analysis,STARLINK-1174 - STARLINK-2680,
       Rise,         Set, Duration (s),
     907.471,   10792.090,    9884.619,
   11707.910,   31499.121,   19791.211,
   34341.504,   50845.605,   16504.101,
   54285.727,   63829.687,    9543.960,
   65493.457,   80770.605,   15277.148,
   84674.707,   86400.000,    1725.293,
Is_True,          84.1740%,
Analysis,STARLINK-1174 - STARLINK-1976,
       Rise,         Set, Duration (s),
   78436.270,   79880.956,    1444.685,
Is_True,           1.6721%,
Analysis,STARLINK-1174 - STARLINK-3660,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-2456,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1113,
       Rise,         Set, Duration (s),
   82391.236,   86400.000,    4008.764,
Is_True,           4.6398%,
Analysis,STARLINK-1174 - STARLINK-1026,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3829,
       Rise,         Set, Duration (s),
    1016.685,   28293.026,   27276.340,
   38735.826,   57293.444,   18557.618,
   60307.701,   61985.213,    1677.513,
   66296.595,   71521.178,    5224.583,
   72095.535,   78282.415,    6186.880,
   83269.343,   86400.000,    3130.657,
Is_True,          71.8213%,
Analysis,STARLINK-1174 - STARLINK-3678,
       Rise,         Set, Duration (s),
       0.000,    6257.627,    6257.627,
   15127.920,   20998.642,    5870.722,
   30754.873,   49011.204,   18256.331,
   50442.373,   55290.049,    4847.676,
   58542.374,   68013.096,    9470.722,
   68892.373,   86400.000,   17507.627,
Is_True,          72.0031%,
Analysis,STARLINK-1174 - STARLINK-2182,
       Rise,         Set, Duration (s),
   64316.361,   65275.143,     958.783,
Is_True,           1.1097%,
Analysis,STARLINK-1174 - STARLINK-2475,
       Rise,         Set, Duration (s),
   28162.164,   28911.589,     749.425,
   39182.534,   39938.969,     756.435,
   50373.857,   50798.158,     424.302,
Is_True,           2.2340%,
Analysis,STARLINK-1174 - STARLINK-2178,
       Rise,         Set, Duration (s),
   32058.192,   39052.723,    6994.531,
   40235.771,   46976.398,    6740.627,
Is_True,          15.8972%,
Analysis,STARLINK-1174 - STARLINK-2485,
       Rise,         Set, Duration (s),
       0.000,     848.405,     848.405,
    4088.604,   21584.009,   17495.405,
   21698.131,   26514.255,    4816.124,
   42317.800,   46346.811,    4029.011,
   47255.534,   64337.427,   17081.893,
   64854.689,   69273.283,    4418.594,
   72521.206,   76485.504,    3964.298,
   85079.548,   86400.000,    1320.452,
Is_True,          62.4701%,
Analysis,STARLINK-1174 - STARLINK-2381,
       Rise,         Set, Duration (s),
   21088.043,   21929.728,     841.685,
Is_True,           0.9742%,
Analysis,STARLINK-1174 - STARLINK-3892,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-3767,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1048,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1174 - STARLINK-1696,
       Rise,         Set, Duration (s),
   78103.212,   86400.000,    8296.788,
Is_True,           9.6028%,
Analysis,STARLINK-1174 - STARLINK-3254,
       Rise,         Set, Duration (s),
       0.000,    6519.641,    6519.641,
   11019.198,   18737.971,    7718.773,
   25849.535,   39403.971,   13554.435,
