
SOAP Analysis Report Output for starlink_80_sats_3.orb,
Generated: Mon Jan 09 14:04:27 2023,
Start: 1949/03/29 01:42:00.00, Stop: 1949/03/30 01:42:00.00,
   54036.990,   86400.000,   32363.010,
Is_True,          90.7832%,
Analysis,STARLINK-3218 - STARLINK-1479,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2057,
       Rise,         Set, Duration (s),
       8.870,   10748.944,   10740.074,
   27080.093,   37319.122,   10239.029,
   40079.963,   46734.881,    6654.918,
   46858.088,   57541.001,   10682.913,
   64816.813,   74691.131,    9874.318,
   80558.864,   86400.000,    5841.136,
Is_True,          62.5375%,
Analysis,STARLINK-3218 - STARLINK-3613,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2475,
       Rise,         Set, Duration (s),
    2807.308,    8948.945,    6141.637,
   10908.219,   20685.020,    9776.802,
   28808.869,   38810.664,   10001.795,
   43278.260,   53941.914,   10663.654,
   54065.120,   61121.740,    7056.620,
   63964.199,   82298.032,   18333.832,
   82801.836,   86400.000,    3598.164,
Is_True,          75.8941%,
Analysis,STARLINK-3218 - STARLINK-1524,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1922,
       Rise,         Set, Duration (s),
       0.000,    3548.944,    3548.944,
    5415.900,   33691.000,   28275.100,
   38294.026,   49898.946,   11604.920,
   50422.929,   61163.006,   10740.077,
   76508.869,   84584.100,    8075.231,
Is_True,          72.0420%,
Analysis,STARLINK-3218 - STARLINK-3632,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2274,
       Rise,         Set, Duration (s),
       0.000,    1784.100,    1784.100,
    3629.962,   16191.133,   12561.171,
   25672.932,   37320.040,   11647.108,
   40072.927,   46348.166,    6275.239,
   46858.088,   57120.038,   10261.950,
   57644.021,   82327.072,   24683.051,
   83715.897,   86400.000,    2684.103,
Is_True,          80.8990%,
Analysis,STARLINK-3218 - STARLINK-3769,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2356,
       Rise,         Set, Duration (s),
       0.000,    1790.214,    1790.214,
    5754.312,   33690.999,   27936.687,
   38301.971,   49905.062,   11603.091,
   50429.962,   61177.070,   10747.108,
   76952.751,   85033.186,    8080.435,
Is_True,          69.6268%,
Analysis,STARLINK-3218 - STARLINK-1305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1742,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2441,
       Rise,         Set, Duration (s),
       0.000,   12591.131,   12591.131,
   27451.835,   37305.980,    9854.145,
   40058.866,   46334.104,    6275.238,
   46844.020,   57120.041,   10276.020,
   57636.993,   82341.134,   24704.141,
   83722.932,   86400.000,    2677.068,
Is_True,          76.8261%,
Analysis,STARLINK-3218 - STARLINK-1307,
       Rise,         Set, Duration (s),
       0.000,    1699.727,    1699.727,
    4600.276,   10763.009,    6162.733,
   10872.149,   21520.823,   10648.674,
   27100.274,   39127.073,   12026.800,
   43250.138,   53927.854,   10677.716,
   54058.085,   80970.956,   26912.871,
Is_True,          78.8525%,
Analysis,STARLINK-3218 - STARLINK-1699,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-3681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1074,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3524,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2228,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-3726,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-1750,
       Rise,         Set, Duration (s),
       0.000,    7184.100,    7184.100,
   10816.812,   30120.039,   19303.227,
   34658.865,   43127.851,    8468.986,
   43258.084,   50363.011,    7104.927,
   50879.961,   64777.070,   13897.109,
   76536.991,   84598.165,    8061.175,
Is_True,          74.0967%,
Analysis,STARLINK-3218 - STARLINK-2198,
       Rise,         Set, Duration (s),
       0.000,    5391.135,    5391.135,
    9015.901,   31913.009,   22897.108,
   36486.992,   42720.040,    6233.048,
   45501.054,   49934.104,    4433.050,
   50458.084,   61177.073,   10718.989,
   76501.834,   86400.000,    9898.166,
Is_True,          68.9485%,
Analysis,STARLINK-3218 - STARLINK-3879,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3373,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1864,
       Rise,         Set, Duration (s),
       0.000,   16113.791,   16113.791,
   23465.119,   46348.164,   22883.045,
   46836.989,   51735.016,    4898.027,
   60751.837,   86400.000,   25648.163,
Is_True,          80.4896%,
Analysis,STARLINK-3218 - STARLINK-1451,
       Rise,         Set, Duration (s),
       0.000,    7190.219,    7190.219,
   12615.898,   26519.126,   13903.228,
   31051.837,   39098.028,    8046.192,
   41873.844,   46283.969,    4410.125,
   49101.056,   53962.094,    4861.038,
   57616.812,   77840.214,   20223.402,
   84173.845,   86400.000,    2226.155,
Is_True,          70.4402%,
Analysis,STARLINK-3218 - STARLINK-3554,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3764,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1331,
       Rise,         Set, Duration (s),
       0.000,    3513.787,    3513.787,
    4586.212,   10785.934,    6199.723,
   12714.339,   16113.789,    3399.450,
   21636.990,   46770.037,   25133.047,
   46872.148,   53934.881,    7062.733,
   54044.022,   82291.917,   28247.895,
Is_True,          85.1350%,
Analysis,STARLINK-3218 - STARLINK-1400,
       Rise,         Set, Duration (s),
       0.000,    7184.105,    7184.105,
   12601.833,   30147.250,   17545.417,
   34686.075,   86400.000,   51713.925,
Is_True,          88.4762%,
Analysis,STARLINK-3218 - STARLINK-1133,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3234,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2328,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2265,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-1550,
       Rise,         Set, Duration (s),
       0.000,   10755.978,   10755.978,
   12686.209,   15410.664,    2724.455,
   21608.868,   46706.761,   25097.893,
   48629.043,   53541.135,    4912.092,
   54036.992,   86400.000,   32363.008,
Is_True,          87.7933%,
Analysis,STARLINK-3218 - STARLINK-2548,
       Rise,         Set, Duration (s),
      72.146,    6185.666,    6113.519,
    9114.333,   14341.916,    5227.582,
   14436.992,   28777.067,   14340.075,
   32500.272,   50377.070,   17876.798,
   50493.240,   64791.135,   14297.894,
   66601.834,   86400.000,   19798.166,
Is_True,          89.8774%,
Analysis,STARLINK-3218 - STARLINK-3862,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1926,
       Rise,         Set, Duration (s),
       0.000,   12591.133,   12591.133,
   27079.178,   37313.010,   10233.832,
   41886.989,   46334.103,    4447.114,
   46829.962,   57120.954,   10290.992,
   57622.928,   81877.071,   24254.143,
   83250.919,   86400.000,    3149.081,
Is_True,          75.1925%,
Analysis,STARLINK-3218 - STARLINK-3775,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1865,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-3825,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1572,
       Rise,         Set, Duration (s),
       0.000,    5045.688,    5045.688,
    9015.899,   30127.071,   21111.172,
   34665.900,   40905.976,    6240.077,
   43658.869,   48091.000,    4432.131,
   50915.119,   68398.167,   17483.048,
   69765.895,   85948.166,   16182.270,
Is_True,          81.5907%,
Analysis,STARLINK-3218 - STARLINK-3043,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-1848,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3606,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2046,
       Rise,         Set, Duration (s),
       0.000,   12584.100,   12584.100,
   23486.212,   35527.071,   12040.859,
   37851.056,   49898.945,   12047.889,
   50409.784,   61169.124,   10759.341,
   76515.896,   85484.102,    8968.206,
Is_True,          65.2782%,
Analysis,STARLINK-3218 - STARLINK-1492,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2645,
       Rise,         Set, Duration (s),
    1879.178,   14341.915,   12462.737,
   16300.271,   19720.819,    3420.549,
   28872.149,   39548.945,   10676.796,
   39672.150,   78734.102,   39061.952,
   84622.930,   86400.000,    1777.070,
Is_True,          78.0082%,
Analysis,STARLINK-3218 - STARLINK-3132,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2480,
       Rise,         Set, Duration (s),
       0.000,   28777.987,   28777.987,
   28807.043,   82770.958,   53963.915,
   82829.047,   86400.000,    3570.953,
Is_True,          99.8991%,
Analysis,STARLINK-3218 - FALCON 9 DEB18,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - FALCON 9 DEB6,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-3597,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-2689,
       Rise,         Set, Duration (s),
       0.000,    5363.009,    5363.009,
    7229.963,   33727.072,   26497.108,
   36451.836,   42691.914,    6240.077,
   45465.898,   49905.976,    4440.077,
   50415.901,   61148.946,   10733.045,
   80551.835,   86400.000,    5848.165,
Is_True,          68.4276%,
Analysis,STARLINK-3218 - STARLINK-1601,
       Rise,         Set, Duration (s),
    2779.181,    8949.862,    6170.681,
   10879.180,   21534.886,   10655.706,
   31396.365,   39134.100,    7737.735,
   43293.240,   53927.851,   10634.612,
   54058.083,   80948.944,   26890.861,
Is_True,          71.8630%,
Analysis,STARLINK-3218 - STARLINK-1230,
       Rise,         Set, Duration (s),
       0.000,    5292.699,    5292.699,
    8214.337,   35992.048,   27777.711,
   37815.896,   57555.976,   19740.080,
   57679.180,   86400.000,   28720.820,
Is_True,          94.3649%,
Analysis,STARLINK-3218 - STARLINK-3799,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - STARLINK-2131,
       Rise,         Set, Duration (s),
       0.000,    7133.969,    7133.969,
    9101.188,   14298.813,    5197.624,
   15415.250,   25126.933,    9711.683,
   28837.910,   38802.718,    9964.808,
   39630.874,   46769.125,    7138.251,
   47611.345,   57245.688,    9634.343,
   61202.752,   68305.840,    7103.088,
   68451.968,   86400.000,   17948.032,
Is_True,          85.4535%,
Analysis,STARLINK-3218 - STARLINK-2191,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-3708,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3218 - STARLINK-1648,
       Rise,         Set, Duration (s),
    3961.345,   15845.683,   11884.338,
   22101.969,   33691.000,   11589.032,
   38316.034,   42698.027,    4381.993,
   45501.969,   49940.215,    4438.246,
   50859.785,   64797.250,   13937.465,
   69344.938,   80997.249,   11652.310,
Is_True,          66.9947%,
Analysis,STARLINK-3218 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - IOAG-North1,
       Rise,         Set, Duration (s),
       7.951,   86392.049,   86384.098,
Is_True,          99.9816%,
Analysis,STARLINK-3218 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,   21549.863,   21549.863,
   21622.015,   64777.986,   43155.971,
   64857.170,   86400.000,   21542.830,
Is_True,          99.8248%,
Analysis,STARLINK-3218 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3218 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   71978.903,   71978.903,
   72000.004,   86400.000,   14399.996,
Is_True,          99.9756%,
Analysis,STARLINK-3684 - STARLINK-1866,
       Rise,         Set, Duration (s),
       0.000,    6739.161,    6739.161,
    7434.086,   13939.158,    6505.072,
   16885.839,   24513.280,    7627.441,
   41410.841,   50388.280,    8977.439,
   52436.717,   64790.920,   12354.203,
   65033.207,   86400.000,   21366.793,
Is_True,          73.5765%,
Analysis,STARLINK-3684 - STARLINK-3532,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-1606,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-2143,
       Rise,         Set, Duration (s),
       0.000,    7863.283,    7863.283,
   11485.842,   19339.161,    7853.319,
   21833.204,   57140.039,   35306.835,
   57609.083,   68139.838,   10530.755,
   72458.205,   86400.000,   13941.795,
Is_True,          87.3796%,
Analysis,STARLINK-3684 - STARLINK-1442,
       Rise,         Set, Duration (s),
       0.000,   13263.283,   13263.283,
   16436.718,   28114.159,   11677.441,
   30385.845,   45666.797,   15280.952,
   50410.841,   86397.356,   35986.515,
Is_True,          88.2039%,
Analysis,STARLINK-3684 - STARLINK-1059,
       Rise,         Set, Duration (s),
       0.000,   11688.281,   11688.281,
   15086.718,   20915.037,    5828.319,
   23410.844,   28340.915,    4930.070,
   29260.837,   60739.162,   31478.325,
   61207.326,   73766.598,   12559.272,
   75607.327,   86400.000,   10792.673,
Is_True,          89.4409%,
Analysis,STARLINK-3684 - STARLINK-1929,
       Rise,         Set, Duration (s),
     685.842,   10339.162,    9653.320,
   13284.080,   19340.035,    6055.955,
   23859.082,   43190.919,   19331.837,
   46809.962,   61190.919,   14380.957,
   61433.201,   71766.796,   10333.594,
Is_True,          69.1616%,
Analysis,STARLINK-3684 - STARLINK-2256,
       Rise,         Set, Duration (s),
       0.000,    6965.040,    6965.040,
    7659.961,   14165.039,    6505.078,
   14633.202,   24739.159,   10105.957,
   43209.959,   52191.793,    8981.835,
   54009.083,   59390.034,    5380.952,
   61210.840,   78967.672,   17756.832,
   83933.202,   86400.000,    2466.798,
Is_True,          67.3177%,
Analysis,STARLINK-3684 - STARLINK-1131,
       Rise,         Set, Duration (s),
    6533.205,   17088.284,   10555.078,
   19809.086,   46790.040,   26980.954,
   50404.397,   64341.792,   13937.396,
   64809.082,   71961.914,    7152.833,
   73800.882,   84139.163,   10338.281,
Is_True,          79.8201%,
Analysis,STARLINK-3684 - STARLINK-1973,
       Rise,         Set, Duration (s),
       0.000,   11464.161,   11464.161,
   14636.720,   28114.160,   13477.440,
   29034.966,   45665.920,   16630.954,
   50410.842,   71766.795,   21355.954,
   72235.841,   82763.669,   10527.827,
Is_True,          85.0189%,
Analysis,STARLINK-3684 - STARLINK-3149,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-3319,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-2663,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-2634,
       Rise,         Set, Duration (s),
     234.083,   10340.040,   10105.956,
   13283.207,   21365.041,    8081.834,
   23860.837,   61193.841,   37333.004,
   63005.567,   67938.281,    4932.714,
   68409.085,   74696.482,    6287.397,
   75833.201,   86400.000,   10566.799,
Is_True,          89.4765%,
Analysis,STARLINK-3684 - STARLINK-1479,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-2057,
       Rise,         Set, Duration (s),
       0.000,    3141.792,    3141.792,
    3609.080,   10337.403,    6728.322,
   13510.842,   19339.159,    5828.317,
   23859.962,   39589.161,   15729.199,
   45010.842,   52188.278,    7177.436,
   54009.087,   64790.039,   10780.952,
   65065.721,   86400.000,   21334.279,
Is_True,          81.8522%,
Analysis,STARLINK-3684 - STARLINK-3613,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-2475,
       Rise,         Set, Duration (s),
       0.000,    3138.283,    3138.283,
    6527.640,    7640.036,    1112.397,
   11260.843,   19114.160,    7853.316,
   21608.201,   57140.913,   35532.712,
   57606.153,   67941.792,   10335.639,
   68410.845,   79191.796,   10780.952,
   79433.207,   86400.000,    6966.793,
Is_True,          87.6390%,
Analysis,STARLINK-3684 - STARLINK-1524,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1922,
       Rise,         Set, Duration (s),
       0.000,    6964.162,    6964.162,
    7659.964,   14165.041,    6505.077,
   14634.083,   24740.918,   10106.835,
   41411.720,   50390.036,    8978.316,
   52208.207,   64563.284,   12355.077,
   65036.721,   86400.000,   21363.279,
Is_True,          76.7046%,
Analysis,STARLINK-3684 - STARLINK-3632,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-2274,
       Rise,         Set, Duration (s),
       9.962,    4715.038,    4705.076,
    7884.083,   12140.036,    4255.953,
   15084.963,   20914.156,    5829.193,
   27459.081,   39588.283,   12129.203,
   45009.087,   53960.157,    8951.070,
   54234.960,   60964.156,    6729.195,
   61435.843,   71767.677,   10331.834,
Is_True,          61.2633%,
Analysis,STARLINK-3684 - STARLINK-3769,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-2356,
       Rise,         Set, Duration (s),
    2710.839,    4489.155,    1778.315,
    7886.719,   11915.037,    4028.318,
   14860.845,   24740.040,    9879.196,
   41411.723,   50390.041,    8978.318,
   52209.960,   57588.282,    5378.323,
   59409.085,   64565.039,    5155.954,
   64807.328,   86400.000,   21592.672,
Is_True,          65.7304%,
Analysis,STARLINK-3684 - STARLINK-1305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1742,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-2441,
       Rise,         Set, Duration (s),
     461.717,   21139.158,   20677.441,
   25659.084,   41389.155,   15730.072,
   45007.325,   53992.676,    8985.351,
   55810.838,   61160.156,    5349.318,
   61434.962,   71735.158,   10300.196,
Is_True,          70.6509%,
Analysis,STARLINK-3684 - STARLINK-1307,
       Rise,         Set, Duration (s),
       0.000,   10114.161,   10114.161,
   13284.965,   19338.283,    6053.318,
   22060.841,   57140.035,   35079.194,
   57607.327,   67940.917,   10333.590,
   68410.839,   79192.676,   10781.836,
   81005.276,   86400.000,    5394.724,
Is_True,          89.9963%,
Analysis,STARLINK-3684 - STARLINK-1699,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-3681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1074,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-3524,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-2228,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-3726,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-1750,
       Rise,         Set, Duration (s),
       0.000,    3592.678,    3592.678,
    4059.085,   15515.039,   11455.954,
   18232.322,   48590.041,   30357.719,
   50407.327,   57591.794,    7184.468,
   57833.202,   64568.556,    6735.355,
   68664.843,   86400.000,   17735.157,
Is_True,          89.1914%,
Analysis,STARLINK-3684 - STARLINK-2198,
       Rise,         Set, Duration (s),
       0.000,     889.161,     889.161,
    4284.082,   15739.158,   11455.076,
   18686.718,   30141.792,   11455.074,
   37811.720,   50360.156,   12548.436,
   52210.843,   57589.161,    5378.318,
   59409.087,   64565.036,    5155.949,
   64806.450,   86400.000,   21593.550,
Is_True,          79.2541%,
Analysis,STARLINK-3684 - STARLINK-3879,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-3373,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1864,
       Rise,         Set, Duration (s),
     460.844,   21365.041,   20904.197,
   23860.837,   43194.720,   19333.882,
   46810.842,   61191.799,   14380.956,
   61433.205,   71966.601,   10533.396,
   79463.965,   86364.843,    6900.878,
Is_True,          83.3950%,
Analysis,STARLINK-3684 - STARLINK-1451,
       Rise,         Set, Duration (s),
       0.000,    3365.034,    3365.034,
    4059.965,    8313.279,    4253.314,
   11485.841,   17540.035,    6054.194,
   22285.839,   44991.792,   22705.953,
   46809.080,   53989.158,    7180.077,
   55809.083,   61191.795,    5382.712,
   61434.086,   71735.155,   10301.069,
   83965.721,   86400.000,    2434.279,
Is_True,          71.3850%,
Analysis,STARLINK-3684 - STARLINK-3554,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-3764,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-1331,
       Rise,         Set, Duration (s),
       0.000,   10114.159,   10114.159,
   13284.086,   21140.915,    7856.829,
   22059.962,   67940.042,   45880.080,
   68409.965,   79191.792,   10781.827,
   79432.325,   86400.000,    6967.675,
Is_True,          94.4451%,
Analysis,STARLINK-3684 - STARLINK-1400,
       Rise,         Set, Duration (s),
       0.000,   15517.674,   15517.674,
   18005.274,   46565.038,   28559.764,
   48600.008,   71962.794,   23362.786,
   76059.963,   86361.910,   10301.947,
Is_True,          89.9794%,
Analysis,STARLINK-3684 - STARLINK-1133,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3684 - STARLINK-3234,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3684 - STARLINK-2644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
