
SOAP Analysis Report Output for starlink_80_sats_49.orb,
Generated: Mon Jan 09 14:29:01 2023,
Analysis,STARLINK-3079 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3369,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3201,
       Rise,         Set, Duration (s),
    1915.317,    6198.750,    4283.433,
   11787.651,   21498.752,    9711.100,
   27037.972,   32045.620,    5007.648,
   36030.935,   48076.410,   12045.475,
   52680.937,   64747.965,   12067.028,
   76530.938,   86400.000,    9869.062,
Is_True,          61.3238%,
Analysis,STARLINK-3881 - STARLINK-3559,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3141,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-2527,
       Rise,         Set, Duration (s),
       0.000,   15963.994,   15963.994,
Is_True,          18.4768%,
Analysis,STARLINK-3881 - STARLINK-3127,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1700,
       Rise,         Set, Duration (s),
       0.000,    2930.443,    2930.443,
   53913.677,   60891.426,    6977.749,
   61580.610,   65663.118,    4082.508,
Is_True,          16.1929%,
Analysis,STARLINK-3881 - STARLINK-3603,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1351,
       Rise,         Set, Duration (s),
   37784.911,   49915.911,   12131.000,
Is_True,          14.0405%,
Analysis,STARLINK-3881 - STARLINK-2443,
       Rise,         Set, Duration (s),
   68272.555,   68873.042,     600.487,
   79161.576,   79770.431,     608.856,
Is_True,           1.3997%,
Analysis,STARLINK-3881 - STARLINK-3642,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1289,
       Rise,         Set, Duration (s),
   49890.105,   50627.679,     737.574,
   61148.069,   61374.797,     226.728,
Is_True,           1.1161%,
Analysis,STARLINK-3881 - STARLINK-2493,
       Rise,         Set, Duration (s),
   42842.441,   43566.395,     723.954,
Is_True,           0.8379%,
Analysis,STARLINK-3881 - STARLINK-2326,
       Rise,         Set, Duration (s),
   45885.750,   58028.920,   12143.170,
Is_True,          14.0546%,
Analysis,STARLINK-3881 - STARLINK-3531,
       Rise,         Set, Duration (s),
       0.000,   10574.620,   10574.620,
   15342.565,   31655.074,   16312.509,
   39213.651,   44711.346,    5497.695,
   47081.628,   51187.126,    4105.498,
   57656.633,   67499.623,    9842.991,
   71550.370,   74699.629,    3149.259,
   81619.125,   86400.000,    4780.875,
Is_True,          62.8049%,
Analysis,STARLINK-3881 - STARLINK-2594,
       Rise,         Set, Duration (s),
   14287.080,   14824.843,     537.763,
   25194.760,   25879.510,     684.750,
   74746.588,   75621.556,     874.967,
Is_True,           2.4276%,
Analysis,STARLINK-3881 - STARLINK-1681,
       Rise,         Set, Duration (s),
       0.000,     529.970,     529.970,
   57345.757,   58264.701,     918.944,
Is_True,           1.6770%,
Analysis,STARLINK-3881 - STARLINK-1830,
       Rise,         Set, Duration (s),
       0.000,    3656.135,    3656.135,
Is_True,           4.2316%,
Analysis,STARLINK-3881 - STARLINK-3776,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1459,
       Rise,         Set, Duration (s),
    6917.323,    7469.964,     552.641,
   53712.939,   54644.581,     931.642,
Is_True,           1.7179%,
Analysis,STARLINK-3881 - STARLINK-2100,
       Rise,         Set, Duration (s),
   28426.888,   29386.007,     959.119,
   86395.665,   86400.000,       4.335,
Is_True,           1.1151%,
Analysis,STARLINK-3881 - STARLINK-3394,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - FALCON 9 DEB10,
       Rise,         Set, Duration (s),
       0.000,   81787.500,   81787.500,
   82821.313,   86400.000,    3578.687,
Is_True,          98.8035%,
Analysis,STARLINK-3881 - STARLINK-2140,
       Rise,         Set, Duration (s),
   21262.815,   21880.164,     617.349,
   32335.909,   32860.975,     525.067,
   79194.589,   79875.663,     681.073,
Is_True,           2.1105%,
Analysis,STARLINK-3881 - STARLINK-1861,
       Rise,         Set, Duration (s),
   14987.071,   18939.422,    3952.351,
   83348.909,   86400.000,    3051.091,
Is_True,           8.1058%,
Analysis,STARLINK-3881 - STARLINK-1803,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3885,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3374,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3285,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1234,
       Rise,         Set, Duration (s),
   14146.912,   14895.663,     748.751,
   71997.772,   72569.780,     572.008,
Is_True,           1.5287%,
Analysis,STARLINK-3881 - STARLINK-3332,
       Rise,         Set, Duration (s),
       0.000,    1782.017,    1782.017,
    4968.140,   14171.050,    9202.910,
   14628.932,   24971.105,   10342.173,
   25428.990,   39370.970,   13941.981,
   39843.107,   57146.120,   17303.013,
Is_True,          60.8473%,
Analysis,STARLINK-3881 - STARLINK-1718,
       Rise,         Set, Duration (s),
    1428.734,   13580.369,   12151.635,
   60791.634,   72755.870,   11964.237,
Is_True,          27.9119%,
Analysis,STARLINK-3881 - STARLINK-3108,
       Rise,         Set, Duration (s),
       0.000,    1644.566,    1644.566,
    5101.569,   14251.452,    9149.884,
   17708.522,   27295.810,    9587.288,
   30753.585,   38547.337,    7793.752,
   43798.793,   51592.970,    7794.177,
   56406.463,   62848.772,    6442.309,
   68098.354,   75895.432,    7797.078,
   81145.767,   86400.000,    5254.233,
Is_True,          64.1936%,
Analysis,STARLINK-3881 - STARLINK-1644,
       Rise,         Set, Duration (s),
     758.416,    6424.370,    5665.953,
   11806.870,   17222.238,    5415.368,
   22604.752,   28020.619,    5415.867,
   31143.267,   38819.486,    7676.220,
   41942.285,   49618.836,    7676.552,
   52741.922,   60418.694,    7676.772,
   63542.155,   71219.102,    7676.947,
   74342.943,   82020.109,    7677.166,
   85144.248,   86400.000,    1255.752,
Is_True,          64.9729%,
Analysis,STARLINK-3881 - STARLINK-3109,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1168,
       Rise,         Set, Duration (s),
   24564.269,   36507.471,   11943.201,
   83542.116,   86400.000,    2857.884,
Is_True,          17.1309%,
Analysis,STARLINK-3881 - FALCON 9 DEB6,
       Rise,         Set, Duration (s),
       0.000,    6464.662,    6464.662,
    9172.685,   12512.118,    3339.434,
   16259.996,   19486.681,    3226.685,
   22138.436,   32227.374,   10088.937,
   33528.611,   37852.218,    4323.608,
   40391.373,   49017.968,    8626.596,
   51500.771,   61168.086,    9667.315,
   62384.897,   71911.732,    9526.836,
   74310.141,   77227.363,    2917.222,
   84857.032,   86400.000,    1542.968,
Is_True,          69.1253%,
Analysis,STARLINK-3881 - STARLINK-2524,
       Rise,         Set, Duration (s),
    4428.922,   13727.241,    9298.319,
   67442.629,   71621.622,    4178.994,
Is_True,          15.5987%,
Analysis,STARLINK-3881 - STARLINK-1675,
       Rise,         Set, Duration (s),
    7139.833,   13676.428,    6536.595,
   75468.214,   82081.946,    6613.733,
Is_True,          15.2203%,
Analysis,STARLINK-3881 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1975,
       Rise,         Set, Duration (s),
   17433.578,   29150.583,   11717.005,
   74413.711,   84817.578,   10403.867,
Is_True,          25.6029%,
Analysis,STARLINK-3881 - STARLINK-1992,
       Rise,         Set, Duration (s),
     606.764,   17859.750,   17252.985,
   20049.272,   26275.772,    6226.500,
   31542.545,   37191.216,    5648.671,
   40213.721,   45741.920,    5528.199,
   51009.303,   56660.650,    5651.347,
   61803.338,   68018.929,    6215.591,
   72591.246,   78932.297,    6341.051,
   79586.905,   86400.000,    6813.095,
Is_True,          69.0711%,
Analysis,STARLINK-3881 - STARLINK-1186,
       Rise,         Set, Duration (s),
   35335.927,   36271.780,     935.854,
Is_True,           1.0832%,
Analysis,STARLINK-3881 - STARLINK-2719,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1433,
       Rise,         Set, Duration (s),
   22054.778,   33232.882,   11178.104,
   77613.189,   86400.000,    8786.811,
Is_True,          23.1075%,
Analysis,STARLINK-3881 - STARLINK-1276,
       Rise,         Set, Duration (s),
   21435.875,   21985.857,     549.982,
Is_True,           0.6366%,
Analysis,STARLINK-3881 - STARLINK-3089,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1967,
       Rise,         Set, Duration (s),
   60755.849,   61464.526,     708.676,
Is_True,           0.8202%,
Analysis,STARLINK-3881 - STARLINK-1582,
       Rise,         Set, Duration (s),
   43433.826,   52959.362,    9525.537,
Is_True,          11.0249%,
Analysis,STARLINK-3881 - STARLINK-1593,
       Rise,         Set, Duration (s),
   22269.357,   31862.401,    9593.044,
   80233.603,   86400.000,    6166.397,
Is_True,          18.2401%,
Analysis,STARLINK-3881 - STARLINK-2636,
       Rise,         Set, Duration (s),
   43698.317,   53122.169,    9423.853,
Is_True,          10.9072%,
Analysis,STARLINK-3881 - STARLINK-3138,
       Rise,         Set, Duration (s),
       0.000,   23976.409,   23976.409,
   48032.617,   77974.442,   29941.824,
Is_True,          62.4054%,
Analysis,STARLINK-3881 - STARLINK-1134,
       Rise,         Set, Duration (s),
   14843.972,   19001.499,    4157.528,
   75371.225,   82130.964,    6759.739,
Is_True,          12.6357%,
Analysis,STARLINK-3881 - STARLINK-3183,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3050,
       Rise,         Set, Duration (s),
       0.000,    8402.113,    8402.113,
   20861.809,   86400.000,   65538.191,
Is_True,          85.5791%,
Analysis,STARLINK-3881 - STARLINK-3198,
       Rise,         Set, Duration (s),
       0.000,   23657.172,   23657.172,
   33970.948,   49349.478,   15378.530,
   55092.860,   66414.404,   11321.544,
   73050.570,   85771.548,   12720.978,
Is_True,          73.0072%,
Analysis,STARLINK-3881 - STARLINK-1719,
       Rise,         Set, Duration (s),
   39575.545,   40322.825,     747.279,
Is_True,           0.8649%,
Analysis,STARLINK-3881 - STARLINK-1073,
       Rise,         Set, Duration (s),
       0.000,    8849.437,    8849.437,
   70041.582,   84728.192,   14686.611,
Is_True,          27.2408%,
Analysis,STARLINK-3881 - STARLINK-2195,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3158,
       Rise,         Set, Duration (s),
       0.000,    1200.442,    1200.442,
    4201.414,    7804.579,    3603.166,
   11402.904,   17395.396,    5992.491,
   18604.618,   24597.325,    5992.707,
   28195.957,   31799.472,    3603.515,
   34800.881,   38545.519,    3744.638,
   42003.566,   47996.801,    5993.236,
   51595.948,   55199.893,    3603.945,
   58201.587,   64195.485,    5993.899,
   65545.677,   71398.961,    5853.284,
   74400.982,   86400.000,   11999.018,
Is_True,          66.6439%,
Analysis,STARLINK-3881 - STARLINK-2330,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-1232,
       Rise,         Set, Duration (s),
       0.000,    8880.167,    8880.167,
   14520.561,   24172.794,    9652.232,
   30731.692,   39467.159,    8735.467,
   46026.918,   55680.642,    9653.723,
   61322.525,   70977.479,    9654.954,
   76619.171,   86276.021,    9656.849,
Is_True,          65.0849%,
Analysis,STARLINK-3881 - STARLINK-1656,
       Rise,         Set, Duration (s),
   50226.007,   50924.217,     698.210,
Is_True,           0.8081%,
Analysis,STARLINK-3881 - STARLINK-1857,
       Rise,         Set, Duration (s),
   49938.272,   50723.200,     784.929,
Is_True,           0.9085%,
Analysis,STARLINK-3881 - STARLINK-1621,
       Rise,         Set, Duration (s),
   10556.847,   11246.874,     690.028,
Is_True,           0.7986%,
Analysis,STARLINK-3881 - STARLINK-1763,
       Rise,         Set, Duration (s),
       0.000,    4344.623,    4344.623,
   11848.356,   22765.137,   10916.781,
   32546.532,   43468.756,   10922.224,
   51493.563,   62366.651,   10873.088,
   72159.207,   83096.730,   10937.523,
Is_True,          55.5489%,
Analysis,STARLINK-3881 - STARLINK-3797,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-2427,
       Rise,         Set, Duration (s),
   61113.909,   61795.043,     681.134,
Is_True,           0.7883%,
Analysis,STARLINK-3881 - STARLINK-3722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3881 - STARLINK-3180,
       Rise,         Set, Duration (s),
       0.000,    1161.911,    1161.911,
    7219.340,   17250.284,   10030.944,
   20830.526,   22368.162,    1537.636,
   27975.588,   45824.411,   17848.823,
   47100.587,   52631.102,    5530.515,
   54412.210,   63562.051,    9149.841,
   66843.460,   86400.000,   19556.540,
Is_True,          75.0188%,
Analysis,STARLINK-3881 - STARLINK-1199,
       Rise,         Set, Duration (s),
     967.578,   13432.363,   12464.785,
   22502.177,   33918.490,   11416.314,
   40782.725,   52816.744,   12034.019,
   59626.538,   70818.467,   11191.929,
   73126.508,   81832.647,    8706.139,
Is_True,          64.5986%,
Analysis,STARLINK-3881 - STARLINK-1347,
       Rise,         Set, Duration (s),
    9696.832,   21215.792,   11518.960,
   65167.643,   76724.104,   11556.461,
Is_True,          26.7077%,
Analysis,STARLINK-3881 - STARLINK-1503,
       Rise,         Set, Duration (s),
       0.000,     387.133,     387.133,
   57567.607,   58402.008,     834.400,
Is_True,           1.4138%,
Analysis,STARLINK-3881 - STARLINK-2688,
       Rise,         Set, Duration (s),
   39103.804,   39629.642,     525.838,
   50045.167,   50715.618,     670.451,
Is_True,           1.3846%,
Analysis,STARLINK-3881 - STARLINK-2226,
       Rise,         Set, Duration (s),
   10082.557,   11044.700,     962.144,
   78458.747,   79436.235,     977.488,
Is_True,           2.2449%,
Analysis,STARLINK-3881 - STARLINK-2274,
       Rise,         Set, Duration (s),
   53539.733,   54281.512,     741.779,
   64728.168,   65070.733,     342.565,
Is_True,           1.2550%,
Analysis,STARLINK-3881 - STARLINK-1032,
       Rise,         Set, Duration (s),
    3430.662,    3947.183,     516.521,
   50202.306,   50649.968,     447.662,
   61077.821,   61738.553,     660.732,
Is_True,           1.8807%,
Analysis,STARLINK-3881 - STARLINK-2683,
       Rise,         Set, Duration (s),
   32142.509,   32618.172,     475.663,
   43027.126,   43687.527,     660.401,
Is_True,           1.3149%,
Analysis,STARLINK-3881 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    1351.629,    8706.148,    7354.519,
   12688.171,   20309.016,    7620.844,
   22479.799,   30842.556,    8362.756,
   33019.209,   41377.046,    8357.837,
   48838.279,   51919.290,    3081.011,
   59396.945,   67727.989,    8331.044,
   69943.100,   78259.373,    8316.273,
   80477.909,   86400.000,    5922.091,
Is_True,          66.3731%,
Analysis,STARLINK-3881 - IOAG-North1,
       Rise,         Set, Duration (s),
    1351.031,    9768.350,    8417.319,
   11918.691,   20317.531,    8398.840,
   22481.754,   30832.834,    8351.080,
   33006.384,   41371.677,    8365.293,
   48837.441,   51920.915,    3083.474,
   59397.210,   67735.277,    8338.066,
   69943.643,   78249.098,    8305.455,
   80467.778,   86400.000,    5932.222,
Is_True,          68.5090%,
Analysis,STARLINK-3881 - IOAG-North2,
       Rise,         Set, Duration (s),
    1375.809,    9752.503,    8376.694,
   11901.838,   20294.592,    8392.753,
   22457.676,   30845.864,    8388.188,
   33021.089,   41393.715,    8372.625,
   48848.770,   51910.660,    3061.890,
   59376.239,   67720.041,    8343.802,
   69930.426,   78267.757,    8337.331,
   80487.329,   86400.000,    5912.671,
Is_True,          68.5023%,
Analysis,STARLINK-3881 - IOAG-South1,
       Rise,         Set, Duration (s),
    1350.911,    9752.594,    8401.682,
   11896.045,   20288.764,    8392.719,
   22454.653,   30852.377,    8397.724,
   33028.553,   41383.958,    8355.404,
   48831.934,   51910.306,    3078.371,
   59373.554,   67715.470,    8341.916,
   69934.868,   78270.160,    8335.291,
   80486.835,   86400.000,    5913.165,
Is_True,          68.5374%,
Analysis,STARLINK-3881 - IOAG-South2,
       Rise,         Set, Duration (s),
    1348.287,    9774.560,    8426.274,
   11924.203,   20305.669,    8381.466,
   22460.923,   30832.854,    8371.931,
   33001.975,   41366.750,    8364.775,
   48844.021,   51927.444,    3083.423,
   59394.325,   67722.533,    8328.208,
   69927.692,   78249.844,    8322.151,
   80466.046,   86400.000,    5933.954,
Is_True,          68.5326%,
Analysis,STARLINK-3369 - STARLINK-3201,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3559,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3141,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-2527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3127,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-1700,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3603,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-1351,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-2443,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3642,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-1289,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-2493,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-2326,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-3531,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-2594,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-1681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3369 - STARLINK-1830,
