
SOAP Analysis Report Output for starlink_80_sats_17.orb,
Generated: Mon Jan 09 14:12:35 2023,
Start: 1913/06/03 01:42:00.00, Stop: 1913/06/04 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2621 - STARLINK-2121,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-3287,
       Rise,         Set, Duration (s),
       0.000,    6992.331,    6992.331,
    7825.824,   20962.046,   13136.222,
   25006.064,   25882.799,     876.735,
   38938.590,   39820.744,     882.154,
   50200.458,   51082.901,     882.443,
   58228.067,   67687.938,    9459.870,
   69057.437,   78951.069,    9893.631,
   83028.888,   86400.000,    3371.112,
Is_True,          52.6557%,
Analysis,STARLINK-2621 - STARLINK-1994,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-2693,
       Rise,         Set, Duration (s),
       0.000,   13280.429,   13280.429,
   16413.368,   19611.135,    3197.766,
   22226.398,   38925.147,   16698.749,
   42057.015,   45254.571,    3197.556,
   47870.368,   52946.004,    5075.636,
   54191.098,   58757.655,    4566.557,
   61368.815,   70898.335,    9529.521,
   73514.933,   77230.309,    3715.376,
   79839.558,   86400.000,    6560.442,
Is_True,          76.1829%,
Analysis,STARLINK-2621 - STARLINK-2331,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-1916,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-3338,
       Rise,         Set, Duration (s),
       0.000,   10624.197,   10624.197,
   12687.891,   26873.437,   14185.547,
   30814.474,   39540.213,    8725.739,
   40331.250,   67428.807,   27097.557,
   68590.725,   81740.916,   13150.192,
Is_True,          85.3973%,
Analysis,STARLINK-2621 - STARLINK-1153,
       Rise,         Set, Duration (s),
       0.000,    7166.553,    7166.553,
    9049.262,   17645.775,    8596.513,
   21623.245,   30569.606,    8946.361,
   32451.805,   41048.688,    8596.883,
   45026.683,   53973.583,    8946.900,
   57951.599,   66549.089,    8597.489,
   68430.947,   77378.110,    8947.163,
   81355.839,   86400.000,    5044.161,
Is_True,          75.0486%,
Analysis,STARLINK-2621 - STARLINK-2019,
       Rise,         Set, Duration (s),
       0.000,    3144.497,    3144.497,
    4021.879,   32280.239,   28258.360,
   35108.137,   57023.207,   21915.070,
   58507.145,   71992.625,   13485.481,
   72907.258,   78264.617,    5357.359,
Is_True,          83.5194%,
Analysis,STARLINK-2621 - STARLINK-3233,
       Rise,         Set, Duration (s),
       0.000,    3525.215,    3525.215,
   14474.794,   28503.745,   14028.951,
   32478.306,   42896.689,   10418.383,
   43728.307,   53696.700,    9968.393,
   54524.789,   71250.212,   16725.423,
   74549.782,   78453.750,    3903.968,
   81749.799,   86400.000,    4650.201,
Is_True,          73.1719%,
Analysis,STARLINK-2621 - STARLINK-2435,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-1739,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-3523,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2621 - STARLINK-3074,
       Rise,         Set, Duration (s),
       0.000,   10784.128,   10784.128,
   12157.976,   16184.129,    4026.153,
   18015.024,   27884.125,    9869.100,
   29258.796,   41392.026,   12133.230,
   43215.840,   55784.171,   12568.331,
   58057.951,   64334.177,    6276.226,
   66607.978,   73776.259,    7168.281,
   77865.822,   85026.259,    7160.437,
Is_True,          81.0022%,
