
SOAP Analysis Report Output for starlink_80_sats_22.orb,
Generated: Mon Jan 09 14:15:07 2023,
Start: 1829/01/16 01:42:00.00, Stop: 1829/01/17 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2362 - STARLINK-1981,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3237,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2717,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1037,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3243,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1088,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3183,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3449,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1999,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3458,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1138,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2111,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1643,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1816,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2125,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3255,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2489,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1605,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2757,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3589,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3905,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - FALCON 9 DEB5,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2598,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3579,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3916,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2523,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3581,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2504,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3624,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1920,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1676,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2114,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2304,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1042,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2513,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2492,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1067,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3609,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3682,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1606,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2348,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1451,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3133,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3755,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1593,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2608,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1377,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1116,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3803,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3889,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1071,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1983,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1365,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1452,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1783,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3699,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3138,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1946,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2565,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3655,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2094,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2298,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1437,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3349,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2526,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3277,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3842,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-1108,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3857,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-2082,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3373,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - STARLINK-3878,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2362 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3237,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-2717,
       Rise,         Set, Duration (s),
    7202.613,   86400.000,   79197.387,
Is_True,          91.6636%,
Analysis,STARLINK-1981 - STARLINK-1037,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-3243,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-1088,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3183,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3449,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-1999,
       Rise,         Set, Duration (s),
       0.000,   41509.129,   41509.129,
   43202.860,   49045.792,    5842.932,
   54116.498,   59960.273,    5843.775,
Is_True,          61.5693%,
Analysis,STARLINK-1981 - STARLINK-3458,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-1138,
       Rise,         Set, Duration (s),
       0.000,   61199.906,   61199.906,
Is_True,          70.8332%,
Analysis,STARLINK-1981 - STARLINK-2111,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-1643,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3398,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-1816,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-2125,
       Rise,         Set, Duration (s),
       0.000,   14283.904,   14283.904,
   14634.633,   25085.763,   10451.130,
   30151.943,   35997.684,    5845.741,
   39940.779,   50172.688,   10231.909,
   54116.077,   61193.758,    7077.681,
   65029.882,   75369.063,   10339.182,
   79205.032,   86400.000,    7194.968,
Is_True,          75.7228%,
Analysis,STARLINK-1981 - STARLINK-3255,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-2489,
       Rise,         Set, Duration (s),
       0.000,   68283.626,   68283.626,
   68745.805,   79086.034,   10340.229,
   83029.311,   86400.000,    3370.689,
Is_True,          94.9011%,
Analysis,STARLINK-1981 - STARLINK-1605,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-2757,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-3589,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3905,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - FALCON 9 DEB5,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-2598,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-3579,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3786,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-3916,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-2523,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1981 - STARLINK-3581,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1981 - STARLINK-2652,
