
SOAP Analysis Report Output for starlink_80_sats_39.orb,
Generated: Mon Jan 09 14:24:06 2023,
Start: 1825/10/12 01:42:00.00, Stop: 1825/10/13 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2693 - STARLINK-2272,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-3745,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-1489,
       Rise,         Set, Duration (s),
       0.000,     783.247,     783.247,
   10069.912,   11531.080,    1461.168,
   20868.767,   28237.356,    7368.589,
   28917.104,   39036.056,   10118.951,
   39716.054,   49834.308,   10118.255,
   50514.862,   60580.679,   10065.816,
   61313.366,   71940.634,   10627.268,
   72621.073,   82687.236,   10066.163,
   83419.789,   86400.000,    2980.211,
Is_True,          73.5992%,
Analysis,STARLINK-2693 - STARLINK-3218,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2693 - STARLINK-2449,
       Rise,         Set, Duration (s),
       0.000,    3485.220,    3485.220,
    4165.606,   14230.759,   10065.152,
   18170.989,   28236.692,   10065.703,
   28917.727,   39032.634,   10114.907,
   39714.534,   50339.795,   10625.261,
   50459.515,   61084.851,   10625.337,
   61766.768,   71830.992,   10064.225,
   72563.074,   82628.982,   10065.908,
Is_True,          86.9349%,
Analysis,STARLINK-2693 - STARLINK-1659,
       Rise,         Set, Duration (s),
     170.194,   10181.012,   10010.818,
   10861.470,   21483.399,   10621.929,
   28069.589,   35433.212,    7363.623,
   36113.776,   46684.837,   10571.061,
   47365.422,   60635.024,   13269.603,
   61315.470,   71886.820,   10571.350,
   72567.320,   82629.547,   10062.227,
Is_True,          83.8780%,
Analysis,STARLINK-2693 - STARLINK-1011,
       Rise,         Set, Duration (s),
       0.000,    3538.411,    3538.411,
    4167.233,   14230.605,   10063.372,
   18169.213,   28180.456,   10011.244,
   28861.037,   39483.259,   10622.223,
   40163.789,   53433.983,   13270.194,
   54113.981,   64686.681,   10572.699,
   65366.428,   75431.154,   10064.727,
   79368.995,   86400.000,    7031.005,
Is_True,          87.0068%,
Analysis,STARLINK-2693 - STARLINK-1196,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2693 - STARLINK-1801,
       Rise,         Set, Duration (s),
    6416.364,    7983.440,    1567.075,
   17216.428,   18783.491,    1567.063,
   28016.534,   29583.592,    1567.059,
   38816.677,   46289.524,    7472.847,
   46916.886,   57089.808,   10172.923,
   57717.070,   67890.139,   10173.069,
   68517.261,   78690.481,   10173.219,
   79317.437,   86400.000,    7082.563,
Is_True,          57.6109%,
Analysis,STARLINK-2693 - STARLINK-2558,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-1835,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2693 - STARLINK-2141,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-2510,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2693 - STARLINK-2174,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-3120,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2693 - STARLINK-3644,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
