
SOAP Analysis Report Output for starlink_20_sats_48.orb,
Generated: Mon Jan 09 13:33:54 2023,
       Rise,         Set, Duration (s),
       0.000,    7083.952,    7083.952,
    9116.048,   16083.935,    6967.888,
   19912.547,   28796.434,    8883.887,
   28803.573,   39596.436,   10792.863,
   39603.575,   50392.908,   10789.334,
   50400.046,   86400.000,   35999.954,
Is_True,          93.1920%,
Analysis,STARLINK-3638 - STARLINK-2128,
       Rise,         Set, Duration (s),
    3600.046,   13464.540,    9864.494,
   16797.732,   28314.540,   11516.807,
   30635.462,   50027.269,   19391.807,
   50660.235,   70727.272,   20067.038,
   73272.737,   78039.553,    4766.816,
   79460.456,   86400.000,    6939.544,
Is_True,          83.9659%,
Analysis,STARLINK-3638 - STARLINK-1451,
       Rise,         Set, Duration (s),
       0.000,    3564.540,    3564.540,
    7312.547,   11777.268,    4464.720,
   15222.957,   21227.049,    6004.092,
   25685.224,   46539.770,   20854.546,
   47060.448,   57114.773,   10054.325,
   61347.946,   74327.273,   12979.327,
   75860.209,   85496.419,    9636.211,
Is_True,          78.1919%,
Analysis,STARLINK-3638 - STARLINK-1368,
       Rise,         Set, Duration (s),
       0.000,    6602.254,    6602.254,
    7797.747,   11777.021,    3979.275,
   15110.244,   22577.250,    7467.006,
   32435.478,   41252.023,    8816.545,
   43347.748,   53627.025,   10279.277,
   66072.750,   75227.019,    9154.270,
   78672.976,   86400.000,    7727.024,
Is_True,          62.5297%,
Analysis,STARLINK-3638 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3638 - STARLINK-1103,
       Rise,         Set, Duration (s),
       0.000,    4239.768,    4239.768,
   13310.465,   19314.767,    6004.302,
   22197.730,   35964.764,   13767.034,
   39747.727,   46539.763,    6792.036,
   47063.761,   57223.742,   10159.982,
   65960.232,   75339.768,    9379.535,
   77772.963,   83436.249,    5663.286,
Is_True,          64.8217%,
Analysis,STARLINK-3638 - STARLINK-3053,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - STARLINK-1245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3638 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - STARLINK-1258,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3638 - STARLINK-1336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3638 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3638 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1738 - STARLINK-3140,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-3282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-3395,
       Rise,         Set, Duration (s),
    1024.163,   18306.940,   17282.778,
   24437.824,   39439.786,   15001.962,
   49650.577,   64666.159,   15015.582,
   73041.307,   86400.000,   13358.693,
Is_True,          70.2072%,
Analysis,STARLINK-1738 - STARLINK-2735,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-1102,
       Rise,         Set, Duration (s),
     893.376,    6341.216,    5447.839,
   19759.074,   25205.340,    5446.266,
   36896.705,   42338.090,    5441.384,
   54873.661,   60332.719,    5459.058,
   72863.815,   78311.196,    5447.381,
Is_True,          31.5300%,
Analysis,STARLINK-1738 - STARLINK-2128,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-1451,
       Rise,         Set, Duration (s),
    7001.736,    7681.440,     679.704,
   21320.347,   22065.775,     745.428,
   35635.600,   36452.437,     816.838,
   49963.985,   50826.841,     862.856,
   64288.467,   65204.387,     915.920,
   78624.719,   79570.759,     946.040,
Is_True,           5.7486%,
Analysis,STARLINK-1738 - STARLINK-1368,
       Rise,         Set, Duration (s),
   10376.936,   11010.229,     633.293,
Is_True,           0.7330%,
Analysis,STARLINK-1738 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-1103,
       Rise,         Set, Duration (s),
   25131.365,   25467.409,     336.044,
   39063.116,   39803.552,     740.435,
   50310.864,   51168.068,     857.204,
   64459.425,   65284.401,     824.976,
   78715.047,   79295.007,     579.960,
Is_True,           3.8641%,
Analysis,STARLINK-1738 - STARLINK-3053,
       Rise,         Set, Duration (s),
       0.000,    2681.503,    2681.503,
    6318.908,   17081.504,   10762.596,
   18900.448,   31481.533,   12581.084,
   36074.306,   64799.548,   28725.242,
   67518.487,   75581.512,    8063.025,
   77868.457,   86400.000,    8531.543,
Is_True,          82.5752%,
Analysis,STARLINK-1738 - STARLINK-1245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
       0.000,   10788.561,   10788.561,
   11880.185,   17092.081,    5211.897,
   19804.397,   53771.368,   33966.971,
   54007.918,   86400.000,   32392.082,
Is_True,          95.3235%,
Analysis,STARLINK-1738 - STARLINK-1258,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - STARLINK-1336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1738 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    6190.579,    6190.579,
    7851.042,   17713.860,    9862.818,
   19397.040,   29263.466,    9866.426,
   36804.200,   46582.831,    9778.632,
   48384.332,   52343.518,    3959.186,
   54153.738,   63868.409,    9714.671,
   65699.551,   74891.977,    9192.426,
   78742.323,   81189.643,    2447.320,
   83086.336,   86400.000,    3313.664,
Is_True,          74.4511%,
Analysis,STARLINK-1738 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6229.268,    6229.268,
    7862.693,   17759.001,    9896.308,
   19437.842,   23508.091,    4070.249,
   25214.005,   29256.731,    4042.726,
   36801.443,   46608.804,    9807.361,
   48390.542,   52379.621,    3989.079,
   54177.794,   63899.442,    9721.648,
   65733.076,   73654.365,    7921.290,
   77803.172,   81197.953,    3394.781,
   83084.690,   86400.000,    3315.310,
Is_True,          72.2084%,
Analysis,STARLINK-1738 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    6174.114,    6174.114,
   13639.491,   17752.219,    4112.729,
   19440.395,   23533.415,    4093.020,
   25236.494,   35073.432,    9836.938,
   36813.850,   46577.800,    9763.950,
   48362.390,   51859.183,    3496.794,
   55977.102,   63905.387,    7928.285,
   65742.412,   75448.520,    9706.108,
   77314.105,   81210.685,    3896.580,
   83091.442,   86400.000,    3308.558,
Is_True,          72.1262%,
Analysis,STARLINK-1738 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    6151.075,    6151.075,
    7828.482,   17707.998,    9879.515,
   19432.621,   23494.232,    4061.610,
   25227.573,   35020.426,    9792.853,
   36764.093,   46543.810,    9779.717,
   48344.505,   52314.094,    3969.589,
   54138.911,   63868.615,    9729.705,
   65729.702,   75409.145,    9679.444,
   77268.026,   81162.603,    3894.577,
   83043.860,   86400.000,    3356.140,
Is_True,          81.3591%,
Analysis,STARLINK-1738 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    6193.686,    6193.686,
    7830.959,   17700.166,    9869.207,
   19395.863,   35010.681,   15614.819,
   36789.137,   46576.013,    9786.877,
   48376.097,   52341.972,    3965.875,
   54133.620,   63852.648,    9719.029,
   65695.249,   75388.669,    9693.420,
   77275.431,   81163.486,    3888.056,
   83068.175,   86400.000,    3331.825,
Is_True,          83.4060%,
Analysis,STARLINK-3140 - STARLINK-3282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-3395,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-2735,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1102,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-2128,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1451,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-3053,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1258,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - STARLINK-1336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3140 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-3395,
       Rise,         Set, Duration (s),
    3601.724,   28749.491,   25147.767,
   36464.510,   71918.959,   35454.449,
   79219.710,   86400.000,    7180.290,
Is_True,          78.4520%,
Analysis,STARLINK-3282 - STARLINK-2735,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-1102,
       Rise,         Set, Duration (s),
   25144.055,   25308.346,     164.291,
   29629.430,   32497.690,    2868.260,
   64669.407,   64935.851,     266.444,
   81834.326,   84704.543,    2870.218,
Is_True,           7.1403%,
Analysis,STARLINK-3282 - STARLINK-2128,
       Rise,         Set, Duration (s),
    6456.317,    7352.956,     896.639,
   17874.708,   21673.260,    3798.553,
   32197.899,   33088.774,     890.874,
   46579.930,   47306.409,     726.479,
   61051.753,   61435.762,     384.008,
Is_True,           7.7506%,
Analysis,STARLINK-3282 - STARLINK-1451,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-1368,
       Rise,         Set, Duration (s),
   42842.398,   43224.488,     382.090,
Is_True,           0.4422%,
Analysis,STARLINK-3282 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-1103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-3053,
       Rise,         Set, Duration (s),
    3168.901,    8981.097,    5812.196,
   11268.907,   21131.102,    9862.195,
   22518.494,   53531.529,   31013.035,
   54018.477,   58931.540,    4913.063,
   61725.156,   66131.515,    4406.359,
   68868.474,   75131.538,    6263.064,
   79668.901,   86400.000,    6731.099,
Is_True,          79.8623%,
Analysis,STARLINK-3282 - STARLINK-1245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
       0.000,   11779.976,   11779.976,
   14436.044,   31468.243,   17032.199,
   32407.917,   41163.563,    8755.645,
   43436.437,   61188.564,   17752.126,
   61882.914,   69292.088,    7409.174,
   76728.626,   86400.000,    9671.374,
Is_True,          83.7969%,
Analysis,STARLINK-3282 - STARLINK-1258,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - STARLINK-1336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3282 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    2517.241,    2517.241,
    4609.817,   14123.648,    9513.832,
   16209.870,   19927.251,    3717.381,
   22009.239,   30848.506,    8839.267,
   34719.885,   43182.628,    8462.742,
   45219.558,   48992.030,    3772.472,
   51021.168,   60598.956,    9577.788,
   62619.044,   66406.700,    3787.656,
   68417.784,   72222.090,    3804.306,
   80019.751,   86400.000,    6380.249,
Is_True,          69.8761%,
Analysis,STARLINK-3282 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2499.885,    2499.885,
    4588.905,   14115.042,    9526.138,
   16193.559,   19926.917,    3733.358,
   22002.811,   30262.239,    8259.428,
   34054.373,   43164.942,    9110.569,
   45198.500,   48973.415,    3774.915,
   50996.466,   60597.756,    9601.290,
   62604.766,   66414.614,    3809.848,
   68418.903,   72232.514,    3813.611,
   80011.393,   86400.000,    6388.607,
Is_True,          70.0436%,
Analysis,STARLINK-3282 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2506.131,    2506.131,
    4607.545,    8320.763,    3713.218,
   16201.077,   19927.578,    3726.501,
   21995.887,   31542.148,    9546.262,
   33594.656,   43167.357,    9572.701,
   45211.262,   48985.657,    3774.395,
   56812.872,   60600.249,    3787.376,
   62604.281,   78034.087,   15429.806,
   79999.769,   86400.000,    6400.231,
Is_True,          67.6581%,
Analysis,STARLINK-3282 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2518.126,    2518.126,
    4621.252,   14142.582,    9521.330,
   16227.288,   19950.457,    3723.169,
   22023.069,   31544.827,    9521.758,
   33613.248,   43176.508,    9563.260,
   45231.255,   48993.254,    3761.999,
   51036.529,   60622.583,    9586.054,
   62635.582,   66430.923,    3795.341,
   68424.272,   78033.942,    9609.670,
   80026.374,   86400.000,    6373.626,
Is_True,          78.6740%,
Analysis,STARLINK-3282 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2519.270,    2519.270,
    4607.669,   14122.027,    9514.358,
   16214.581,   19937.653,    3723.073,
   22023.414,   31567.278,    9543.864,
   33633.254,   43187.737,    9554.483,
   45225.303,   48983.443,    3758.140,
   51011.936,   60602.853,    9590.917,
   62630.210,   66421.539,    3791.330,
   68437.256,   78057.798,    9620.542,
   80041.377,   86400.000,    6358.623,
Is_True,          78.6743%,
Analysis,STARLINK-3395 - STARLINK-2735,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3395 - STARLINK-1102,
       Rise,         Set, Duration (s),
    2975.773,   10585.520,    7609.746,
   12849.338,   20483.121,    7633.783,
   22713.393,   30333.516,    7620.123,
   33591.287,   41187.799,    7596.513,
   43449.238,   60935.854,   17486.616,
   63198.832,   71793.709,    8594.877,
   74050.506,   81698.377,    7647.871,
   83948.394,   86400.000,    2451.606,
Is_True,          77.1309%,
Analysis,STARLINK-3395 - STARLINK-2128,
       Rise,         Set, Duration (s),
       0.000,    6113.382,    6113.382,
   15029.391,   28167.365,   13137.974,
   37083.249,   50221.833,   13138.584,
   58680.175,   71812.799,   13132.623,
   80732.189,   86400.000,    5667.811,
Is_True,          59.2481%,
Analysis,STARLINK-3395 - STARLINK-1451,
       Rise,         Set, Duration (s),
       0.000,   14343.884,   14343.884,
   22067.983,   43614.801,   21546.818,
   47776.840,   85925.434,   38148.594,
Is_True,          85.6936%,
Analysis,STARLINK-3395 - STARLINK-1368,
       Rise,         Set, Duration (s),
    3357.257,   11488.485,    8131.229,
   19102.162,   27687.962,    8585.800,
   35314.263,   44794.941,    9480.679,
   52410.920,   60541.773,    8130.853,
   68155.008,   76286.934,    8131.926,
   83901.966,   86400.000,    2498.034,
Is_True,          52.0353%,
Analysis,STARLINK-3395 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3395 - STARLINK-1103,
       Rise,         Set, Duration (s),
    6435.428,   18350.881,   11915.454,
   26184.651,   57435.341,   31250.689,
   67616.883,   82291.062,   14674.179,
Is_True,          66.9448%,
Analysis,STARLINK-3395 - STARLINK-3053,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3395 - STARLINK-1245,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3395 - FALCON 9 DEB9,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3395 - STARLINK-1258,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3395 - STARLINK-1336,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3395 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,   31547.927,   31547.927,
   34160.688,   74580.298,   40419.610,
   78755.698,   86400.000,    7644.302,
Is_True,          92.1433%,
Analysis,STARLINK-3395 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,   30677.200,   30677.200,
   33730.917,   73266.981,   39536.065,
   77871.739,   86400.000,    8528.261,
Is_True,          91.1360%,
Analysis,STARLINK-3395 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    8623.305,    8623.305,
   11655.012,   51972.216,   40317.203,
   56203.512,   86400.000,   30196.488,
Is_True,          91.5937%,
Analysis,STARLINK-3395 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3395 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2735 - STARLINK-1102,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2735 - STARLINK-2128,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2735 - STARLINK-1451,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2735 - STARLINK-1368,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2735 - STARLINK-1378,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2735 - STARLINK-1103,
       Rise,         Set, Duration (s),
