
SOAP Analysis Report Output for starlink_20_sats_19.orb,
Generated: Mon Jan 09 13:31:15 2023,
Start: 1987/12/30 01:42:00.00, Stop: 1987/12/31 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1792 - STARLINK-1196,
       Rise,         Set, Duration (s),
    7149.542,   11035.069,    3885.527,
   21551.519,   25441.678,    3890.159,
   35950.254,   39840.563,    3890.309,
   50356.732,   54242.367,    3885.635,
   64760.372,   68636.665,    3876.293,
   79171.385,   83033.686,    3862.302,
Is_True,          26.9563%,
Analysis,STARLINK-1792 - STARLINK-2450,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-2703,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-2512,
       Rise,         Set, Duration (s),
    3309.275,    7410.053,    4100.778,
   17611.260,   24680.503,    7069.243,
   31948.557,   39051.515,    7102.958,
   46254.547,   53461.144,    7206.596,
   60592.320,   67831.396,    7239.076,
   74901.186,   82238.748,    7337.562,
   83509.522,   86400.000,    2890.478,
Is_True,          49.7068%,
Analysis,STARLINK-1792 - STARLINK-1893,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-3713,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-1048,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-3696,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-1082,
       Rise,         Set, Duration (s),
       0.000,     152.221,     152.221,
   13734.564,   14512.864,     778.299,
   28086.310,   28873.332,     787.022,
   39567.983,   43233.769,    3665.786,
   53920.338,   54721.990,     801.652,
   68272.511,   69082.043,     809.532,
   82625.053,   83442.200,     817.146,
Is_True,           9.0413%,
Analysis,STARLINK-1792 - STARLINK-3619,
       Rise,         Set, Duration (s),
       0.000,   45245.672,   45245.672,
   84341.980,   86400.000,    2058.020,
Is_True,          54.7496%,
Analysis,STARLINK-1792 - STARLINK-3112,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-1194,
       Rise,         Set, Duration (s),
   36851.444,   59667.306,   22815.862,
Is_True,          26.4072%,
Analysis,STARLINK-1792 - STARLINK-1373,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-2330,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-3047,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-2108,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-3912,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-1207,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1792 - STARLINK-1807,
       Rise,         Set, Duration (s),
    6616.842,    7315.471,     698.629,
   64099.356,   65040.075,     940.719,
Is_True,           1.8974%,
Analysis,STARLINK-1792 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
     451.354,   10000.055,    9548.702,
   11981.658,   15763.407,    3781.749,
   23538.933,   27292.428,    3753.495,
   29310.549,   38801.757,    9491.208,
   40825.116,   50304.431,    9479.314,
   52339.705,   56063.178,    3723.473,
   64255.777,   67591.020,    3335.242,
   69658.176,   79106.645,    9448.469,
