
SOAP Analysis Report Output for starlink_20_sats_30.orb,
Generated: Mon Jan 09 13:32:13 2023,
Start: 1845/01/20 01:42:00.00, Stop: 1845/01/21 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1884 - STARLINK-3522,
       Rise,         Set, Duration (s),
       0.000,    8549.640,    8549.640,
   10803.875,   31035.468,   20231.593,
   35223.407,   67689.484,   32466.077,
   68772.907,   76239.484,    7466.578,
   81939.032,   86400.000,    4460.968,
Is_True,          84.6931%,
Analysis,STARLINK-1884 - STARLINK-1224,
       Rise,         Set, Duration (s),
   46441.435,   47022.960,     581.525,
   57478.995,   61308.240,    3829.244,
   71637.014,   72439.096,     802.083,
Is_True,           6.0334%,
Analysis,STARLINK-1884 - STARLINK-3112,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-2604,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1602,
       Rise,         Set, Duration (s),
   10604.157,   11038.206,     434.048,
   25024.833,   25565.144,     540.311,
   39459.765,   40078.080,     618.316,
   53895.636,   54589.820,     694.184,
   68341.051,   69092.214,     751.163,
   82785.414,   86400.000,    3614.586,
Is_True,           7.6998%,
Analysis,STARLINK-1884 - STARLINK-2574,
       Rise,         Set, Duration (s),
   20837.883,   28417.448,    7579.564,
   29046.193,   82647.835,   53601.642,
Is_True,          70.8116%,
Analysis,STARLINK-1884 - STARLINK-2003,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-3275,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-2736,
       Rise,         Set, Duration (s),
    4444.901,    7228.678,    2783.778,
   12593.377,   15373.047,    2779.670,
   21479.540,   23480.402,    2000.862,
   44934.311,   47717.298,    2782.987,
   53082.439,   55864.033,    2781.594,
   67647.798,   71168.638,    3520.840,
   77304.254,   79320.221,    2015.968,
   85425.018,   86400.000,     974.982,
Is_True,          22.7323%,
Analysis,STARLINK-1884 - STARLINK-3564,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1884 - STARLINK-2559,
       Rise,         Set, Duration (s),
       0.000,    5738.536,    5738.536,
   12330.631,   20521.910,    8191.279,
   22635.159,   31334.954,    8699.795,
   33482.748,   41674.490,    8191.743,
   48751.880,   52053.324,    3301.445,
   59590.641,   67307.937,    7717.296,
   69476.883,   78167.242,    8690.360,
   80275.251,   86400.000,    6124.749,
Is_True,          65.5732%,
Analysis,STARLINK-1884 - STARLINK-2445,
       Rise,         Set, Duration (s),
   50263.738,   56884.108,    6620.369,
   64067.257,   65201.588,    1134.331,
Is_True,           8.9753%,
Analysis,STARLINK-1884 - STARLINK-3117,
       Rise,         Set, Duration (s),
       0.000,    3000.296,    3000.296,
    3777.754,   17850.330,   14072.576,
   18037.170,   25115.410,    7078.240,
   25265.270,   46650.294,   21385.024,
   46837.151,   57506.534,   10669.383,
   57721.584,   68399.858,   10678.274,
   70209.006,   86400.000,   16190.994,
Is_True,          96.1514%,
Analysis,STARLINK-1884 - STARLINK-1090,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1560,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-1011,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1884 - STARLINK-2661,
       Rise,         Set, Duration (s),
