
SOAP Analysis Report Output for starlink_20_sats_48.orb,
Generated: Mon Jan 09 13:33:54 2023,
Start: 1961/04/04 01:42:00.00, Stop: 1961/04/05 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-1369 - FALCON 9 DEB2,Distance STARLINK-1369 - STARLINK-1012,Distance STARLINK-1369 - STARLINK-3638,Distance STARLINK-1369 - STARLINK-1738,Distance STARLINK-1369 - STARLINK-3140,Distance STARLINK-1369 - STARLINK-3282,Distance STARLINK-1369 - STARLINK-3395,Distance STARLINK-1369 - STARLINK-2735,Distance STARLINK-1369 - STARLINK-1102,Distance STARLINK-1369 - STARLINK-2128,Distance STARLINK-1369 - STARLINK-1451,Distance STARLINK-1369 - STARLINK-1368,Distance STARLINK-1369 - STARLINK-1378,Distance STARLINK-1369 - STARLINK-1103,Distance STARLINK-1369 - STARLINK-3053,Distance STARLINK-1369 - STARLINK-1245,Distance STARLINK-1369 - FALCON 9 DEB9,Distance STARLINK-1369 - STARLINK-1258,Distance STARLINK-1369 - STARLINK-1336,Distance STARLINK-1369 - IOAG-Equatorial,Distance STARLINK-1369 - IOAG-North1,Distance STARLINK-1369 - IOAG-North2,Distance STARLINK-1369 - IOAG-South1,Distance STARLINK-1369 - IOAG-South2,Distance FALCON 9 DEB2 - STARLINK-1012,Distance FALCON 9 DEB2 - STARLINK-3638,Distance FALCON 9 DEB2 - STARLINK-1738,Distance FALCON 9 DEB2 - STARLINK-3140,Distance FALCON 9 DEB2 - STARLINK-3282,Distance FALCON 9 DEB2 - STARLINK-3395,Distance FALCON 9 DEB2 - STARLINK-2735,Distance FALCON 9 DEB2 - STARLINK-1102,Distance FALCON 9 DEB2 - STARLINK-2128,Distance FALCON 9 DEB2 - STARLINK-1451,Distance FALCON 9 DEB2 - STARLINK-1368,Distance FALCON 9 DEB2 - STARLINK-1378,Distance FALCON 9 DEB2 - STARLINK-1103,Distance FALCON 9 DEB2 - STARLINK-3053,Distance FALCON 9 DEB2 - STARLINK-1245,Distance FALCON 9 DEB2 - FALCON 9 DEB9,Distance FALCON 9 DEB2 - STARLINK-1258,Distance FALCON 9 DEB2 - STARLINK-1336,Distance FALCON 9 DEB2 - IOAG-Equatorial,Distance FALCON 9 DEB2 - IOAG-North1,Distance FALCON 9 DEB2 - IOAG-North2,Distance FALCON 9 DEB2 - IOAG-South1,Distance FALCON 9 DEB2 - IOAG-South2,Distance STARLINK-1012 - STARLINK-3638,Distance STARLINK-1012 - STARLINK-1738,Distance STARLINK-1012 - STARLINK-3140,Distance STARLINK-1012 - STARLINK-3282,Distance STARLINK-1012 - STARLINK-3395,Distance STARLINK-1012 - STARLINK-2735,Distance STARLINK-1012 - STARLINK-1102,Distance STARLINK-1012 - STARLINK-2128,Distance STARLINK-1012 - STARLINK-1451,Distance STARLINK-1012 - STARLINK-1368,Distance STARLINK-1012 - STARLINK-1378,Distance STARLINK-1012 - STARLINK-1103,Distance STARLINK-1012 - STARLINK-3053,Distance STARLINK-1012 - STARLINK-1245,Distance STARLINK-1012 - FALCON 9 DEB9,Distance STARLINK-1012 - STARLINK-1258,Distance STARLINK-1012 - STARLINK-1336,Distance STARLINK-1012 - IOAG-Equatorial,Distance STARLINK-1012 - IOAG-North1,Distance STARLINK-1012 - IOAG-North2,Distance STARLINK-1012 - IOAG-South1,Distance STARLINK-1012 - IOAG-South2,Distance STARLINK-3638 - STARLINK-1738,Distance STARLINK-3638 - STARLINK-3140,Distance STARLINK-3638 - STARLINK-3282,Distance STARLINK-3638 - STARLINK-3395,Distance STARLINK-3638 - STARLINK-2735,Distance STARLINK-3638 - STARLINK-1102,Distance STARLINK-3638 - STARLINK-2128,Distance STARLINK-3638 - STARLINK-1451,Distance STARLINK-3638 - STARLINK-1368,Distance STARLINK-3638 - STARLINK-1378,Distance STARLINK-3638 - STARLINK-1103,Distance STARLINK-3638 - STARLINK-3053,Distance STARLINK-3638 - STARLINK-1245,Distance STARLINK-3638 - FALCON 9 DEB9,Distance STARLINK-3638 - STARLINK-1258,Distance STARLINK-3638 - STARLINK-1336,Distance STARLINK-3638 - IOAG-Equatorial,Distance STARLINK-3638 - IOAG-North1,Distance STARLINK-3638 - IOAG-North2,Distance STARLINK-3638 - IOAG-South1,Distance STARLINK-3638 - IOAG-South2,Distance STARLINK-1738 - STARLINK-3140,Distance STARLINK-1738 - STARLINK-3282,Distance STARLINK-1738 - STARLINK-3395,Distance STARLINK-1738 - STARLINK-2735,Distance STARLINK-1738 - STARLINK-1102,Distance STARLINK-1738 - STARLINK-2128,Distance STARLINK-1738 - STARLINK-1451,Distance STARLINK-1738 - STARLINK-1368,Distance STARLINK-1738 - STARLINK-1378,Distance STARLINK-1738 - STARLINK-1103,Distance STARLINK-1738 - STARLINK-3053,Distance STARLINK-1738 - STARLINK-1245,Distance STARLINK-1738 - FALCON 9 DEB9,Distance STARLINK-1738 - STARLINK-1258,Distance STARLINK-1738 - STARLINK-1336,Distance STARLINK-1738 - IOAG-Equatorial,Distance STARLINK-1738 - IOAG-North1,Distance STARLINK-1738 - IOAG-North2,Distance STARLINK-1738 - IOAG-South1,Distance STARLINK-1738 - IOAG-South2,Distance STARLINK-3140 - STARLINK-3282,Distance STARLINK-3140 - STARLINK-3395,Distance STARLINK-3140 - STARLINK-2735,Distance STARLINK-3140 - STARLINK-1102,Distance STARLINK-3140 - STARLINK-2128,Distance STARLINK-3140 - STARLINK-1451,Distance STARLINK-3140 - STARLINK-1368,Distance STARLINK-3140 - STARLINK-1378,Distance STARLINK-3140 - STARLINK-1103,Distance STARLINK-3140 - STARLINK-3053,Distance STARLINK-3140 - STARLINK-1245,Distance STARLINK-3140 - FALCON 9 DEB9,Distance STARLINK-3140 - STARLINK-1258,Distance STARLINK-3140 - STARLINK-1336,Distance STARLINK-3140 - IOAG-Equatorial,Distance STARLINK-3140 - IOAG-North1,Distance STARLINK-3140 - IOAG-North2,Distance STARLINK-3140 - IOAG-South1,Distance STARLINK-3140 - IOAG-South2,Distance STARLINK-3282 - STARLINK-3395,Distance STARLINK-3282 - STARLINK-2735,Distance STARLINK-3282 - STARLINK-1102,Distance STARLINK-3282 - STARLINK-2128,Distance STARLINK-3282 - STARLINK-1451,Distance STARLINK-3282 - STARLINK-1368,Distance STARLINK-3282 - STARLINK-1378,Distance STARLINK-3282 - STARLINK-1103,Distance STARLINK-3282 - STARLINK-3053,Distance STARLINK-3282 - STARLINK-1245,Distance STARLINK-3282 - FALCON 9 DEB9,Distance STARLINK-3282 - STARLINK-1258,Distance STARLINK-3282 - STARLINK-1336,Distance STARLINK-3282 - IOAG-Equatorial,Distance STARLINK-3282 - IOAG-North1,Distance STARLINK-3282 - IOAG-North2,Distance STARLINK-3282 - IOAG-South1,Distance STARLINK-3282 - IOAG-South2,Distance STARLINK-3395 - STARLINK-2735,Distance STARLINK-3395 - STARLINK-1102,Distance STARLINK-3395 - STARLINK-2128,Distance STARLINK-3395 - STARLINK-1451,Distance STARLINK-3395 - STARLINK-1368,Distance STARLINK-3395 - STARLINK-1378,Distance STARLINK-3395 - STARLINK-1103,Distance STARLINK-3395 - STARLINK-3053,Distance STARLINK-3395 - STARLINK-1245,Distance STARLINK-3395 - FALCON 9 DEB9,Distance STARLINK-3395 - STARLINK-1258,Distance STARLINK-3395 - STARLINK-1336,Distance STARLINK-3395 - IOAG-Equatorial,Distance STARLINK-3395 - IOAG-North1,Distance STARLINK-3395 - IOAG-North2,Distance STARLINK-3395 - IOAG-South1,Distance STARLINK-3395 - IOAG-South2,Distance STARLINK-2735 - STARLINK-1102,Distance STARLINK-2735 - STARLINK-2128,Distance STARLINK-2735 - STARLINK-1451,Distance STARLINK-2735 - STARLINK-1368,Distance STARLINK-2735 - STARLINK-1378,Distance STARLINK-2735 - STARLINK-1103,Distance STARLINK-2735 - STARLINK-3053,Distance STARLINK-2735 - STARLINK-1245,Distance STARLINK-2735 - FALCON 9 DEB9,Distance STARLINK-2735 - STARLINK-1258,Distance STARLINK-2735 - STARLINK-1336,Distance STARLINK-2735 - IOAG-Equatorial,Distance STARLINK-2735 - IOAG-North1,Distance STARLINK-2735 - IOAG-North2,Distance STARLINK-2735 - IOAG-South1,Distance STARLINK-2735 - IOAG-South2,Distance STARLINK-1102 - STARLINK-2128,Distance STARLINK-1102 - STARLINK-1451,Distance STARLINK-1102 - STARLINK-1368,Distance STARLINK-1102 - STARLINK-1378,Distance STARLINK-1102 - STARLINK-1103,Distance STARLINK-1102 - STARLINK-3053,Distance STARLINK-1102 - STARLINK-1245,Distance STARLINK-1102 - FALCON 9 DEB9,Distance STARLINK-1102 - STARLINK-1258,Distance STARLINK-1102 - STARLINK-1336,Distance STARLINK-1102 - IOAG-Equatorial,Distance STARLINK-1102 - IOAG-North1,Distance STARLINK-1102 - IOAG-North2,Distance STARLINK-1102 - IOAG-South1,Distance STARLINK-1102 - IOAG-South2,Distance STARLINK-2128 - STARLINK-1451,Distance STARLINK-2128 - STARLINK-1368,Distance STARLINK-2128 - STARLINK-1378,Distance STARLINK-2128 - STARLINK-1103,Distance STARLINK-2128 - STARLINK-3053,Distance STARLINK-2128 - STARLINK-1245,Distance STARLINK-2128 - FALCON 9 DEB9,Distance STARLINK-2128 - STARLINK-1258,Distance STARLINK-2128 - STARLINK-1336,Distance STARLINK-2128 - IOAG-Equatorial,Distance STARLINK-2128 - IOAG-North1,Distance STARLINK-2128 - IOAG-North2,Distance STARLINK-2128 - IOAG-South1,Distance STARLINK-2128 - IOAG-South2,Distance STARLINK-1451 - STARLINK-1368,Distance STARLINK-1451 - STARLINK-1378,Distance STARLINK-1451 - STARLINK-1103,Distance STARLINK-1451 - STARLINK-3053,Distance STARLINK-1451 - STARLINK-1245,Distance STARLINK-1451 - FALCON 9 DEB9,Distance STARLINK-1451 - STARLINK-1258,Distance STARLINK-1451 - STARLINK-1336,Distance STARLINK-1451 - IOAG-Equatorial,Distance STARLINK-1451 - IOAG-North1,Distance STARLINK-1451 - IOAG-North2,Distance STARLINK-1451 - IOAG-South1,Distance STARLINK-1451 - IOAG-South2,Distance STARLINK-1368 - STARLINK-1378,Distance STARLINK-1368 - STARLINK-1103,Distance STARLINK-1368 - STARLINK-3053,Distance STARLINK-1368 - STARLINK-1245,Distance STARLINK-1368 - FALCON 9 DEB9,Distance STARLINK-1368 - STARLINK-1258,Distance STARLINK-1368 - STARLINK-1336,Distance STARLINK-1368 - IOAG-Equatorial,Distance STARLINK-1368 - IOAG-North1,Distance STARLINK-1368 - IOAG-North2,Distance STARLINK-1368 - IOAG-South1,Distance STARLINK-1368 - IOAG-South2,Distance STARLINK-1378 - STARLINK-1103,Distance STARLINK-1378 - STARLINK-3053,Distance STARLINK-1378 - STARLINK-1245,Distance STARLINK-1378 - FALCON 9 DEB9,Distance STARLINK-1378 - STARLINK-1258,Distance STARLINK-1378 - STARLINK-1336,Distance STARLINK-1378 - IOAG-Equatorial,Distance STARLINK-1378 - IOAG-North1,Distance STARLINK-1378 - IOAG-North2,Distance STARLINK-1378 - IOAG-South1,Distance STARLINK-1378 - IOAG-South2,Distance STARLINK-1103 - STARLINK-3053,Distance STARLINK-1103 - STARLINK-1245,Distance STARLINK-1103 - FALCON 9 DEB9,Distance STARLINK-1103 - STARLINK-1258,Distance STARLINK-1103 - STARLINK-1336,Distance STARLINK-1103 - IOAG-Equatorial,Distance STARLINK-1103 - IOAG-North1,Distance STARLINK-1103 - IOAG-North2,Distance STARLINK-1103 - IOAG-South1,Distance STARLINK-1103 - IOAG-South2,Distance STARLINK-3053 - STARLINK-1245,Distance STARLINK-3053 - FALCON 9 DEB9,Distance STARLINK-3053 - STARLINK-1258,Distance STARLINK-3053 - STARLINK-1336,Distance STARLINK-3053 - IOAG-Equatorial,Distance STARLINK-3053 - IOAG-North1,Distance STARLINK-3053 - IOAG-North2,Distance STARLINK-3053 - IOAG-South1,Distance STARLINK-3053 - IOAG-South2,Distance STARLINK-1245 - FALCON 9 DEB9,Distance STARLINK-1245 - STARLINK-1258,Distance STARLINK-1245 - STARLINK-1336,Distance STARLINK-1245 - IOAG-Equatorial,Distance STARLINK-1245 - IOAG-North1,Distance STARLINK-1245 - IOAG-North2,Distance STARLINK-1245 - IOAG-South1,Distance STARLINK-1245 - IOAG-South2,Distance FALCON 9 DEB9 - STARLINK-1258,Distance FALCON 9 DEB9 - STARLINK-1336,Distance FALCON 9 DEB9 - IOAG-Equatorial,Distance FALCON 9 DEB9 - IOAG-North1,Distance FALCON 9 DEB9 - IOAG-North2,Distance FALCON 9 DEB9 - IOAG-South1,Distance FALCON 9 DEB9 - IOAG-South2,Distance STARLINK-1258 - STARLINK-1336,Distance STARLINK-1258 - IOAG-Equatorial,Distance STARLINK-1258 - IOAG-North1,Distance STARLINK-1258 - IOAG-North2,Distance STARLINK-1258 - IOAG-South1,Distance STARLINK-1258 - IOAG-South2,Distance STARLINK-1336 - IOAG-Equatorial,Distance STARLINK-1336 - IOAG-North1,Distance STARLINK-1336 - IOAG-North2,Distance STARLINK-1336 - IOAG-South1,Distance STARLINK-1336 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       411028907417.2667,        0.0000,       411028909381.6494,  411028971555.0540,        0.0000,       411028905224.9532,  411028918585.2196,  411028914046.9054,  411028905850.8604,        0.0000,       411028905615.9712,  417358045127.3001,        0.0000,       2092706596331.2014,       0.0000,             0.0000,       411028662578.5826,  411028657790.8025,  411028666088.9922,  411028668485.9122,  411028664170.1032,        0.0000,         10455.0761,         66272.7156,             0.0000,         10534.9924,         13228.1706,         10891.8267,          4771.5542,             0.0000,          7611.0634,       143183905260.2783,        0.0000,       2372439696472.3335,       0.0000,             0.0000,        382837.2320,        387624.9103,        379025.4834,        388715.7868,        385635.2206,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         63333.5091,             0.0000,          8842.5450,         10764.1678,         13316.7322,          9275.3790,             0.0000,          5868.1485,       143183915062.0468,        0.0000,       2372439691050.1792,       0.0000,             0.0000,        376974.5027,        381740.3461,        373075.9551,        382591.9008,        379708.0094,             0.0000,         66637.0975,         53904.4926,         58542.7715,         66839.5328,             0.0000,         66737.8981,       143183928494.7365,        0.0000,       2372439737312.1748,       0.0000,             0.0000,        416244.4902,        421392.4235,        412357.1861,        420332.0695,        418363.1244,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         13885.4198,         10831.2409,          5977.7320,             0.0000,          4402.5387,       143183914292.3552,        0.0000,       2372439691156.8179,       0.0000,             0.0000,        374068.4579,        378942.5573,        370295.5158,        379821.6307,        376795.1932,          8257.0022,         13212.7597,             0.0000,         13014.8101,       143183913612.0149,        0.0000,       2372439701142.6118,       0.0000,             0.0000,        384796.9508,        389672.6404,        380953.4540,        390259.6236,        387440.8415,          9611.3117,             0.0000,         11612.5532,       143183910181.7146,        0.0000,       2372439701883.8945,       0.0000,             0.0000,        383724.0781,        388672.2957,        379990.8701,        389377.9695,        386391.5864,             0.0000,          4357.7896,       143183908703.2166,        0.0000,       2372439694242.0762,       0.0000,             0.0000,        378899.0468,        383732.3603,        375117.9513,        384750.2386,        381670.3530,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       143183912351.7710,        0.0000,       2372439691086.6392,       0.0000,             0.0000,        376016.1110,        380822.6627,        372191.1949,        381788.8207,        378776.6152,             0.0000,       2443009502180.5103,       0.0000,             0.0000,       143184164782.6650,  143184166689.3969,  143184163504.4518,  143184177828.3960,  143184169736.9340,        0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2372439358328.3867, 2372439351108.6182, 2372439359726.4419, 2372439355191.8506, 2372439357657.9487,       0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,          8056.7376,          6832.5007,         13757.5554,          5560.5125,          9351.7290,         15352.6326,         10700.2799,         15052.8953,         10455.2179,          9351.7290,
    3600.000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       407338018338.3232,        0.0000,       407338017244.5306,  407338076976.6581,        0.0000,       407338017093.4280,  407338022102.6046,  407338022282.3058,  407338017459.4284,        0.0000,       407338013452.8290,  457021253690.7946,        0.0000,       2703886178865.2695,       0.0000,             0.0000,       407338234213.8917,  407338240176.7661,  407338230107.1183,  407338230290.8923,  407338234509.4018,        0.0000,         12691.6181,         62255.9500,             0.0000,          3166.4073,         13217.7534,          9297.9840,          9873.0996,             0.0000,         11763.1646,       145392487542.4533,        0.0000,       2308307901207.8535,       0.0000,             0.0000,        375168.2847,        381915.4837,        374628.7994,        384321.5844,        378370.7561,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         63372.8296,             0.0000,         14807.2065,          5462.2897,         13200.6526,         11907.2883,             0.0000,          8113.1539,       145392486084.4655,        0.0000,       2308307900118.8794,       0.0000,             0.0000,        385208.8784,        391815.3262,        384697.2429,        394549.0198,        388439.4849,             0.0000,         63016.4981,         57989.5519,         56121.6310,         60603.5402,             0.0000,         65113.8683,       145392456428.4812,        0.0000,       2308307839653.6953,       0.0000,             0.0000,        342438.8193,        348353.9239,        342363.0703,        353105.6896,        345864.3828,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         15284.7446,          9306.6013,          9320.5902,             0.0000,         12090.2091,       145392485985.4908,        0.0000,       2308307902342.5513,       0.0000,             0.0000,        373668.3243,        380413.8257,        373089.3791,        382753.4296,        376858.0381,         10598.6669,         11070.9553,             0.0000,         10031.8760,       145392482796.0945,        0.0000,       2308307894979.0396,       0.0000,             0.0000,        381473.2017,        388015.8653,        380985.9978,        390919.8415,        384719.7502,          5085.3089,             0.0000,         10581.9575,       145392478820.3041,        0.0000,       2308307895336.1221,       0.0000,             0.0000,        372654.9549,        379221.2593,        372090.2004,        381946.3769,        375873.6696,             0.0000,          6432.8907,       145392478611.6833,        0.0000,       2308307899589.6455,       0.0000,             0.0000,        376078.5526,        382642.5761,        375460.1761,        385274.4727,        379279.8078,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       145392481376.7060,        0.0000,       2308307903252.0024,       0.0000,             0.0000,        382459.8238,        389038.7579,        381841.3062,        391637.9460,        385659.0573,             0.0000,       2255640897500.5840,       0.0000,             0.0000,       145392355269.2573,  145392346262.3065,  145392352774.1512,  145392354089.2045,  145392354188.5119,        0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2308307713897.0796, 2308307706625.7617, 2308307717326.5518, 2308307719235.2891, 2308307713891.8848,       0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         10137.3211,          5413.9700,         14494.4546,          3714.9876,         11134.3408,         16886.5457,          9224.6836,         12667.7483,          5469.4210,         11134.3408,
