
SOAP Analysis Report Output for starlink_20_sats_3.orb,
Generated: Mon Jan 09 13:29:45 2023,
Start: 1940/11/12 01:42:00.00, Stop: 1940/11/13 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2418 - STARLINK-1246,
       Rise,         Set, Duration (s),
    3224.209,    3906.431,     682.222,
Is_True,           0.7896%,
Analysis,STARLINK-2418 - STARLINK-3635,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-3560,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1030,
       Rise,         Set, Duration (s),
       0.000,    6548.054,    6548.054,
    7854.912,   17861.470,   10006.557,
   18634.274,   28632.458,    9998.184,
   29402.208,   36718.852,    7316.644,
   46102.197,   47503.702,    1401.506,
   56883.458,   64209.674,    7326.216,
   64972.706,   74979.537,   10006.831,
   75752.431,   85752.304,    9999.873,
Is_True,          72.4582%,
Analysis,STARLINK-2418 - STARLINK-2417,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-3861,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1766,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1954,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-2543,
       Rise,         Set, Duration (s),
     459.019,   86400.000,   85940.981,
Is_True,          99.4687%,
Analysis,STARLINK-2418 - STARLINK-2031,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1162,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-2470,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-2649,
       Rise,         Set, Duration (s),
       0.000,    6106.000,    6106.000,
   59042.796,   71135.413,   12092.617,
Is_True,          21.0632%,
Analysis,STARLINK-2418 - STARLINK-3668,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1955,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1422,
       Rise,         Set, Duration (s),
   46459.540,   59809.934,   13350.394,
Is_True,          15.4518%,
Analysis,STARLINK-2418 - STARLINK-1565,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-1918,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2418 - STARLINK-3535,
       Rise,         Set, Duration (s),
       0.000,   46783.931,   46783.931,
   47714.979,   86400.000,   38685.021,
Is_True,          98.9224%,
Analysis,STARLINK-2418 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    3355.793,    3355.793,
    5309.029,    9080.416,    3771.386,
   11027.370,   20551.857,    9524.487,
   25176.869,   32037.946,    6861.077,
   33901.841,   37772.326,    3870.485,
   39621.172,   49222.578,    9601.406,
   51059.048,   60693.618,    9634.569,
   62494.876,   65047.499,    2552.623,
   69135.958,   77948.782,    8812.824,
   79650.334,   86400.000,    6749.666,
Is_True,          74.9240%,
Analysis,STARLINK-2418 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    3377.400,    3377.400,
    5320.753,    9096.299,    3775.546,
   11025.584,   20549.224,    9523.640,
   22452.224,   32034.260,    9582.037,
   33901.543,   37776.471,    3874.928,
