
SOAP Analysis Report Output for starlink_20_sats_31.orb,
Generated: Mon Jan 09 13:32:19 2023,
Start: 1979/03/27 01:42:00.00, Stop: 1979/03/28 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3297 - STARLINK-2660,
       Rise,         Set, Duration (s),
       0.000,    8998.311,    8998.311,
   10836.136,   17960.757,    7124.622,
   19049.281,   35960.516,   16911.235,
   36904.291,   49494.746,   12590.455,
   54117.680,   67349.615,   13231.935,
   68438.449,   84564.087,   16125.639,
Is_True,          86.7849%,
Analysis,STARLINK-3297 - STARLINK-2613,
       Rise,         Set, Duration (s),
       0.000,    8626.311,    8626.311,
   11965.259,   17736.743,    5771.484,
   20064.454,   33935.538,   13871.084,
   36261.306,   42938.378,    6677.072,
   45264.981,   59136.756,   13871.775,
   61463.466,   67235.989,    5772.523,
   69563.890,   75336.349,    5772.459,
   77664.398,   86400.000,    8735.602,
Is_True,          79.9749%,
Analysis,STARLINK-3297 - STARLINK-1849,
       Rise,         Set, Duration (s),
       0.000,   13349.351,   13349.351,
   14438.675,   21598.562,    7159.888,
   23437.404,   39560.015,   16122.610,
   40649.063,   57562.036,   16912.974,
   57861.445,   70949.195,   13087.750,
   72038.500,   86400.000,   14361.500,
Is_True,          93.7431%,
Analysis,STARLINK-3297 - STARLINK-3658,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3297 - STARLINK-1030,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3297 - STARLINK-3177,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3297 - STARLINK-1567,
       Rise,         Set, Duration (s),
       0.000,    1426.208,    1426.208,
    3864.889,    8625.138,    4760.249,
   12075.547,   16836.256,    4760.709,
   19274.323,   23925.350,    4651.027,
   26363.046,   32137.243,    5774.197,
   34574.670,   39335.193,    4760.524,
   41773.961,   46534.985,    4761.025,
   48973.747,   53625.703,    4651.956,
   56063.281,   60823.951,    4760.670,
   64275.902,   68024.072,    3748.170,
   71474.931,   75224.159,    3749.228,
   78675.665,   86400.000,    7724.335,
Is_True,          64.2689%,
Analysis,STARLINK-3297 - STARLINK-1331,
       Rise,         Set, Duration (s),
       0.000,    2660.888,    2660.888,
    3716.529,   10799.877,    7083.348,
   12715.886,   28763.777,   16047.890,
   29962.803,   42938.998,   12976.194,
   44138.243,   60151.668,   16013.425,
   62102.899,   78262.299,   16159.400,
   79317.357,   86400.000,    7082.643,
Is_True,          90.3053%,
Analysis,STARLINK-3297 - STARLINK-1148,
       Rise,         Set, Duration (s),
       0.000,    1535.580,    1535.580,
    4874.729,   10537.411,    5662.682,
   12864.377,   26625.714,   13761.338,
   29965.113,   35736.775,    5771.662,
   38063.900,   51826.210,   13762.310,
   55274.355,   59925.454,    4651.099,
   63373.692,   77137.074,   13763.382,
   79464.554,   85236.944,    5772.390,
Is_True,          74.8616%,
Analysis,STARLINK-3297 - STARLINK-2739,
       Rise,         Set, Duration (s),
       0.000,   13385.437,   13385.437,
   15448.680,   30595.967,   15147.286,
   32515.485,   39561.122,    7045.637,
   40761.986,   53736.695,   12974.709,
   54937.467,   70087.390,   15149.923,
   72150.081,   79160.517,    7010.436,
   80361.471,   86400.000,    6038.529,
Is_True,          88.8333%,
Analysis,STARLINK-3297 - STARLINK-3755,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3297 - STARLINK-3875,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3297 - STARLINK-2448,
