
SOAP Analysis Report Output for starlink_20_sats_23.orb,
Generated: Mon Jan 09 13:31:37 2023,
Start: 1962/08/18 01:42:00.00, Stop: 1962/08/19 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2685 - STARLINK-3843,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-1195,
       Rise,         Set, Duration (s),
       0.000,   10767.025,   10767.025,
   13505.103,   19345.071,    5839.968,
   22083.315,   30116.862,    8033.547,
   32430.543,   38695.437,    6264.894,
   41404.046,   62952.934,   21548.888,
   65282.977,   71502.746,    6219.769,
   73832.939,   86400.000,   12567.061,
Is_True,          82.4550%,
Analysis,STARLINK-2685 - STARLINK-1135,
       Rise,         Set, Duration (s),
      21.125,    5378.887,    5357.762,
    7221.145,   17746.870,   10525.725,
   18246.144,   28560.903,   10314.759,
   32646.103,   70860.889,   38214.786,
   76753.127,   86146.866,    9393.738,
Is_True,          85.4245%,
Analysis,STARLINK-2685 - STARLINK-2450,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-3592,
       Rise,         Set, Duration (s),
       0.000,    7034.514,    7034.514,
    8710.497,   12432.577,    3722.080,
   19990.212,   23229.203,    3238.991,
   30775.187,   34016.620,    3241.433,
   41570.456,   44803.691,    3233.235,
   46969.854,   56087.328,    9117.474,
   57762.659,   66885.875,    9123.216,
   69042.780,   77677.602,    8634.822,
   79830.081,   86400.000,    6569.919,
Is_True,          62.4024%,
Analysis,STARLINK-2685 - STARLINK-2646,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-3542,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-1883,
       Rise,         Set, Duration (s),
       0.000,     691.949,     691.949,
   14070.142,   18122.101,    4051.959,
   28547.235,   32636.597,    4089.362,
   43041.869,   47164.247,    4122.378,
   54633.348,   61674.086,    7040.738,
   74915.057,   76196.584,    1281.527,
Is_True,          24.6272%,
Analysis,STARLINK-2685 - STARLINK-3330,
       Rise,         Set, Duration (s),
       0.000,    3033.927,    3033.927,
    7316.074,   13496.425,    6180.351,
   15303.793,   26883.705,   11579.912,
   31166.293,   41143.300,    9977.007,
   44356.700,   56330.579,   11973.879,
   65731.698,   86400.000,   20668.302,
Is_True,          73.3951%,
Analysis,STARLINK-2685 - STARLINK-2326,
       Rise,         Set, Duration (s),
       0.000,   39055.668,   39055.668,
Is_True,          45.2033%,
Analysis,STARLINK-2685 - STARLINK-3560,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-1093,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-3079,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-3343,
       Rise,         Set, Duration (s),
       0.000,   17763.426,   17763.426,
   20820.558,   31267.168,   10446.610,
   36000.341,   50395.802,   14395.461,
   50404.309,   64229.331,   13825.022,
   64800.687,   75475.816,   10675.128,
   76054.541,   86400.000,   10345.459,
Is_True,          89.6425%,
Analysis,STARLINK-2685 - STARLINK-1956,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-2696,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-1512,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2685 - STARLINK-1096,
