
SOAP Analysis Report Output for starlink_20_sats_15.orb,
Generated: Mon Jan 09 13:30:51 2023,
Start: 1839/10/15 01:42:00.00, Stop: 1839/10/16 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,     Distance STARLINK-3087 - STARLINK-1764,Distance STARLINK-3087 - STARLINK-3068,Distance STARLINK-3087 - STARLINK-1304,Distance STARLINK-3087 - STARLINK-1930,Distance STARLINK-3087 - STARLINK-1316,Distance STARLINK-3087 - STARLINK-1368,Distance STARLINK-3087 - STARLINK-2737,Distance STARLINK-3087 - STARLINK-1548,Distance STARLINK-3087 - STARLINK-1126,Distance STARLINK-3087 - STARLINK-3687,Distance STARLINK-3087 - FALCON 9 DEB19,Distance STARLINK-3087 - STARLINK-1092,Distance STARLINK-3087 - STARLINK-2714,Distance STARLINK-3087 - STARLINK-3632,Distance STARLINK-3087 - STARLINK-1361,Distance STARLINK-3087 - STARLINK-3716,Distance STARLINK-3087 - STARLINK-2507,Distance STARLINK-3087 - STARLINK-2562,Distance STARLINK-3087 - STARLINK-1741,Distance STARLINK-3087 - IOAG-Equatorial,Distance STARLINK-3087 - IOAG-North1,Distance STARLINK-3087 - IOAG-North2,Distance STARLINK-3087 - IOAG-South1,Distance STARLINK-3087 - IOAG-South2,Distance STARLINK-1764 - STARLINK-3068,Distance STARLINK-1764 - STARLINK-1304,Distance STARLINK-1764 - STARLINK-1930,Distance STARLINK-1764 - STARLINK-1316,Distance STARLINK-1764 - STARLINK-1368,Distance STARLINK-1764 - STARLINK-2737,Distance STARLINK-1764 - STARLINK-1548,Distance STARLINK-1764 - STARLINK-1126,Distance STARLINK-1764 - STARLINK-3687,Distance STARLINK-1764 - FALCON 9 DEB19,Distance STARLINK-1764 - STARLINK-1092,Distance STARLINK-1764 - STARLINK-2714,Distance STARLINK-1764 - STARLINK-3632,Distance STARLINK-1764 - STARLINK-1361,Distance STARLINK-1764 - STARLINK-3716,Distance STARLINK-1764 - STARLINK-2507,Distance STARLINK-1764 - STARLINK-2562,Distance STARLINK-1764 - STARLINK-1741,Distance STARLINK-1764 - IOAG-Equatorial,Distance STARLINK-1764 - IOAG-North1,Distance STARLINK-1764 - IOAG-North2,Distance STARLINK-1764 - IOAG-South1,Distance STARLINK-1764 - IOAG-South2,Distance STARLINK-3068 - STARLINK-1304,Distance STARLINK-3068 - STARLINK-1930,Distance STARLINK-3068 - STARLINK-1316,Distance STARLINK-3068 - STARLINK-1368,Distance STARLINK-3068 - STARLINK-2737,Distance STARLINK-3068 - STARLINK-1548,Distance STARLINK-3068 - STARLINK-1126,Distance STARLINK-3068 - STARLINK-3687,Distance STARLINK-3068 - FALCON 9 DEB19,Distance STARLINK-3068 - STARLINK-1092,Distance STARLINK-3068 - STARLINK-2714,Distance STARLINK-3068 - STARLINK-3632,Distance STARLINK-3068 - STARLINK-1361,Distance STARLINK-3068 - STARLINK-3716,Distance STARLINK-3068 - STARLINK-2507,Distance STARLINK-3068 - STARLINK-2562,Distance STARLINK-3068 - STARLINK-1741,Distance STARLINK-3068 - IOAG-Equatorial,Distance STARLINK-3068 - IOAG-North1,Distance STARLINK-3068 - IOAG-North2,Distance STARLINK-3068 - IOAG-South1,Distance STARLINK-3068 - IOAG-South2,Distance STARLINK-1304 - STARLINK-1930,Distance STARLINK-1304 - STARLINK-1316,Distance STARLINK-1304 - STARLINK-1368,Distance STARLINK-1304 - STARLINK-2737,Distance STARLINK-1304 - STARLINK-1548,Distance STARLINK-1304 - STARLINK-1126,Distance STARLINK-1304 - STARLINK-3687,Distance STARLINK-1304 - FALCON 9 DEB19,Distance STARLINK-1304 - STARLINK-1092,Distance STARLINK-1304 - STARLINK-2714,Distance STARLINK-1304 - STARLINK-3632,Distance STARLINK-1304 - STARLINK-1361,Distance STARLINK-1304 - STARLINK-3716,Distance STARLINK-1304 - STARLINK-2507,Distance STARLINK-1304 - STARLINK-2562,Distance STARLINK-1304 - STARLINK-1741,Distance STARLINK-1304 - IOAG-Equatorial,Distance STARLINK-1304 - IOAG-North1,Distance STARLINK-1304 - IOAG-North2,Distance STARLINK-1304 - IOAG-South1,Distance STARLINK-1304 - IOAG-South2,Distance STARLINK-1930 - STARLINK-1316,Distance STARLINK-1930 - STARLINK-1368,Distance STARLINK-1930 - STARLINK-2737,Distance STARLINK-1930 - STARLINK-1548,Distance STARLINK-1930 - STARLINK-1126,Distance STARLINK-1930 - STARLINK-3687,Distance STARLINK-1930 - FALCON 9 DEB19,Distance STARLINK-1930 - STARLINK-1092,Distance STARLINK-1930 - STARLINK-2714,Distance STARLINK-1930 - STARLINK-3632,Distance STARLINK-1930 - STARLINK-1361,Distance STARLINK-1930 - STARLINK-3716,Distance STARLINK-1930 - STARLINK-2507,Distance STARLINK-1930 - STARLINK-2562,Distance STARLINK-1930 - STARLINK-1741,Distance STARLINK-1930 - IOAG-Equatorial,Distance STARLINK-1930 - IOAG-North1,Distance STARLINK-1930 - IOAG-North2,Distance STARLINK-1930 - IOAG-South1,Distance STARLINK-1930 - IOAG-South2,Distance STARLINK-1316 - STARLINK-1368,Distance STARLINK-1316 - STARLINK-2737,Distance STARLINK-1316 - STARLINK-1548,Distance STARLINK-1316 - STARLINK-1126,Distance STARLINK-1316 - STARLINK-3687,Distance STARLINK-1316 - FALCON 9 DEB19,Distance STARLINK-1316 - STARLINK-1092,Distance STARLINK-1316 - STARLINK-2714,Distance STARLINK-1316 - STARLINK-3632,Distance STARLINK-1316 - STARLINK-1361,Distance STARLINK-1316 - STARLINK-3716,Distance STARLINK-1316 - STARLINK-2507,Distance STARLINK-1316 - STARLINK-2562,Distance STARLINK-1316 - STARLINK-1741,Distance STARLINK-1316 - IOAG-Equatorial,Distance STARLINK-1316 - IOAG-North1,Distance STARLINK-1316 - IOAG-North2,Distance STARLINK-1316 - IOAG-South1,Distance STARLINK-1316 - IOAG-South2,Distance STARLINK-1368 - STARLINK-2737,Distance STARLINK-1368 - STARLINK-1548,Distance STARLINK-1368 - STARLINK-1126,Distance STARLINK-1368 - STARLINK-3687,Distance STARLINK-1368 - FALCON 9 DEB19,Distance STARLINK-1368 - STARLINK-1092,Distance STARLINK-1368 - STARLINK-2714,Distance STARLINK-1368 - STARLINK-3632,Distance STARLINK-1368 - STARLINK-1361,Distance STARLINK-1368 - STARLINK-3716,Distance STARLINK-1368 - STARLINK-2507,Distance STARLINK-1368 - STARLINK-2562,Distance STARLINK-1368 - STARLINK-1741,Distance STARLINK-1368 - IOAG-Equatorial,Distance STARLINK-1368 - IOAG-North1,Distance STARLINK-1368 - IOAG-North2,Distance STARLINK-1368 - IOAG-South1,Distance STARLINK-1368 - IOAG-South2,Distance STARLINK-2737 - STARLINK-1548,Distance STARLINK-2737 - STARLINK-1126,Distance STARLINK-2737 - STARLINK-3687,Distance STARLINK-2737 - FALCON 9 DEB19,Distance STARLINK-2737 - STARLINK-1092,Distance STARLINK-2737 - STARLINK-2714,Distance STARLINK-2737 - STARLINK-3632,Distance STARLINK-2737 - STARLINK-1361,Distance STARLINK-2737 - STARLINK-3716,Distance STARLINK-2737 - STARLINK-2507,Distance STARLINK-2737 - STARLINK-2562,Distance STARLINK-2737 - STARLINK-1741,Distance STARLINK-2737 - IOAG-Equatorial,Distance STARLINK-2737 - IOAG-North1,Distance STARLINK-2737 - IOAG-North2,Distance STARLINK-2737 - IOAG-South1,Distance STARLINK-2737 - IOAG-South2,Distance STARLINK-1548 - STARLINK-1126,Distance STARLINK-1548 - STARLINK-3687,Distance STARLINK-1548 - FALCON 9 DEB19,Distance STARLINK-1548 - STARLINK-1092,Distance STARLINK-1548 - STARLINK-2714,Distance STARLINK-1548 - STARLINK-3632,Distance STARLINK-1548 - STARLINK-1361,Distance STARLINK-1548 - STARLINK-3716,Distance STARLINK-1548 - STARLINK-2507,Distance STARLINK-1548 - STARLINK-2562,Distance STARLINK-1548 - STARLINK-1741,Distance STARLINK-1548 - IOAG-Equatorial,Distance STARLINK-1548 - IOAG-North1,Distance STARLINK-1548 - IOAG-North2,Distance STARLINK-1548 - IOAG-South1,Distance STARLINK-1548 - IOAG-South2,Distance STARLINK-1126 - STARLINK-3687,Distance STARLINK-1126 - FALCON 9 DEB19,Distance STARLINK-1126 - STARLINK-1092,Distance STARLINK-1126 - STARLINK-2714,Distance STARLINK-1126 - STARLINK-3632,Distance STARLINK-1126 - STARLINK-1361,Distance STARLINK-1126 - STARLINK-3716,Distance STARLINK-1126 - STARLINK-2507,Distance STARLINK-1126 - STARLINK-2562,Distance STARLINK-1126 - STARLINK-1741,Distance STARLINK-1126 - IOAG-Equatorial,Distance STARLINK-1126 - IOAG-North1,Distance STARLINK-1126 - IOAG-North2,Distance STARLINK-1126 - IOAG-South1,Distance STARLINK-1126 - IOAG-South2,Distance STARLINK-3687 - FALCON 9 DEB19,Distance STARLINK-3687 - STARLINK-1092,Distance STARLINK-3687 - STARLINK-2714,Distance STARLINK-3687 - STARLINK-3632,Distance STARLINK-3687 - STARLINK-1361,Distance STARLINK-3687 - STARLINK-3716,Distance STARLINK-3687 - STARLINK-2507,Distance STARLINK-3687 - STARLINK-2562,Distance STARLINK-3687 - STARLINK-1741,Distance STARLINK-3687 - IOAG-Equatorial,Distance STARLINK-3687 - IOAG-North1,Distance STARLINK-3687 - IOAG-North2,Distance STARLINK-3687 - IOAG-South1,Distance STARLINK-3687 - IOAG-South2,Distance FALCON 9 DEB19 - STARLINK-1092,Distance FALCON 9 DEB19 - STARLINK-2714,Distance FALCON 9 DEB19 - STARLINK-3632,Distance FALCON 9 DEB19 - STARLINK-1361,Distance FALCON 9 DEB19 - STARLINK-3716,Distance FALCON 9 DEB19 - STARLINK-2507,Distance FALCON 9 DEB19 - STARLINK-2562,Distance FALCON 9 DEB19 - STARLINK-1741,Distance FALCON 9 DEB19 - IOAG-Equatorial,Distance FALCON 9 DEB19 - IOAG-North1,Distance FALCON 9 DEB19 - IOAG-North2,Distance FALCON 9 DEB19 - IOAG-South1,Distance FALCON 9 DEB19 - IOAG-South2,Distance STARLINK-1092 - STARLINK-2714,Distance STARLINK-1092 - STARLINK-3632,Distance STARLINK-1092 - STARLINK-1361,Distance STARLINK-1092 - STARLINK-3716,Distance STARLINK-1092 - STARLINK-2507,Distance STARLINK-1092 - STARLINK-2562,Distance STARLINK-1092 - STARLINK-1741,Distance STARLINK-1092 - IOAG-Equatorial,Distance STARLINK-1092 - IOAG-North1,Distance STARLINK-1092 - IOAG-North2,Distance STARLINK-1092 - IOAG-South1,Distance STARLINK-1092 - IOAG-South2,Distance STARLINK-2714 - STARLINK-3632,Distance STARLINK-2714 - STARLINK-1361,Distance STARLINK-2714 - STARLINK-3716,Distance STARLINK-2714 - STARLINK-2507,Distance STARLINK-2714 - STARLINK-2562,Distance STARLINK-2714 - STARLINK-1741,Distance STARLINK-2714 - IOAG-Equatorial,Distance STARLINK-2714 - IOAG-North1,Distance STARLINK-2714 - IOAG-North2,Distance STARLINK-2714 - IOAG-South1,Distance STARLINK-2714 - IOAG-South2,Distance STARLINK-3632 - STARLINK-1361,Distance STARLINK-3632 - STARLINK-3716,Distance STARLINK-3632 - STARLINK-2507,Distance STARLINK-3632 - STARLINK-2562,Distance STARLINK-3632 - STARLINK-1741,Distance STARLINK-3632 - IOAG-Equatorial,Distance STARLINK-3632 - IOAG-North1,Distance STARLINK-3632 - IOAG-North2,Distance STARLINK-3632 - IOAG-South1,Distance STARLINK-3632 - IOAG-South2,Distance STARLINK-1361 - STARLINK-3716,Distance STARLINK-1361 - STARLINK-2507,Distance STARLINK-1361 - STARLINK-2562,Distance STARLINK-1361 - STARLINK-1741,Distance STARLINK-1361 - IOAG-Equatorial,Distance STARLINK-1361 - IOAG-North1,Distance STARLINK-1361 - IOAG-North2,Distance STARLINK-1361 - IOAG-South1,Distance STARLINK-1361 - IOAG-South2,Distance STARLINK-3716 - STARLINK-2507,Distance STARLINK-3716 - STARLINK-2562,Distance STARLINK-3716 - STARLINK-1741,Distance STARLINK-3716 - IOAG-Equatorial,Distance STARLINK-3716 - IOAG-North1,Distance STARLINK-3716 - IOAG-North2,Distance STARLINK-3716 - IOAG-South1,Distance STARLINK-3716 - IOAG-South2,Distance STARLINK-2507 - STARLINK-2562,Distance STARLINK-2507 - STARLINK-1741,Distance STARLINK-2507 - IOAG-Equatorial,Distance STARLINK-2507 - IOAG-North1,Distance STARLINK-2507 - IOAG-North2,Distance STARLINK-2507 - IOAG-South1,Distance STARLINK-2507 - IOAG-South2,Distance STARLINK-2562 - STARLINK-1741,Distance STARLINK-2562 - IOAG-Equatorial,Distance STARLINK-2562 - IOAG-North1,Distance STARLINK-2562 - IOAG-North2,Distance STARLINK-2562 - IOAG-South1,Distance STARLINK-2562 - IOAG-South2,Distance STARLINK-1741 - IOAG-Equatorial,Distance STARLINK-1741 - IOAG-North1,Distance STARLINK-1741 - IOAG-North2,Distance STARLINK-1741 - IOAG-South1,Distance STARLINK-1741 - IOAG-South2,Distance IOAG-Equatorial - IOAG-North1,Distance IOAG-Equatorial - IOAG-North2,Distance IOAG-Equatorial - IOAG-South1,Distance IOAG-Equatorial - IOAG-South2,Distance IOAG-North1 - IOAG-North2,Distance IOAG-North1 - IOAG-South1,Distance IOAG-North1 - IOAG-South2,Distance IOAG-North2 - IOAG-South1,Distance IOAG-North2 - IOAG-South2,Distance IOAG-South1 - IOAG-South2,
SECONDS,        km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,                 km,
       0.000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2710689473339862.5000,      0.0000,       2710678804201601.5000,2710688590350053.0000,2710688590414755.5000,      0.0000,       2672379784197942.5000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2710688590418975.0000,      0.0000,       2710688591003313.0000,2710104074762376.5000,2710688590442078.5000,2710688590100630.0000,2710688590102793.0000,2710688590110139.5000,2710688590108649.5000,2710688590107559.0000,      0.0000,       13525959890.1239,   2539433797.6074,    2539431448.0319,          0.0000,       91216654200252.3438,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2539430266.9273,          0.0000,       2535459546.6866,    41745125051496.6250,2539209019.3374,    2539413992.7780,    2539409588.8446,    2539410435.3981,    2539417750.6552,    2539417528.4632,          0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       13215082074.4013,   13215159480.9494,         0.0000,       91206547458964.6563,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       13215155498.6570,         0.0000,       13215591321.2816,   41741596006460.5234,13215158767.8151,   13215016838.1108,   13215014810.0137,   13215023012.5403,   13215022797.9130,   13215016432.0265,     78403.7406,             0.0000,       91214977580590.8906,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         77247.8072,             0.0000,       4356429.0016,       41743030040916.4375, 244150.7396,        361305.7394,        358292.3267,        354044.7837,        351856.9031,        347168.2059,             0.0000,       91214977624816.1406,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         12231.3079,             0.0000,       4352886.6399,       41743030042531.1172, 235359.1123,        394489.6534,        392010.4521,        386404.0702,        384388.7508,        381200.9939,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       91214977618231.9688,      0.0000,       91214981188846.6250,60874838572647.9922,91214977799893.3438,91214977703324.0313,91214977703305.0156,91214977706673.2344,91214977701068.6875,91214977694739.8594,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       4356741.5855,       41743030036741.0859, 238167.9001,        403756.7084,        401192.6958,        395722.1302,        393723.5041,        390370.5576,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       41743034325077.9063,4119707.1413,       4215557.6311,       4212899.0905,       4213702.5797,       4221161.1571,       4223615.0444,       41743030268243.6953,41743030249772.7813,41743030251123.0156,41743030249584.5156,41743030242537.3203,41743030238849.0156, 380782.5584,        376340.8702,        371729.4109,        374380.7574,        372083.2519,          6174.4418,          9598.7330,         10971.2885,         14718.2544,          8723.2227,         12454.3495,         13315.1330,          7536.0952,         12301.7309,          8723.2227,
    3600.000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2545270832090478.5000,      0.0000,       2545256842211376.5000,2545268370949057.5000,2545268370957970.0000,      0.0000,       2608192857425024.0000,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2545268370964782.5000,      0.0000,       2545268373939884.5000,2533866580796865.0000,2545268371142636.5000,2545268371116345.0000,2545268371112220.0000,2545268371104999.5000,2545268371112700.5000,2545268371111912.5000,      0.0000,       15274261139.7722,   2531368192.8601,    2531366197.8915,          0.0000,       91465453009171.3125,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       2531360597.7462,          0.0000,       2527731689.6180,    41955144363494.8203,2531205068.2359,    2531230114.0876,    2531234902.3896,    2531240359.1425,    2531232350.9053,    2531234161.9725,          0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       13263731536.2537,   13263771967.9386,         0.0000,       91478280342734.3594,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       13263782878.7900,         0.0000,       13265294026.3949,   41954215888655.3125,13264007603.9337,   13264059375.7336,   13264056223.3668,   13264047104.9071,   13264052177.8050,   13264050230.7610,     73525.6232,             0.0000,       91466688615505.0938,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         85567.4573,             0.0000,       4334606.7140,       41954605979222.6797, 302980.5084,        478107.5820,        475239.9796,        470256.8380,        470176.0307,        462853.3397,             0.0000,       91466688585624.4219,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,         13046.6878,             0.0000,       4344425.5866,       41954605926659.4844, 244603.4594,        408072.1372,        404962.4659,        399936.3734,        400235.9622,        392808.2190,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       91466688577348.7813,      0.0000,       91466688859531.7813,112654255689593.0781,91466688396551.6406,91466688406150.1875,91466688406613.5625,91466688416462.4844,91466688412975.2500,91466688410612.3906,      0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       4342312.0148,       41954605920187.6875, 232242.1719,        395388.6856,        392275.4558,        387317.9338,        387581.0910,        380105.6258,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,             0.0000,       41954605719387.5078,4272414.6392,       4287282.2119,       4292444.6276,       4292161.4569,       4285351.9358,       4289044.2435,       41954605868589.8984,41954605648985.7422,41954605650890.5078,41954605648266.5078,41954605652105.1641,41954605661168.8125, 229990.7953,        228115.9719,        228111.2280,        224630.5430,        215908.2542,          5815.0057,         12354.2631,          8957.3901,         15477.2532,          9905.7682,          9614.9620,         13165.8754,          8375.2901,         13377.2102,          9905.7682,
