
SOAP Analysis Report Output for starlink_40_sats_49.orb,
Generated: Mon Jan 09 13:42:52 2023,
Start: 1861/01/14 01:42:00.00, Stop: 1861/01/15 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1661 - STARLINK-1014,
       Rise,         Set, Duration (s),
       0.000,   71825.368,   71825.368,
Is_True,          83.1312%,
Analysis,STARLINK-1661 - STARLINK-3160,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3459,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3790,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-1959,
       Rise,         Set, Duration (s),
       0.000,    3531.395,    3531.395,
    4798.892,   46500.598,   41701.706,
   47769.214,   57585.727,    9816.513,
   59469.510,   63882.167,    4412.657,
   64875.158,   74691.823,    9816.664,
   76507.756,   86323.015,    9815.259,
Is_True,          91.5442%,
Analysis,STARLINK-1661 - STARLINK-2367,
       Rise,         Set, Duration (s),
       0.000,    6866.131,    6866.131,
    7314.831,   21557.877,   14243.045,
   23410.901,   35927.878,   12516.978,
   38798.575,   50297.954,   11499.379,
   50423.645,   54833.152,    4409.507,
   57645.256,   70156.222,   12510.967,
   72032.355,   84526.653,   12494.298,
Is_True,          86.2735%,
Analysis,STARLINK-1661 - STARLINK-3587,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-1646,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-1570,
       Rise,         Set, Duration (s),
   50150.313,   50495.731,     345.418,
Is_True,           0.3998%,
Analysis,STARLINK-1661 - STARLINK-3136,
       Rise,         Set, Duration (s),
    7219.761,   25124.760,   17905.000,
   25331.544,   31443.686,    6112.142,
   32419.089,   50324.937,   17905.848,
   54018.355,   75580.619,   21562.263,
   79219.645,   86400.000,    7180.355,
Is_True,          81.7889%,
Analysis,STARLINK-1661 - STARLINK-1903,
       Rise,         Set, Duration (s),
       0.000,    9898.459,    9898.459,
   15760.180,   27672.600,   11912.419,
   33536.440,   45449.858,   11913.417,
   51311.274,   63672.081,   12360.807,
   69531.252,   81662.800,   12131.547,
Is_True,          67.3804%,
Analysis,STARLINK-1661 - STARLINK-2614,
       Rise,         Set, Duration (s),
       0.000,    6950.355,    6950.355,
   12841.658,   24060.621,   11218.962,
   29952.035,   46555.797,   16603.762,
   47940.188,   59158.549,   11218.360,
   69312.630,   81654.254,   12341.624,
   83040.852,   86400.000,    3359.148,
Is_True,          71.4030%,
Analysis,STARLINK-1661 - STARLINK-2564,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-2185,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3372,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-2279,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3601,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3075,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-1492,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1661 - STARLINK-3637,
       Rise,         Set, Duration (s),
       0.000,    8520.987,    8520.987,
   11166.506,   19095.822,    7929.316,
