
SOAP Analysis Report Output for starlink_40_sats_35.orb,
Generated: Mon Jan 09 13:40:42 2023,
Start: 1927/09/20 01:42:00.00, Stop: 1927/09/21 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1533 - STARLINK-1337,
       Rise,         Set, Duration (s),
    1613.140,    3742.269,    2129.130,
   10692.286,   12814.384,    2122.098,
   28739.609,   28828.145,      88.536,
   35788.859,   37914.686,    2125.826,
   44862.895,   46993.459,    2130.564,
   53942.117,   56757.202,    2815.085,
   75794.856,   81165.142,    5370.286,
Is_True,          19.4231%,
Analysis,STARLINK-1533 - STARLINK-1907,
       Rise,         Set, Duration (s),
       0.000,      82.182,      82.182,
    7032.418,    9157.679,    2125.261,
   16114.057,   18226.235,    2112.178,
   31456.635,   34243.872,    2787.237,
   39855.491,   43322.891,    3467.400,
   50275.726,   52395.029,    2119.304,
   60488.674,   61454.184,     965.510,
   68286.640,   68403.260,     116.619,
   74671.176,   77488.606,    2817.430,
   84440.633,   86400.000,    1959.367,
Is_True,          21.4728%,
Analysis,STARLINK-1533 - STARLINK-1301,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-2249,
       Rise,         Set, Duration (s),
    3413.261,    5546.403,    2133.142,
   12491.631,   15310.184,    2818.553,
   21570.792,   21709.422,     138.630,
   28537.504,   29506.385,     968.881,
   37598.634,   39720.201,    2121.567,
   46670.223,   50197.143,    3526.920,
   69239.810,   72060.087,    2820.276,
   79004.777,   81138.004,    2133.228,
Is_True,          19.2838%,
Analysis,STARLINK-1533 - STARLINK-1792,
       Rise,         Set, Duration (s),
    2698.773,    6359.515,    3660.742,
   14342.456,   18002.673,    3660.217,
   25149.282,   28809.785,    3660.503,
   35963.143,   39618.906,    3655.763,
   46779.471,   50434.555,    3655.085,
   57589.751,   61248.833,    3659.082,
   68397.638,   72057.312,    3659.673,
   80041.937,   83702.004,    3660.066,
Is_True,          33.8786%,
Analysis,STARLINK-1533 - STARLINK-2111,
       Rise,         Set, Duration (s),
    5366.897,    8196.183,    2829.286,
   16186.839,   19826.492,    3639.653,
   26950.670,   30618.622,    3667.953,
   37750.710,   40580.978,    2830.268,
   48580.887,   52211.578,    3630.691,
   59375.472,   63032.575,    3657.103,
   70143.034,   72964.649,    2821.615,
   80966.047,   83796.344,    2830.296,
Is_True,          29.9848%,
Analysis,STARLINK-1533 - STARLINK-1160,
       Rise,         Set, Duration (s),
    3555.793,    6375.579,    2819.786,
   14353.848,   18015.452,    3661.604,
   25144.727,   28804.002,    3659.276,
   35965.103,   39607.357,    3642.254,
   46788.394,   50432.803,    3644.409,
   57583.465,   61245.903,    3662.438,
   68379.791,   72034.578,    3654.787,
   80019.777,   82844.573,    2824.796,
Is_True,          31.9090%,
Analysis,STARLINK-1533 - STARLINK-2178,
       Rise,         Set, Duration (s),
       0.000,     134.487,     134.487,
    7116.799,    9949.895,    2833.096,
   29658.693,   32490.684,    2831.991,
   39468.550,   41570.517,    2101.967,
   50364.239,   50641.108,     276.869,
   63846.118,   66649.209,    2803.090,
   73623.002,   75739.315,    2116.313,
   82713.897,   85512.751,    2798.854,
Is_True,          18.3989%,
Analysis,STARLINK-1533 - STARLINK-3887,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1533 - STARLINK-3181,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1533 - STARLINK-3395,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
