
SOAP Analysis Report Output for starlink_40_sats_21.orb,
Generated: Mon Jan 09 13:38:23 2023,
Start: 1971/12/08 01:42:00.00, Stop: 1971/12/09 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3608 - STARLINK-2060,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1621,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1507,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2106,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1636,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1165,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2145,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3622,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2105,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - FALCON 9 DEB21,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1066,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1528,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1907,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2741,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3458,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1193,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3118,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1554,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2489,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2495,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2038,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1099,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3300,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2196,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2722,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3122,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2498,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3575,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1241,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3778,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-2535,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3363,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3234,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-1590,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - STARLINK-3721,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3608 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-3527,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-1621,
       Rise,         Set, Duration (s),
    3742.545,   24157.459,   20414.915,
   30292.538,   39007.457,    8714.919,
   41092.523,   45307.437,    4214.915,
   47842.528,   52507.472,    4664.944,
   55942.540,   62407.464,    6464.924,
   68092.534,   86400.000,   18307.466,
Is_True,          72.6644%,
Analysis,STARLINK-2060 - STARLINK-1507,
       Rise,         Set, Duration (s),
       0.000,   35998.040,   35998.040,
   36592.532,   53407.463,   16814.931,
   56392.515,   62407.438,    6014.923,
   65392.561,   82207.474,   16814.913,
Is_True,          87.5495%,
Analysis,STARLINK-2060 - STARLINK-2106,
       Rise,         Set, Duration (s),
       0.000,    7057.454,    7057.454,
   26692.522,   39457.444,   12764.923,
   41092.560,   45307.450,    4214.890,
   47392.547,   52057.470,    4664.923,
   55042.536,   61057.464,    6014.928,
   65392.533,   77707.471,   12314.937,
Is_True,          54.4352%,
Analysis,STARLINK-2060 - STARLINK-3736,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-1636,
       Rise,         Set, Duration (s),
       0.000,    3295.693,    3295.693,
   19494.396,   31354.347,   11859.951,
   33442.565,   42604.346,    9161.781,
   46045.645,   49786.323,    3740.679,
   54145.667,   60154.346,    6008.680,
   67195.662,   86400.000,   19204.338,
Is_True,          61.6564%,
Analysis,STARLINK-2060 - STARLINK-1165,
       Rise,         Set, Duration (s),
       0.000,    3007.464,    3007.464,
    3744.367,   10799.899,    7055.532,
   12742.534,   23255.622,   10513.089,
   34342.517,   37207.484,    2864.967,
   45592.515,   57005.630,   11413.116,
   59992.581,   78748.038,   18755.456,
   79342.566,   86400.000,    7057.434,
Is_True,          70.2165%,
Analysis,STARLINK-2060 - STARLINK-2145,
       Rise,         Set, Duration (s),
       0.000,   16199.897,   16199.897,
   19914.491,   67920.004,   48005.513,
   68542.521,   86257.471,   17714.950,
Is_True,          94.8152%,
Analysis,STARLINK-2060 - STARLINK-3622,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-2105,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2060 - FALCON 9 DEB21,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2060 - STARLINK-1066,
       Rise,         Set, Duration (s),
      30.029,    7057.476,    7027.447,
   10914.485,   21570.004,   10655.519,
   28912.601,   39148.028,   10235.426,
   45142.600,   57007.493,   11864.893,
   59992.563,   78749.930,   18757.367,
   79342.565,   86400.000,    7057.435,
Is_True,          75.9237%,
Analysis,STARLINK-2060 - STARLINK-1528,
       Rise,         Set, Duration (s),
       0.000,   17857.494,   17857.494,
   22050.027,   46798.037,   24748.010,
   47392.545,   78607.452,   31214.907,
   85642.548,   86400.000,     757.452,
Is_True,          86.3170%,
Analysis,STARLINK-2060 - STARLINK-1907,
       Rise,         Set, Duration (s),
       0.000,    3457.480,    3457.480,
   30292.529,   38557.434,    8264.905,
   40192.548,   58807.468,   18614.920,
   62692.531,   71857.460,    9164.929,
Is_True,          45.7202%,
Analysis,STARLINK-2060 - STARLINK-2741,
       Rise,         Set, Duration (s),
       0.000,   12569.948,   12569.948,
   15892.571,   26857.421,   10964.850,
   32542.570,   42607.459,   10064.889,
   45142.547,   48455.625,    3313.078,
   51442.526,   58807.424,    7364.899,
   61792.544,   75007.432,   13214.888,
   78301.967,   79957.432,    1655.465,
Is_True,          68.4584%,
Analysis,STARLINK-2060 - STARLINK-3458,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-1193,
       Rise,         Set, Duration (s),
       0.000,   31357.497,   31357.497,
   37942.525,   41257.447,    3314.923,
   43342.577,   56557.463,   13214.886,
   59542.546,   66007.479,    6464.934,
   71692.562,   86400.000,   14707.438,
Is_True,          79.9302%,
Analysis,STARLINK-2060 - STARLINK-3118,
       Rise,         Set, Duration (s),
       0.000,   34957.479,   34957.479,
   36592.564,   46207.465,    9614.901,
   48292.556,   53407.451,    5114.896,
   55942.552,   62407.462,    6464.909,
   66742.533,   82207.466,   15464.933,
Is_True,          82.8902%,
Analysis,STARLINK-2060 - STARLINK-1554,
       Rise,         Set, Duration (s),
     142.585,   30907.479,   30764.893,
   37492.546,   63757.455,   26264.910,
   68092.534,   86400.000,   18307.466,
Is_True,          87.1959%,
Analysis,STARLINK-2060 - STARLINK-2489,
       Rise,         Set, Duration (s),
       0.000,   35407.433,   35407.433,
   37042.523,   46207.473,    9164.950,
   48742.524,   53407.455,    4664.930,
   55942.554,   62407.464,    6464.910,
   66742.533,   80857.470,   14114.936,
Is_True,          80.8069%,
Analysis,STARLINK-2060 - STARLINK-2495,
       Rise,         Set, Duration (s),
       0.000,   10657.471,   10657.471,
   22642.538,   39457.456,   16814.918,
   41092.520,   45307.444,    4214.923,
   46942.536,   51607.467,    4664.931,
   54142.558,   60157.461,    6014.903,
   63592.533,   74107.466,   10514.933,
Is_True,          61.2061%,
Analysis,STARLINK-2060 - STARLINK-3530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2060 - STARLINK-2038,
       Rise,         Set, Duration (s),
       0.000,   31357.437,   31357.437,
   32992.536,   42157.426,    9164.890,
   43792.535,   48007.472,    4214.937,
