
SOAP Analysis Report Output for starlink_40_sats_10.orb,
Generated: Mon Jan 09 13:36:53 2023,
Start: 1962/08/23 01:42:00.00, Stop: 1962/08/24 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3116 - STARLINK-1282,
       Rise,         Set, Duration (s),
       0.000,    3458.251,    3458.251,
   17691.728,   21458.254,    3766.526,
   23541.728,   68258.259,   44716.531,
   71241.738,   86400.000,   15158.262,
Is_True,          77.6615%,
Analysis,STARLINK-3116 - STARLINK-2210,
       Rise,         Set, Duration (s),
     929.240,   14370.750,   13441.510,
   14653.147,   28658.268,   14005.120,
   34791.730,   50258.255,   15466.524,
   62241.736,   73658.261,   11416.525,
Is_True,          62.8816%,
Analysis,STARLINK-3116 - STARLINK-3587,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3116 - STARLINK-1121,
       Rise,         Set, Duration (s),
    1041.754,   17858.267,   16816.514,
   19917.127,   26858.272,    6941.144,
   36591.736,   49808.259,   13216.523,
   50545.243,   60158.254,    9613.011,
   61341.748,   72308.261,   10966.512,
   78891.738,   81867.253,    2975.515,
Is_True,          70.0570%,
Analysis,STARLINK-3116 - STARLINK-2729,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3116 - STARLINK-1640,
       Rise,         Set, Duration (s),
      29.234,   14370.770,   14341.536,
   14541.741,   32258.268,   17716.527,
   32991.733,   42608.254,    9616.521,
   45591.748,   50399.981,    4808.233,
   61791.738,   72758.261,   10966.523,
   78891.738,   79621.854,     730.116,
Is_True,          67.3373%,
Analysis,STARLINK-3116 - STARLINK-2723,
       Rise,         Set, Duration (s),
     929.251,   14370.759,   13441.508,
   14541.732,   30458.268,   15916.536,
   34791.745,   42608.250,    7816.504,
   45591.749,   50258.253,    4666.505,
   62241.740,   74108.260,   11866.520,
Is_True,          62.1615%,
Analysis,STARLINK-3116 - STARLINK-3090,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3116 - STARLINK-2180,
       Rise,         Set, Duration (s),
      29.232,   14370.771,   14341.538,
   14541.739,   32258.268,   17716.529,
   32990.626,   42608.261,    9617.635,
   43341.732,   50399.996,    7058.264,
   61200.024,   74108.264,   12908.241,
   78441.742,   79621.872,    1180.130,
Is_True,          72.7110%,
Analysis,STARLINK-3116 - STARLINK-1145,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3116 - STARLINK-1506,
       Rise,         Set, Duration (s),
       0.000,    3458.255,    3458.255,
   10941.752,   21458.260,   10516.508,
   23541.739,   39008.254,   15466.515,
   41991.734,   46345.378,    4353.644,
   49641.736,   62858.264,   13216.528,
   64941.736,   69158.260,    4216.523,
   72591.738,   86400.000,   13808.262,
Is_True,          75.2734%,
Analysis,STARLINK-3116 - STARLINK-2147,
       Rise,         Set, Duration (s),
       4.625,    7195.379,    7190.754,
   14541.728,   18870.764,    4329.036,
   21629.227,   42632.874,   21003.647,
   43341.728,   53858.256,   10516.529,
   57741.741,   66008.259,    8266.519,
   68541.744,   79508.263,   10966.519,
Is_True,          72.0752%,
Analysis,STARLINK-3116 - STARLINK-3252,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3116 - STARLINK-2226,
       Rise,         Set, Duration (s),
       0.000,    5145.768,    5145.768,
   10154.231,   19770.749,    9616.518,
   23432.742,   28770.759,    5338.017,
   29729.239,   71408.253,   41679.014,
