
SOAP Analysis Report Output for starlink_60_sats_1.orb,
Generated: Thu Dec 15 21:42:23 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Analysis,STARLINK-1513 - STARLINK-3545,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3292,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2065,
       Rise,         Set, Duration (s),
       0.000,    3644.070,    3644.070,
   14156.367,   15109.828,     953.460,
   28486.370,   29444.271,     957.902,
   42820.816,   43774.185,     953.369,
   57150.787,   58108.611,     957.825,
   71485.217,   72438.490,     953.273,
   85815.156,   86400.000,     584.844,
Is_True,          10.4222%,
Analysis,STARLINK-1513 - STARLINK-2404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1338,
       Rise,         Set, Duration (s),
    2987.255,    4310.248,    1322.993,
   17310.500,   18649.764,    1339.264,
   25917.909,   32974.422,    7056.513,
   40241.134,   47313.929,    7072.795,
   54581.200,   61638.539,    7057.339,
   68904.400,   75978.038,    7073.637,
   86102.346,   86400.000,     297.654,
Is_True,          36.1345%,
Analysis,STARLINK-1513 - STARLINK-1871,
       Rise,         Set, Duration (s),
    7056.164,    7522.976,     466.811,
   21401.807,   21839.412,     437.605,
   35720.447,   36182.771,     462.324,
   50066.247,   50499.045,     432.799,
   64384.702,   64842.586,     457.885,
Is_True,           2.6128%,
Analysis,STARLINK-1513 - STARLINK-1867,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1898,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1020,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2487,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1513 - STARLINK-1173,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3177,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2264,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3697,
       Rise,         Set, Duration (s),
   85910.595,   86400.000,     489.405,
Is_True,           0.5664%,
Analysis,STARLINK-1513 - STARLINK-1316,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3798,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1445,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3856,
       Rise,         Set, Duration (s),
   75017.772,   75953.606,     935.834,
   86174.813,   86400.000,     225.187,
Is_True,           1.3438%,
Analysis,STARLINK-1513 - STARLINK-2369,
       Rise,         Set, Duration (s),
    6593.770,   13922.196,    7328.426,
   20935.811,   28245.264,    7309.453,
   35256.689,   42584.819,    7328.130,
   43866.158,   56907.837,   13041.679,
   58187.009,   65514.904,    7327.895,
   72529.071,   79837.882,    7308.811,
Is_True,          57.4588%,
Analysis,STARLINK-1513 - STARLINK-2244,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2490,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1513 - STARLINK-1593,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1135,
       Rise,         Set, Duration (s),
    4070.337,   11193.852,    7123.515,
   21256.791,   28381.337,    7124.546,
   35571.639,   42710.466,    7138.827,
   49901.939,   57025.798,    7123.859,
   64217.459,   71354.087,    7136.628,
   78548.444,   85668.540,    7120.096,
Is_True,          49.4994%,
Analysis,STARLINK-1513 - STARLINK-2018,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3446,
       Rise,         Set, Duration (s),
   82317.017,   83107.533,     790.516,
Is_True,           0.9149%,
Analysis,STARLINK-1513 - STARLINK-2432,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2763,
       Rise,         Set, Duration (s),
    3115.589,    3708.665,     593.077,
   17429.749,   18055.998,     626.249,
   57558.508,   58182.736,     624.228,
   71907.940,   72497.147,     589.207,
   86221.869,   86400.000,     178.131,
Is_True,           3.0219%,
Analysis,STARLINK-1513 - STARLINK-3900,
       Rise,         Set, Duration (s),
   75027.677,   75955.990,     928.313,
   86179.854,   86400.000,     220.146,
Is_True,           1.3292%,
Analysis,STARLINK-1513 - STARLINK-3783,
       Rise,         Set, Duration (s),
   17906.503,   24800.686,    6894.183,
   31723.875,   33190.624,    1466.749,
Is_True,           9.6770%,
Analysis,STARLINK-1513 - STARLINK-1960,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3057,
       Rise,         Set, Duration (s),
   71992.774,   72316.065,     323.291,
   86370.362,   86400.000,      29.638,
Is_True,           0.4085%,
Analysis,STARLINK-1513 - STARLINK-3610,
       Rise,         Set, Duration (s),
   13797.623,   14455.213,     657.590,
   24826.345,   25624.871,     798.526,
Is_True,           1.6853%,
Analysis,STARLINK-1513 - STARLINK-1899,
       Rise,         Set, Duration (s),
    4304.789,   11280.742,    6975.953,
   18628.138,   25618.971,    6990.833,
   32967.092,   39943.489,    6976.398,
   50164.471,   54281.732,    4117.261,
   64487.789,   68606.218,    4118.429,
   78826.765,   85803.846,    6977.081,
Is_True,          41.8472%,
Analysis,STARLINK-1513 - STARLINK-2549,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1728,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2587,
       Rise,         Set, Duration (s),
       0.000,     262.938,     262.938,
   13978.449,   14597.561,     619.112,
   28312.909,   28925.844,     612.935,
   42640.202,   43260.465,     620.263,
   82766.662,   83388.492,     621.829,
Is_True,           3.1679%,
Analysis,STARLINK-1513 - STARLINK-1542,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-3622,
       Rise,         Set, Duration (s),
       0.000,     205.195,     205.195,
   13662.461,   14468.114,     805.653,
   24872.444,   25754.543,     882.099,
   39008.883,   39744.363,     735.480,
Is_True,           3.0422%,
Analysis,STARLINK-1513 - STARLINK-2426,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1588,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-2282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - STARLINK-1266,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1513 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    6807.504,   10417.799,    3610.296,
   12562.369,   16165.304,    3602.935,
   18309.450,   27643.360,    9333.910,
   29787.598,   39129.558,    9341.960,
   41280.956,   44882.165,    3601.209,
   49524.608,   56388.653,    6864.046,
   58545.251,   67872.795,    9327.545,
   70027.321,   73610.399,    3583.077,
   75766.167,   85101.021,    9334.854,
Is_True,          67.8239%,
Analysis,STARLINK-1513 - IOAG-North1,
       Rise,         Set, Duration (s),
    1046.131,   10412.668,    9366.537,
   12551.666,   16163.134,    3611.467,
   18304.293,   27658.460,    9354.167,
   29804.265,   39134.312,    9330.047,
   41283.884,   44882.036,    3598.152,
   47033.668,   56383.302,    9349.633,
   58537.004,   67880.534,    9343.530,
   70036.788,   73625.721,    3588.933,
   75782.423,   85104.279,    9321.857,
Is_True,          77.3893%,
Analysis,STARLINK-1513 - IOAG-North2,
       Rise,         Set, Duration (s),
    1061.945,   10417.633,    9355.688,
   12556.912,   16151.271,    3594.359,
   18292.190,   27647.197,    9355.007,
   29792.915,   39148.021,    9355.107,
   41296.941,   44896.310,    3599.369,
   47047.080,   56382.417,    9335.336,
   58532.996,   67867.844,    9334.848,
   70024.987,   73618.378,    3593.390,
   75776.224,   85117.481,    9341.257,
Is_True,          77.3893%,
Analysis,STARLINK-1513 - IOAG-South1,
       Rise,         Set, Duration (s),
    1051.094,   10390.722,    9339.628,
   12533.180,   16133.370,    3600.190,
   18278.475,   27630.119,    9351.645,
   29780.575,   33387.241,    3606.666,
   41293.911,   44881.562,    3587.651,
   47032.150,   56359.697,    9327.547,
   58514.866,   67851.066,    9336.200,
   70010.291,   73603.679,    3593.388,
   75766.085,   85111.738,    9345.653,
Is_True,          70.7044%,
Analysis,STARLINK-1513 - IOAG-South2,
       Rise,         Set, Duration (s),
    1033.361,   10399.111,    9365.751,
   18303.720,   27635.281,    9331.561,
   29782.300,   39118.426,    9336.125,
   41270.281,   44865.255,    3594.975,
   47019.379,   56375.830,    9356.451,
   58537.262,   67864.837,    9327.575,
   70020.438,   73603.181,    3582.742,
   75760.703,   85088.962,    9328.259,
Is_True,          73.1753%,
Analysis,STARLINK-1760 - STARLINK-2154,
       Rise,         Set, Duration (s),
    7022.769,    7645.196,     622.426,
   21356.925,   21973.255,     616.330,
   35684.145,   36307.587,     623.442,
   50018.318,   50635.627,     617.309,
   64345.531,   64969.965,     624.434,
   78679.721,   79297.985,     618.264,
Is_True,           4.3081%,
Analysis,STARLINK-1760 - STARLINK-3595,
       Rise,         Set, Duration (s),
       0.000,     447.106,     447.106,
   71812.476,   86400.000,   14587.524,
Is_True,          17.4012%,
Analysis,STARLINK-1760 - STARLINK-1971,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1760 - STARLINK-3646,
       Rise,         Set, Duration (s),
   22851.117,   55882.464,   33031.348,
Is_True,          38.2307%,
Analysis,STARLINK-1760 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1908,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3641,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1760 - STARLINK-1523,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3890,
       Rise,         Set, Duration (s),
   17390.982,   18529.378,    1138.396,
   28629.287,   32423.185,    3793.898,
Is_True,           5.7087%,
Analysis,STARLINK-1760 - STARLINK-2441,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2054,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3667,
       Rise,         Set, Duration (s),
   42864.927,   55182.791,   12317.864,
Is_True,          14.2568%,
Analysis,STARLINK-1760 - STARLINK-1967,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2740,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3545,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3292,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2065,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1871,
       Rise,         Set, Duration (s),
   10690.612,   11254.842,     564.229,
   24980.576,   25621.685,     641.109,
   39352.769,   39915.159,     562.390,
   53642.497,   54282.260,     639.764,
   68014.923,   68575.503,     560.580,
   82304.416,   82942.862,     638.446,
Is_True,           4.1742%,
Analysis,STARLINK-1760 - STARLINK-1867,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1898,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1020,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2487,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1173,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1530,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3177,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2264,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3697,
       Rise,         Set, Duration (s),
       0.000,   15500.837,   15500.837,
Is_True,          17.9408%,
Analysis,STARLINK-1760 - STARLINK-1316,
       Rise,         Set, Duration (s),
    3358.406,    4336.021,     977.614,
   17693.224,   18664.874,     971.650,
   32021.653,   33000.291,     978.638,
   46356.463,   47329.112,     972.650,
   60684.879,   61664.497,     979.618,
   75019.680,   75993.286,     973.606,
Is_True,           6.7752%,
Analysis,STARLINK-1760 - STARLINK-3798,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1445,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3856,
       Rise,         Set, Duration (s),
       0.000,    3902.813,    3902.813,
Is_True,           4.5171%,
Analysis,STARLINK-1760 - STARLINK-2369,
       Rise,         Set, Duration (s),
       0.000,    3196.843,    3196.843,
   10361.249,   17521.050,    7159.800,
   24683.166,   31859.134,    7175.968,
   39022.927,   46183.302,    7160.376,
   53344.818,   60521.413,    7176.595,
   67684.609,   69113.095,    1428.486,
   76274.143,   83451.226,    7177.083,
Is_True,          46.8462%,
Analysis,STARLINK-1760 - STARLINK-2244,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2490,
       Rise,         Set, Duration (s),
   10223.237,   10931.738,     708.500,
   24553.124,   25264.108,     710.984,
   50350.296,   51057.913,     707.617,
   64680.164,   65390.300,     710.136,
   79012.473,   79719.473,     707.000,
Is_True,           4.1021%,
Analysis,STARLINK-1760 - STARLINK-1593,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1135,
       Rise,         Set, Duration (s),
       0.000,    6482.189,    6482.189,
    7537.767,   17942.958,   10405.191,
   21867.098,   32276.430,   10409.332,
   36175.305,   46593.075,   10417.770,
   50505.806,   60925.225,   10419.418,
   64815.140,   75240.516,   10425.377,
   76271.743,   86400.000,   10128.257,
Is_True,          79.4995%,
Analysis,STARLINK-1760 - STARLINK-2018,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3446,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2432,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2763,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3900,
       Rise,         Set, Duration (s),
       0.000,    3913.432,    3913.432,
Is_True,           4.5294%,
Analysis,STARLINK-1760 - STARLINK-3783,
       Rise,         Set, Duration (s),
   60846.791,   61732.924,     886.134,
   74877.609,   75711.787,     834.178,
   86320.352,   86400.000,      79.648,
Is_True,           2.0833%,
Analysis,STARLINK-1760 - STARLINK-1960,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3057,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-3610,
       Rise,         Set, Duration (s),
   20246.749,   40145.451,   19898.701,
Is_True,          23.0309%,
Analysis,STARLINK-1760 - STARLINK-1899,
       Rise,         Set, Duration (s),
       0.000,    6599.568,    6599.568,
    7740.063,   20938.970,   13198.907,
   22084.399,   35260.591,   13176.192,
   36402.448,   43867.836,    7465.389,
   50746.818,   61064.492,   10317.674,
   65064.829,   75386.045,   10321.216,
   79409.231,   86400.000,    6990.769,
Is_True,          78.7844%,
Analysis,STARLINK-1760 - STARLINK-2549,
       Rise,         Set, Duration (s),
       0.000,    4182.529,    4182.529,
   11459.936,   18507.165,    7047.229,
   25783.752,   32844.182,    7060.430,
   40121.511,   47168.799,    7047.288,
   57318.459,   61505.838,    4187.379,
   71642.247,   78702.834,    7060.587,
   85980.043,   86400.000,     419.957,
Is_True,          42.8303%,
Analysis,STARLINK-1760 - STARLINK-1728,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2587,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1542,
       Rise,         Set, Duration (s),
       0.000,    3963.685,    3963.685,
   14295.987,   18289.157,    3993.169,
   28633.617,   32627.251,    3993.635,
   42957.681,   46952.683,    3995.002,
   57295.333,   61290.769,    3995.436,
   71619.382,   78488.857,    6869.476,
   85957.057,   86400.000,     442.943,
Is_True,          31.5432%,
Analysis,STARLINK-1760 - STARLINK-3622,
       Rise,         Set, Duration (s),
   20030.716,   55622.998,   35592.282,
Is_True,          41.1948%,
Analysis,STARLINK-1760 - STARLINK-2426,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1588,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-2282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1760 - STARLINK-1266,
       Rise,         Set, Duration (s),
    3333.437,    4036.616,     703.179,
   17667.847,   18364.001,     696.155,
   31995.004,   32699.387,     704.384,
   46329.419,   47026.762,     697.343,
   60656.577,   61362.136,     705.558,
   74990.998,   75689.499,     698.501,
Is_True,           4.8670%,
Analysis,STARLINK-1760 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1628.933,    1628.933,
    5646.346,    9100.884,    3454.538,
   11230.708,   20580.747,    9350.038,
   22701.519,   32051.497,    9349.978,
   34168.213,   37790.370,    3622.157,
   39902.893,   43533.634,    3630.740,
   51375.404,   60767.869,    9392.465,
   62845.983,   66505.496,    3659.514,
   68579.281,   77978.298,    9399.017,
   80044.994,   86400.000,    6355.006,
Is_True,          69.2620%,
Analysis,STARLINK-1760 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    3341.652,    3341.652,
    5476.304,    9075.982,    3599.678,
   11207.870,   20557.915,    9350.045,
   22681.784,   32055.414,    9373.630,
   34171.190,   37801.293,    3630.103,
   39905.431,   49257.831,    9352.400,
   51355.332,   60738.599,    9383.267,
   62822.757,   66485.433,    3662.676,
   68561.995,   77990.948,    9428.953,
   80052.377,   86400.000,    6347.623,
Is_True,          78.0903%,
Analysis,STARLINK-1760 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    3344.159,    3344.159,
    5480.642,    9093.007,    3612.366,
   11226.870,   20568.180,    9341.310,
   22689.521,   32034.303,    9344.782,
   34148.632,   37775.048,    3626.416,
   39884.013,   49268.603,    9384.590,
   51365.955,   60760.781,    9394.827,
   62840.882,   66486.812,    3645.930,
   68563.589,   77961.468,    9397.879,
   80023.520,   86400.000,    6376.480,
Is_True,          78.0888%,
Analysis,STARLINK-1760 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    3368.829,    3368.829,
    5507.699,    9111.612,    3603.913,
   11246.756,   20588.522,    9341.765,
   22714.684,   32056.617,    9341.933,
   39905.617,   49292.093,    9386.476,
   51393.023,   60773.850,    9380.827,
   62862.974,   66511.180,    3648.207,
   68592.537,   77981.741,    9389.204,
   80041.204,   86400.000,    6358.796,
Is_True,          73.8657%,
Analysis,STARLINK-1760 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    3366.608,    3366.608,
    5502.803,    9099.421,    3596.617,
   16961.703,   20582.402,    3620.699,
   22709.228,   32071.455,    9362.227,
   34189.347,   37811.003,    3621.655,
   39923.754,   49283.371,    9359.617,
   51382.099,   60761.261,    9379.162,
   62847.556,   66512.907,    3665.351,
   68592.648,   78000.799,    9408.151,
   80067.980,   86400.000,    6332.020,
Is_True,          71.4261%,
Analysis,STARLINK-2154 - STARLINK-3595,
       Rise,         Set, Duration (s),
    6523.397,    7245.415,     722.018,
   78939.695,   79380.810,     441.115,
Is_True,           1.3462%,
Analysis,STARLINK-2154 - STARLINK-1971,
       Rise,         Set, Duration (s),
    6944.113,    7770.361,     826.248,
   21276.424,   22100.022,     823.598,
   35605.584,   36432.422,     826.837,
   49937.906,   50762.071,     824.164,
   64267.063,   65094.476,     827.413,
   78599.396,   79424.113,     824.716,
Is_True,           5.7326%,
Analysis,STARLINK-2154 - STARLINK-3646,
       Rise,         Set, Duration (s),
   49707.315,   50405.569,     698.254,
   60844.743,   61749.548,     904.805,
   74921.560,   75779.030,     857.469,
   86323.056,   86400.000,      76.944,
Is_True,           2.9369%,
Analysis,STARLINK-2154 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-1908,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-3641,
       Rise,         Set, Duration (s),
    6641.821,    7511.096,     869.276,
   20959.341,   21833.146,     873.805,
   35269.456,   36162.145,     892.690,
   46720.831,   50483.610,    3762.779,
   61039.127,   64812.028,    3772.902,
   75350.054,   76271.662,     921.608,
Is_True,          12.8392%,
Analysis,STARLINK-2154 - STARLINK-1523,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-3890,
       Rise,         Set, Duration (s),
       0.000,      89.923,      89.923,
   10492.544,   11430.777,     938.233,
   24573.927,   25351.091,     777.164,
Is_True,           2.0895%,
Analysis,STARLINK-2154 - STARLINK-2441,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-2054,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-3667,
       Rise,         Set, Duration (s),
   50103.358,   50815.904,     712.545,
Is_True,           0.8247%,
Analysis,STARLINK-2154 - STARLINK-1967,
       Rise,         Set, Duration (s),
   10640.307,   11112.056,     471.749,
   24975.055,   25439.642,     464.587,
   39303.445,   39774.455,     471.011,
   53638.190,   54102.024,     463.834,
   67966.554,   68436.841,     470.286,
Is_True,           2.7100%,
Analysis,STARLINK-2154 - STARLINK-2740,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-3545,
       Rise,         Set, Duration (s),
    3542.048,    4037.798,     495.750,
   17869.365,   18362.654,     493.288,
   32204.930,   32678.248,     473.318,
   46532.308,   47002.784,     470.476,
   60868.457,   61317.526,     449.069,
   75195.919,   75641.716,     445.798,
Is_True,           3.2728%,
Analysis,STARLINK-2154 - STARLINK-3292,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2154 - STARLINK-2065,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-2404,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-1338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2154 - STARLINK-1871,
