
SOAP Analysis Report Output for starlink_60_sats_35.orb,
Generated: Thu Dec 15 22:04:35 2022,
       Rise,         Set, Duration (s),
   46787.858,   47183.999,     396.142,
   61086.529,   61540.049,     453.520,
   75415.785,   75865.453,     449.668,
Is_True,           1.5039%,
Analysis,STARLINK-3348 - STARLINK-2078,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-3172,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-3679,
       Rise,         Set, Duration (s),
   42967.336,   43841.743,     874.407,
   56959.008,   57726.400,     767.392,
Is_True,           1.9002%,
Analysis,STARLINK-3348 - STARLINK-2134,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-1278,
       Rise,         Set, Duration (s),
    3475.977,    3665.026,     189.049,
   31194.298,   39178.142,    7983.844,
   39868.719,   86400.000,   46531.281,
Is_True,          63.3150%,
Analysis,STARLINK-3348 - STARLINK-1449,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-1821,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-3250,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2225,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
   75009.631,   75934.161,     924.530,
   85836.474,   86400.000,     563.526,
Is_True,           1.7223%,
Analysis,STARLINK-3348 - STARLINK-1420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2218,
       Rise,         Set, Duration (s),
    6597.881,    7285.439,     687.558,
   20916.078,   21604.427,     688.350,
   32378.362,   33052.024,     673.662,
   46716.564,   47351.322,     634.758,
   61033.972,   61671.179,     637.207,
   75372.653,   75970.034,     597.381,
Is_True,           4.5358%,
Analysis,STARLINK-3348 - STARLINK-1830,
       Rise,         Set, Duration (s),
    6609.282,   13794.988,    7185.706,
   20931.905,   28122.690,    7190.785,
   35292.548,   36697.020,    1404.472,
   43878.589,   51024.389,    7145.801,
   58240.204,   65322.614,    7082.410,
   72563.244,   79649.556,    7086.312,
Is_True,          42.9346%,
Analysis,STARLINK-3348 - STARLINK-3044,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2132,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-1413,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2114,
       Rise,         Set, Duration (s),
       0.000,     339.395,     339.395,
   13722.266,   14669.611,     947.345,
   25183.762,   28995.458,    3811.696,
   39512.790,   43325.508,    3812.717,
   53837.311,   57651.135,    3813.824,
   68166.224,   69113.295,     947.071,
   82490.598,   83443.103,     952.505,
Is_True,          16.9266%,
Analysis,STARLINK-3348 - STARLINK-1934,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2696,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-3923,
       Rise,         Set, Duration (s),
   32099.034,   32944.270,     845.236,
   40178.424,   50041.353,    9862.929,
   57199.999,   58137.896,     937.897,
Is_True,          13.4792%,
Analysis,STARLINK-3348 - STARLINK-3273,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-3640,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2422,
       Rise,         Set, Duration (s),
    6855.989,   13795.165,    6939.176,
   21178.257,   28126.400,    6948.143,
   35516.567,   36713.949,    1197.382,
   49838.849,   51044.911,    1206.062,
   64177.346,   65361.661,    1184.316,
   78499.653,   79692.272,    1192.620,
Is_True,          21.6061%,
Analysis,STARLINK-3348 - STARLINK-2743,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-1672,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-1573,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2642,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3348 - STARLINK-3541,
       Rise,         Set, Duration (s),
       0.000,     725.258,     725.258,
   14090.677,   15051.213,     960.536,
   28415.536,   29370.063,     954.527,
   42733.594,   43695.713,     962.119,
   57058.190,   58014.253,     956.064,
   71375.971,   72339.599,     963.628,
   85700.302,   86400.000,     699.698,
Is_True,           7.2012%,
Analysis,STARLINK-3348 - FALCON 9 DEB19,
       Rise,         Set, Duration (s),
   74812.393,   75998.456,    1186.063,
   85783.932,   86400.000,     616.068,
Is_True,           2.0858%,
Analysis,STARLINK-3348 - STARLINK-1302,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2482,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3348 - STARLINK-2435,
       Rise,         Set, Duration (s),
   10125.778,   10934.017,     808.239,
   21592.926,   25246.450,    3653.524,
   35937.082,   36703.080,     765.998,
   50261.293,   51032.647,     771.355,
   64606.183,   65343.610,     737.427,
   78930.469,   79672.767,     742.299,
Is_True,           8.6561%,
Analysis,STARLINK-3348 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1507.950,    1507.950,
    5660.963,   13306.800,    7645.837,
   15441.350,   24787.645,    9346.295,
   26916.154,   30523.684,    3607.530,
   32652.744,   42017.231,    9364.487,
   49902.167,   53532.122,    3629.955,
   55654.669,   59282.772,    3628.103,
   61400.024,   70760.039,    9360.015,
   72872.630,   82243.641,    9371.012,
   84358.112,   86400.000,    2041.888,
Is_True,          68.8693%,
Analysis,STARLINK-3348 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    1791.759,    1791.759,
    3935.905,   13292.264,    9356.359,
   15434.395,   24793.628,    9359.233,
   26929.031,   30542.233,    3613.202,
   32671.623,   42018.119,    9346.495,
   44147.195,   53515.601,    9368.406,
   55645.120,   59266.829,    3621.709,
   61393.977,   70769.313,    9375.335,
   72887.613,   82253.337,    9365.724,
   84362.889,   86400.000,    2037.111,
Is_True,          77.8187%,
Analysis,STARLINK-3348 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    1807.758,    1807.758,
    3950.639,   13299.319,    9348.680,
   15428.193,   24777.945,    9349.752,
   26915.599,   30527.919,    3612.320,
   32664.899,   42030.119,    9365.220,
   44161.851,   53529.411,    9367.560,
   55649.356,   59267.276,    3617.920,
   61382.376,   70753.983,    9371.608,
   72876.903,   82255.955,    9379.052,
   84374.948,   86400.000,    2025.052,
Is_True,          77.8298%,
Analysis,STARLINK-3348 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    1797.398,    1797.398,
    3931.622,   13277.191,    9345.569,
   15408.678,   24768.444,    9359.766,
   26900.146,   30520.477,    3620.331,
   32654.475,   42030.515,    9376.040,
   44151.471,   53509.780,    9358.309,
   55625.429,   59252.341,    3626.912,
   61366.995,   70746.563,    9379.568,
   72862.766,   82264.617,    9401.851,
   84373.996,   86400.000,    2026.004,
Is_True,          77.8840%,
Analysis,STARLINK-3348 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    1781.576,    1781.576,
    3920.461,   13170.006,    9249.546,
   15433.794,   24782.641,    9348.847,
   26908.899,   30522.144,    3613.245,
   32646.532,   42008.669,    9362.137,
   44131.769,   53510.285,    9378.516,
   55637.564,   59273.316,    3635.753,
   61394.263,   70757.878,    9363.615,
   72866.330,   82242.096,    9375.766,
   84347.827,   86400.000,    2052.173,
Is_True,          77.7328%,
Analysis,STARLINK-1586 - STARLINK-2164,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1656,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3781,
       Rise,         Set, Duration (s),
   60769.191,   61512.745,     743.554,
   71920.278,   72500.705,     580.427,
Is_True,           1.5324%,
Analysis,STARLINK-1586 - STARLINK-3539,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3889,
       Rise,         Set, Duration (s),
   49918.445,   56642.570,    6724.125,
Is_True,           7.7826%,
Analysis,STARLINK-1586 - STARLINK-3144,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3870,
       Rise,         Set, Duration (s),
   46462.700,   46952.272,     489.572,
   57521.160,   58312.681,     791.520,
   71521.490,   72331.882,     810.392,
Is_True,           2.4207%,
Analysis,STARLINK-1586 - STARLINK-1293,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1104,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3589,
       Rise,         Set, Duration (s),
   13813.703,   14745.766,     932.063,
   82682.040,   83596.617,     914.578,
Is_True,           2.1373%,
Analysis,STARLINK-1586 - STARLINK-2556,
       Rise,         Set, Duration (s),
    3159.903,    3996.746,     836.843,
   17489.658,   18329.206,     839.548,
   31822.350,   32659.289,     836.939,
   46152.093,   46991.747,     839.654,
   60484.782,   61321.815,     837.033,
   71949.751,   75654.270,    3704.519,
   86279.475,   86400.000,     120.525,
Is_True,           9.2767%,
Analysis,STARLINK-1586 - STARLINK-1791,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3865,
       Rise,         Set, Duration (s),
   32198.105,   32617.641,     419.536,
   46020.191,   46829.220,     809.028,
   57219.901,   58053.499,     833.599,
Is_True,           2.3868%,
Analysis,STARLINK-1586 - STARLINK-1532,
       Rise,         Set, Duration (s),
    3003.493,    3934.213,     930.720,
   17333.798,   18266.764,     932.966,
   28798.990,   32597.097,    3798.107,
   43131.670,   46929.639,    3797.969,
   57461.950,   61259.955,    3798.005,
   71794.622,   72725.092,     930.470,
   86124.884,   86400.000,     275.116,
Is_True,          16.7400%,
Analysis,STARLINK-1586 - STARLINK-2697,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2051,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1913,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3460,
       Rise,         Set, Duration (s),
   36700.258,   59905.750,   23205.492,
Is_True,          26.8582%,
Analysis,STARLINK-1586 - STARLINK-1802,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1584,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1927,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3315,
       Rise,         Set, Duration (s),
    6539.429,    7560.821,    1021.392,
   20860.703,   21883.515,    1022.812,
   32322.151,   36196.295,    3874.144,
   46654.620,   50518.507,    3863.887,
   60976.379,   64830.656,    3854.277,
   75309.391,   76284.080,     974.689,
Is_True,          16.9111%,
Analysis,STARLINK-1586 - STARLINK-3663,
       Rise,         Set, Duration (s),
       0.000,     425.498,     425.498,
   10686.626,   14436.680,    3750.054,
   25099.570,   25503.932,     404.362,
Is_True,           5.3008%,
Analysis,STARLINK-1586 - STARLINK-1718,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1477,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1825,
       Rise,         Set, Duration (s),
     673.092,   14238.172,   13565.081,
   14966.301,   28584.072,   13617.771,
   29333.431,   42903.648,   13570.217,
   43626.507,   57249.523,   13623.016,
   57993.782,   71569.060,   13575.278,
   72286.730,   85914.915,   13628.185,
Is_True,          94.4208%,
Analysis,STARLINK-1586 - STARLINK-2078,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3172,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3679,
       Rise,         Set, Duration (s),
   71591.097,   72206.203,     615.106,
   82521.906,   83586.831,    1064.926,
Is_True,           1.9445%,
Analysis,STARLINK-1586 - STARLINK-2134,
       Rise,         Set, Duration (s),
       0.000,     633.567,     633.567,
   13730.064,   14958.618,    1228.555,
   22320.934,   29295.862,    6974.928,
   36659.044,   43620.879,    6961.835,
   50982.138,   57958.142,    6976.004,
   68178.867,   72283.126,    4104.258,
   82517.034,   86400.000,    3882.966,
Is_True,          35.6043%,
Analysis,STARLINK-1586 - STARLINK-1278,
       Rise,         Set, Duration (s),
    6507.230,    7527.048,    1019.818,
   17972.267,   21862.457,    3890.189,
   32299.213,   36189.600,    3890.387,
   46634.849,   50525.019,    3890.169,
   60961.771,   64852.138,    3890.367,
   75297.416,   76317.149,    1019.733,
Is_True,          20.3711%,
Analysis,STARLINK-1586 - STARLINK-1449,
       Rise,         Set, Duration (s),
       0.000,     534.676,     534.676,
   13862.129,   14856.843,     994.714,
   28186.739,   29186.868,    1000.129,
   42519.163,   43508.918,     989.754,
   53982.013,   57838.907,    3856.894,
   68306.668,   72160.838,    3854.170,
   82639.230,   86400.000,    3760.770,
Is_True,          17.3508%,
Analysis,STARLINK-1586 - STARLINK-1821,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3250,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2225,
       Rise,         Set, Duration (s),
       0.000,     154.750,     154.750,
   14164.684,   14453.444,     288.760,
Is_True,           0.5133%,
Analysis,STARLINK-1586 - FALCON 9 DEB20,
       Rise,         Set, Duration (s),
    3016.673,    3813.933,     797.260,
   14197.094,   14967.626,     770.532,
Is_True,           1.8146%,
Analysis,STARLINK-1586 - STARLINK-1420,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2218,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1586 - STARLINK-1830,
       Rise,         Set, Duration (s),
   10542.338,   11025.227,     482.890,
   24897.732,   25334.259,     436.527,
   39208.531,   39685.628,     477.097,
Is_True,           1.6163%,
Analysis,STARLINK-1586 - STARLINK-3044,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2132,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1413,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2114,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1934,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2696,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3923,
       Rise,         Set, Duration (s),
   60894.251,   61272.165,     377.914,
   71904.496,   72663.129,     758.632,
   85872.192,   86400.000,     527.808,
Is_True,           1.9263%,
Analysis,STARLINK-1586 - STARLINK-3273,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-3640,
       Rise,         Set, Duration (s),
   14051.174,   14968.113,     916.939,
   28074.082,   29202.844,    1128.762,
   39396.148,   43293.800,    3897.652,
   53681.017,   54474.818,     793.801,
Is_True,           7.7976%,
Analysis,STARLINK-1586 - STARLINK-2422,
       Rise,         Set, Duration (s),
       0.000,    2955.415,    2955.415,
   10234.025,   17309.202,    7075.177,
   24594.234,   25886.713,    1292.480,
   38894.510,   40240.525,    1346.015,
   47522.655,   54550.789,    7028.135,
   61822.918,   68904.633,    7081.715,
   76183.205,   83214.812,    7031.607,
Is_True,          39.1326%,
Analysis,STARLINK-1586 - STARLINK-2743,
       Rise,         Set, Duration (s),
       0.000,     695.612,     695.612,
   14007.745,   15018.302,    1010.557,
   28331.118,   29347.676,    1016.557,
   42661.310,   43670.339,    1009.029,
   56984.844,   57999.760,    1014.916,
   71315.243,   72322.402,    1007.159,
   82776.916,   86400.000,    3623.084,
Is_True,          10.8529%,
Analysis,STARLINK-1586 - STARLINK-1672,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-1573,
       Rise,         Set, Duration (s),
       0.000,     410.213,     410.213,
   14331.437,   14739.210,     407.773,
   28660.632,   29073.454,     412.822,
   42993.987,   43402.436,     408.449,
   57323.173,   57736.664,     413.491,
   71656.521,   72065.631,     409.110,
Is_True,           2.8494%,
Analysis,STARLINK-1586 - STARLINK-2642,
       Rise,         Set, Duration (s),
    6708.063,    7916.409,    1208.347,
   21033.044,   22253.518,    1220.475,
   35370.884,   36579.222,    1208.338,
   49695.830,   50916.347,    1220.517,
   58301.126,   65242.012,    6940.887,
   72626.043,   79579.153,    6953.110,
Is_True,          21.7033%,
Analysis,STARLINK-1586 - STARLINK-3541,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - FALCON 9 DEB19,
       Rise,         Set, Duration (s),
    2925.533,    3747.111,     821.578,
   14147.415,   14864.627,     717.212,
Is_True,           1.7810%,
Analysis,STARLINK-1586 - STARLINK-1302,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2482,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - STARLINK-2435,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1586 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,     815.989,     815.989,
    8023.304,   23951.792,   15928.488,
   25222.044,   35471.703,   10249.658,
   36681.829,   45520.777,    8838.948,
   49722.642,   64574.831,   14852.189,
   65297.922,   86400.000,   21102.078,
Is_True,          83.0872%,
Analysis,STARLINK-1586 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    6566.283,    6566.283,
    7984.134,   35535.801,   27551.666,
   36694.660,   64570.583,   27875.923,
   65198.682,   86400.000,   21201.318,
Is_True,          96.2907%,
Analysis,STARLINK-1586 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    6612.249,    6612.249,
    8000.724,   35495.488,   27494.763,
   36614.424,   64491.818,   27877.394,
   65275.480,   86400.000,   21124.520,
Is_True,          96.1909%,
Analysis,STARLINK-1586 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    6601.136,    6601.136,
    8067.491,   23907.968,   15840.477,
   25260.966,   35009.796,    9748.831,
   36663.051,   64439.546,   27776.495,
   65391.615,   86400.000,   21008.385,
Is_True,          93.7214%,
Analysis,STARLINK-1586 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    6579.929,    6579.929,
    8045.488,   23946.335,   15900.847,
   25256.538,   35484.068,   10227.530,
   36743.283,   56938.860,   20195.577,
   59557.970,   64537.622,    4979.652,
   65339.650,   86400.000,   21060.350,
Is_True,          91.3702%,
Analysis,STARLINK-2164 - STARLINK-1656,
       Rise,         Set, Duration (s),
       0.000,     311.003,     311.003,
   13945.471,   14644.272,     698.801,
   28278.259,   28973.182,     694.923,
   42607.448,   43306.456,     699.008,
   56940.243,   57635.354,     695.111,
   82734.209,   83433.502,     699.293,
Is_True,           4.3960%,
Analysis,STARLINK-2164 - STARLINK-3781,
       Rise,         Set, Duration (s),
    6447.335,    7543.332,    1095.997,
   78407.923,   79578.398,    1170.475,
Is_True,           2.6232%,
Analysis,STARLINK-2164 - STARLINK-3539,
       Rise,         Set, Duration (s),
       0.000,     164.622,     164.622,
   13952.399,   14474.854,     522.455,
   82744.810,   83140.745,     395.935,
Is_True,           1.2535%,
Analysis,STARLINK-2164 - STARLINK-3889,
       Rise,         Set, Duration (s),
    1516.354,   14320.989,   12804.635,
   73060.297,   86400.000,   13339.703,
Is_True,          30.2596%,
Analysis,STARLINK-2164 - STARLINK-3144,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-3870,
       Rise,         Set, Duration (s),
   75565.744,   79220.616,    3654.872,
Is_True,           4.2302%,
Analysis,STARLINK-2164 - STARLINK-1293,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-1104,
       Rise,         Set, Duration (s),
   10703.007,   11266.247,     563.240,
   25028.160,   25606.801,     578.641,
   39364.813,   39934.992,     570.179,
   53690.036,   54275.408,     585.372,
   68026.669,   68603.557,     576.889,
   82351.957,   82943.840,     591.883,
Is_True,           4.0118%,
Analysis,STARLINK-2164 - STARLINK-3589,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-2556,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-1791,
       Rise,         Set, Duration (s),
   25107.167,   25773.147,     665.980,
   39479.306,   40066.638,     587.332,
   53770.656,   54433.916,     663.259,
   68143.049,   68727.124,     584.075,
   82434.113,   83094.704,     660.591,
Is_True,           3.6588%,
Analysis,STARLINK-2164 - STARLINK-3865,
       Rise,         Set, Duration (s),
   64062.547,   64912.479,     849.932,
   75189.656,   76201.461,    1011.806,
Is_True,           2.1548%,
Analysis,STARLINK-2164 - STARLINK-1532,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-2697,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-2051,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-1913,
       Rise,         Set, Duration (s),
       0.000,     355.366,     355.366,
   10766.909,   14692.185,    3925.276,
   25091.490,   29017.293,    3925.803,
   39428.904,   43354.131,    3925.227,
   53753.464,   57679.216,    3925.752,
   68090.894,   72016.073,    3925.180,
   82415.434,   83480.850,    1065.416,
Is_True,          24.3611%,
Analysis,STARLINK-2164 - STARLINK-3460,
       Rise,         Set, Duration (s),
   82410.776,   83357.846,     947.070,
Is_True,           1.0961%,
Analysis,STARLINK-2164 - STARLINK-1802,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-1584,
       Rise,         Set, Duration (s),
     547.996,    7710.269,    7162.272,
   14890.277,   22032.375,    7142.098,
   29209.638,   36373.960,    7164.322,
   46406.626,   53572.154,    7165.528,
   60748.921,   67894.197,    7145.276,
   75068.279,   82235.778,    7167.499,
Is_True,          49.7072%,
Analysis,STARLINK-2164 - STARLINK-1927,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-3315,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2164 - STARLINK-3663,
       Rise,         Set, Duration (s),
   17667.706,   18482.800,     815.094,
   31773.170,   32647.486,     874.316,
   43099.975,   43940.554,     840.580,
   57313.222,   58007.228,     694.006,
Is_True,           3.7315%,
Analysis,STARLINK-2164 - STARLINK-1718,
       Rise,         Set, Duration (s),
    6947.446,    7903.202,     955.756,
   21324.652,   22194.181,     869.529,
   35607.730,   36567.144,     959.414,
