
SOAP Analysis Report Output for starlink_60_sats_7.orb,
Generated: Thu Dec 15 21:46:18 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2531 - STARLINK-1630,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1343,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1131,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-3825,
       Rise,         Set, Duration (s),
    6479.335,    7474.847,     995.512,
   17741.948,   18626.271,     884.323,
Is_True,           2.1757%,
Analysis,STARLINK-2531 - STARLINK-2541,
       Rise,         Set, Duration (s),
   21577.896,   21917.823,     339.926,
   35923.446,   36233.289,     309.842,
   50235.346,   50582.300,     346.953,
   64580.689,   64897.990,     317.301,
   78892.952,   79246.654,     353.702,
Is_True,           1.9302%,
Analysis,STARLINK-2531 - STARLINK-3572,
       Rise,         Set, Duration (s),
    3393.768,    3805.966,     412.198,
   14326.638,   15083.784,     757.146,
   28305.515,   28874.195,     568.680,
Is_True,           2.0116%,
Analysis,STARLINK-2531 - STARLINK-1031,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2531 - STARLINK-2282,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1114,
       Rise,         Set, Duration (s),
       0.000,     419.356,     419.356,
   13772.881,   14747.234,     974.353,
   28100.826,   29081.214,     980.388,
   39565.580,   43409.080,    3843.500,
   53899.536,   57743.071,    3843.535,
   68227.464,   72070.925,    3843.461,
   82561.431,   86400.000,    3838.569,
Is_True,          20.5361%,
Analysis,STARLINK-2531 - STARLINK-3275,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-3627,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-2013,
       Rise,         Set, Duration (s),
    2983.243,    3831.848,     848.605,
   17316.768,   18160.592,     843.823,
   28781.607,   32493.943,    3712.336,
   43110.164,   46822.674,    3712.510,
   57443.699,   58287.505,     843.805,
   71772.243,   72620.867,     848.624,
   86105.785,   86400.000,     294.215,
Is_True,          12.8518%,
Analysis,STARLINK-2531 - STARLINK-1150,
       Rise,         Set, Duration (s),
    4029.680,   11387.809,    7358.129,
   18373.111,   28586.469,   10213.358,
   32691.003,   42908.732,   10217.730,
   47034.462,   57250.852,   10216.390,
   64231.279,   71573.062,    7341.783,
   78549.150,   85915.173,    7366.022,
Is_True,          61.0109%,
Analysis,STARLINK-2531 - STARLINK-1046,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-3651,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1973,
       Rise,         Set, Duration (s),
    6816.654,    7491.832,     675.178,
   21141.536,   21829.035,     687.499,
   35478.265,   36153.916,     675.652,
   49803.133,   50491.133,     688.000,
   64139.883,   64815.994,     676.111,
Is_True,           3.9380%,
Analysis,STARLINK-2531 - STARLINK-2712,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2531 - STARLINK-1378,
       Rise,         Set, Duration (s),
    6984.200,    7812.851,     828.651,
