
SOAP Analysis Report Output for starlink_starlink_40_sats_16.orb,
Generated: Thu Dec 15 21:25:30 2022,
Analysis,STARLINK-2122 - STARLINK-2733,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-2684,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-3358,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-3105,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-2481,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-3085,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-1112,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2122 - STARLINK-3536,
       Rise,         Set, Duration (s),
   12748.697,   32827.753,   20079.055,
Is_True,          23.2396%,
Analysis,STARLINK-2122 - STARLINK-2358,
       Rise,         Set, Duration (s),
    3147.223,    4223.398,    1076.175,
   17472.252,   18560.208,    1087.956,
   31809.342,   32885.524,    1076.181,
   46134.346,   47222.352,    1088.006,
   54739.032,   61547.642,    6808.610,
   71936.296,   75884.489,    3948.193,
   86261.264,   86400.000,     138.736,
Is_True,          17.6202%,
Analysis,STARLINK-2122 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1373.489,    1373.489,
    9273.426,   12855.506,    3582.080,
   15014.384,   24328.589,    9314.204,
   26486.715,   35799.274,    9312.560,
   37958.629,   41538.655,    3580.025,
   49630.605,   53023.139,    3392.534,
   55181.238,   64500.868,    9319.631,
   66655.214,   70235.653,    3580.439,
   72389.220,   81708.739,    9319.520,
   83861.088,   86400.000,    2538.912,
Is_True,          64.0201%,
Analysis,STARLINK-2122 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    7094.366,    7094.366,
    9249.728,   12830.231,    3580.504,
   14988.232,   24313.138,    9324.905,
   26474.969,   35809.152,    9334.183,
   37967.545,   41536.793,    3569.249,
   43691.548,   52999.110,    9307.562,
   55156.633,   64479.666,    9323.034,
   66636.906,   70225.397,    3588.492,
   72382.174,   81716.850,    9334.676,
   83862.258,   86400.000,    2537.742,
Is_True,          77.5402%,
Analysis,STARLINK-2122 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    7104.957,    7104.957,
    9266.126,   12854.047,    3587.921,
   15014.735,   24313.360,    9298.625,
   26469.707,   35783.143,    9313.436,
   37942.911,   41524.018,    3581.107,
   43684.637,   53016.593,    9331.956,
   55178.332,   64488.179,    9309.847,
   66640.677,   70218.288,    3577.610,
   72371.423,   81693.669,    9322.245,
   83845.086,   86400.000,    2554.914,
Is_True,          77.5262%,
Analysis,STARLINK-2122 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    7127.438,    7127.438,
    9284.801,   12866.982,    3582.181,
   15023.904,   24337.843,    9313.939,
   26494.201,   35039.576,    8545.375,
   37960.787,   41547.053,    3586.266,
   43710.015,   53034.664,    9324.649,
   55193.670,   64509.146,    9315.476,
   66664.432,   70242.816,    3578.384,
   72395.651,   81712.993,    9317.342,
   83867.755,   86400.000,    2532.245,
Is_True,          76.6473%,
Analysis,STARLINK-2122 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    7119.198,    7119.198,
    9272.168,   12848.946,    3576.778,
   15005.122,   24338.135,    9333.013,
   26499.500,   35819.437,    9319.936,
   37978.453,   41555.741,    3577.289,
   43713.659,   53021.230,    9307.571,
   60915.330,   64504.259,    3588.928,
   66663.251,   70249.268,    3586.016,
   72405.703,   81728.381,    9322.678,
   83879.995,   86400.000,    2520.005,
Is_True,          70.8928%,
Analysis,STARLINK-2599 - STARLINK-2454,
       Rise,         Set, Duration (s),
       0.000,    3733.165,    3733.165,
   14290.742,   18064.595,    3773.853,
   28621.736,   29529.728,     907.992,
   42952.949,   43861.122,     908.173,
   57283.934,   58192.541,     908.607,
   71615.148,   72523.915,     908.767,
   85946.126,   86400.000,     453.874,
Is_True,          13.4195%,
Analysis,STARLINK-2599 - STARLINK-1477,
       Rise,         Set, Duration (s),
   35916.560,   36151.200,     234.640,
   50263.153,   50464.460,     201.307,
   64574.930,   64813.193,     238.263,
Is_True,           0.7803%,
Analysis,STARLINK-2599 - STARLINK-2476,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1106,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2291,
       Rise,         Set, Duration (s),
    6801.299,   13753.095,    6951.795,
   21140.525,   28076.099,    6935.573,
   35462.887,   36681.740,    1218.853,
   49802.147,   51004.722,    1202.575,
   64124.481,   65342.563,    1218.082,
   72731.448,   79665.516,    6934.068,
Is_True,          28.3113%,
Analysis,STARLINK-2599 - STARLINK-2349,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1470,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1576,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1244,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2052,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2496,
       Rise,         Set, Duration (s),
    3342.587,    4305.156,     962.569,
   17670.532,   18638.640,     968.108,
   32004.004,   32966.488,     962.484,
   46331.941,   47299.989,     968.048,
   60665.430,   61627.829,     962.399,
   74993.358,   75961.346,     967.988,
Is_True,           6.7032%,
Analysis,STARLINK-2599 - STARLINK-1529,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3657,
       Rise,         Set, Duration (s),
   53730.580,   65908.741,   12178.161,
Is_True,          14.0951%,
Analysis,STARLINK-2599 - STARLINK-2044,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1586,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2045,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2129,
       Rise,         Set, Duration (s),
       0.000,     646.653,     646.653,
   14117.930,   14981.296,     863.366,
   28454.879,   29308.404,     853.526,
   42783.523,   43643.055,     859.532,
   57120.468,   57970.133,     849.665,
   71449.067,   72304.792,     855.726,
   85786.008,   86400.000,     613.992,
Is_True,           6.4149%,
Analysis,STARLINK-2599 - STARLINK-1290,
       Rise,         Set, Duration (s),
    2882.129,    3685.865,     803.736,
   14315.157,   18002.621,    3687.464,
   28609.549,   29456.506,     846.958,
   42901.160,   43774.581,     873.421,
   57197.950,   58087.623,     889.673,
   71491.843,   72403.262,     911.418,
   85790.952,   86400.000,     609.048,
Is_True,           9.9788%,
Analysis,STARLINK-2599 - STARLINK-1683,
       Rise,         Set, Duration (s),
       0.000,     177.195,     177.195,
   13803.153,   14511.489,     708.336,
   28136.724,   28838.763,     702.039,
   53928.426,   54637.700,     709.274,
   68262.019,   68964.969,     702.950,
   82589.355,   83299.286,     709.930,
Is_True,           4.2937%,
Analysis,STARLINK-2599 - STARLINK-3652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1975,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3640,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2294,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2067,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2166,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3562,
       Rise,         Set, Duration (s),
   24562.910,   56402.020,   31839.110,
Is_True,          36.8508%,
Analysis,STARLINK-2599 - STARLINK-2305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2733,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-2684,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3358,
       Rise,         Set, Duration (s),
   38802.861,   39741.040,     938.179,
   49816.115,   57220.119,    7404.003,
   58141.703,   71560.107,   13418.404,
   72215.533,   85594.855,   13379.322,
Is_True,          40.6712%,
Analysis,STARLINK-2599 - STARLINK-3105,
       Rise,         Set, Duration (s),
    3588.981,    7382.277,    3793.296,
   17902.321,   21702.005,    3799.684,
   32222.098,   36028.142,    3806.044,
   46535.879,   47486.249,     950.371,
   60856.031,   61805.464,     949.433,
   75170.248,   76130.923,     960.675,
Is_True,          16.5041%,
Analysis,STARLINK-2599 - STARLINK-2481,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3085,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-1112,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2599 - STARLINK-3536,
       Rise,         Set, Duration (s),
       0.000,   16987.130,   16987.130,
Is_True,          19.6610%,
Analysis,STARLINK-2599 - STARLINK-2358,
       Rise,         Set, Duration (s),
    6574.223,    7204.978,     630.755,
   32387.054,   32984.480,     597.427,
   46697.126,   47334.064,     636.939,
   61046.259,   61648.128,     601.869,
   75356.419,   75997.632,     641.212,
Is_True,           3.5975%,
Analysis,STARLINK-2599 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1576.192,    1576.192,
    5680.130,   13841.765,    8161.636,
   15948.100,   19581.005,    3632.904,
   21682.465,   31052.171,    9369.706,
   33148.468,   42534.381,    9385.913,
   50352.680,   59773.440,    9420.760,
   61822.142,   71248.205,    9426.062,
   73287.621,   82727.989,    9440.368,
   84752.987,   86400.000,    1647.013,
Is_True,          71.8293%,
Analysis,STARLINK-2599 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2340.058,    2340.058,
    4460.154,   13812.843,    9352.688,
   15923.913,   19555.921,    3632.008,
   21661.207,   31054.062,    9392.855,
   33148.124,   42529.265,    9381.141,
   44607.837,   53998.753,    9390.916,
   56063.970,   59741.766,    3677.795,
   61797.985,   71241.046,    9443.061,
   73278.147,   82735.335,    9457.188,
   84750.518,   86400.000,    1649.482,
Is_True,          78.3764%,
Analysis,STARLINK-2599 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2340.292,    2340.292,
    4461.385,   13840.702,    9379.317,
   15951.068,   19569.568,    3618.500,
   21672.525,   31034.376,    9361.850,
   33128.174,   42520.341,    9392.167,
   44599.617,   59768.540,   15168.923,
   61820.298,   71227.388,    9407.090,
   73266.941,   82713.296,    9446.355,
   84731.308,   86400.000,    1668.692,
Is_True,          80.7676%,
Analysis,STARLINK-2599 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2365.434,    2365.434,
    4489.804,   13849.906,    9360.102,
   15964.947,   19588.030,    3623.084,
   21697.274,   31058.079,    9360.805,
   38881.909,   42546.818,    3664.910,
   44629.168,   59778.560,   15149.392,
   61841.234,   71253.688,    9412.454,
   73295.786,   82739.418,    9443.632,
   84758.368,   86400.000,    1641.632,
Is_True,          74.0989%,
Analysis,STARLINK-2599 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2364.673,    2364.673,
    4487.398,   13179.510,    8692.112,
   15941.214,   19580.054,    3638.839,
   21688.459,   31071.790,    9383.331,
   33169.701,   42550.560,    9380.859,
   44635.206,   59763.577,   15128.371,
   61821.316,   71264.915,    9443.599,
   73307.938,   82749.334,    9441.396,
   84775.702,   86400.000,    1624.298,
Is_True,          79.9739%,
Analysis,STARLINK-2454 - STARLINK-1477,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2476,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1106,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2291,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2349,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1470,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1576,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1244,
       Rise,         Set, Duration (s),
    6799.831,    7399.737,     599.905,
   21124.199,   21738.925,     614.725,
   35461.824,   36064.296,     602.472,
   49786.198,   50403.444,     617.246,
   75588.623,   76194.571,     605.948,
Is_True,           3.5189%,
Analysis,STARLINK-2454 - STARLINK-2052,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3515,
       Rise,         Set, Duration (s),
       0.000,     339.505,     339.505,
   10765.393,   14429.335,    3663.942,
   24995.270,   25651.031,     655.761,
Is_True,           5.3926%,
Analysis,STARLINK-2454 - STARLINK-2496,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1529,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3657,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2044,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1586,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2045,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2129,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2454 - STARLINK-1290,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2454 - STARLINK-1683,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3652,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1975,
       Rise,         Set, Duration (s),
       0.000,     185.845,     185.845,
   14131.293,   14516.660,     385.368,
   28463.755,   28848.034,     384.279,
Is_True,           1.1059%,
Analysis,STARLINK-2454 - STARLINK-3640,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2294,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2067,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2166,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3562,
       Rise,         Set, Duration (s),
   17898.916,   18457.734,     558.818,
   31797.065,   32625.394,     828.329,
   43030.263,   43848.395,     818.131,
   57214.397,   57743.631,     529.234,
Is_True,           3.1649%,
Analysis,STARLINK-2454 - STARLINK-2305,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2733,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2684,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3358,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3105,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-2481,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3085,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-1112,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2454 - STARLINK-3536,
       Rise,         Set, Duration (s),
    3124.991,    3891.301,     766.310,
   14280.068,   14943.862,     663.794,
Is_True,           1.6552%,
Analysis,STARLINK-2454 - STARLINK-2358,
       Rise,         Set, Duration (s),
       0.000,     177.387,     177.387,
   10486.771,   14502.603,    4015.831,
   24825.409,   31700.945,    6875.536,
   39149.233,   40306.878,    1157.645,
   53487.873,   54632.041,    1144.169,
   67811.683,   68970.741,    1159.058,
   82150.325,   83295.867,    1145.543,
Is_True,          18.1426%,
Analysis,STARLINK-2454 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    1528.202,    1528.202,
    5711.571,   13852.189,    8140.618,
   16010.103,   19597.361,    3587.258,
   21752.225,   31075.712,    9323.487,
   33230.513,   42574.391,    9343.877,
   50488.647,   59841.650,    9353.003,
   61989.814,   71323.325,    9333.511,
   73468.234,   77064.396,    3596.162,
   79210.613,   86400.000,    7189.387,
Is_True,          71.0596%,
Analysis,STARLINK-2454 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    2337.116,    2337.116,
    4499.932,   13842.136,    9342.204,
   16003.936,   19594.384,    3590.448,
   21754.742,   31094.156,    9339.414,
   33248.355,   42574.873,    9326.518,
   44731.087,   48325.711,    3594.624,
   50482.540,   59831.133,    9348.593,
   61985.506,   71334.911,    9349.405,
   73483.206,   77082.733,    3599.527,
   79224.310,   86400.000,    7175.690,
Is_True,          77.5504%,
Analysis,STARLINK-2454 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,    2352.634,    2352.634,
    4513.898,   13843.877,    9329.980,
   15996.037,   19580.860,    3584.823,
   21739.968,   31083.314,    9343.346,
   33243.177,   42588.359,    9345.182,
   44745.047,   48339.551,    3594.504,
   50493.335,   59825.717,    9332.382,
   61973.404,   71321.784,    9348.380,
   73474.130,   77074.533,    3600.404,
   79225.729,   86400.000,    7174.271,
Is_True,          77.5531%,
Analysis,STARLINK-2454 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,    2338.424,    2338.424,
    4494.780,   13822.142,    9327.362,
   15978.662,   19568.502,    3589.840,
   21725.490,   31073.485,    9347.995,
   33234.066,   42583.979,    9349.912,
   44733.568,   48324.073,    3590.505,
   50472.426,   59811.082,    9338.655,
   61958.724,   71310.916,    9352.192,
   73460.592,   77069.892,    3609.300,
   79223.440,   86400.000,    7176.560,
Is_True,          77.5703%,
Analysis,STARLINK-2454 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,    2324.338,    2324.338,
    4485.286,   13185.246,    8699.960,
   16003.999,   19591.229,    3587.230,
   21745.193,   31071.838,    9326.645,
   33224.438,   42563.020,    9338.582,
   44716.026,   48313.902,    3597.876,
   50468.153,   59834.838,    9366.684,
   61984.201,   71319.209,    9335.008,
   73461.953,   77062.215,    3600.262,
   79204.212,   86400.000,    7195.788,
Is_True,          76.8199%,
Analysis,STARLINK-1477 - STARLINK-2476,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1477 - STARLINK-1106,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-2291,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1477 - STARLINK-2349,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1470,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1576,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1244,
       Rise,         Set, Duration (s),
       0.000,     136.711,     136.711,
   10786.154,   14467.648,    3681.494,
   25116.419,   25932.241,     815.822,
   39446.483,   40262.786,     816.303,
   53776.764,   54593.728,     816.964,
   68106.851,   68924.277,     817.426,
   82437.149,   83255.223,     818.074,
Is_True,           9.1468%,
Analysis,STARLINK-1477 - STARLINK-2052,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-3087,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-3515,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-2496,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1529,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-3657,
       Rise,         Set, Duration (s),
   28779.788,   29168.769,     388.981,
Is_True,           0.4502%,
Analysis,STARLINK-1477 - STARLINK-2044,
       Rise,         Set, Duration (s),
   10488.740,   11042.397,     553.658,
   24851.477,   25361.970,     510.492,
   39268.370,   39630.000,     361.630,
Is_True,           1.6502%,
Analysis,STARLINK-1477 - STARLINK-1586,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-2045,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-2129,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1290,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-1683,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-3652,
       Rise,         Set, Duration (s),
   86119.006,   86400.000,     280.994,
Is_True,           0.3252%,
Analysis,STARLINK-1477 - STARLINK-1975,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1477 - STARLINK-3640,
       Rise,         Set, Duration (s),
   71755.980,   72303.385,     547.405,
   85789.614,   86400.000,     610.386,
Is_True,           1.3400%,
Analysis,STARLINK-1477 - STARLINK-2294,
       Rise,         Set, Duration (s),
       0.000,   43176.494,   43176.494,
   43467.770,   57514.893,   14047.122,
   57754.108,   71856.130,   14102.022,
   72103.293,   86400.000,   14296.707,
Is_True,          99.0999%,
Analysis,STARLINK-1477 - STARLINK-2067,
       Rise,         Set, Duration (s),
       0.000,     404.891,     404.891,
   13821.854,   14734.673,     912.818,
   28151.220,   29066.168,     914.948,
   42482.573,   43395.953,     913.379,
   53946.869,   57727.456,    3780.587,
   68276.256,   72057.243,    3780.987,
   82607.630,   83521.762,     914.132,
Is_True,          13.4511%,
Analysis,STARLINK-1477 - STARLINK-2166,
       Rise,         Set, Duration (s),
    3041.891,   10232.495,    7190.604,
   17363.700,   24570.594,    7206.893,
   31703.123,   38892.998,    7189.875,
   40292.686,   47499.024,    7206.338,
   54632.126,   61821.416,    7189.290,
   68953.940,   76159.584,    7205.644,
   83293.401,   86400.000,    3106.599,
Is_True,          53.5825%,
Analysis,STARLINK-1477 - STARLINK-3562,
       Rise,         Set, Duration (s),
       0.000,     133.889,     133.889,
   10539.793,   11367.953,     828.160,
   24689.755,   25278.899,     589.144,
Is_True,           1.7954%,
