
SOAP Analysis Report Output for starlink_starlink_40_sats_23.orb,
Generated: Thu Dec 15 21:28:18 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1109 - STARLINK-1734,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1109 - STARLINK-2146,
       Rise,         Set, Duration (s),
   10494.147,   11423.487,     929.340,
   24825.006,   25755.085,     930.079,
   39156.657,   40086.006,     929.350,
   53487.509,   54417.598,     930.089,
   67819.153,   68748.511,     929.358,
   82149.998,   83080.096,     930.098,
Is_True,           6.4564%,
Analysis,STARLINK-1109 - STARLINK-3841,
       Rise,         Set, Duration (s),
   17439.976,   18339.533,     899.557,
   28536.925,   35221.698,    6684.773,
   42765.961,   43443.057,     677.096,
Is_True,           9.5618%,
Analysis,STARLINK-1109 - STARLINK-2509,
       Rise,         Set, Duration (s),
    6930.515,    7840.483,     909.968,
   21265.695,   22168.122,     902.427,
   35593.337,   36503.751,     910.414,
   49928.521,   50831.362,     902.842,
   64256.138,   65166.987,     910.850,
   78591.324,   79494.571,     903.246,
Is_True,           6.2960%,
Analysis,STARLINK-1109 - STARLINK-3882,
       Rise,         Set, Duration (s),
   10446.963,   11018.970,     572.007,
   21488.285,   25220.919,    3732.635,
   35526.409,   36386.530,     860.121,
Is_True,           5.9777%,
Analysis,STARLINK-1109 - STARLINK-2348,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-2582,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-1100,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-3317,
       Rise,         Set, Duration (s),
       0.000,    4321.861,    4321.861,
   11298.569,   18651.228,    7352.659,
   25623.911,   32966.180,    7342.269,
   39930.760,   50150.825,   10220.065,
   54258.223,   64476.965,   10218.741,
   68567.025,   78788.650,   10221.626,
   85750.740,   86400.000,     649.260,
Is_True,          58.2482%,
Analysis,STARLINK-1109 - STARLINK-2681,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-3333,
       Rise,         Set, Duration (s),
       0.000,     500.941,     500.941,
   14210.482,   14828.115,     617.634,
   28533.192,   29161.968,     628.775,
   42861.402,   43489.086,     627.684,
   57183.920,   57822.778,     638.858,
   71511.851,   72149.834,     637.982,
   85834.183,   86400.000,     565.817,
Is_True,           4.8816%,
Analysis,STARLINK-1109 - STARLINK-2006,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-2215,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-3446,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-1280,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1109 - STARLINK-1019,
       Rise,         Set, Duration (s),
   10795.483,   11443.327,     647.845,
   25130.979,   25770.792,     639.813,
   39458.063,   40105.806,     647.743,
   53793.569,   54433.246,     639.678,
   68120.626,   68768.271,     647.645,
   82456.142,   83095.688,     639.546,
Is_True,           4.4702%,
Analysis,STARLINK-1109 - STARLINK-3713,
       Rise,         Set, Duration (s),
   39270.209,   39703.213,     433.005,
   50341.665,   54013.533,    3671.869,
   64353.573,   65325.604,     972.031,
   78517.203,   79338.616,     821.413,
