
SOAP Analysis Report Output for starlink_starlink_40_sats_3.orb,
Generated: Thu Dec 15 21:20:39 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-2196 - STARLINK-3324,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-1557,
       Rise,         Set, Duration (s),
     536.758,    7582.672,    7045.914,
   17734.026,   21920.219,    4186.193,
   32057.779,   39117.579,    7059.801,
   46396.136,   53442.262,    7046.125,
   60719.867,   67779.840,    7059.973,
   75058.244,   82104.495,    7046.251,
Is_True,          45.6531%,
Analysis,STARLINK-2196 - STARLINK-2709,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-2346,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-3228,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-2122,
       Rise,         Set, Duration (s),
       0.000,     524.051,     524.051,
   13916.386,   14853.629,     937.242,
   28245.898,   29186.484,     940.586,
   42578.762,   43516.048,     937.286,
   56908.260,   57848.905,     940.645,
   68373.202,   72178.455,    3805.253,
   82706.069,   86400.000,    3693.931,
Is_True,          13.6331%,
Analysis,STARLINK-2196 - STARLINK-3400,
       Rise,         Set, Duration (s),
    4057.954,   11245.910,    7187.955,
   18400.147,   28400.106,    9999.960,
   35601.242,   42685.120,    7083.879,
   49927.119,   56985.244,    7058.124,
   64275.445,   71266.445,    6991.000,
   78604.548,   79848.576,    1244.029,
Is_True,          45.7928%,
Analysis,STARLINK-2196 - STARLINK-3701,
       Rise,         Set, Duration (s),
    6597.032,    7263.545,     666.514,
   17740.503,   18637.708,     897.205,
   31806.291,   32722.185,     915.894,
   43171.315,   43883.987,     712.672,
Is_True,           3.6948%,
Analysis,STARLINK-2196 - STARLINK-2524,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-3458,
       Rise,         Set, Duration (s),
   67634.911,   68735.689,    1100.779,
   78919.339,   79727.831,     808.492,
Is_True,           2.2098%,
Analysis,STARLINK-2196 - STARLINK-1115,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-3281,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-2196 - STARLINK-3052,
       Rise,         Set, Duration (s),
       0.000,     393.868,     393.868,
   13967.662,   14775.863,     808.201,
   28336.303,   29158.313,     822.009,
   42706.812,   43538.421,     831.610,
   57078.046,   57918.236,     840.190,
   71450.547,   72296.419,     845.873,
   85824.389,   86400.000,     575.611,
Is_True,           5.9229%,
Analysis,STARLINK-2196 - STARLINK-1395,
       Rise,         Set, Duration (s),
       0.000,     626.577,     626.577,
   14108.342,   14958.066,     849.724,
   28440.279,   29288.418,     848.139,
   42770.622,   43619.907,     849.285,
   57102.555,   57950.259,     847.705,
   71432.894,   72281.748,     848.854,
   85764.822,   86400.000,     635.178,
Is_True,           6.3721%,
Analysis,STARLINK-2196 - STARLINK-2109,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-1627,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2196 - STARLINK-1270,
       Rise,         Set, Duration (s),
       0.000,     506.233,     506.233,
   14001.016,   14834.628,     833.612,
   28328.758,   29168.571,     839.813,
