
SOAP Analysis Report Output for starlink_80_sats_5.orb,
Generated: Fri Dec 16 09:34:13 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3312 - STARLINK-3898,
       Rise,         Set, Duration (s),
   28672.021,   29309.164,     637.143,
   39290.550,   45957.077,    6666.527,
   47336.146,   56903.753,    9567.607,
   58170.473,   67756.886,    9586.413,
   69100.575,   78526.408,    9425.834,
   85669.044,   86400.000,     730.956,
Is_True,          42.3779%,
Analysis,STARLINK-3312 - STARLINK-2699,
       Rise,         Set, Duration (s),
   15057.696,   34229.825,   19172.128,
Is_True,          22.1900%,
Analysis,STARLINK-3312 - STARLINK-1653,
       Rise,         Set, Duration (s),
   68356.600,   68729.605,     373.006,
   82043.476,   82838.571,     795.095,
Is_True,           1.3520%,
Analysis,STARLINK-3312 - STARLINK-1146,
       Rise,         Set, Duration (s),
   42945.482,   43455.005,     509.524,
   53759.363,   54840.117,    1080.755,
Is_True,           1.8406%,
Analysis,STARLINK-3312 - STARLINK-1724,
       Rise,         Set, Duration (s),
   78838.552,   79345.856,     507.304,
Is_True,           0.5872%,
Analysis,STARLINK-3312 - STARLINK-1080,
       Rise,         Set, Duration (s),
   35385.371,   36014.665,     629.294,
   46419.062,   47199.944,     780.881,
Is_True,           1.6321%,
Analysis,STARLINK-3312 - STARLINK-3313,
       Rise,         Set, Duration (s),
   64581.072,   65385.088,     804.016,
   78434.546,   79279.837,     845.291,
Is_True,           1.9089%,
Analysis,STARLINK-3312 - STARLINK-1646,
       Rise,         Set, Duration (s),
   46779.381,   47408.592,     629.211,
   60602.301,   61365.116,     762.815,
   71946.711,   72254.473,     307.762,
Is_True,           1.9673%,
Analysis,STARLINK-3312 - STARLINK-1460,
       Rise,         Set, Duration (s),
   60885.976,   61501.932,     615.957,
   71681.844,   78339.445,    6657.602,
Is_True,           8.4185%,
Analysis,STARLINK-3312 - STARLINK-71,
       Rise,         Set, Duration (s),
   52833.318,   78696.387,   25863.070,
Is_True,          29.9341%,
Analysis,STARLINK-3312 - STARLINK-2654,
       Rise,         Set, Duration (s),
       0.000,    6166.147,    6166.147,
   79622.931,   86400.000,    6777.069,
Is_True,          14.9806%,
Analysis,STARLINK-3312 - STARLINK-2362,
       Rise,         Set, Duration (s),
   67936.289,   68659.366,     723.077,
Is_True,           0.8369%,
Analysis,STARLINK-3312 - STARLINK-3698,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3312 - STARLINK-2379,
       Rise,         Set, Duration (s),
   42757.129,   43623.376,     866.247,
   53664.645,   54885.636,    1220.992,
Is_True,           2.4158%,
Analysis,STARLINK-3312 - STARLINK-1271,
       Rise,         Set, Duration (s),
   28223.658,   28974.988,     751.330,
   39282.452,   40121.706,     839.253,
Is_True,           1.8410%,
Analysis,STARLINK-3312 - STARLINK-3900,
       Rise,         Set, Duration (s),
   28686.345,   29286.160,     599.815,
   39294.440,   45947.273,    6652.833,
   47336.470,   56898.694,    9562.224,
   58166.254,   67756.363,    9590.109,
   69091.808,   78530.298,    9438.490,
   85652.299,   86400.000,     747.701,
Is_True,          42.3509%,
Analysis,STARLINK-3312 - STARLINK-1991,
       Rise,         Set, Duration (s),
    6717.278,    7536.513,     819.234,
   17988.177,   18468.879,     480.702,
Is_True,           1.5046%,
Analysis,STARLINK-3312 - STARLINK-1162,
       Rise,         Set, Duration (s),
   56831.338,   57640.581,     809.243,
   67991.421,   68705.088,     713.667,
Is_True,           1.7626%,
