
SOAP Analysis Report Output for starlink_80_sats_18.orb,
Generated: Fri Dec 16 09:51:20 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-3004 - STARLINK-3329,
       Rise,         Set, Duration (s),
       0.000,     344.814,     344.814,
   13781.732,   14631.652,     849.920,
   28065.259,   28929.343,     864.084,
   39498.216,   43212.598,    3714.382,
   53797.302,   54642.893,     845.591,
   68085.725,   68935.510,     849.784,
   82388.904,   83212.903,     823.999,
Is_True,           9.5979%,
Analysis,STARLINK-3004 - STARLINK-2752,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-2631,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-1446,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-2533,
       Rise,         Set, Duration (s),
       0.000,    6783.107,    6783.107,
    7841.135,   21124.053,   13282.919,
   22092.709,   35451.577,   13358.868,
   36393.169,   49761.079,   13367.910,
   50677.556,   61195.093,   10517.538,
   65016.119,   75470.965,   10454.846,
   79339.239,   86400.000,    7060.761,
Is_True,          86.6041%,
Analysis,STARLINK-3004 - STARLINK-2282,
       Rise,         Set, Duration (s),
    6700.681,    7690.268,     989.588,
   20984.972,   21999.417,    1014.445,
   35282.373,   36294.148,    1011.775,
   46719.715,   50594.537,    3874.821,
   61015.225,   64881.311,    3866.086,
   75323.579,   76311.954,     988.375,
Is_True,          13.5939%,
Analysis,STARLINK-3004 - STARLINK-3885,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-1300,
       Rise,         Set, Duration (s),
       0.000,     187.869,     187.869,
   10780.818,   14485.152,    3704.334,
   25074.648,   25926.959,     852.311,
   39357.313,   40234.090,     876.777,
   53655.181,   54526.017,     870.837,
   67942.135,   68829.018,     886.883,
   82244.699,   83116.351,     871.652,
Is_True,           9.5494%,
Analysis,STARLINK-3004 - STARLINK-3322,
       Rise,         Set, Duration (s),
   50349.749,   50503.163,     153.414,
   64615.930,   64820.360,     204.430,
Is_True,           0.4142%,
Analysis,STARLINK-3004 - STARLINK-2641,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-3665,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-2659,
       Rise,         Set, Duration (s),
    3438.519,    3962.105,     523.586,
   17751.791,   18241.612,     489.821,
   32075.392,   32510.529,     435.137,
Is_True,           1.6766%,
Analysis,STARLINK-3004 - STARLINK-3666,
       Rise,         Set, Duration (s),
       0.000,   25071.265,   25071.265,
   25582.216,   39311.057,   13728.841,
   39936.556,   53500.631,   13564.075,
   54339.106,   67734.033,   13394.928,
   68700.230,   79103.805,   10403.575,
   83093.823,   86400.000,    3306.177,
Is_True,          91.9778%,
Analysis,STARLINK-3004 - STARLINK-1103,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3004 - STARLINK-3274,
       Rise,         Set, Duration (s),
       0.000,     243.731,     243.731,
   14166.381,   14523.871,     357.490,
   28425.047,   28819.020,     393.974,
   68372.560,   68824.094,     451.534,
   82645.991,   83105.717,     459.726,
Is_True,           2.2065%,
Analysis,STARLINK-3004 - STARLINK-2038,
       Rise,         Set, Duration (s),
       0.000,    6760.909,    6760.909,
    7903.804,   21165.420,   13261.617,
   22097.685,   35550.658,   13452.974,
