
SOAP Analysis Report Output for starlink_80_sats_7.orb,
Generated: Fri Dec 16 09:36:46 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1317 - STARLINK-2600,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-3118,
       Rise,         Set, Duration (s),
       0.000,     424.821,     424.821,
   14267.030,   14802.672,     535.642,
   28615.698,   29182.340,     566.642,
   42968.778,   43558.581,     589.803,
   57318.558,   57937.163,     618.604,
   71672.967,   72312.035,     639.068,
   86023.709,   86400.000,     376.291,
Is_True,           4.3413%,
Analysis,STARLINK-1317 - STARLINK-1783,
       Rise,         Set, Duration (s),
       0.000,     112.454,     112.454,
   10661.880,   14457.634,    3795.754,
   24986.996,   25928.465,     941.469,
   39326.270,   40260.425,     934.155,
   53651.515,   54605.397,     953.882,
   67990.817,   68937.299,     946.481,
   82316.187,   83282.127,     965.941,
Is_True,          10.0117%,
Analysis,STARLINK-1317 - STARLINK-2489,
       Rise,         Set, Duration (s),
     434.094,    7976.803,    7542.708,
   14929.792,   22173.311,    7243.519,
   29265.486,   36491.608,    7226.122,
   46561.928,   50672.488,    4110.560,
   61079.638,   65003.117,    3923.479,
   75399.351,   76402.160,    1002.809,
Is_True,          35.9366%,
Analysis,STARLINK-1317 - STARLINK-1454,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-1526,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-3700,
       Rise,         Set, Duration (s),
   35418.510,   36018.257,     599.746,
   46388.491,   47389.489,    1000.999,
Is_True,           1.8527%,
Analysis,STARLINK-1317 - STARLINK-3849,
       Rise,         Set, Duration (s),
    4274.151,    8080.734,    3806.582,
   67876.133,   68647.628,     771.495,
   78761.158,   79735.907,     974.749,
Is_True,           6.4269%,
Analysis,STARLINK-1317 - STARLINK-1575,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-1215,
       Rise,         Set, Duration (s),
    3460.360,    4247.693,     787.333,
   17788.907,   18589.490,     800.583,
   32125.245,   32922.842,     797.597,
   46453.899,   47264.512,     810.613,
   60790.269,   61597.831,     807.562,
   75119.028,   75939.380,     820.352,
Is_True,           5.5834%,
Analysis,STARLINK-1317 - STARLINK-3531,
       Rise,         Set, Duration (s),
   57583.702,   58059.645,     475.943,
   71441.843,   72235.099,     793.257,
   82650.670,   83449.735,     799.065,
Is_True,           2.3938%,
Analysis,STARLINK-1317 - STARLINK-2705,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-1812,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-3122,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-3109,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-2469,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1317 - STARLINK-1153,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-1958,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-2236,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1317 - STARLINK-1571,
       Rise,         Set, Duration (s),
