
SOAP Analysis Report Output for starlink_80_sats_42.orb,
Generated: Fri Dec 16 10:21:23 2022,
Start: 2022/04/30 01:42:00.00, Stop: 2022/05/01 01:42:00.00,
Samples: 25, Step: 3600.000000 s, System: UTC,
TIME_UNITS,      ,,
SECONDS,
Analysis,STARLINK-1330 - STARLINK-2392,
       Rise,         Set, Duration (s),
       0.000,      63.102,      63.102,
   10580.151,   11528.257,     948.106,
   24913.661,   25857.412,     943.751,
   39242.781,   40191.129,     948.348,
   53576.287,   54520.270,     943.983,
   67905.395,   68853.977,     948.582,
   82238.896,   83183.105,     944.209,
Is_True,           6.6436%,
Analysis,STARLINK-1330 - STARLINK-1829,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-1991,
       Rise,         Set, Duration (s),
      23.191,   10514.959,   10491.768,
   11487.895,   24837.875,   13349.979,
   25805.272,   39177.043,   13371.771,
   40149.655,   53499.915,   13350.260,
   54466.996,   67839.122,   13372.126,
   68811.414,   82161.950,   13350.536,
   83128.721,   86400.000,    3271.279,
Is_True,          93.2381%,
Analysis,STARLINK-1330 - STARLINK-1231,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-1433,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1330 - STARLINK-1152,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-2139,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1330 - STARLINK-1093,
       Rise,         Set, Duration (s),
    3014.655,    4049.447,    1034.793,
   17349.859,   18376.116,    1026.257,
   31676.495,   32711.286,    1034.791,
   43141.231,   47037.940,    3896.709,
   57476.455,   61373.124,    3896.669,
   71803.071,   75699.764,    3896.693,
   86138.310,   86400.000,     261.690,
Is_True,          17.4162%,
Analysis,STARLINK-1330 - STARLINK-3134,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-3160,
       Rise,         Set, Duration (s),
   10243.399,   10913.610,     670.211,
   24577.305,   25212.928,     635.623,
   50366.716,   50964.584,     597.868,
   64703.464,   65261.178,     557.714,
   79030.221,   79568.686,     538.466,
Is_True,           3.4721%,
Analysis,STARLINK-1330 - STARLINK-2111,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-2705,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-1330 - STARLINK-1784,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-3583,
       Rise,         Set, Duration (s),
    3404.195,    3751.293,     347.097,
Is_True,           0.4017%,
Analysis,STARLINK-1330 - STARLINK-2211,
       Rise,         Set, Duration (s),
   50345.738,   50637.414,     291.676,
   64689.148,   64955.222,     266.074,
   79007.738,   79298.655,     290.917,
Is_True,           0.9823%,
Analysis,STARLINK-1330 - STARLINK-1140,
       Rise,         Set, Duration (s),
    2988.531,    3893.027,     904.496,
   17322.841,   18220.940,     898.099,
   28787.902,   32555.246,    3767.344,
   43116.225,   46883.140,    3766.914,
   57450.542,   61217.454,    3766.912,
   71778.841,   72682.335,     903.494,
   86113.163,   86400.000,     286.837,
Is_True,          16.5441%,
Analysis,STARLINK-1330 - STARLINK-3543,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1330 - STARLINK-3644,
       Rise,         Set, Duration (s),
